composition,Eg (eV)
Cs2Hg5.75Cd0.25S7,1.66
NiO,4.0
CsI,6.4
Se2B2O7,4.64
Cd3P2,0.5
SiTe2,1.85
Cs2PdP2Se6,1.6
Cu2SnSe3,0.7
LaCuOTe,2.31
BaSi2,1.3
K2CeP2O8,2.46
GaAs0.6P0.4,1.91
Li2HgSnS4,2.32
NaCl,8.5
CdIn2S4,2.3
Pb0.95Ge0.05Te,0.34
InN,2.09
KI,5.92
As2Te3,1.62
BSb,2.6
CrO3,1.4
CsBiSe2,1.07
Mg3As2,2.2
CsCu2SbS3,1.63
AsI3,2.47
Bi2Cu0.96Se3I,0.68
CdS0.01Se0.99,1.68
NaAsSe2,1.56
TlSe,0.96
Rb4Ag9Sb4S12,2.0
AgIn9Te14,1.5
Ba2SnSe4,1.9
SnS,1.26
BiOCl,3.46
ZnO,3.44
TiNiSb,0.42
ZnS,3.67
Cu0.01Ga1.99Se2.99,1.99
Cu0.5In1.5Se2.5,1.24
Na8Al8Si38,0.64
AgI,2.92
Cu0.3Ga1.7S2.7,2.6
CsPbPO4,4.39
KH3Se2O6,4.9
K2Sm2Ti3O10,3.26
Sn2WO5,2.6
Pb0.95Se0.95Sn0.05Se0.05,0.19
Ga2O3,4.4
SnSe2,1.62
Ga2O3,4.54
RbBiS2,1.2
NdB6,4.9
GaAs0.5P0.5,2.0
NiP2,0.3
Ba4AgGa5S12,2.52
Ag2HgI4,2.47
K10Zn4Sn4S17,3.1
Gd1.87Lu2.13Se6,1.56
Cs2SnP2Se6,2.06
PdPS,1.4
HgPS3,2.6
AgInSe2,1.2
CoTe1.88,0.2
NaSbF6,3.76
CdIn8Te13,1.02
Cu3GdTe3,0.52
RbI,6.26
Cu0.99In1.01Se2.01,1.08
In0.5Ga0.5P,1.9
Ge0.9Si0.1,0.8
TlGaSe2,1.65
NaCl,8.4
InSe,1.3
NaGaGe3Se8,2.35
Bi3F3I4O13,3.7
Pb0.94Sn0.06Se,0.22
SnSe,0.9
Cu3HoSe3,0.16
RbInGeS4,3.1
Cu2Se,1.1
AgF,2.8
KSbSe2,1.65
Cu2Ga4Te7,1.18
Sm2Sc3,2.3
ZnO,3.25
CdSnAs2,0.41
Cd4As2I3,2.3
Ba3B1.5S6Bi0.5,2.43
Hg2Br2,2.6
CdSb,0.42
GaN,3.48
BaSnO3,3.1
Cs8Ga8Si38,1.14
Ca5B3O9F,6.53
BiOI,1.89
PrO,0.55
In6Se7,0.86
SnS0.01Se0.99,0.95
TlBr,3.12
Hg6As4CdBr6,1.89
YB66,0.8
Bi3Ge3O10.5,3.3
CrO2,0.23
Pb0.98Se0.98Bi0.04Te0.06,0.28
Cs3Bi,0.7
V2O5,2.32
GdB6,3.6
Zn3As2,0.93
Li4.5Mn0.5TeO6,1.97
Rb2Te,4.5
InSb0.4As0.6,0.1
Ce3MoO7,2.0
Pd3P2S8,2.12
BaTiO3,3.1
Cs2TiAg2S4,2.44
InP,1.42
Ga0.1As0.1Zn0.9Se0.9,2.34
Zn3As2,0.96
Ag0.4Cd0.2In2.4Te4,0.42
PbS,0.44
Y3GaS6,2.88
Sc2O3,6.2
Y6ZnSi2S14,2.38
Tl2Cu2SnS4,1.4
Ba3MgTa2O9,4.28
Na3ZnB5O10,3.2
KNbSe2O7,4.0
NiP2,0.73
ZnO,3.42
GaSe,2.12
InS,2.07
Nd2S3,2.65
HfO2,5.55
AgInSe2,1.24
La3InGe0.5S7,2.61
Ba2InYSe5,2.31
Pb0.8Se0.8Bi0.4Te0.6,0.22
Pb6Sb6Se17,0.8
GaSe,2.1
As2S3,2.8
As2S3,2.57
CdSe,1.87
K2Cu2Sn2Se6,1.04
ErN,3.0
TlCuCl3,2.98
Er2Mo3O12,0.96
Ba4Ge3Se9Cl2,1.89
HgCl2,4.45
SrO,5.77
Zn3As2,1.0
TlSe,0.8
AgInO2,4.2
BaPdSe6,2.15
AgS,1.3
Cu3HoTe3,0.26
ZnTe,2.37
SbI3,2.49
K4Ba2Nb4S22,1.77
SnSi,0.59
InAs,0.41
Pb0.999TeTl0.001,0.3
Ge40.0Te5.3I8,0.8
AlSb,1.68
Ag3AsSe3,2.18
Cs2Cd3Te4,2.48
PdI2O6,1.31
Ba3BSbS6,2.62
Ba2GaNdSe5,2.18
ZnGeP2,2.0
K2CuGa3Se6,1.72
CdSiAs2,1.62
NaBiSe2,0.35
Bi2Te2.1Se0.9,0.29
Ta0.67Zr1.33O1.38N1.97,2.31
Cd8B5O15F,3.14
As2Te3,1.59
Hg0.08Zn0.92Te,1.9
TlHgInS3,1.74
RbI,6.25
GaS,2.59
EuIn2Te4,1.22
As2S3,2.37
Tb2O3,3.0
LiGaS2,4.15
K2TiCu2S4,2.04
KAu5PS8,2.14
GaAs,1.51
Tl4Ta2S11,1.26
Er3SmSe6,2.0
Pb0.6Ge0.4Te,0.51
ZnS,3.7
CrTe2,0.17
CuCl,3.2
PbS,0.28
Bi2O3,2.86
Cu0.9Ga1.1Se2.1,1.59
CuFeTe2,0.16
NdF3,6.15
Pb0.85Se0.85Sn0.15Se0.15,0.22
Hg0.4Cd0.6Se,0.7
AgAsTe2,0.8
SbSi,1.9
Hg4As2CdI4,1.45
Cu0.9In1.1Se2.1,1.06
Cs4BiAs3Se7,1.02
SrMgSnSe4,2.0
Pb2BO4H,3.76
K4Nb2S11,1.96
LiAsSe2,1.11
NaSbS2,1.48
CuCl,3.28
LiCa3As2H,1.4
PbO2,1.4
Pb0.8Sn0.2Se,0.06
La2Se3,1.65
ZnO,3.45
CdS,2.42
GeSn,0.8
GdN,1.54
AgInS2,2.0
MnF2,9.9
CuGa2Se4,0.63
La8Sb2S15,2.3
Zn3Sb2,0.22
NaCl,8.6
Ag5IO6,1.4
UY4O3S5,1.95
Ta0.67Zr1.33O0.42N2.61,1.93
InSe,1.26
ZnGeP2,2.1
Zn2LiGaO4,4.0
BiIO3F2,3.97
TlSbTe3,0.38
Ba3B1.5S6Sb0.5,3.01
Pb0.87Sn0.13Se,0.02
AgTe,0.73
Cd3Bi2,0.2
RbBi3Se4Te,0.8
DyAs,1.0
Bi25TiO39,3.1
Rb2TeBr6,2.14
In2Se,0.69
GeAs,1.45
YVSeO10,2.7
InSb,0.24
KCu4AsS4,1.9
K2ZnSn3S8,2.3
B2O3,4.9
As2S3,2.21
GaS,2.59
AgScO2,3.8
ZnIn2S4,2.86
CdSiP2,2.16
CdGeAs2,0.53
Gd2Mo3O12,4.06
PbS,0.42
AgGaTe2,1.1
ScTiNbO6,3.58
Cd4Sb2I3,1.83
Ga2GeTe3,0.85
Pb0.99Sn0.01Se,0.16
GaAs0.15Sb0.85,1.1
LiInS2,3.57
PbSe,0.15
Ga0.95Sb0.95Cd0.05Te0.05,0.74
Cu0.3In1.7Se2.7,1.21
GeO2,5.56
CsYHgSe3,2.54
Pr2Se3,1.8
SiSe2,1.72
Pb2N2SeO9,3.76
Pb0.94Sn0.06Se,0.17
Tl2BiP2S7,1.8
SnS0.4Se0.6,0.98
GeS,1.74
Pb0.999Se0.999Sn0.001Se0.001,0.32
In2Se2O7,2.97
NH6PO4,6.81
In2Se3,1.0
SiSe2,1.73
NaInSnS4,2.4
Cs2TeBr6,2.12
K0.6Cs0.4PSe6,2.1
Ca2Ge,1.0
Ba2ZnTe3,2.1
Zn2In2S5,2.7
CuGaO2,1.47
Ni2InVO6,1.92
PrB6,4.9
Rb2Mo3Se3O16,3.1
CdS,2.43
RbInS2,3.3
Ga1.001Sb0.999Se0.003,0.71
BaGa4S7,3.54
CuIn3Te5,1.2
LiMgAs,0.7
InSb,0.18
Ba2ZnV2O8,3.48
TlSe,0.57
Bi2SI2O11,3.74
Pb0.99Ge0.01Te,0.32
ZrSe3,1.25
ZnTe,2.26
ZnSb,1.05
Rb2AgPS4,2.6
BaCu2SnSe4,0.48
BiPO4,3.85
Na2Se,2.0
InAs,0.35
La4FeSb2S10,1.0
SbSeI,1.68
SiSn,0.59
Ba2Ga8SiS16,3.4
PbS,0.37
RbI,6.37
Cu3AsS4,1.48
Ag3SbS3,2.1
K2Cu2Sn2S6,1.47
Sb2Te3,0.35
Zn0.8Hg0.2Se,1.4
EuO,1.12
Ag2V2I4O16,2.24
GaAs0.1P0.9G1128,1.22
HgO,2.48
NaNb2PS10,1.72
Zn2MoTeO7,4.1
TlInS2,2.25
ScTa2O5N,2.67
AgInS2,1.88
CdAs2,1.13
In6S7,0.95
TlPrSe2,1.18
BaGa2SnSe6,1.6
GeSe2,2.3
ZnO,3.44
ZnTe,2.1
Ag2SnSe3,0.84
AgGaSe2,1.3
CdSnAs2,0.31
InSb0.5As0.5,0.1
B4C,1.64
GdH2NO5,4.84
Cu2GeSe3,0.85
TlCl,3.23
GaAs0.7Sb0.3,0.67
PbI2,2.55
ZnO,3.44
GaN,3.48
PdO,0.8
Tl2TeS3,1.6
AgFeTe2,0.58
GeS2,3.43
ZnS,3.82
CaPr2S4,2.9
Hg0.1Cd0.9Se,0.35
InP,1.42
InSb,0.23
Ba2BiGaS5,2.38
Cd3As2,0.19
V2O4,0.66
AgAsSe2,1.4
TlInSe2,1.1
InAs,0.33
TaGaSe2,2.12
AlN,6.03
Sr8.007Ge2.043Bi7.949Se24,0.74
Zr3O,0.2
In0.4As0.4Ga0.6P0.6,1.85
TlCr5S8,1.01
Na2CdGe2S6,2.57
La2Ga2GeS8,2.78
CsLuCoS3,1.18
La2MoO5,0.49
Ba7B3O9F5,4.94
Ag2GeSe3,0.9
In2Se,0.65
Ge0.4Si0.6,0.94
CdIn2Te4,1.17
BaTaO2N,1.78
SnS0.25Se0.75,0.99
Ag3AsS3,1.98
Ge0.838Si0.162,1.32
DyPO4,6.38
HoIn3S6,1.23
Ag2S,1.23
PbTe,0.36
Hg0.99Cd0.01Se,1.72
PbTe0.99Se0.01,0.3
GaBi,0.1
PrTe2,1.29
CsInGeSe4,2.32
ZnSe,2.82
RbNb4Br11,0.46
CuP2,1.45
SnSe,0.95
CsI,6.37
K3Ti2P5S18,1.61
Ba3FeS4Br,1.65
CdP4,1.15
PrIn3S6,1.14
SiAs2,0.88
ZnIn2Te4,1.8
Eu3Sb4Se9,1.08
Ca4Bi6O13,2.76
PrCuOS,3.03
Cu0.05Ga1.95S2.95,2.64
H6PtI6O20,2.12
TlBr,3.3
Hg0.77Cd0.23Te,0.12
PbTe,0.3
Cu2WSe4,1.65
SnTe,0.3
Li2In2SiSe6,2.54
In0.3P0.3Ga0.7As0.7,1.67
GaAs0.2P0.8,2.2
RbCd4In5Se12,1.57
Sm3Te4,0.51
CsLiB6O10,6.89
DyN,2.1
Li6Mo6Se6O33,3.3
Zn0.85S0.85Ga0.15P0.15,2.4
K8Ce2I18O53,2.34
Rb3Al3Ge7S20,3.1
Ba3Er2P4S16,3.3
Li2ZnGeSe4,1.86
K2Te,1.9
CaO,6.93
PbBiO2Br,2.3
Tl2GeTe3,0.36
Bi12TiO20,3.09
WSe2,1.57
PrLuSe3,1.56
BP,4.2
Ga1.02Sb0.98Te0.06,0.68
VO2,0.66
GdTe,1.3
Pb0.59Ge0.41Te,0.49
ZnSe,2.83
CuZn2InTe4,1.05
Cs2Al2B2O7,4.13
Ba8Hg4S5Se7,1.98
GaAs,1.44
Pb0.9Se0.9Sn0.1Se0.1,0.24
CdSb,0.47
La2O2ZnSe2,3.4
AgFeSe2,0.23
CuBr,3.07
GaSe,2.12
TlPSe2,0.5
In0.97As0.97Cd0.03Te0.03,0.71
WO3,2.7
Hg2Cl2,3.5
GaAs,1.51
Sb2S3,1.69
K2Ag3Sb3S7,2.2
AgGaS2,2.73
InS,2.45
Bi1.98Te3Sb0.02,0.14
K2ReH9,5.71
TlPSe2,0.6
AgGaSe2,1.66
Eu3Se4,0.58
Ge0.999Si0.001,0.65
Hg2Cu3Te6O16,2.56
Ag8SnSe6,0.71
MgO,7.67
Bi2AsO4Cl,3.43
Ag2GeS3,1.98
ZnSnAs2,0.9
Cd4YB3O10,3.78
LiZnBO3,3.1
OsP4,0.4
AgSbS2,1.88
TiTe2,1.0
Pb2SbS2I3,2.0
Cs3Bi2Br9,2.5
La3Mg0.5SnS14,1.71
ZnIn2S4,2.85
CdS,2.6
TlBiTe2,0.12
InSe,1.12
GaSb,0.73
BaGa2SiSe6,2.88
Ba2InGdSe5,2.24
Cu3Ta7O19,2.47
GaP,2.77
PbTe,0.19
PbSe,0.14
K2CdP2Se6,2.58
K1.83Cd1.83Bi2.17S6,1.37
In4Te3,0.42
Ag3AsSe3,1.86
CsCd4In5Te12,1.42
Ce4Ge3S12,2.3
Tl2Hg3S4,2.05
CuGa3Te5,1.09
CuPbBiS3,0.12
KBi3S5,1.21
CsCaBO3,4.2
Hg0.65Cd0.35Te,0.28
TlGaTe2,1.8
Cu3GdS3,1.62
Cu3TmTe3,0.14
As2Se3,1.81
TlCl,3.46
KSi2P3,1.72
NaNO2,3.13
NaBiS2,0.42
AgSbSe2,0.67
La2YbCuS5,1.45
In0.1P0.1Ga0.9As0.9,1.6
CdSe,1.82
Mg2Sn,0.14
ZnAs2,0.9
Ag7AsSe6,1.0
Ag2CdGeS4,2.32
InP,1.28
AgLi0.33Ti0.67O2,2.7
Hg0.06Zn0.94Te,2.03
YbGa2Se4,1.8
Ca2SmTaO6,3.45
Ba4B11O20F,7.1
GaSe,2.11
In2O3,2.8
CrSb2,0.14
ZnIn2S4,2.5
Na2Nb4Se4O19,3.56
Cd3As2,0.12
Bi2Te1.2Se1.8,0.28
Cs2B4SiO9,6.53
Cs10Cd4Sn4S17,3.16
KIO3,3.71
Rb2Hg3Ge2S8,2.8
SbSI,1.96
GeSi,0.88
Cs5P5Se12,2.17
NaAsS2,2.23
Ho2GeS5,2.5
La2Se3,1.7
TaGaS2,3.4
MnP4,0.28
CdSe,1.82
YbS,0.98
Tl2Au2Sn2Se6,1.2
Cs2Bi2Cd2S5,1.7
LiInI4O12,4.27
Cr3Se4,1.59
K2Bi8Se13,0.47
Zn6S5Cl2,2.71
CuInSe2,0.8
CuInTe2,0.88
CsCl,7.8
Pb0.99Sn0.01Se,0.22
Pb0.999Se0.999Bi0.002Te0.003,0.79
Ag2O,1.57
Pb3B3O10N,3.64
MnVTe2O8,1.9
Cd0.99Te0.99Al0.01Sb0.01,1.6
KTbSe4,1.65
GaAs,1.42
ZnAs2,1.2
SrBiO2Cl,3.52
Ho2Mo3O12,1.07
K2SmP2S7,2.59
K10Zn4Sn4S17,3.2
CdS,2.58
InSb,0.23
CdS,2.52
AlSb,1.7
Li0.2Na0.8AsSe2,1.57
Mg2Sn,0.35
Ba5V3O12F,3.85
LiI,6.0
NaCd4P3,1.1
AlSb,2.22
AlSb,1.49
EuSb2Se4,0.95
Pb0.93TeIn0.07,0.32
ZnMoSb2O7,3.3
AsSeI,1.76
InS,2.06
Pb0.999Sn0.001Te,0.21
In0.94As0.94Cd0.06Te0.06,0.68
TlN,1.4
NaInI4O12,4.25
ZnSb,1.09
AgAlO2,3.6
KF,10.3
PbSe0.9S0.1,0.27
AgAlTe2,1.9
Ba2AgInS4,2.32
Sb2Se3,1.0
PtPAs,0.4
Tl2CeP2S7,2.4
LiPbSb3S6,1.6
Cd2V2Te2O11,2.48
TlCl,3.8
As2S3,2.45
SnGa4Se7,2.55
Ho2O3,5.42
Cd3P2,0.59
Ba2GaSbTe5,1.66
Hg0.7Cd0.3Se,1.1
PbS,0.6
PbI2,2.54
InP,1.41
In0.9Al0.1P,1.5
Na3Sn2F6Cl,3.88
SnS,1.22
CdS,2.53
ZnO,3.35
K5In3P6Se19,2.2
SnI4,2.38
Li2B12Si2,2.27
PbSb2Se4,1.8
PdS,0.5
Cd0.9Te0.9Al0.1Sb0.1,1.36
KAuI4O12,2.75
CsCl,8.1
Ba3Tb2P4S16,3.37
KBiSiS4,2.25
Ba4Si3Se9Cl2,1.76
Al2Te3,2.2
FeIn2Se4,1.15
CsNbSe2O7,4.2
FeSc2,0.77
Ga0.99Sb0.99Cd0.01Te0.01,0.72
Cs3Nb2AsSe11,1.35
K3Ta2AsS11,2.21
GaSb,0.81
Ba5Ga6SnP12,1.21
DyIn3S6,1.22
InP,1.41
Pb4V2Se6O21,3.37
EuGa2S4,2.25
ZnTe,2.28
PbCdP4O12,4.85
Mg2Pb,0.15
Na2CdSnS4,2.52
LiCsCO3,6.19
ThOSe,1.65
PbTe,0.19
SbI3,2.22
CdIn2S4,2.0
HgSe,0.24
Tl3CuNb2Se12,0.8
YH2NO5,4.83
Mg3P2,1.4
InSb,0.27
Rb3Sb2I9,1.94
In0.6Al0.4P,2.12
Ba4Sb3S8Cl,2.09
Li2CdGe,0.99
ZnSiP2,2.07
Bi2O3,2.91
CdTe,1.45
In6Se7,0.72
BaTiO3,3.04
NaInS2,1.9
Bi14.7In11.3S38,1.45
CdGa2Se4,2.48
Cs2CdP2Se6,2.63
EuTe,1.96
Pb0.93TeTl0.07,0.54
ErBiW2O9,3.26
Cu2Se,1.29
LiAsSe2,1.5
LiGaGe2Se6,2.64
Eu3In2P4,0.45
CsGaS3,3.0
AsNMg3,1.33
Ba2InErSe5,2.29
CsPSe6,1.9
Sb2Se3,1.11
BiSCl,1.89
CdS0.8Se0.2,2.23
ZnTe,2.35
Gd2S3,2.55
Na2TeS3,2.35
AgPbBiS3,1.2
Hg4As2ZrCl6,2.48
BaBiO2Cl,3.71
CdSnAs2,0.4
CdGeAs2,0.85
RbYbZnSe3,2.07
Cd4As2Br3,1.78
HgIn2Te4,0.86
NaInTe2,1.6
FePS,0.25
PtSb2,0.06
PtAs2,0.8
K1.46Sn3.09Bi7.45Se15,0.39
CdSiAs2,1.52
NaBa2Cu3S5,0.45
GaN,3.39
RuS2,1.8
KEuAsS4,1.89
Pb0.61Ge0.39Te,0.56
TlSe,0.65
Cu3YbSe3,0.2
Pb0.96TeTl0.04,0.57
Pr2Se3,1.9
Li2FeSnS4,1.86
InAs,0.47
PbGa2Se4,1.83
Ba2B6O11,5.17
As2B12,1.51
TlAsS2,2.22
InSe,1.25
PbO2,1.5
SeS,1.9
Pb0.99TeGa0.01,0.42
BaRh2Ge4Se6,1.09
CsGeI3,1.6
RbBiS2,1.36
Rb1.45Pb3.1Sb7.45Se15,0.45
MgSiN2,4.05
CoSb3,0.5
Ba2InDySe5,2.27
Ba4AgInSe6,2.41
ZnTe,2.3
PdPSe,0.15
B2O3,4.89
BiFSeO3,3.83
KCl,8.5
ZnIn2Se4,1.82
Ag2ZnSiS4,3.28
CdSe,1.84
MoO3,3.66
Zn2In2S5,2.65
K8Zr6Se30,1.81
PbO2,1.7
Si2Te3,2.18
InP,1.35
LaVI5O16,3.58
KBiS2,0.9
CdSe,1.7
BAs,1.45
CdSb2Se3Br2,1.4
La2O2FeSe2,0.7
BaZn2As2,0.23
ZnSnAs2,0.67
YbSb2S4,1.12
HgTe,0.15
CdTe,1.56
AgCl,5.13
CuInSe2,1.01
TlSbSe2,0.82
GeS,1.59
Th2GeSe2,1.98
Rb2Cu2Sb2S5,1.6
CuGaS2,2.43
Ba1.88Ta15O32,0.13
Cs6Na2Zn4Ge42,0.3
Cu0.35Ga1.65S2.65,2.53
AlN,6.09
Cu0.95In1.05Se2.05,1.07
Cu2Te,1.08
CdIn2Se4,1.45
Cu2SnSe3,0.83
Hg0.8Zn0.2Te,0.08
BaSe,3.6
Zn0.3S0.3Ga0.7P0.7,2.3
TeI4,1.1
KSbS2O8,4.64
CdS0.99Se0.01,2.4
Ba2InNdTe5,1.37
Ba2GaSmSe5,2.27
ZnI2,4.53
K2CuNbSe4,2.14
InBi2S4Br,1.5
Ga0.01P0.01Zn0.99Se0.99,2.6
TiS3,0.9
ZnSe,2.8
Hg2I2Te2,1.85
SbSI,1.92
Ba3Ta2Se9,1.6
ZnSnAs2,0.66
Cs2MgSn3Se8,1.92
Ce10OSe14,1.93
K2P2Se6,2.08
EuSb4Te7,0.54
CsAgSb4S7,2.04
WSe2,1.49
TlSe,0.79
Ca3Sb2,1.4
TlBr,3.07
Na8CsB21O36,4.67
Cu2P2S6,2.2
Ag3AsS3,2.2
SrTe,3.77
TlBr,2.64
ZrNiSb,0.55
Mg2Sn,0.34
PtS2,0.75
CeFMoO4,2.52
InSb,0.24
Rh0.67S2,1.5
Nd4Ge3S12,2.62
GdB66,1.27
InP,1.42
CuNb3O8,1.47
BaGa2SnSe6,1.95
Pb0.92Sn0.08Te,0.13
Cs2HgI2Cl2,2.15
PbTe,0.25
ZnS,3.66
Ba2GaSbSe5,2.51
La4InSbSe9,1.76
AgAlSe2,2.55
Pb0.999Sn0.001Te,0.23
InAs,0.42
Ge0.8Si0.2,0.86
GaSe,2.13
InS,1.8
Ga0.8In0.2As,1.07
YbS,1.33
TlCu3Lu2Se5,2.12
GaTe,1.67
LiF,11.7
Cu0.99Ga1.01Se2.01,1.59
Gd3.04Sc0.96S6,1.5
Pb0.999TeGa0.001,0.3
Ba2ScTaO6,4.19
ZnSnSb2,0.4
La2MnNiO6,1.2
ZnIn2S4,2.7
TlPS2,1.6
Mg2Sn,0.31
Li2ZnSnSe4,1.87
ZnAs2,1.3
ZnSnSb2,0.3
InP,1.35
RbH3Se2O6,4.84
Pb0.83Sn0.17Se,0.04
CdTe,1.6
Ga2Te3,1.32
Ba2InErTe5,1.35
CuI,3.12
SnS0.8Se0.2,1.07
Ga2GeTe3,0.84
Ge0.92Si0.08,0.72
Ge0.93Si0.07,1.04
Bi2I4O13,3.3
NaGe3P3,2.06
K2ZnSn2Se6,1.71
PtSe2,0.1
GeS,1.74
Cu2ZnSnTe4,1.39
AlVTe2O8,2.9
PtP2,0.8
AgAlTe2,1.8
Bi3In4S10,1.42
NaI,6.0
AlP,2.51
Ag2.7Ba6Sn4.3S16,1.38
SnGeS3,2.23
CaSm2S4,2.05
K8Al8Si38,1.4
BiSI,1.56
Ce2YbCuS5,1.37
Cu2O,2.59
PbCl2,3.82
CdGa2Se4,2.2
BaClBF4,6.89
Sn2S,0.95
Pb0.995TeTl0.005,0.48
GaAs0.99Sb0.01,0.7
Cs2Te,3.5
Th2Se5,0.37
Fe2TiSi,0.4
Hg0.1Zn0.9Te,1.74
Na2KSb,1.0
Mn2.04Gd1.47In0.49S5,1.75
KAg2SbS4,2.2
TlCl,3.23
InSe,1.29
Cs2CuNbSe4,2.19
ZnIn2S4,2.9
CuAlSe2,2.5
La3CuGaSe7,1.36
Cu2CdGeSe4,1.2
Ba8Al10B12O41,3.1
Bi12SiO20,3.2
Ga2Te3O9,4.15
HfS3,2.8
Pb0.95Sn0.05Se,0.12
InP,1.35
KInSe2,2.68
ZnO,3.3
BiZn2VO6,2.4
Hg0.3Cd0.7Se,0.55
TaGaSe2,2.03
KFe2BiO5,1.76
Ga2Te3,1.33
Cs2Cd3B16O28,4.76
TlInTe2,0.68
CuCl,3.22
HfS2,2.9
Fe4I3O24H15,2.3
Cu0.35Ga1.65Se2.65,1.81
KIO3,3.87
K2AgSnSe4,1.8
SmTe,0.35
SmB66,0.8
Ag3AsSe3,2.1
Pr2Te3,1.16
RbCl,8.3
CdSe,1.75
CsSbS2,2.8
GaAs,1.4
CdSe,1.74
Li6Al2Te8O22,3.63
Rb3Bi2Br9,2.62
EuS,1.65
CuInSe2,0.92
CuGaSe2,1.68
Ag2SnS3,1.37
BaTe,3.4
Pb2B3O7.5H2,4.42
YbSb2Te4,0.34
Cs2Zn3Se4O12,4.3
CeScO3,3.2
Ag3AsS3,2.1
Cu3AsSe4,0.88
AlSb,1.8
ZnTe,2.39
Tl2TeI6,1.47
AlB12,2.2
Zn0.9Hg0.1Se,1.75
ZnIn2S4,2.65
Cd4As2Br3,1.93
PbBr2,3.2
AlB12,1.9
Rh0.67Se2,0.7
Ge0.001Si0.999,1.09
Ga0.95Sb0.95Zn0.05Te0.05,0.85
LiPbB9O15,4.75
La2V2IO9,3.63
CuCl,3.4
Cd3P2,0.56
Ba2B6O9(OH)4,6.53
Nd2Se3,1.7
Nd4InSbSe9,1.57
Sm2O3,5.0
ZnS,3.58
TlInSe2,1.2
YbTe,1.8
RbZn4In5Se12,1.76
TlInSe2,1.4
Ga2Se2O7,4.61
DyTe1.7,0.35
Na2CdGe2S6,3.21
NH6PO4,6.8
AgGaS2,2.73
InSb2Se4Br,1.35
CdTeO3,3.55
Cu2GeS3,0.53
Sm4InSbS9,2.13
Cs4Pb4Ge5S16,1.95
HgGa2S4,2.79
Cd3As2,0.17
CsSmCdSe3,2.47
CaF2,9.92
ErN,2.4
RbMoPO6,2.96
RuPS,1.4
CuCl,3.2
NaI,5.93
InAs,0.41
GaSb,0.81
SrSeO4,4.75
SnSe,0.9
TlCr5Se8,0.67
TlInGeS4,2.3
La3Sb0.33SiSe7,1.75
K2Cu2ThS4,2.17
K2Gd2Ti3O10,3.3
Hg0.8Cd0.2Se,1.1
As2Se3,1.8
K2ZnSn3S8,2.55
InP,1.29
CuIn3S5,1.2
ZnO,3.48
Ga2S3,2.84
CdP4,1.0
TlCr5SSe7,0.71
GaSe,2.01
Cu0.35In1.65Se2.65,1.19
Ba4Ge3S9Cl2,2.91
CdSe,1.82
BiSeBr,1.96
Zn0.85S0.85Ga0.15P0.15,2.9
NiS2,0.64
CaGd2S4,2.55
Ho2S3,0.5
K3Cu3Th2S7,2.49
CuGaS2,2.5
K4Nb2S11,2.35
MoTe2,1.2
IrSe2,1.0
CdS,2.39
K2ZnSn3S8,2.15
Ga2Se3,2.05
TlSe,0.74
Ir2Sn3Se3,0.43
Zn0.5Cd0.5Se,3.0
CuZr1.86S4,1.26
ZnS,3.63
Hg0.8Cd0.2Se,1.3
BaHgSe2,1.56
La3GaGe0.5S7,2.54
CeF3,4.85
Cu3GdSe3,0.14
Ce2O2FeSe2,0.64
Dy4GaSbS9,2.58
GaSe,2.12
Ru2Si3,0.7
CdP2,2.13
AgIn3Te5,0.68
CdSb,0.48
InP2S4,2.75
Zn0.55S0.55Ga0.45P0.45,2.4
PbSeO4,4.3
ZnSnP2,1.45
Ba3SnSb2Se8,0.97
LiAlB14,2.05
Ga0.2In0.8As,0.5
AgS,1.4
Tb2Mo3O12,1.41
LaB6,4.1
CdSb,0.54
Ag2NbP2S8,2.02
LaGaO3,4.4
As2S3,2.5
InP,1.25
CuGaS2,2.38
InAs,0.36
CaO,7.0
Ba4CuGa5S12,2.82
CsCdBO3,2.58
Ga0.3P0.3Zn0.7Se0.7,2.15
SmSnTe2,0.52
ThO2,3.5
BaTiO3,2.96
RuAsS,1.2
SbSI,1.85
CeIn3S6,1.11
NiP2,0.5
AgTlSe2,0.72
GaS,2.5
CdS,2.41
CuCd2InTe4,0.85
KBiSe2,0.61
CdSe,1.83
GeS,1.74
SrSe,4.42
PdP2,0.65
Ba4Ga4SnSe12,2.16
Na2GeIn2Se6,2.47
Ba2In2S5,2.47
BaCuSbS3,2.0
Na2ZnGe2S6,3.25
InSe,1.17
Sb2S3,1.67
GeSe2,2.49
CdSe,1.9
YClMoO4,3.82
ReSi2,0.12
As2S3,2.56
Ag2MoI4O14,3.06
Cd3As2,0.53
HoN,1.88
GeS,1.77
CdSnAs2,0.5
In0.99As0.99Ga0.01P0.01,0.3
SmP,1.09
CaF2,10.0
CuCl,3.21
Zn3P2S8,3.07
GaP,2.75
Ga0.58As0.58Zn0.42Se0.42,1.67
CsYCdSe3,2.58
PdPS,1.38
ReO3,2.3
Pb2BiS2I3,1.6
Li3AlP2,2.75
Cs2Sn3Sb2S10,2.34
TlHg6S4Br5,3.03
Rb3Sb,1.0
Ce2YbCuSe5,1.05
La3CuGeSe7,2.0
RbYTe2O6,3.6
LiIO3,4.37
CsCd4Ga5Se12,2.21
In0.5P0.5Ga0.5As0.5,1.75
Cd6P7,0.85
Ag2S,1.03
Sb2Se3,1.1
HgS,2.1
CdGa2Se4,2.25
