MP-ID,System,G_Voigt
mp-22522,ZrSiCu,86
mp-5104,CaZnF4,25
mp-862750,SrNiSn2,27
mp-865125,MgGaRh2,79
mp-9473,Ba(NiP)2,40
mp-3886,Zr2AlC,90
mp-22426,ScSiNi,73
mp-27927,NbAlO4,77
mp-4613,Zr2SnC,80
mp-3464,FeSiRu2,116
mp-19946,YInCu2,34
mp-19940,VAs,91
mp-754711,Nb2Pb2O7,78
mp-865501,V2TcRu,113
mp-31185,MnAlFe2,129
mp-15685,Na2CuAs,20
mp-9472,LiAg2Ge,29
mp-21845,FePd3,76
mp-3155,Sc3FeC4,122
mp-10139,Sc3SnB,70
mp-3158,Li2SbPt,38
mp-675626,Cu3AsSe4,23
mp-20730,HfCo2Sn,80
mp-7421,KZnAs,24
mp-5190,ZnSnAs2,32
mp-8628,Te4Pt3,30
mp-865730,TiZnAu2,41
mp-2318,Nb2C,106
mp-862754,PrBS3,25
mp-9801,HfCoAs,93
mp-16337,Ga2HgTe4,16
mp-21418,MnSnPt,27
mp-865919,MgAlAg2,35
mp-4901,Y2MgCu2,18
mp-861645,Ca2MgTl,20
mp-861641,Ti2CoRe,98
mp-9586,NbSnS2,38
mp-292,V3As,110
mp-9061,KPdF3,23
mp-3595,ZnSiAs2,44
mp-7142,OsC,97
mp-4064,Ca(NiP)2,76
mp-12630,MgSeO4,41
mp-867216,TaFeRu2,106
mp-22040,Sn7Ir3,60
mp-865600,Y2IrPd,39
mp-1590,Be12Cr,146
mp-9768,BaSb2Pd,24
mp-999096,Ti2AlCr,55
mp-31455,VSbRu,49
mp-554813,NbCrF6,34
mp-13453,BePd3,42
mp-571420,Ba(NiP2)2,47
mp-997009,BaAuO2,28
mp-997006,AgPtO2,40
mp-11520,YNiSb,56
mp-864630,LiMg2Hg,30
mp-568695,CaCdSn,26
mp-865522,YCdAu2,24
mp-865515,YMgZn2,38
mp-865507,VSiRu2,114
mp-1012551,BaBrCl,12
mp-11288,Ca3Hg2,13
mp-35785,Y2CdS4,23
mp-862694,Al2IrRh,98
mp-20440,MnNi2Sn,53
mp-567345,NbRh,65
mp-873,VPd3,85
mp-9289,ZrSnTe,55
mp-4990,MnSnRh2,59
mp-776150,ScAgO3,54
mp-12385,Ba2YTaO6,77
mp-21883,VGaFe2,124
mp-29209,Ba(MgBi)2,21
mp-10601,Y3GaC,64
mp-22050,Hf2In5,46
mp-675477,Sn4Bi2Se7,23
mp-33997,TaO2F,120
mp-10456,HfSiPt,102
mp-8219,Zr(CuP)2,64
mp-865138,Hf2MnIr,89
mp-865130,Hf2MoRh,81
mp-975106,Rb2Bi2O5,39
mp-19146,CrPbO4,19
mp-20744,ZrInNi2,54
mp-13472,HfSiRh,99
mp-7430,Ca(CdSb)2,20
mp-24148,LiLa2HO3,75
mp-22191,HfFeGe,93
mp-9350,ScGeAu,45
mp-7436,KCuTe,20
mp-867916,ScGaIr2,89
mp-514,HfZn2,58
mp-1664,V3Pd,77
mp-866154,TiBeIr2,121
mp-4230,Sc3TlC,82
mp-3521,NaBF4,13
mp-561511,FeAsS,120
mp-567220,Hf2SbP,75
mp-9075,CdCuF4,31
mp-11444,YGa2Ni,53
mp-570436,CaIr2,61
mp-760492,Na4PtO4,34
mp-11193,VAuS2,58
mp-8830,NaRhO2,68
mp-4316,Sr(NiAs)2,33
mp-4744,Ca(NiAs)2,42
mp-30758,Li2MgPb,26
mp-30395,ScInAu2,33
mp-9307,Ba2ZnN2,26
mp-1648,Al12Re,79
mp-30563,ZrCoSn,68
mp-10877,Ca(Al2Cu)4,63
mp-865625,Na2MgSn,19
mp-675576,K(FeAs)2,24
mp-4953,CdGeAs2,28
mp-24995,PrFeO3,79
mp-8982,CaSiPt,36
mp-22490,Sc3(NiGe)4,75
mp-30725,YHg2,30
mp-30494,ScCd3,27
mp-30595,CuSnRh2,73
mp-866224,Be2NiPt,65
mp-3250,Ni2SbTe2,23
mp-865187,MgFeRh2,76
mp-865165,HfScCo2,66
mp-16495,AlCrFe2,102
mp-11549,VPd2,84
mp-754588,ZrBiO4,60
mp-2760,Nb6C5,163
mp-12109,ZrRe2,67
mp-13313,ScTlSe2,26
mp-11293,ZrCdCu2,56
mp-866073,MgSnRh2,62
mp-864597,LiMgTl2,11
mp-864607,ZrCdPd2,40
mp-864601,LiMg2Rh,37
mp-568912,Be12Nb,141
mp-24953,DyFeO3,85
mp-570769,CaInCu4,38
mp-7130,ScRu3C,143
mp-30533,KPt2S3,19
mp-571419,Zr2Al4C5,128
mp-9989,Nb2AsC,123
mp-3933,Mg2PN3,90
mp-11958,CaSn2Pd,26
mp-567636,VFeSb,65
mp-690544,Ga2FeO4,77
mp-864944,MnBe2Pt,69
mp-29208,Ca(MgBi)2,22
mp-864957,MnSbRu2,96
mp-5129,Y(CoSi)2,95
mp-1020,TaRh3,157
mp-625150,ScHO2,54
mp-865186,MgGaIr2,97
mp-1232,Mo3Pt,97
mp-27255,Ga2TeS2,18
mp-862324,Sc2GaTc,49
mp-772099,Cd(CuO2)2,51
mp-1919,ZrCr2,55
mp-9550,ScMnSi,80
mp-5152,La2SiO5,49
mp-13583,Sc2Si2Ru,70
mp-19821,Cr2GeC,82
mp-20004,Zr2InC,83
mp-20315,Ti2InC,97
mp-4883,Ba(FeP)2,58
mp-2968,Sr(MnSb)2,19
mp-5918,Hf2NiP,96
mp-865050,HfMgRh2,71
mp-11445,Y(TiGa2)2,62
mp-29646,HfAs2,76
mp-38818,HfNbB4,223
mp-12699,Ca3Au4,17
mp-19953,ZrSi2Cu,91
mp-669692,NbPd3,81
mp-862423,Sc2TcPd,51
mp-862379,Sc2TcAg,44
mp-675460,LiTiCl3,19
mp-10133,Sc3BPb,66
mp-1008866,NaAgO,25
mp-15845,SrLi4N2,32
mp-756683,HfBiO4,64
mp-3732,Ti2CS,136
mp-2730,HgTe,14
mp-867700,Li3CuS2,23
mp-761285,Sc2V2O7,53
mp-672299,YInNi,37
mp-30019,ZrCu2Te3,22
mp-11272,Be2Nb3,79
mp-861658,LiMnPt2,59
mp-9592,Yb(MnAs)2,39
mp-567197,YSnAu,43
mp-457,CeBe13,118
mp-21297,LiSn4Ru,47
mp-568469,Ca4TiN4,46
mp-776165,AgAuO3,56
mp-3582,Mg(BC)2,139
mp-555391,NaVF3,35
mp-574283,GdTe,34
mp-21467,TiCo2Sn,77
mp-997010,TlAgO2,24
mp-865560,Y2AlZn,44
mp-865569,Ti2MnIr,100
mp-570578,ZrIn3,51
mp-23141,Sr5P3BrO12,35
mp-7032,HfMoP,122
mp-867144,CaMgHg2,16
mp-996161,Nb3AlC2,137
mp-31459,TaCoSb,63
mp-11263,Zr3Au,55
mp-11261,YAu,33
mp-7707,Zr(SiNi)2,83
mp-8402,RbMgF3,42
mp-20268,TiGePd,71
mp-761293,ZrCoO3,53
mp-21124,SrIn4Pt,28
mp-20551,GaCo2Ni,71
mp-20147,ZrMnP,113
mp-3207,Sr(NiGe)2,38
mp-24237,ScH2,65
mp-865123,MgGaPd2,43
mp-505803,MnFeAs,43
mp-8279,Ba(CdP)2,33
mp-864896,Zr2CoTc,71
mp-7892,Mn2AlB2,161
mp-4478,CaSiPt,23
mp-865494,V2CrRu,111
mp-865548,TiInCo2,70
mp-10240,ScNiP,92
mp-866080,MgSc2Tl,37
mp-866081,MgSc2Os,25
mp-866082,MgSc2Tc,23
mp-866088,Hf2CoTc,83
mp-556194,SrSbSe2F,21
mp-7361,Sr(CoGe)2,53
mp-8308,Ca3Ni7B2,55
mp-8311,Si3NiP4,63
mp-31169,ScAlAg2,35
mp-29754,SrLiN,30
mp-4192,Ca3AsN,45
mp-571428,MgNi3B2,93
mp-27577,Cd2As3I,19
mp-16334,Fe3PdN,86
mp-16336,Zr2Fe3Si,95
mp-568280,Ba(NiAs)2,29
mp-542136,Na3PSO3,21
mp-1014251,HfZnN2,92
mp-863690,Ti2MnCo,88
mp-21104,Hf5Sn3,49
mp-8996,Sc3RuC4,114
mp-12798,Ni3Pt,98
mp-2598,Ta5Sb4,65
mp-18167,Ca3Cd2,15
mp-1016108,TiZnN2,55
mp-7070,Mn3PtN,77
mp-7939,NaNbSe2,39
mp-2857,ScN,156
mp-5163,LaRhO3,64
mp-570963,TaCr2,88
mp-567842,TaBe12,145
mp-754157,AlInO3,90
mp-865586,VGaRu2,112
mp-3751,AlTlF4,27
mp-862589,Re3Pt,203
mp-570485,SrAlSiH,43
mp-37501,In10Sb9Te,20
mp-974625,Re3Ru,189
mp-5618,Mg2As2O7,50
mp-16421,Zr2CuSb3,47
mp-753826,LiCuS,32
mp-11460,HfTc,78
mp-12696,YMgPd,21
mp-29659,FeAgTe2,18
mp-7644,LuAsO4,71
mp-10289,Ca(BC)2,110
mp-9988,Nb2CS,99
mp-9985,NbNiB,145
mp-3038,Al2HgSe4,20
mp-10140,Sc3TlB,54
mp-10069,Ce(P3Ru)4,110
mp-11582,LiGaSe2,18
mp-4009,BaPdS2,18
mp-3791,ScCo2Sn,76
mp-31451,ZrCoBi,64
mp-8605,SrSbPt,25
mp-862334,Sc2IrRh,67
mp-3103,Nb4AlC3,146
mp-643002,Mg2H6Os,54
mp-31116,LaScO3,79
mp-570698,V3Au,54
mp-30404,Li2SbAu,28
mp-30405,Li2SnAu,31
mp-1526,TiHg,53
mp-861978,Hf2ReIr,106
mp-550306,YCu2Bi2(SeO2)2,36
mp-9549,ScFeGe,56
mp-25172,Ba3WO6,39
mp-15053,Y(PdO2)2,62
mp-8182,As3Rh,72
mp-9382,SrZrN2,109
mp-1472,ZrB2,229
mp-21347,CoBMo,181
mp-7914,NaScO2,75
mp-561317,Rb2NiF4,21
mp-867266,CaMgTl2,16
mp-1994,HfB2,246
mp-1239,Sb3Ir,60
mp-998527,NiBiO3,56
mp-21090,MnNiGe,63
mp-754358,ZnSeO4,31
mp-864877,Hf2CoRe,89
mp-14790,Ge(Te2As)2,19
mp-618309,Bi2AuO5,52
mp-569511,NiTePd,39
mp-568920,CaAu5,28
mp-555576,KNaS2O7,11
mp-643370,Ba2MgH6,31
mp-20007,MnNiGe,64
mp-3998,LaTaO4,69
mp-33683,AgSbSe2,23
mp-11471,ScHg,34
mp-18300,Ca3AlSb3,23
mp-10440,Mg(P2Rh3)2,63
mp-861656,Ti2CrIr,80
mp-10991,YCuAs2,49
mp-21503,YMgIn,41
mp-15805,Mn3ZnN,115
mp-31457,ZrSbRu,47
mp-862363,Sc2PdPt,42
mp-862374,CdInPd2,37
mp-862336,Sc2IrPd,48
mp-4852,Ni(RhSe2)2,34
mp-862375,Sc2TcHg,30
mp-867148,LiHfRh2,57
mp-5342,GaAgS2,23
mp-22958,KBrO3,10
mp-4536,ScNi2Sn,55
mp-9690,Ca(AlGa)2,29
mp-568961,Ba(FeAs)2,44
mp-865179,Hf2FeOs,96
mp-399,Te2Pt,33
mp-6669,Sr5P3O12F,39
mp-31080,YAlSi,64
mp-570632,ScBi,33
mp-4763,ZnSiP2,56
mp-2676,TaBe2,118
mp-559092,ScF3,54
mp-31277,Sn4Ir,36
mp-22722,NbSiPd,85
mp-11984,YMgTl,40
mp-20724,Mg2Pb,21
mp-4836,Yb(MnSb)2,19
mp-866001,AlVRu2,124
mp-865051,NaCa2Tl,17
mp-4955,AlVCo2,103
mp-865650,Ti2TcRu,97
mp-8221,ZrAsRu,84
mp-569779,ScSbPd,47
mp-866037,GaNiRh2,78
mp-18848,Sr2MgWO6,82
mp-19906,Zr2InNi2,58
mp-862337,Sc2InAg,37
mp-7544,ZrSiRu,102
mp-22400,MnCu2SnSe4,21
mp-752685,ZrBiO4,53
mp-1014244,ZrZnN2,85
mp-568931,YbNiSb,37
mp-560530,Nb2Cd2O7,46
mp-4368,SbPdSe,32
mp-862543,Sc2AlTc,45
mp-867272,LiAlCu2,51
mp-862445,TaAlOs2,143
mp-5693,NaCrS2,38
mp-14168,K2GeF6,11
mp-862679,TaZn2,89
mp-10470,NbSiRh,115
mp-568587,CrCuSe2,32
mp-30648,LiMg2Ga,26
mp-13109,SrHfO3,90
mp-11113,TiTeAs,69
mp-20197,Cr2GaC,117
mp-20581,Ca3In,16
mp-7427,Ba(ZnAs)2,29
mp-30483,CaZn,15
mp-2083,Sn2Ir,36
mp-31187,TiAlFe2,106
mp-3839,GaCuTe2,26
mp-20279,NbInSe2,27
mp-3104,BaZrN2,45
mp-3618,Sc2FeSi2,76
mp-20697,ZrNiSb,56
mp-752953,ZrTi2O,73
mp-571264,Ca5Au4,16
mp-3021,Tl(FeSe)2,23
mp-5538,YSnPd2,25
mp-10371,Cr2GaN,79
mp-1008835,OsC2,205
mp-552454,SrTaNO2,121
mp-866219,HfSnRu2,109
mp-865441,TiAlPd2,41
mp-11285,Ca3(GaNi)4,35
mp-13097,NaZnAs,23
mp-865484,V2CrRe,115
mp-865091,HfMnRh2,72
mp-12906,Sr3CrN3,29
mp-9898,BaCuAs,34
mp-15783,KSmS2,27
mp-867319,Al2CoIr,99
mp-16733,Sc2GaC,53
mp-4846,MnSbRh,31
mp-568711,VPd3,86
mp-865469,Ti2MnRu,83
mp-4259,Ca(CoGe)2,60
mp-752947,NaTiS2,37
mp-20949,MnSiNi,90
mp-865921,MgAlIr2,108
mp-865916,TiVRe2,116
mp-865914,TiVTc2,97
mp-7483,KHgF3,16
mp-865989,Al2RuIr,125
mp-29476,Cu3SbSe3,18
mp-862300,Sc2GaOs,52
mp-22346,BaGe3Pt,40
mp-3854,Y(MnSi)2,81
mp-9257,Yb(CdSb)2,22
mp-12759,Zn2CuAu,28
mp-25119,VPbO3,44
mp-23954,Na2H2Pd,18
mp-1089,TiIr3,176
mp-5479,RbAlF4,33
mp-8543,Na3AlAs2,14
mp-35869,TiNbN2,157
mp-7432,Sr(CdSb)2,19
mp-864835,Hf2CoIr,46
mp-20012,InSb,20
mp-567612,ScOs2,66
mp-570713,TiAlPt,57
mp-22592,CaTi4(CuO4)3,107
mp-11464,MgHg2,14
mp-1073,CaCd,19
mp-20479,SrIn4Ni,28
mp-8277,Sr(CdP)2,34
mp-973983,NiPd3,46
mp-4730,Ga2HgSe4,20
mp-945184,YCuTe2,23
mp-13082,Mn2CoSi,106
mp-10755,TiFeSb,53
mp-7431,Sr(ZnSb)2,20
mp-16648,LiSn4Rh,41
mp-30449,MgCuBi,26
mp-11486,Y2(Al3Co)3,76
mp-864987,MnZnRh2,76
mp-2398,ScSn2,36
mp-558137,AlBPbO4,54
mp-28044,TmCl3,16
mp-22493,YInAu2,25
mp-865602,Y2MgAl,41
mp-10694,ScF3,54
mp-8606,BaSbPt,23
mp-20539,ScIn3,21
mp-35777,Mg(InTe2)2,13
mp-867163,Sr2AgPt,20
mp-3736,ZrAlCu2,53
mp-862747,Sr2PtAu,22
mp-566279,TmFeO3,76
mp-571367,Hf(CoSi)2,107
mp-690110,VMoO5,53
mp-13495,ZrPd,43
mp-12903,YAgTe2,21
mp-4908,Y(CoGe)2,69
mp-5541,ZrVSi,93
mp-20595,Eu(AlSi)2,41
mp-16718,Al6Tc,69
mp-637771,ZrInNi4,67
mp-22056,YIn2Ni,44
mp-5501,Tl(CoS)2,28
mp-9615,LiTiS2,49
mp-8016,AlCuSe2,30
mp-865893,LiZr2Tc,31
mp-12593,ScIr3,124
mp-13172,YMgCu4,43
mp-31454,TaSbRu,70
mp-12360,AgSbTe2,19
mp-27731,HfH2,41
mp-4899,GaAgTe2,18
mp-864908,MgTiIr2,110
mp-24951,YbFeO3,78
mp-30354,ScAg4,41
mp-21035,Sc3PbC,76
mp-865094,HfNbTc2,95
mp-30555,TaGaCo2,92
mp-7922,CaPdF6,20
mp-12762,PrB6,130
mp-570155,PtN2,180
mp-2501,BMo2,142
mp-867306,AlCuAu2,39
mp-4893,Hf2SnC,87
mp-865986,Li2CaGe,28
mp-865482,VTc2Ge,93
mp-569788,LiZnGe,34
mp-2949,Ca(NiGe)2,41
mp-29638,BiTePt,33
mp-19807,Co3(SnS)2,57
mp-867123,TaTiOs2,104
mp-20459,TiPbO3,46
mp-972228,Zr3As2,64
mp-754128,Ba3Hf2O7,72
mp-998234,CsTlF3,18
mp-13203,ScCuSn,55
mp-3654,RbCaF3,28
mp-865926,Cd2PdRh,53
mp-865900,Ti3Tl,62
mp-4262,BeAlB,134
mp-10700,MgNi3C,66
mp-22673,MnInCu2,47
mp-862311,Sc2GaRu,42
mp-16765,Zr2Te2P,24
mp-23752,Cs2MgH4,12
mp-864661,ZnCuPd2,61
mp-866650,La2Si4CN6,83
mp-9565,Ca(MgSb)2,26
mp-9569,Ca(ZnP)2,47
mp-3385,Sr(PPd)2,50
mp-867756,Sc2CuAu,37
mp-22717,CaIn2Pd,27
mp-862684,LiHf2Os,54
mp-861908,TaTiRu2,80
mp-1281,VIr,130
mp-29674,Al2B2Ru3,106
mp-13240,ScInCu4,58
mp-753605,LiCuS,17
mp-863659,LiScHg2,22
mp-997618,BSb,86
mp-862911,Ti2CoTc,97
mp-755018,RbTaO3,69
mp-28786,Zn(BIr)2,113
mp-9964,Ti3TlN,49
mp-19991,SrIn4Pd,25
mp-5186,ScNiSn,39
mp-864946,MnCuPd2,58
mp-27360,ReBiO4,71
mp-636599,FeSnRu2,91
mp-11490,Li2ZnSn,30
mp-866132,Na2TlSb,19
mp-861738,CaMgPb,26
mp-22253,Zn(InS2)2,19
mp-865747,Y2MgGe2,57
mp-4008,ZnGeAs2,39
mp-8670,Ca3CrN3,51
mp-3623,MnAlCo2,114
mp-30805,SrNiSn3,26
mp-7426,Ba(ZnP)2,31
mp-13463,FeNiPt2,97
mp-8843,SrSiPd,23
mp-13962,HfSiSe,77
mp-17892,Ca2VN3,52
mp-10706,ZrRu3C,159
mp-10712,ScRh3C,91
mp-3378,SrHfO3,91
mp-29633,LiGePd2,41
mp-30437,CaSnPd,26
mp-4661,ScOF,66
mp-21235,Mn2VGa,91
mp-30444,Be22W,150
mp-11696,As3W2,82
mp-31301,LiSn4Au3,19
mp-542583,EuTe,25
mp-567703,Fe3NiN,90
mp-1831,SrAu5,25
mp-865003,Be2IrPd,114
mp-569364,Be22Re,153
mp-9571,Ca(ZnAs)2,37
mp-998147,TlCuCl3,18
mp-9567,Ba(MgSb)2,25
mp-9579,AlTlSe2,15
mp-21440,NbCrGe,99
mp-861983,Ti2MnFe,83
mp-11697,TaSb2,75
mp-11693,TePt,23
mp-541047,ZrAlPd2,16
mp-6969,Sc(SiCu)2,66
mp-867127,ScCdAg2,34
mp-1220,Be5Au,120
mp-30817,LiAl2Pd,62
mp-867117,Sc2CuPt,43
mp-30816,Li2AlPd,35
mp-21374,Cd(InTe2)2,13
mp-30787,MoRh3,127
mp-9321,Ba2HfS4,32
mp-861875,LiHf2Re,48
mp-973935,OsN2,160
mp-9295,TaCu3Te4,20
mp-29733,MgNiBi,33
mp-505804,Ti2CuSb3,52
mp-546125,ScAsO4,72
mp-862340,Sc2GaCu,48
mp-20817,GePtSe,68
mp-39105,MgTa2N3,202
mp-3676,MgCu4Sn,55
mp-10884,AlFeCo2,107
mp-22967,Li2FeBr4,13
mp-865049,HfMgPd2,40
mp-862473,Sc2AgRu,39
mp-12778,VOs,118
mp-865044,MgInIr2,83
mp-16343,LiInGe,33
mp-1008556,AlGaN2,122
mp-1008557,AlBN2,185
mp-1432,Be2B,99
mp-768305,Sr2HfO4,74
mp-1932,Nb3Os,97
mp-20679,Co3SnC,79
mp-21067,ScInCu2,49
mp-9582,Yb(ZnP)2,50
mp-21017,Y3PbC,59
mp-864902,MgTlRh2,59
mp-864910,MgZrRh2,67
mp-864938,Mg3Tl,13
mp-864897,Zr2CuOs,50
mp-866218,Ti2MnRh,85
mp-8804,Li6MoN4,67
mp-865649,Ti2TcRh,97
mp-11754,Sc6Te2Os,35
mp-504908,In2TeO6,60
mp-865278,NbAlOs2,130
mp-22660,InAgO2,40
mp-11482,MoIr3,189
mp-11481,MoIr,176
mp-582227,Eu(MnSb)2,20
mp-866183,Ti2ZnRe,66
mp-866188,TlCdRh2,56
mp-504741,Hf(FeSi)2,98
mp-550436,V2CdO6,45
mp-10777,RbCeSe2,20
mp-11918,Ca(BeN)2,78
mp-3896,Y(SiIr)2,63
mp-1649,Fe3Pt,50
mp-4666,CdSiP2,42
mp-24934,InFeO3,68
mp-7434,NaCuTe,16
mp-1609,Cr3Ir,106
mp-1689,HfRe2,76
mp-571163,MnSbRh2,67
mp-9517,SrTiN2,62
mp-865093,TiZnNi2,62
mp-4359,Sr2PdO3,60
mp-867107,BeSiOs2,140
mp-31453,NbSbRh,41
mp-20265,LiIn2Pt,34
mp-568424,CaAlAu,31
mp-20083,ScSiCu,65
mp-3441,Y(SiRh)2,90
mp-15641,CaMgGe,38
mp-10270,ScCo3C,101
mp-861507,ScAlIr2,107
mp-643260,Na2H4Pd,13
mp-4653,Y(SiIr)2,105
mp-557713,Ba2LaTaO6,49
mp-4574,YbTaO4,40
mp-865878,Ti2TcNi,73
mp-20856,Eu(FeP3)4,113
mp-11360,ScGaCu2,40
mp-12580,Li2CdSn,27
mp-4784,CaPtO3,72
mp-10608,Y3SnC,63
mp-20133,NbCrN,165
mp-1963,NbRh,89
mp-16493,YAl2Co,49
mp-11022,ScAgO2,52
mp-31383,Hf6CoBi2,61
mp-754978,CdCu2O3,29
mp-865733,CoTc3,145
mp-28945,Si2NiP3,58
mp-569624,HfCr2,68
mp-21371,VCoSi,116
mp-11361,MgCuSn,30
mp-864898,Na2TlBi,17
mp-20452,Ba(MgPb)2,19
mp-600124,MnNiSb,47
mp-772053,ZrMnO3,56
mp-12635,TiAu4,45
mp-6908,YMgZn,33
mp-1438,ZrIr3,161
mp-18093,Al2Mo3C,87
mp-6915,As2PdO6,76
mp-8577,Sc3GaC,86
mp-15986,Hf(CuP)2,67
mp-19835,Nb2InC,97
mp-9954,HfAs,73
mp-1936,TaAs,102
mp-13108,SrHfO3,91
mp-10739,TiPRu,104
mp-16263,CaZnGe,40
mp-13364,CaZn2,28
mp-557862,BaAg2(HgO2)2,18
mp-5223,GdAlO3,111
mp-13434,CaMgNi4,51
mp-21171,MnGaCo2,98
mp-10797,CaSiNi2,43
mp-21306,TiCoSi,102
mp-20192,HfMnSi,96
mp-22287,NbGeIr,95
mp-561442,Y2Hf2O7,96
mp-21336,TaFeP,144
mp-864907,MgZrPd2,37
mp-865185,Mg(BeAs)2,49
mp-833,CaPd2,38
mp-10892,MnAlPt,47
mp-10891,MnAlPd2,50
mp-16305,ScPRu,103
mp-20436,TaSiRh,121
mp-30459,ScNiBi,53
mp-22367,PdPbO2,29
mp-3161,LiAlSi,56
mp-1009750,ScN,51
mp-10044,BAs,126
mp-34903,MgGeP2,34
mp-11869,HfSnPd,59
mp-752426,Li3SbS4,26
mp-22150,Zr2InCo2,54
mp-685941,In4SbTe3,20
mp-20001,SrSnPt,29
mp-864670,Ta2VOs,97
mp-675568,Co2SbTe,61
mp-15686,Li2CuAs,39
mp-3432,ScNiSb,66
mp-5782,AlAgS2,23
mp-20930,InCuO2,43
mp-865653,TiNbRe2,115
mp-4909,V2NiS4,60
mp-21340,HfGePt,80
mp-865780,TiMn2Ga,82
mp-570428,Sc3In,38
mp-867357,Tc3Ni,151
mp-9916,NbCrSi,122
mp-11593,CeB2Ir3,129
mp-13853,P3Ir,114
mp-20832,Zn(InTe2)2,16
mp-867222,LiCa2Ir,26
mp-769680,HfCrO3,78
mp-11822,Ca3GeN,36
mp-22152,NaFeAs,35
mp-547622,Pm2O3,56
mp-4938,ScCo3B2,132
mp-5137,Zr2SbP,72
mp-862553,Sc2BeRu,50
mp-9381,Zr6FeTe2,60
mp-22793,AlFe3C,106
mp-865011,Mn2NbAl,102
mp-30834,SrSn3Pd,16
mp-30570,CrGaFe2,67
mp-865603,Y2IrRh,47
mp-864989,Mn2AlRe,130
mp-569383,Ca5(CoN2)2,34
mp-15803,Y2MgSe4,20
mp-10184,MgSbPt,35
mp-862556,ScSiPd2,15
mp-2930,Mn3ZnC,72
mp-2025,HfBe5,124
mp-21474,Eu(MnP)2,57
mp-641365,PbWO4,36
mp-864839,Zn2PdRh,69
mp-12359,AgSbTe2,22
mp-19069,NiAgO2,48
mp-7204,CaZnSO,33
mp-542496,Ca6Ag16N,24
mp-12674,MnAu,44
mp-865931,Ti2TcPd,64
mp-865929,Cd2RhPt,55
mp-864939,Hf2CuIr,47
mp-996990,BaAgO2,46
mp-864974,Hf2CuOs,62
mp-569125,Mg3In,17
mp-266,Zr2Pd,51
mp-12962,Zr6FeSb2,59
mp-10165,KAlTe2,11
mp-16356,TiNiGe,85
mp-416,Cr3Os,103
mp-10778,RbPrSe2,21
mp-624492,Li(Fe3Ge2)2,67
mp-866155,TiAlRu2,87
mp-30719,Mg2Hg,17
mp-10849,AsPdSe,36
mp-754779,Li2NbS3,31
mp-8624,K2Sn2O3,15
mp-754213,Li2ZrCuO4,73
mp-998552,BaHfO3,103
mp-30147,ZrTiAs,76
mp-10909,AlRe2,149
mp-20329,InAgO2,40
mp-865448,TiGaRu2,87
mp-10181,LiSiNi2,69
mp-5498,Ca(MnAs)2,37
mp-505554,Sc(FeSi)2,112
mp-415,IrN2,221
mp-9124,LiZnAs,40
mp-8978,CsNbN2,32
mp-1008506,BaGaSiH,40
mp-22607,Zn(InSe2)2,18
mp-769365,ZnSeO4,25
mp-9029,Ca3VN3,50
mp-867829,LiVRh2,82
mp-27512,Cr2NiS4,62
mp-2979,ZnGeN2,96
mp-16528,Al6Re,71
mp-864972,Mg2PdAu,41
mp-561238,AlFeF5,56
mp-865594,Y2CuIr,38
mp-10924,Mg(Co3P2)2,100
mp-580234,Fe3RhN,84
mp-5259,RbAlF4,32
mp-867125,Al2RuPt,99
mp-30177,Y(Al2Cr)4,80
mp-30773,MgNi2Sb,45
mp-12908,ScAgSe2,21
mp-7940,KNbSe2,36
mp-569267,Ca2CdSb2,22
mp-865146,MgAsPt5,72
mp-10666,Mn3AgN,78
mp-865280,NbAlFe2,124
mp-13914,LiCo2Ge,97
mp-16260,Ca(GePd)2,27
mp-30821,LiAl2Rh,69
mp-864983,MnVRu2,102
mp-864980,MnAlRu2,131
mp-867249,TaAlFe2,137
mp-10996,Yb(MgSb)2,28
mp-754567,NaCdO2,31
mp-14070,RbAlO2,52
mp-7692,Al(CrB)2,176
mp-21662,TiFeSi2,116
mp-861625,LiZnAg2,29
mp-867233,Sc2ZnIr,46
mp-861627,Ti2AlMo,47
mp-28884,Cs(FeAs)2,27
mp-16483,BaAl9Fe2,48
mp-3315,CaPd3O4,56
mp-865155,MgAlRh2,85
mp-862691,Al2FeCo,119
mp-862699,ScTaOs2,123
mp-866376,TiMn2Ge,94
mp-862695,Al2CoRu,112
mp-865786,CrPd3,71
mp-867271,Be2CoNi,126
mp-866012,Hf2ZnRe,63
mp-7192,Sc2Sb,42
mp-862368,Sc2NiPt,46
mp-862371,Sc2RuPt,61
mp-566504,BaWO4,62
mp-5967,TiCoSb,76
mp-19726,Sc3InB,54
mp-5090,Ti2FeSe4,43
mp-10446,Sc6NiTe2,35
mp-22036,ZrSbPd,38
mp-8145,RbScO2,61
mp-865641,Y2NiRu,41
mp-867273,Be2CuIr,82
mp-867275,BeVOs2,114
mp-644136,Li2H2Pt,30
mp-865792,BeSiNi2,83
mp-867771,TaCuRh2,75
mp-31055,Sc3InN,81
mp-4471,ScAlO3,119
mp-5042,YTiGe,52
mp-867252,LiZn2Ni,50
mp-864903,MgTaRu2,87
mp-864895,Be2NiRh,107
mp-866114,HfTc2W,123
mp-28645,CaNiN,61
mp-862446,TaAlRu2,131
mp-862486,Sc2AlOs,52
mp-7438,KZnSb,19
mp-19747,Ni3(PbSe)2,23
mp-4120,CaCuAs,45
mp-866213,TiTc2Mo,119
mp-4584,Tl3BO3,11
mp-865656,TiMn2W,126
mp-865433,Y2MgRu,21
