MP-ID,System,G_Voigt
mp-30366,Ca3Au,12
mp-865471,VGaTc2,84
mp-579496,Fe3PtN,101
mp-685935,CdGeO3,16
mp-30820,Li2AlRh,41
mp-510311,BaZnPb,21
mp-510409,TiSiNi,106
mp-14092,AlAgTe2,18
mp-20424,MgCo3C,116
mp-32679,Nb10C7,135
mp-557291,BaCoF4,25
mp-623134,ZrInCu2,55
mp-6459,CaMg(CO3)2,49
mp-27198,Cd(NO3)2,11
mp-569331,Li(Sn3Pd)2,23
mp-22637,HfNbP,103
mp-13070,Sc2AlC,57
mp-4500,ZrNbP,102
mp-28897,BIrPd,80
mp-28896,CuBIr,72
mp-13071,Sc2TlC,54
mp-20661,Ti2PbC,73
mp-865432,Y2NiIr,40
mp-22522,ZrSiCu,86
mp-5104,CaZnF4,25
mp-862750,SrNiSn2,27
mp-865125,MgGaRh2,79
mp-9473,Ba(NiP)2,40
mp-3886,Zr2AlC,90
mp-865152,MgAlPd2,45
mp-22426,ScSiNi,73
mp-15605,ScSi3Ni2,74
mp-27927,NbAlO4,77
mp-549,ScSb,39
mp-3469,ZrNi2Sb,60
mp-4613,Zr2SnC,80
mp-3464,FeSiRu2,116
mp-19946,YInCu2,34
mp-19940,VAs,91
mp-754711,Nb2Pb2O7,78
mp-31185,MnAlFe2,129
mp-9472,LiAg2Ge,29
mp-3155,Sc3FeC4,122
mp-10139,Sc3SnB,70
mp-568827,Be12W,159
mp-3158,Li2SbPt,38
mp-675626,Cu3AsSe4,23
mp-20730,HfCo2Sn,80
mp-7421,KZnAs,24
mp-5190,ZnSnAs2,32
mp-1444,CaCd2,17
mp-8628,Te4Pt3,30
mp-865730,TiZnAu2,41
mp-2318,Nb2C,106
mp-862754,PrBS3,25
mp-1078,CaCd2,23
mp-9801,HfCoAs,93
mp-16337,Ga2HgTe4,16
mp-865919,MgAlAg2,35
mp-861640,Ti2AlRe,77
mp-861645,Ca2MgTl,20
mp-861641,Ti2CoRe,98
mp-292,V3As,110
mp-7142,OsC,97
mp-12630,MgSeO4,41
mp-867216,TaFeRu2,106
mp-673624,MgNb2(PbO3)3,51
mp-9768,BaSb2Pd,24
mp-999096,Ti2AlCr,55
mp-31455,VSbRu,49
mp-13453,BePd3,42
mp-571420,Ba(NiP2)2,47
mp-997009,BaAuO2,28
mp-997006,AgPtO2,40
mp-21313,Mn3GaC,121
mp-568695,CaCdSn,26
mp-865515,YMgZn2,38
mp-865507,VSiRu2,114
mp-1012551,BaBrCl,12
mp-11288,Ca3Hg2,13
mp-35785,Y2CdS4,23
mp-862694,Al2IrRh,98
mp-20440,MnNi2Sn,53
mp-6963,Ba(SbPd)2,23
mp-567345,NbRh,65
mp-5676,MnSbPt,31
mp-873,VPd3,85
mp-9289,ZrSnTe,55
mp-863709,Ir3Rh,206
mp-4990,MnSnRh2,59
mp-12385,Ba2YTaO6,77
mp-21883,VGaFe2,124
mp-29209,Ba(MgBi)2,21
mp-10601,Y3GaC,64
mp-22050,Hf2In5,46
mp-28630,Na3BN2,25
mp-33997,TaO2F,120
mp-10456,HfSiPt,102
mp-8219,Zr(CuP)2,64
mp-2560,Ti3Hg,51
mp-865138,Hf2MnIr,89
mp-865130,Hf2MoRh,81
mp-8212,Cd(PtO2)3,75
mp-975106,Rb2Bi2O5,39
mp-19146,CrPbO4,19
mp-20744,ZrInNi2,54
mp-7430,Ca(CdSb)2,20
mp-24148,LiLa2HO3,75
mp-9350,ScGeAu,45
mp-7436,KCuTe,20
mp-865465,VCo2Ge,85
mp-867916,ScGaIr2,89
mp-514,HfZn2,58
mp-1664,V3Pd,77
mp-866154,TiBeIr2,121
mp-4230,Sc3TlC,82
mp-561511,FeAsS,120
mp-567220,Hf2SbP,75
mp-570436,CaIr2,61
mp-760492,Na4PtO4,34
mp-11193,VAuS2,58
mp-8830,NaRhO2,68
mp-4316,Sr(NiAs)2,33
mp-4744,Ca(NiAs)2,42
mp-30758,Li2MgPb,26
mp-30395,ScInAu2,33
mp-9307,Ba2ZnN2,26
mp-1648,Al12Re,79
mp-864954,MgMoN2,184
mp-30587,MgInCu4,27
mp-30563,ZrCoSn,68
mp-20987,YZnSn,45
mp-10877,Ca(Al2Cu)4,63
mp-865625,Na2MgSn,19
mp-675576,K(FeAs)2,24
mp-4953,CdGeAs2,28
mp-24995,PrFeO3,79
mp-8982,CaSiPt,36
mp-8983,CaSiPt,41
mp-11073,Ti3In3Rh2,56
mp-27207,K2MgCl4,11
mp-22490,Sc3(NiGe)4,75
mp-30494,ScCd3,27
mp-1185,VRh3,162
mp-866279,CaCdPd2,27
mp-866115,Be2PdRh,103
mp-30593,ZnCu2Ni,68
mp-3250,Ni2SbTe2,23
mp-865165,HfScCo2,66
mp-11549,VPd2,84
mp-2760,Nb6C5,163
mp-12109,ZrRe2,67
mp-554451,BaFeF4,23
mp-13313,ScTlSe2,26
mp-11293,ZrCdCu2,56
mp-4452,Cd(GaS2)2,23
mp-866073,MgSnRh2,62
mp-864597,LiMgTl2,11
mp-864734,HfInPd2,42
mp-291,TiOs,136
mp-864601,LiMg2Rh,37
mp-567244,Mg2Tl,12
mp-568912,Be12Nb,141
mp-5606,AlTlF4,31
mp-24953,DyFeO3,85
mp-34293,CsTaN2,33
mp-766486,LiCuS2,21
mp-30533,KPt2S3,19
mp-571419,Zr2Al4C5,128
mp-753315,Mg3ZnO4,103
mp-3933,Mg2PN3,90
mp-567636,VFeSb,65
mp-690544,Ga2FeO4,77
mp-21489,Rb2PbO3,18
mp-13312,ScTlS2,27
mp-4662,ScOF,48
mp-864944,MnBe2Pt,69
mp-29208,Ca(MgBi)2,22
mp-864969,Mg2PdRh,55
mp-5129,Y(CoSi)2,95
mp-1020,TaRh3,157
mp-13311,SrAlGe,35
mp-625150,ScHO2,54
mp-1232,Mo3Pt,97
mp-27255,Ga2TeS2,18
mp-862324,Sc2GaTc,49
mp-8622,Rb2PtSe2,16
mp-1919,ZrCr2,55
mp-9550,ScMnSi,80
mp-22284,SrInPt,26
mp-5152,La2SiO5,49
mp-1211,ScCd,38
mp-20004,Zr2InC,83
mp-862378,Sc2TcAu,49
mp-2968,Sr(MnSb)2,19
mp-865050,HfMgRh2,71
mp-865043,MgInPd2,44
mp-865030,HfScRu2,82
mp-29646,HfAs2,76
mp-38818,HfNbB4,223
mp-12699,Ca3Au4,17
mp-19953,ZrSi2Cu,91
mp-669692,NbPd3,81
mp-862379,Sc2TcAg,44
mp-675460,LiTiCl3,19
mp-910,NbC,201
mp-862367,Sc2NiRu,57
mp-1008866,NaAgO,25
mp-20740,Tl4Te3Pb,13
mp-3732,Ti2CS,136
mp-2730,HgTe,14
mp-867700,Li3CuS2,23
mp-761285,Sc2V2O7,53
mp-672299,YInNi,37
mp-30019,ZrCu2Te3,22
mp-11272,Be2Nb3,79
mp-774712,LiCuS,17
mp-867881,ScTlRh2,62
mp-9592,Yb(MnAs)2,39
mp-567197,YSnAu,43
mp-457,CeBe13,118
mp-2444,GaRh,64
mp-20800,ZrIn2,45
mp-568469,Ca4TiN4,46
mp-776165,AgAuO3,56
mp-3582,Mg(BC)2,139
mp-643273,NaH2Pd3,42
mp-21316,TaSiIr,127
mp-574283,GdTe,34
mp-754478,HfZrO4,110
mp-5350,Zn(GaS2)2,31
mp-997010,TlAgO2,24
mp-865560,Y2AlZn,44
mp-865569,Ti2MnIr,100
mp-5597,Ca(FeP)2,87
mp-7032,HfMoP,122
mp-607475,Zr4In5Co2,54
mp-867144,CaMgHg2,16
mp-31459,TaCoSb,63
mp-11263,Zr3Au,55
mp-11261,YAu,33
mp-7707,Zr(SiNi)2,83
mp-8402,RbMgF3,42
mp-20268,TiGePd,71
mp-3277,BAsO4,44
mp-761293,ZrCoO3,53
mp-21124,SrIn4Pt,28
mp-20551,GaCo2Ni,71
mp-5436,FeCo2Si,99
mp-11286,CaHg,21
mp-20147,ZrMnP,113
mp-3207,Sr(NiGe)2,38
mp-4604,Li7VN4,75
mp-559276,AlBPbO4,57
mp-24848,DyCoO3,66
mp-553991,Ti(GaO2)4,75
mp-8279,Ba(CdP)2,33
mp-864896,Zr2CoTc,71
mp-7892,Mn2AlB2,161
mp-864951,MnAlOs2,150
mp-4478,CaSiPt,23
mp-865548,TiInCo2,70
mp-10240,ScNiP,92
mp-22489,HfSiCu,87
mp-866080,MgSc2Tl,37
mp-866081,MgSc2Os,25
mp-866082,MgSc2Tc,23
mp-866088,Hf2CoTc,83
mp-556194,SrSbSe2F,21
mp-7361,Sr(CoGe)2,53
mp-8308,Ca3Ni7B2,55
mp-8311,Si3NiP4,63
mp-615314,ScCoC2,109
mp-14115,LiRhO2,53
mp-29754,SrLiN,30
mp-4192,Ca3AsN,45
mp-571428,MgNi3B2,93
mp-27577,Cd2As3I,19
mp-30744,IrW,185
mp-16334,Fe3PdN,86
mp-16336,Zr2Fe3Si,95
mp-13520,Na2ZnGe,17
mp-568280,Ba(NiAs)2,29
mp-542136,Na3PSO3,21
mp-1014251,HfZnN2,92
mp-863690,Ti2MnCo,88
mp-570213,LiMgBi,22
mp-21104,Hf5Sn3,49
mp-8996,Sc3RuC4,114
mp-12798,Ni3Pt,98
mp-2598,Ta5Sb4,65
mp-18167,Ca3Cd2,15
mp-1016108,TiZnN2,55
mp-7070,Mn3PtN,77
mp-7939,NaNbSe2,39
mp-2857,ScN,156
mp-5163,LaRhO3,64
mp-570963,TaCr2,88
mp-862424,Sc2TcNi,54
mp-567842,TaBe12,145
mp-754157,AlInO3,90
mp-865586,VGaRu2,112
mp-865499,V2TcOs,130
mp-9888,Ir3Se8,58
mp-559408,NiPbF6,29
mp-3751,AlTlF4,27
mp-4448,Y3AlC,64
mp-862589,Re3Pt,203
mp-37501,In10Sb9Te,20
mp-866139,TiBe2Ir,91
mp-974625,Re3Ru,189
mp-5618,Mg2As2O7,50
mp-16421,Zr2CuSb3,47
mp-753826,LiCuS,32
mp-11460,HfTc,78
mp-697126,Ca4(H4Rh)3,42
mp-12696,YMgPd,21
mp-29659,FeAgTe2,18
mp-7644,LuAsO4,71
mp-10289,Ca(BC)2,110
mp-864807,HfZnNi2,52
mp-9988,Nb2CS,99
mp-3038,Al2HgSe4,20
mp-10063,CdSnSb2,19
mp-540912,As3Ir,84
mp-10140,Sc3TlB,54
mp-11533,ZrZnNi4,73
mp-973024,La3Hf,23
mp-10069,Ce(P3Ru)4,110
mp-11582,LiGaSe2,18
mp-4009,BaPdS2,18
mp-31451,ZrCoBi,64
mp-12697,Sc(MnSn)6,72
mp-504677,SrPbF6,17
mp-8605,SrSbPt,25
mp-864651,Ta2NbRu,93
mp-862334,Sc2IrRh,67
mp-3103,Nb4AlC3,146
mp-31116,LaScO3,79
mp-570698,V3Au,54
mp-30405,Li2SnAu,31
mp-1526,TiHg,53
mp-550306,YCu2Bi2(SeO2)2,36
mp-9549,ScFeGe,56
mp-25172,Ba3WO6,39
mp-15053,Y(PdO2)2,62
mp-8182,As3Rh,72
mp-9382,SrZrN2,109
mp-1472,ZrB2,229
mp-21347,CoBMo,181
mp-620571,CaInPd,24
mp-19817,Y3InC,63
mp-867266,CaMgTl2,16
mp-1994,HfB2,246
mp-1239,Sb3Ir,60
mp-21090,MnNiGe,63
mp-754358,ZnSeO4,31
mp-864877,Hf2CoRe,89
mp-14790,Ge(Te2As)2,19
mp-618309,Bi2AuO5,52
mp-569511,NiTePd,39
mp-568920,CaAu5,28
mp-555576,KNaS2O7,11
mp-643370,Ba2MgH6,31
mp-20007,MnNiGe,64
mp-3998,LaTaO4,69
mp-33683,AgSbSe2,23
mp-11471,ScHg,34
mp-18300,Ca3AlSb3,23
mp-10440,Mg(P2Rh3)2,63
mp-10991,YCuAs2,49
mp-764634,Li2CoSiO4,38
mp-21503,YMgIn,41
mp-15805,Mn3ZnN,115
mp-31458,TiSbRu,33
mp-31457,ZrSbRu,47
mp-5778,AlVFe2,137
mp-862376,Sc2TcCu,48
mp-867327,Hf2TcRu,94
mp-862363,Sc2PdPt,42
mp-862369,Sc2RuIr,70
mp-867148,LiHfRh2,57
mp-5342,GaAgS2,23
mp-22958,KBrO3,10
mp-20757,MnAlGe,67
mp-4536,ScNi2Sn,55
mp-9690,Ca(AlGa)2,29
mp-568961,Ba(FeAs)2,44
mp-865179,Hf2FeOs,96
mp-6669,Sr5P3O12F,39
mp-570632,ScBi,33
mp-4763,ZnSiP2,56
mp-2676,TaBe2,118
mp-2028,Be2Nb,103
mp-7191,Sr3GaN3,38
mp-559092,ScF3,54
mp-31277,Sn4Ir,36
mp-22722,NbSiPd,85
mp-11984,YMgTl,40
mp-20724,Mg2Pb,21
mp-4836,Yb(MnSb)2,19
mp-866001,AlVRu2,124
mp-4955,AlVCo2,103
mp-865650,Ti2TcRu,97
mp-8221,ZrAsRu,84
mp-5292,Ca(SiNi)2,58
mp-2385,TaCr2,84
mp-569779,ScSbPd,47
mp-13452,BePd2,70
mp-866037,GaNiRh2,78
mp-18848,Sr2MgWO6,82
mp-19906,Zr2InNi2,58
mp-862337,Sc2InAg,37
mp-1786,Ti3Au,72
mp-22400,MnCu2SnSe4,21
mp-568931,YbNiSb,37
mp-862543,Sc2AlTc,45
mp-546011,YZnAsO,39
mp-15687,KZnAs,24
mp-867272,LiAlCu2,51
mp-867172,SrMgTl2,10
mp-862445,TaAlOs2,143
mp-14168,K2GeF6,11
mp-862679,TaZn2,89
mp-639659,InCuPt2,64
mp-568587,CrCuSe2,32
mp-30648,LiMg2Ga,26
mp-13109,SrHfO3,90
mp-11113,TiTeAs,69
mp-20197,Cr2GaC,117
mp-865110,NaMgTl2,13
mp-20581,Ca3In,16
mp-7427,Ba(ZnAs)2,29
mp-30483,CaZn,15
mp-2083,Sn2Ir,36
mp-865517,YZnRh2,42
mp-3839,GaCuTe2,26
mp-20279,NbInSe2,27
mp-3104,BaZrN2,45
mp-3618,Sc2FeSi2,76
mp-20697,ZrNiSb,56
mp-5538,YSnPd2,25
mp-13513,SrNiGe2,38
mp-8280,Ba(MgAs)2,33
mp-10371,Cr2GaN,79
mp-1008835,OsC2,205
mp-552454,SrTaNO2,121
mp-866219,HfSnRu2,109
mp-865441,TiAlPd2,41
mp-11285,Ca3(GaNi)4,35
mp-13097,NaZnAs,23
mp-865484,V2CrRe,115
mp-865091,HfMnRh2,72
mp-12906,Sr3CrN3,29
mp-15783,KSmS2,27
mp-867319,Al2CoIr,99
mp-11738,Na3PS3O,13
mp-16733,Sc2GaC,53
mp-12675,MnAu,44
mp-568711,VPd3,86
mp-865469,Ti2MnRu,83
mp-863727,LiTiRh2,62
mp-4259,Ca(CoGe)2,60
mp-752947,NaTiS2,37
mp-865921,MgAlIr2,108
mp-865914,TiVTc2,97
mp-1016200,MgGeAs2,27
mp-29476,Cu3SbSe3,18
mp-16358,ZnNi2Ge,48
mp-22346,BaGe3Pt,40
mp-3854,Y(MnSi)2,81
mp-9257,Yb(CdSb)2,22
mp-12759,Zn2CuAu,28
mp-1089,TiIr3,176
mp-8543,Na3AlAs2,14
mp-35869,TiNbN2,157
mp-7432,Sr(CdSb)2,19
mp-864835,Hf2CoIr,46
mp-20012,InSb,20
mp-567612,ScOs2,66
mp-11313,ZrCd3,35
mp-865001,HfScOs2,93
mp-570713,TiAlPt,57
mp-22592,CaTi4(CuO4)3,107
mp-11464,MgHg2,14
mp-12537,Ti2GaC,109
mp-16290,ZnNi3C,69
mp-1073,CaCd,19
mp-973983,NiPd3,46
mp-4730,Ga2HgSe4,20
mp-9247,Ba(CuAs)2,32
mp-13082,Mn2CoSi,106
mp-10755,TiFeSb,53
mp-17701,Sr2NbN3,39
mp-7431,Sr(ZnSb)2,20
mp-30449,MgCuBi,26
mp-11486,Y2(Al3Co)3,76
mp-864987,MnZnRh2,76
mp-2399,YHg,28
mp-3881,BaZnF4,25
mp-865602,Y2MgAl,41
mp-10694,ScF3,54
mp-867163,Sr2AgPt,20
mp-3736,ZrAlCu2,53
mp-18513,Ba2MnSe3,20
mp-862747,Sr2PtAu,22
mp-23562,KIO4,11
mp-571367,Hf(CoSi)2,107
mp-5929,Na5SiP3,18
mp-13495,ZrPd,43
mp-12903,YAgTe2,21
mp-4908,Y(CoGe)2,69
mp-5541,ZrVSi,93
mp-10054,ZrAs,70
mp-20595,Eu(AlSi)2,41
mp-16718,Al6Tc,69
mp-649479,Ca5(InSb3)2,21
mp-637771,ZrInNi4,67
mp-861639,Ti2CoIr,68
mp-755318,ScHO2,69
mp-866165,YMgRh2,48
mp-865728,Ti2ReNi,80
mp-768479,YScO3,70
mp-10113,ScBIr3,126
mp-7591,GeAs,44
mp-5501,Tl(CoS)2,28
mp-867701,Li6CuS4,13
mp-8016,AlCuSe2,30
mp-865893,LiZr2Tc,31
mp-13172,YMgCu4,43
mp-31454,TaSbRu,70
mp-27731,HfH2,41
mp-864908,MgTiIr2,110
mp-24951,YbFeO3,78
mp-30354,ScAg4,41
mp-21035,Sc3PbC,76
mp-865094,HfNbTc2,95
mp-30555,TaGaCo2,92
mp-7922,CaPdF6,20
mp-12762,PrB6,130
mp-989635,CaMoN3,48
mp-867306,AlCuAu2,39
mp-5443,Nb2SnC,80
mp-4893,Hf2SnC,87
mp-865986,Li2CaGe,28
mp-865482,VTc2Ge,93
mp-569788,LiZnGe,34
mp-864614,LiMg2Pt,37
mp-2949,Ca(NiGe)2,41
mp-29638,BiTePt,33
mp-19807,Co3(SnS)2,57
mp-867123,TaTiOs2,104
mp-20459,TiPbO3,46
mp-561894,Ba2CoMoO6,66
mp-972228,Zr3As2,64
mp-14753,Li7TaN4,69
mp-754128,Ba3Hf2O7,72
mp-998234,CsTlF3,18
mp-3654,RbCaF3,28
mp-865926,Cd2PdRh,53
mp-865900,Ti3Tl,62
mp-10700,MgNi3C,66
mp-862311,Sc2GaRu,42
mp-754086,Li2CuS2,12
mp-867168,Sr2SbAu,24
mp-697096,Na2H4Pt,13
mp-23752,Cs2MgH4,12
mp-862312,LiBePd2,60
mp-864661,ZnCuPd2,61
mp-8697,ScBO3,83
mp-866650,La2Si4CN6,83
mp-9565,Ca(MgSb)2,26
mp-769970,ScFeO3,75
mp-9569,Ca(ZnP)2,47
mp-3385,Sr(PPd)2,50
mp-867756,Sc2CuAu,37
mp-22717,CaIn2Pd,27
mp-862684,LiHf2Os,54
mp-861908,TaTiRu2,80
mp-1281,VIr,130
mp-29674,Al2B2Ru3,106
mp-13240,ScInCu4,58
mp-753605,LiCuS,17
mp-863659,LiScHg2,22
mp-997618,BSb,86
mp-862911,Ti2CoTc,97
mp-7907,Al2ZnSe4,26
mp-755018,RbTaO3,69
mp-28786,Zn(BIr)2,113
mp-9964,Ti3TlN,49
mp-19991,SrIn4Pd,25
mp-5186,ScNiSn,39
mp-864946,MnCuPd2,58
mp-636599,FeSnRu2,91
mp-866132,Na2TlSb,19
mp-866141,TiFe2Si,146
mp-977382,Ta2VRu,86
mp-10667,SrAgP,35
mp-755450,La2Ce2O7,60
mp-861738,CaMgPb,26
mp-13920,Ba(ZnSn)2,24
mp-865747,Y2MgGe2,57
mp-3679,NiSbS,51
mp-4008,ZnGeAs2,39
mp-3623,MnAlCo2,114
mp-30805,SrNiSn3,26
mp-13100,MoPt3,108
mp-13463,FeNiPt2,97
mp-8843,SrSiPd,23
mp-13962,HfSiSe,77
mp-17892,Ca2VN3,52
mp-10706,ZrRu3C,159
mp-3378,SrHfO3,91
mp-29633,LiGePd2,41
mp-4661,ScOF,66
mp-30452,DyNiBi,50
mp-21235,Mn2VGa,91
mp-861958,Ti2MnBe,54
mp-2031,Be2Cu,126
mp-567703,Fe3NiN,90
mp-1831,SrAu5,25
mp-865003,Be2IrPd,114
mp-569364,Be22Re,153
mp-9571,Ca(ZnAs)2,37
mp-9567,Ba(MgSb)2,25
mp-9579,AlTlSe2,15
mp-21440,NbCrGe,99
mp-11697,TaSb2,75
mp-11693,TePt,23
mp-6969,Sc(SiCu)2,66
mp-1220,Be5Au,120
mp-989399,Ca6Al2NF,25
mp-30817,LiAl2Pd,62
mp-867119,LiHfPd2,23
mp-30816,Li2AlPd,35
mp-21374,Cd(InTe2)2,13
mp-570845,Zn(GaNi)3,64
mp-865385,V3Re,73
mp-29733,MgNiBi,33
mp-505804,Ti2CuSb3,52
mp-546125,ScAsO4,72
mp-862340,Sc2GaCu,48
mp-20817,GePtSe,68
mp-3676,MgCu4Sn,55
mp-22967,Li2FeBr4,13
mp-865049,HfMgPd2,40
mp-998344,CsAgBr3,11
mp-862473,Sc2AgRu,39
mp-12778,VOs,118
mp-865044,MgInIr2,83
mp-16343,LiInGe,33
mp-1008556,AlGaN2,122
mp-1008557,AlBN2,185
mp-10245,Hf3(SiCu)4,86
mp-1432,Be2B,99
mp-768305,Sr2HfO4,74
mp-1932,Nb3Os,97
mp-20679,Co3SnC,79
mp-21067,ScInCu2,49
mp-9582,Yb(ZnP)2,50
mp-21017,Y3PbC,59
mp-4002,Li2ZrF6,37
mp-864902,MgTlRh2,59
mp-864910,MgZrRh2,67
mp-864938,Mg3Tl,13
mp-866218,Ti2MnRh,85
mp-8804,Li6MoN4,67
mp-865649,Ti2TcRh,97
mp-11754,Sc6Te2Os,35
mp-504908,In2TeO6,60
mp-865278,NbAlOs2,130
mp-22660,InAgO2,40
mp-11481,MoIr,176
mp-582227,Eu(MnSb)2,20
mp-866183,Ti2ZnRe,66
mp-504741,Hf(FeSi)2,98
mp-10777,RbCeSe2,20
mp-11918,Ca(BeN)2,78
mp-3896,Y(SiIr)2,63
mp-1649,Fe3Pt,50
mp-24934,InFeO3,68
mp-1609,Cr3Ir,106
mp-1689,HfRe2,76
mp-571163,MnSbRh2,67
mp-9517,SrTiN2,62
mp-3503,Li6WN4,68
mp-568661,Cd(InSe2)2,16
mp-865093,TiZnNi2,62
mp-866166,Y2RuPd,39
mp-867107,BeSiOs2,140
mp-31453,NbSbRh,41
mp-568424,CaAlAu,31
mp-675,ZrW2,87
mp-20083,ScSiCu,65
mp-3441,Y(SiRh)2,90
mp-865655,TiNbTc2,98
mp-15641,CaMgGe,38
mp-15643,SrMgGe,33
mp-10270,ScCo3C,101
mp-861507,ScAlIr2,107
mp-557713,Ba2LaTaO6,49
mp-867212,TcOs3,244
mp-4574,YbTaO4,40
mp-865878,Ti2TcNi,73
mp-20856,Eu(FeP3)4,113
mp-11360,ScGaCu2,40
mp-12580,Li2CdSn,27
mp-4798,Sc(AlC)3,139
mp-4784,CaPtO3,72
mp-10608,Y3SnC,63
mp-20133,NbCrN,165
mp-1963,NbRh,89
mp-11022,ScAgO2,52
mp-31383,Hf6CoBi2,61
mp-571147,Hf(SiNi)2,78
mp-754978,CdCu2O3,29
mp-861979,Ir2S3,91
mp-865733,CoTc3,145
mp-7876,Ba(MgGe)2,34
mp-28945,Si2NiP3,58
mp-569624,HfCr2,68
mp-21371,VCoSi,116
mp-11798,Fe3Pt,49
mp-864898,Na2TlBi,17
mp-772053,ZrMnO3,56
mp-12635,TiAu4,45
mp-6908,YMgZn,33
mp-761390,TaFeO4,106
mp-1438,ZrIr3,161
mp-18093,Al2Mo3C,87
mp-6915,As2PdO6,76
mp-8577,Sc3GaC,86
mp-1936,TaAs,102
mp-13108,SrHfO3,91
mp-10739,TiPRu,104
mp-16263,CaZnGe,40
mp-866284,Al2IrOs,128
mp-5223,GdAlO3,111
mp-13434,CaMgNi4,51
mp-768358,ScInO3,61
mp-21306,TiCoSi,102
mp-10895,Mn2AlV,102
mp-20619,SbRh,60
mp-561442,Y2Hf2O7,96
mp-8648,TiFeSi,113
mp-864907,MgZrPd2,37
mp-865185,Mg(BeAs)2,49
mp-4720,Si2Ni6B,88
mp-10892,MnAlPt,47
mp-27562,Na2Pd3O4,43
mp-22367,PdPbO2,29
mp-3161,LiAlSi,56
mp-865021,Be2RuPt,106
mp-1009750,ScN,51
mp-10044,BAs,126
mp-34903,MgGeP2,34
mp-11869,HfSnPd,59
mp-27471,NbPS,77
mp-22792,MnTePd,21
mp-752426,Li3SbS4,26
mp-22150,Zr2InCo2,54
mp-16740,TiGePd,62
mp-549158,InCuO2,43
mp-685941,In4SbTe3,20
mp-20001,SrSnPt,29
mp-864670,Ta2VOs,97
mp-15686,Li2CuAs,39
mp-3432,ScNiSb,66
mp-5396,MnCo2Sb,78
mp-5782,AlAgS2,23
mp-20930,InCuO2,43
mp-865653,TiNbRe2,115
mp-4909,V2NiS4,60
mp-21340,HfGePt,80
mp-867357,Tc3Ni,151
mp-9916,NbCrSi,122
mp-22790,VGaCo2,93
mp-11593,CeB2Ir3,129
mp-10314,Yb(ZnAs)2,39
mp-31452,ZrNiBi,40
mp-13853,P3Ir,114
mp-867222,LiCa2Ir,26
mp-769680,HfCrO3,78
mp-17875,Ca6GaN5,37
mp-4938,ScCo3B2,132
mp-8459,CdSO4,27
mp-5137,Zr2SbP,72
mp-862553,Sc2BeRu,50
mp-9383,SrHfN2,117
mp-4897,ScSnPd2,40
mp-20952,TiNiSb,57
mp-30834,SrSn3Pd,16
mp-30570,CrGaFe2,67
mp-7574,AlBMo,143
mp-569383,Ca5(CoN2)2,34
mp-19833,InAgS2,17
mp-15803,Y2MgSe4,20
mp-2025,HfBe5,124
mp-7364,Ca(SiAu)2,37
mp-641365,PbWO4,36
mp-864839,Zn2PdRh,69
mp-866077,MgSc2Cd,40
mp-12359,AgSbTe2,22
mp-8772,ScB12,195
mp-7204,CaZnSO,33
mp-542496,Ca6Ag16N,24
mp-998201,RbAgCl3,13
mp-865936,LiSc2Tc,33
mp-865931,Ti2TcPd,64
mp-865929,Cd2RhPt,55
mp-996990,BaAgO2,46
mp-266,Zr2Pd,51
mp-903,ZrCr2,56
mp-12962,Zr6FeSb2,59
mp-10165,KAlTe2,11
mp-16356,TiNiGe,85
mp-416,Cr3Os,103
mp-706272,Sr3FeN3,34
mp-10778,RbPrSe2,21
mp-624492,Li(Fe3Ge2)2,67
mp-866155,TiAlRu2,87
mp-30719,Mg2Hg,17
mp-10849,AsPdSe,36
mp-754779,Li2NbS3,31
mp-8624,K2Sn2O3,15
mp-754213,Li2ZrCuO4,73
mp-998552,BaHfO3,103
mp-30147,ZrTiAs,76
mp-10909,AlRe2,149
mp-20329,InAgO2,40
mp-568803,Mg(B6C)2,218
mp-865448,TiGaRu2,87
mp-10181,LiSiNi2,69
mp-569600,Ge3As4,29
mp-505554,Sc(FeSi)2,112
mp-9814,Cu3SbSe4,22
mp-18740,V2Cd2O7,27
mp-415,IrN2,221
mp-9124,LiZnAs,40
mp-8978,CsNbN2,32
mp-16238,Li2AgSb,30
mp-1008506,BaGaSiH,40
mp-22607,Zn(InSe2)2,18
mp-9029,Ca3VN3,50
mp-867829,LiVRh2,82
mp-27512,Cr2NiS4,62
mp-11202,Y6FeSb2,35
mp-2979,ZnGeN2,96
mp-864972,Mg2PdAu,41
mp-561238,AlFeF5,56
mp-10924,Mg(Co3P2)2,100
mp-580234,Fe3RhN,84
mp-29259,Bi2PdO4,24
mp-867125,Al2RuPt,99
mp-30177,Y(Al2Cr)4,80
mp-30175,Ca(AlZn)2,37
mp-30773,MgNi2Sb,45
mp-866069,MgScRh2,58
mp-12908,ScAgSe2,21
mp-510691,Hf5Sn4,64
mp-569267,Ca2CdSb2,22
mp-22220,LaLuO3,72
mp-864857,NbZnCo2,69
mp-10666,Mn3AgN,78
mp-13914,LiCo2Ge,97
mp-16260,Ca(GePd)2,27
mp-30821,LiAl2Rh,69
mp-558811,PtS,40
mp-864983,MnVRu2,102
mp-864988,Mn2AlCr,104
mp-754567,NaCdO2,31
mp-14070,RbAlO2,52
mp-7692,Al(CrB)2,176
mp-861625,LiZnAg2,29
mp-861627,Ti2AlMo,47
mp-867258,LiZnPd2,49
mp-19238,Co(PtO2)3,79
mp-3315,CaPd3O4,56
mp-561419,V2FeS4,75
