mpid,formula,e_form
mp-1064731,Ti2MnGa,-0.26008415083333336
mp-540321,FeP2O7,-2.2829153164940466
mp-707177,HC5N3(OF4)2,-1.4619099605410526
mp-570037,CoAu2(CN)4,0.2469441251951517
mp-1017446,HfCdO3,-2.6961795147500003
mp-631576,MoPt2Br,0.5217467724999993
mp-511,PrGe,-0.8332894275000005
mp-864937,Mg3Sc,-0.030356002500000038
mp-853134,Li2MnP2O7,-2.6092742246583724
mp-12418,SrCaGe,-0.6063095433333329
mp-762,PtS2,-0.7965278927083345
mp-18423,CsYbP2O7,-2.8856266263582246
mp-1037,PrPt5,-0.7019337150000003
mp-655105,K2Pb(SO4)2,-1.8387742252403845
mp-755595,Er2TiO5,-3.8459748384895835
mp-29198,Na5AuSe12,-0.5090685096180556
mp-9981,Mn2N,-0.4086211891266653
mp-581955,CsSi2SbO7,-2.7511951261742422
mp-1017988,SrCaO2,-3.153317308125
mp-1094169,LaMg3,-0.08545794750000013
mp-24164,CuH2(SeO3)2,-1.206194818357046
mp-780415,NaEuO2,-2.620255885625
mp-779085,LiMn2F5,-3.0066764145254172
mp-571608,Yb3Ag2,-0.37535490199999977
mp-1016342,SrMg6Sb,-0.06755925937499985
mp-555126,CoCuO2,-1.1651366706249997
mp-510458,HCN,-0.15151369574999998
mp-1026642,RbMg14Cr,0.22425135062500007
mp-1061272,NbCo,0.030547789999999964
mp-1025729,Te4Mo(WSe)2,-0.25014912746527784
mp-779100,Li24Mn7Cr5O36,-2.2074771121072234
mp-773074,LiZr2(PO4)3,-3.1585752002380962
mp-541157,EuCd(BO2)5,-2.788445390784313
mp-780155,Li9Fe3(OF7)2,-2.90483898997
mp-1098967,HfMg30VO32,-2.968290669140625
mp-542096,CrPS4,-0.8729991998908737
mp-1028241,Mg14AlMo,0.09739971812500016
mp-775170,Li2AlCr2SbO8,-2.5044834328571417
mp-189,SiRu,-0.64699758125
mvc-8885,MgV2(PO5)2,-2.671167607246031
mp-771375,Li2FePCO7,-2.3367495584871025
mp-572543,CsPr(PO3)4,-2.9351976215211635
mp-554905,CaZnSi3O8,-3.124796321923076
mp-557812,Ti3O,-1.5697669586458336
mp-30652,Sc3(MnGa3)2,-0.457440236818182
mp-1031330,KLaMg6O8,-2.629707680625
mp-560909,NaLiYb2F8,-3.2967701191266667
mp-6189,CaCu(Si2O5)2,-3.018921312499999
mp-570046,Sr3MoN4,-1.1115649213983332
mp-864606,AcCuO3,-2.44049812025
mp-972733,Si3B,0.9097107645833332
mp-1094770,MgZr,0.10212376750000016
mp-5792,BaCuSn2,-0.4408566387499997
mp-1096215,Sc2CoPt,1.8673574475
mp-755723,Er2Pb2O7,-2.5641774803409088
mp-555121,MgAs2S2(OF3)4,-2.466776805114524
mp-569179,Ni3Mo3C,-0.047984596071427986
mp-555034,TeAs(IF2)3,-1.6854249815581817
mp-756821,LiAgF3,-2.073118104214
mp-709021,CaTi2(HO3)2,-2.973262760506667
mvc-9561,MgTi2O4,-3.2102706711904756
mp-767070,LiLa5Ti8O24,-3.6415900640350887
mp-25694,LaMn2O5,-2.6395566332087497
mp-1027511,Te2MoWSeS,-0.4757161821093767
mp-685295,Sr22Nb10O47,-3.1612471503639226
mp-1294,YCo2,-0.1798659391666663
mvc-544,Ca2Nb2CoO8,-2.909293820384616
mp-20906,HoCoC,-0.32863562583333444
mp-1097323,ZrZnCo2,2.35586641125
mp-20943,TePb,-0.18703218500000007
mp-12996,LaMg2Pd,-0.5351047662499995
mp-510346,In5Se5Br,-0.5407671579971591
mp-1098402,KHfMg30O31,-2.9119143211706344
mp-21527,Na2ScCuF7,-3.161162599166364
mvc-10057,MgCr2(PO4)2,-2.6270641560531134
mp-774715,Ba4LiNb3O12,-3.2191518768750003
mp-1095827,ReSi2Tc,3.1318756162499986
mp-11775,RbUO3,-3.3123185607499988
mp-29259,Bi2PdO4,-1.4189728557142849
mp-752879,Li3Ti4O8,-3.0733948911111115
mp-1077266,KLiS,-1.3976565363541669
mp-569517,C,0.14393419549999892
mp-763404,LiV4(PO4)3,-2.5257033857142863
mp-765169,Li5V3P8O29,-2.6298415919113767
mp-766759,Li2Fe2P2O9,-2.401171019162699
mp-19587,UCrO4,-3.1697978166666663
mp-20157,BaGdCuSe3,-1.587625906796875
mp-20711,Fe3Ge,-0.10079498125000086
mp-557958,Cs2KNiF6,-2.5719857817140004
mp-1096195,Sc2TlV,2.5927257662500005
mvc-6093,Zn(FeO2)2,-1.8924438971428563
mvc-3850,CaBiO3,-2.2578549442500004
mp-1077978,Ti3Se4,-1.1668460691964293
mp-1093959,In2PdPt,1.14404869
mp-556894,Rb2SbAuS4,-0.98741595796875
mp-974568,Re3Bi,0.9916885675000008
mp-8633,Cr,0.392787160000001
mp-27599,KIn2F7,-2.931433424333
mvc-10544,V3ZnP3O13,-2.5694613667767854
mp-865342,Zn3Rh,-0.32884340624999986
mp-17491,Ba2LiGe3,-0.5630754900000005
mp-1039636,RbMg30CO32,-2.772249329648437
mp-8717,Rb2MnSe2,-0.9329351344374992
mp-756428,LaTh4O10,-4.1439418581666665
mp-541204,As2S3(NF6)2,-1.8976424982225009
mp-673070,LiNb(PO4)2,-2.7761757134325387
mp-861724,Ac2AgIr,-0.3740708187500008
mp-865095,NaGaH8(NF3)2,-1.7797117775477775
mvc-4404,Zn3Si4(BiO7)2,-2.412606257717392
mp-764594,Li4Fe3OF8,-2.7540327469231247
mp-1030739,Te2MoWSe2,-0.3448359228645828
mp-568661,Cd(InSe2)2,-0.5809397827678576
mp-581951,Zn53Ni16,-0.186207948188406
mp-566353,KVSO6,-2.2892905168402797
mvc-4105,Ca2CrSbO6,-2.6848033982499997
mp-29254,PrIO,-2.9079142587500013
mvc-6403,Mg(CoO2)2,-1.6982750249999998
mp-579304,Rb3Mo12PO40,-2.162616727733844
mp-775328,Li2TiNi3O8,-1.6711764808333345
mp-282,TiF2,-3.0215949796822223
mp-12867,SrSnO3,-2.6430509657500005
mp-626701,Mn(HO)2,-1.6172427641399998
mvc-4550,Ca3Fe2(Si2O7)2,-3.063167122282608
mvc-8918,CaTi3O7,-3.4904707451136363
mp-505769,Eu(CuSb)2,-0.4499050289999985
mp-1075045,Mg3Si4,0.15681749999999994
mvc-10565,Ba2Mg3Tl2(CuO3)4,-1.7633597745652174
mp-504554,Ba5Ta4O15,-3.4570115216145836
mp-1097766,CrN2,0.19303470452444552
mp-780130,Mn3Cu2Ni(PO4)6,-2.125916201429207
mp-867914,LaMgAg2,-0.279729315
mp-770230,Li4CrFe3O8,-2.1567951943749994
mvc-5260,V2ZnO4,-2.2514376954761905
mp-866085,Tm2IrRh,-0.9702877000000001
mp-762989,Mn2O3F,-2.0452575661433343
mp-703370,Ca13Si10H12(O17F5)2,-3.1060587535169617
mp-862257,Sc2ZnAu,-0.5929469762500004
mp-542515,Gd2Te4O11,-2.291830642867648
mp-1039737,NaMg30CrO32,-3.003924200546876
mp-615173,CuBi(WO4)2,-1.870078486249999
mp-18729,V2Co(PO5)2,-2.496256230579365
mp-17224,Cu(PO3)2,-2.2432628467989417
mp-560411,CdSb6(S2I)4,-0.6104224993421062
mp-976341,Nd2ZnAg,-0.2765847950000002
mp-974061,KSiO3,-2.1610487267500007
mp-772439,Li3AlFeO4,-2.451145727361112
mp-1080141,Cs2Ni3S4,-1.0345588573611115
mp-1028583,Te6MoW3Se2,-0.2240337539322906
mp-5678,ErB2Rh3,-0.7125310397222222
mp-202,TaTe4,-0.26169930633333344
mp-10963,Ag2SnHgSe4,-0.2457133899218751
mp-1077392,TmCuGe,-0.6649732633333331
mp-608317,As(CN)3,0.594117156480001
mp-1080105,CeAsRuO,-2.0584400103124985
mvc-8880,Bi2O5,-1.0615830469642853
mp-1023272,Mg6AlSb,-0.02586740312499991
mp-505707,Tb2Mo4O15,-2.601210852162698
mp-1096985,GaCuS2,-0.73516634203125
mp-1017530,VH,0.049113373189999976
mp-11433,ErGaCo,-0.4941105433333337
mp-647862,Cr2(MoO4)3,-2.159086554117647
mp-778653,LiLa3Ti3CrO12,-3.45722902425
mp-1097429,CaSnPd2,1.2218681262500004
mvc-3750,MgMoF5,-3.220663457992857
mp-1080635,CeSe2,-1.0847179776736111
mp-773884,Bi19O30,-1.5794293205612242
mp-645158,LaMnO3,-2.7250972234420003
mp-569200,Eu(Al2Fe)4,-0.3525493950000002
mp-917532,RbFeSe2,-0.6606814917968746
mp-1067482,NiHO2,-0.9755659677799996
mp-764303,Mn2OF4,-2.535456300418572
mp-34688,TiO2,-3.511001981388888
mp-861903,LiBiRh2,-0.2840967587499996
mp-698289,BH11AuC4IN2,-0.2659661670623322
mp-755263,CrS2,-0.9714007960416672
mp-1026946,Mo3W(SeS3)2,-1.1259426884635424
mp-984714,AgAsS,-0.3027353480208337
mp-556305,NdPH5CO7,-2.059770060329683
mp-636934,Bi2O3,-1.3776010924166675
mp-1016835,CaRuO3,-2.073148135750001
mp-305,TiFe,-0.4190897333333332
mp-7541,SnP3,-0.010092734821428806
mp-1076820,MgCoO3,-1.3911249367499998
mp-542112,CaZrO3,-3.4912949827500017
mp-709885,Rb4LiH3(SO4)4,-2.1530269884682136
mp-1039470,Ce3Mg,0.140232535
mp-1095503,As4INO6,-0.8449492808233335
mp-774417,Sn3P6WO24,-2.5008815153991595
mp-685446,BaNb8O14,-2.845488354565218
mp-773470,Li5Mn2V3O10,-2.323818968221
mp-675556,Er2Zr8O19,-3.7880934159913777
mp-1065288,GdInAu2,-0.6469938099999997
mp-27787,NbPCl10,-1.43662327714127
mp-558446,AgHgSI,-0.3775497585156251
mp-757388,PH6NO4,-1.5175344685162706
mp-8500,AsS2NF6,-1.8589388722645
mp-24037,CoH9(CN2)3,-0.3248126641768428
mp-708038,H18Se3(NO3)4,-0.699005169336791
mp-981233,UCr3,0.3657327725000013
mp-555246,Ba3LuRu2O9,-2.673457429416667
mp-607044,Eu(ScSe2)2,-1.7031197084821434
mp-776616,LiV2F7,-3.148866556833
mp-556012,NaCSN,-0.5682734041106254
mp-1080264,CeSe2,-1.4045916615625
mp-26304,Cu9(PO4)8,-1.8806649927502428
mp-937761,Li7ZrO6,-2.3708352326785715
mp-22089,Hg2Os2O7,-1.207929285795455
mp-761457,Li4Fe(PO3)6,-2.5937582303817748
mp-581967,Nb2O5,-3.0508473197704085
mp-769601,LiVSO4F3,-2.516841499013249
mp-738633,AgB10H26C6N,-0.22706017370833306
mp-685613,Ba2PPd2,-0.6980594876190479
mvc-15895,W2O5,-1.8690222308928577
mp-1077362,YMnNi4,-0.2639750404166665
mp-31456,HfSbRu,-0.5406236516666674
mp-1094475,MgZn,-0.06395294499999989
mp-570,NdTe,-1.4242098487500003
mp-775649,Fe2Sn(PO4)3,-2.3756799085714286
mp-707068,KH8O4F,-1.6047984196535714
mp-29391,SbCl3F2,-1.7614608478599998
mp-631633,LaCoTc2,0.5862296275000007
mp-769855,SrCrO3,-2.582746954749999
mp-17615,Ta5Ge3,-0.3490736168749997
mp-754382,He,0.00438156
mp-770699,KLiMnO2,-1.818566402692
mp-775449,Li2Mn(SiO3)2,-2.801945591223636
mvc-7644,CoW2O7,-1.8678198411249995
mp-510041,Hf2Ni2Sn,-0.5733740629999999
mp-4078,La2SO6,-3.2869292979513896
mvc-901,ZnFe3(P2O7)2,-2.403765629994588
mp-685414,Tb11CuSe16,-1.7054966744345248
mp-23519,Ga4Bi2O9,-2.084996571416667
mp-773933,Ta2WO8,-2.9304384399999988
mp-1098848,SrMg30CuO32,-2.9558738759374994
mp-776934,Li5Fe3Cu2(PO4)6,-2.3570555302142857
mp-4824,NaZnP,-0.4088179426984127
mp-15987,Hf3(Cu2Si)2,-0.5003773205555552
mp-6781,AgCNO,-0.5229186115325
mp-1077808,VFeSb,0.2683182299999996
mp-779517,Sr3Hf2O7,-3.6866476015625014
mp-28371,K2Zn3O4,-1.7208283727777776
mp-36903,KNO3,-1.5062462052260002
mp-862936,PmMgAg2,-0.29561580937499965
mp-2977,CuAgTe2,-0.00227024000000009
mp-993,DySi2,-0.5250032755555551
mvc-10055,CaMo2P2O9,-2.7070029687457486
mp-775019,CoSb(PO4)2,-2.221861896349207
mp-770423,Mg2Mn3O8,-2.2538079479138458
mp-36305,Pr2UTe4,-1.1354800192857144
mp-1036442,CaMg14FeO16,-2.9319059859375
mp-779942,Cr4OF11,-2.882508383083749
mp-761559,LiFeSiO4,-2.5540115560714294
mp-865917,Lu2ZnTc,-0.2134101687499994
mp-1016604,BaMg6Cr,0.27352079374999994
mp-981207,Yb3In3Ge2Au,-0.6340380366666669
mp-1023510,YMg15,0.0017680810937501512
mp-13019,NaLa2TaO6,-3.5227868962500017
mp-861481,Pr2AgRu,-0.16852159375000042
mp-771666,Li3Ni2SbO6,-1.7220481835416674
mp-581165,Cs2Xe(BrF7)4,-1.4902914962377145
mp-567167,BaMo(PO4)2,-2.856161655515873
mp-29914,Er7(NiTe)2,-0.6762226095454544
mp-638553,Ba2InIrO6,-2.2015694487499995
mp-975237,Rb(TeMo)3,-0.4848382614285711
mp-1021698,BaMg6V,0.30394574500000004
mp-27753,In2(PS3)3,-0.7894925420248734
mp-557914,DyTaO4,-3.7521675027777768
mp-1097917,TlNiO3,-0.4795240577500003
mp-1096827,AlCuS2,-1.0391711120312506
mp-1019779,K2Mg2Si2O7,-2.951765932211538
mp-3997,Sm(CuSi)2,-0.6011409284999999
mp-13859,K3SiF7,-3.353953995757273
mp-1016641,Mg6CdMo,0.18084283937500034
mp-1644,PrSb,-0.9369786825000004
mp-772863,Na2Ge2O5,-2.143213668472222
mvc-10959,VBiO5,-1.5065329351785712
mp-20938,RbIn5S8,-1.0492242780357142
mp-851040,V2OF5,-3.0495229081916677
mp-973627,K3Sr,0.11441919999999994
mp-8401,CsMgF3,-3.4493270037139987
mp-1018675,DyS2,-2.1118076915972224
mp-615314,ScCoC2,-0.32247482000000005
mp-1027911,Te4Mo3WS4,-0.660377431354167
mp-8281,Ba(CdAs)2,-0.6389245219999999
mp-770553,Li2AlCoO4,-2.3767046193750003
mp-1026409,HfMg14Sb,-0.005412225624999767
mp-743660,FeHO2,-1.6596791165300004
mp-765655,Na2Li4Ni2C4SO16,-1.9755450623814663
mp-849271,AgIO3,-0.7014317122500003
mvc-5346,TiP2O7,-2.8775817841607148
mp-551918,AlBiO3,-2.51476364375
mp-19893,PbCO3,-1.82366637275
mp-767677,Na4(WO3)9,-2.1852368980937498
mp-761619,LiMn(SiO3)2,-2.7800113970959996
mp-773556,VO2F,-2.457341315089165
mp-851009,Li5Fe7O3F13,-2.62045452443643
mp-572951,CsNaSi2O5,-2.928218309027777
mp-606023,Fe2(TeO3)3,-1.650681419553571
mp-765686,Li2Co4OF8,-2.3918978680513328
mp-543028,Tl2TeO3,-1.2865779922916665
mp-570689,CaInPt,-0.8332345083333325
mp-778781,Li2NiO2,-1.5339527185
mp-980661,YTlAg2,-0.2462582418750001
mp-780820,CrO,-1.876060558125
mp-780004,Fe5O3F7,-2.2901913721386675
mp-20405,V2Ga5,-0.2205708657142864
mp-31056,Dy3InN,-1.082890806476
mp-1098793,Mg30ZnCoO32,-2.9655752071093744
mp-755053,Ga4SiO8,-2.4442793553846154
mp-31415,La3TaO7,-3.8405813389772745
mp-1096148,Ba2ZnHg,1.05356427875
mp-39699,K3Ba7Ti10(O9F)3,-3.398452925579734
mp-647875,Rb7(FeO4)2,-1.6005181880882355
mp-25599,NiO2,-0.08302865083333326
mp-13136,WC,0.3277882862499997
mp-761604,Li4MnP2O9,-2.52429510896253
mp-1069379,GdCoSi3,-0.6839021860000003
mp-672289,Ge3N4,-0.26065806993142865
mp-31938,Li3Mn2(PO4)3,-2.547000941560285
mp-32329,Ni5(PO4)4,-1.926740340095239
mp-8132,Li(TiSe2)3,-1.1610385611562506
mp-1039892,Mg30CrSiO32,-2.93806964328125
mp-863880,Li6VFe5O12,-1.9884323047916683
mp-767625,LiVF4,-3.173279669543334
mp-772564,NiH8(CO5)2,-1.3404060974504757
mvc-3488,TaF5,-3.5214289251583333
mp-4054,YAl3Ni,-0.599656787
mp-773378,Li6V3P8O29,-2.6708503519785203
mp-773222,Li5Cr2Fe5O12,-1.960505735208334
mp-22026,Ce(NiSn)2,-0.4278303619999996
mp-4697,Zn(CrSe2)2,-0.5862739356249997
mp-862820,PaSi3,-0.4185736475000006
mp-1096259,Zr2HgAu,2.442067165
mp-672346,RbVI3,-0.8734150106666666
mp-29934,Zr6Ag7F31,-3.1526974859520447
mp-18407,BaSiO3,-3.009693921083334
mp-1032331,Mg6CrCuO8,-2.6408362543750004
mvc-9251,CaCoBiO5,-1.8504093876562493
mp-1264,CdAu3,-0.12430582875000028
mp-542435,Li3ScN2,-1.0576975264183328
mp-27919,Ti8C5,-0.7246599646794879
mvc-8025,MgAs2WO7,-2.013738922840909
mp-19209,LiAl(MoO4)2,-2.421532723749999
mp-22420,CuTeO4,-1.24157457625
mp-764678,LiFe2(BO3)2,-2.367972158939393
mp-565952,Ba3Fe2Cl2O5,-2.597420683980834
mp-687247,K5YCo2(NO2)12,-1.2049293104786367
mp-1031505,KMg6AlO8,-2.656163603125
mp-689442,InCu(WO4)2,-1.9215093966666668
mp-12911,Ba2LaRuO6,-2.792096283250001
mp-672234,N2,8.881784197001252e-16
mp-504228,Li3Ni2(PO4)3,-2.230972039964287
mp-709325,Cu5Si4(HO7)2,-1.9990620367896
mp-1078054,Sn2Rh3S2,-0.6857041325892855
mp-773547,Li3Fe2OF5,-2.6988190129272724
mp-773322,AlCr2O4,-2.5247580707142867
mp-1097038,LiAl2H6BrO6,-2.08533902682625
mp-765424,Li2Co3SnO8,-1.6996318860714286
mp-752670,Li3FeS3,-1.1636986174553579
mp-1098929,Mg30NiSnO32,-2.9046628067968747
mvc-16758,Li(MnS2)2,-1.0916798373214278
mp-707190,K2SnBr6,-1.1936698583333332
mp-772389,Ba9Rh8O27,-2.0265031117897725
mp-642210,MgSiO3,-3.10406088725
mp-555746,InAg3(PO4)2,-1.8754298104421767
mp-23055,RbCuCl3,-1.448948302956
mp-28842,Si3PH9,-0.11731891101347988
mp-861591,LiNi(PO3)3,-2.381011417538265
mp-1093894,ZnAgPd2,1.67180640875
mp-21604,Sm3InS6,-2.0972715931875
mp-763886,La7Mn8O23,-2.8693816285902622
mp-1097118,Sc2AlGa,2.2208459025
mp-571445,HfHg3(SeCl3)2,-1.3424654688956252
mp-541877,TaTeCl9,-1.485184013121818
mp-640470,Pu2InPt2,0.12770928325000028
mp-614013,CsSnI3,-0.9565373089999998
mp-677431,Na3SrTiNb3O12,-3.0088095985833334
mp-777625,TiV4CuO12,-2.349047582870371
mp-754550,Tb3TaO7,-3.8522251521590896
mp-744474,Mo2P4O15,-1.6164445398157596
mp-973142,ScZn2Pd,-0.5361282175000008
mp-850453,Li3V4(OF3)3,-2.962001366024212
mp-5450,K2ZrF6,-3.6818285246822224
mp-25305,Y2Ti2S2O5,-3.339691219337122
mvc-2622,Ba2Mg2Tl2Cu3O10,-1.7885042048684208
mp-569768,NdInAg2,-0.3746154068750003
mp-772550,CrO3,-1.5234127884374995
mp-1029288,Mg2MnN3,-0.7346928320233322
mp-1073962,Mg6Si5,0.13737215090909158
mp-36465,Al2FeO4,-2.907459790000001
mp-607298,Cs2Pd(ICl2)2,-1.3537280681155557
mp-972244,Tm2ZnGa,-0.4759618462499997
mp-774379,Cr4OF11,-2.8823802137087497
mp-866064,NdMgAu2,-0.7285238918750001
mp-14474,Ta2PtSe7,-0.6322276455156249
mvc-1299,BaAlV4O7,-2.30300950375
mp-971985,TbAlCu2,-0.34767869583333244
mp-1008753,Ti2Al,0.5753511388888887
mp-9374,MnMoN2,-0.5294875424400001
mp-1073656,MgSi2,0.15182148333333306
mp-2752,Nb3Au,-0.06721783624999844
mp-720519,KCd2H8C10N15O4,-0.3061621444915005
mp-20644,PuPt2,-0.13170955729166658
mp-778752,In2WO6,-2.0419269638888884
mp-1097627,ScHgAu2,0.8953090099999996
mp-9971,YGe,-0.8971541162500003
mp-1093698,Y2CoCu,2.25206516375
mp-758689,Li3CuF4,-2.6417196405950003
mp-1099871,La7SmNi6(AgO10)2,-2.376166505694445
mp-640383,Ho5NiSb2,-0.7294996459374996
mvc-16803,Li(NiO2)2,-1.0534914735714298
mp-569211,NdFeSb3,-0.4728458176666673
mvc-2883,Sb5(TeO6)3,-1.6175539618269237
mp-1022230,Mg6FeSn,0.09933150937500024
mp-983229,Pm2ZnRh,-0.4991602349999997
mp-778639,NiTe(PO4)2,-2.075961446349205
mp-764968,InPH5NO5,-1.684966775178864
mp-868425,Li5Fe(P2O7)2,-2.600408354161706
mp-850407,LiMnP(H6O5)2,-1.7061070415998083
mp-1006258,ErPu3,0.26037045734374864
mp-1097140,SiTc2Sb,2.6703562887500008
mp-1095035,Eu2InPt2,-0.8892699129999997
mvc-4222,Ge3(TeO6)2,-1.6716079214705881
mp-1026709,SrMg14B,0.17132349770833355
mp-1017129,Mg6BiSb,-0.03508502499999988
mp-2618,DyAg2,-0.3254021788888893
mp-1028635,Te2Mo(WSe2)3,-0.4641911734635412
mp-18749,NiSO4,-1.7349590381770834
mp-1094650,MgGa,-0.09505588583333296
mp-8280,Ba(MgAs)2,-0.9436691900000004
mp-28643,H9CN9,-0.1975878236315786
mp-28633,Re(TeCl6)2,-1.066634528274667
mp-29932,Zr5P7Pd9,-0.9365729017460318
mp-23652,Hg6S4IBr2Cl,-0.5303643578221429
mp-972176,Zr5Al3C,-0.50633689138889
mp-1097547,Nb2OsRu,4.016423985
mp-1093691,Ta2FeRu,4.035004358749998
mp-571567,CdI2,-0.5913937316666669
mp-570788,Yb3Ni7B2,-0.5174981356944445
mp-560772,Mg2B2O5,-3.0337709941203683
mp-771714,Li3MnNi3O8,-1.4624607720640002
mp-770687,LiCr2O5,-1.9839445232812496
mp-555113,Rb3Cu2(BiS2)5,-0.9219235165312504
mp-4374,UAsS,-1.3485225530208331
mp-767014,Na5(WO3)6,-2.157064097155172
mp-1080325,CeSe2,-1.3437726032291668
mp-851001,Li3Mn2Cr2O8,-2.201918545128
mp-1713,CsCd13,-0.06433366321428581
mp-1095890,CaMgIn2,1.2527715499999998
mp-766157,Li6VO4F,-2.2965684463491662
mp-561084,Nd4Al2O9,-3.733135377583334
mp-755591,Dy2TeO6,-2.976427888981481
mp-1097069,Sc2TlOs,2.339967345
mp-1058798,LiBe,0.3629378525
mp-3704,Cs2Mn3Se4,-0.740418374930556
mp-530245,Tm2TiO5,-3.7559235055208333
mp-1027820,Mg14VCu,0.09832855062500023
mp-631463,CuTcBi,0.6840079683333329
mp-504102,Li(NiO2)2,-1.0787698057142856
mp-998912,TlS,-0.5287833895312501
mvc-3227,ZnCoPO5,-2.028109181168155
mp-28781,PrZr3F15,-4.128166045939474
mp-13929,Ba2SmReO6,-3.0013027844999995
mp-18259,Ho2Cu(B2O5)2,-3.0381507555392147
mp-762224,Li4Cu3Sb(PO4)4,-2.2391330216921763
mp-1068635,Y(SiIr)2,-0.8875761545000003
mvc-293,BaMn2TlO6,-1.6643125569419994
mp-13357,Yb2MgSi2,-0.4112408300000002
mp-778734,Li6Fe3Sn(PO4)6,-2.5275018258392863
mp-773587,AlNiH16N(OF)6,-1.7457237608851608
mp-570556,Sr(InAu)2,-0.5603396955000001
mp-1098558,Mg30CrCdO32,-2.956247874453125
mp-1027856,Mg14ZrSb,-0.01853512343750019
mvc-5335,ZnCr2O4,-2.0457152985714284
mp-862546,Sc2AlRu,-0.5277379812499996
mp-766343,Ba2CaI6,-1.7084242158333334
mp-759774,Na6Ti11O24,-3.140384644715448
mp-720230,Ba4Na3Nd3P6(O12F)2,-3.303921783296464
mvc-9328,Pr(SnO3)2,-2.3005967563888894
mp-1022064,Mg6CrCu,0.1625278912499999
mp-772823,Y2HfO5,-4.002367377656249
mp-10772,CeAsO4,-2.7372290350000004
mp-10753,Er,0.14061577499999967
mp-807,NpTe,-0.5594179743750001
mp-1079629,Mg(BC)2,-0.13655780766666653
mp-1098669,Mg30MnCoO32,-2.97337286673375
mp-1016854,MnCdO3,-1.4226303959419997
mp-1180,MnPt3,-0.3614854699999999
mp-674421,Tl8Cu4F11,-1.5621907575256515
mp-16514,Al3Ni5,-0.5694298599999996
mp-42508,Na4BeAlSi4ClO12,-2.9748938197069568
mp-540460,Cr4(PO4)3,-2.4732626644360898
mp-777362,LiFeF3,-2.8299982957139997
mvc-9012,LaMgFeSbO6,-2.61301460025
mp-762552,Li3NbNi3O8,-1.7707395393333334
mp-507,SiNi2,-0.4989931833333329
mp-1032756,YMg6ZnO8,-2.80969914421875
mvc-8027,Zn2W3O8,-1.764326376538462
mp-31367,LiClO2,-1.2525091770649999
mp-1097822,Cr3N4,-0.5272245349314285
mp-1073647,MgSi2,0.2147568854166663
mp-585297,Li2NiP2O7,-2.4571161733283744
mp-763832,Li3MnPCO7,-2.430051372715788
mvc-14431,Y2Cu3(WO4)6,-2.184607662285714
mp-9102,RbVP2S7,-1.0181470204207246
mvc-317,Sr2TaAlCu2O7,-2.4666245025961544
mp-1096546,ScGa2Os,2.5560483212500005
mp-17487,NaErGeO4,-2.905937012857143
mvc-12859,ZnCo2S5,-0.6533662800390632
mp-6684,NaCdPO4,-2.415582911870749
mp-1029336,KZnN,-0.031557015793332845
mp-1096919,CrN2,-0.12312495741999878
mp-24429,CrCuH18Br5N6,-0.6666311586916128
mp-1063176,TbCd2,-0.3153762977777778
mp-1016938,VHgO3,-1.4874896587500004
mp-540263,VPO5,-2.4601605724064624
mp-6576,YNi2B2C,-0.5084366472222209
mp-1038344,Mg30AlCoO32,-3.0042207554687503
mp-779382,Li3V4(OF3)3,-2.959810489971579
mp-560641,Ba12Cl5F19,-3.925047597330833
mp-559977,KNd(PO3)4,-2.9326443638822752
mp-1027832,LiMg14Cu,0.013640250625000185
mp-2088,CeAl2,-0.4577530716666664
mp-1022581,CeMg6Zr,0.09417915125000008
mp-20549,CaPb3,-0.3254851249999997
mp-773689,NaLi2FePCO7,-2.3556397897573262
mp-975838,K3Nd,0.5366052743749998
mp-530033,B8O,-0.6069669306944442
mp-649492,V2PbO6,-2.1041869575
mp-505597,Tb(Ni2P)2,-0.8276757985034016
mp-640807,Na2V2ZnO7,-2.2836129882291663
mvc-10610,ZnP3W3O13,-2.1458459087767863
mp-22342,PbSeO4,-1.4178027243489577
mp-972084,TbMn12,0.0065449197435907104
mp-1074292,Mg4Si3,0.06689370357142822
mp-776366,LiFeF4,-2.8238617657933336
mp-651039,Ba2Fe3F10,-3.307884645293333
mp-10116,UB2Ir3,-0.4968666672222213
mp-979253,Sm3Tm,0.01699060062500024
mp-667638,Sr10Cu5Bi10O29,-2.0498127407638886
mvc-9651,PrMg(NiO3)2,-1.8626962242500007
mp-850110,Li2Mn(SiO3)2,-2.848673691678182
mp-1822,TiAs,-0.9208155645833332
mp-765692,LiCo2OF3,-2.234962034617144
mp-1009152,MnN,-0.4743314211899978
mp-772007,Li2Cr3CoO8,-2.0518267392857132
mp-773607,LiTiNiO4,-2.2715099173809525
mp-557964,Li9S3N,-1.2137726749667304
mp-12562,CeCu5Au,-0.22227778642857127
mp-29242,Ba3PbO,-1.4967963262500006
mp-764827,Fe2CuAs2(HO5)2,-1.5748246432935298
mp-568690,CdBr2,-0.8893655983333332
mp-600182,CdH8C2Br3N,-0.5233056247559991
mvc-13349,Al5(CoO4)3,-2.5778669055
mp-30651,MgGa2,-0.11711876166666653
mvc-13792,Ca2WN2,-0.8481269089519998
mp-778316,Li4VTe(WO6)2,-2.1931951762500006
mp-773446,Na5LiFe2P2(CO7)2,-2.3310722420650176
mp-780552,NaMnO4,-1.109179198493332
mp-851260,Fe3O5F,-1.7066249047155553
mp-1030569,Te2MoW3(SeS2)2,-0.7624197769531248
