mpid,formula,e_hull
mp-3444,ErTaO4,0.0
mp-1097431,ScHgPd2,1.6726609312500005
mp-1099945,KNaW2O5,0.29005719548611264
mp-1021298,KMg6Cd,0.17748941250000014
mp-864660,HoSbRh2,0.0
mp-1035680,KMg14BO15,0.26442141741935643
mp-1034035,Mg14TiCdO16,0.1487810619531258
mvc-10835,Sr2YBi2O7,0.2690929913541797
mp-1094574,LiMg2,0.039481504999998585
mp-32633,Dy6Se11,0.0
mp-13500,Sm3Si2BO10,0.0
mp-617233,Rb2Cr4O13,0.02535751549342269
mp-752449,La2B4O9,0.008082099866664194
mp-1094523,YMg,0.12783990249999988
mp-756656,Gd3InO6,0.05384752875000132
mp-777510,Fe10O11F9,0.07393089089582894
mp-775829,Ti2N2O,0.05685655676200161
mp-510209,Sc5Pb3,0.0
mp-765123,LiVCrP2(HO5)2,0.0014226170588225169
mp-853263,Li5V4(PO4)6,0.008111797051311598
mvc-9680,PrZn(WO3)2,0.18426396450000126
mp-626577,Mo(HO2)2,0.03228921839285537
mp-1034077,RbMg14CO16,0.4482155405273423
mp-30807,ZrNi4Sn,0.03358868213541655
mp-24928,K2Cr2Cd(H2O5)2,0.0
mp-518,Ti5Re24,0.0
mp-1097263,Cs2RbNa,0.4974592296875
mvc-6812,YCr3F15,0.2346989906578951
mp-773601,Li2CuP3H8O13,0.08112123023149652
mp-6224,LiScSiO4,0.0
mp-6169,Ba3Ta6(Si2O13)2,0.0
mp-1022026,BaMg6Ni,0.19245271200892766
mp-585483,SiMoP3O11,0.0
mp-865526,TmSb(PbO3)2,0.0
mp-1026860,RbLiMg14,0.13829550874999996
mp-1738,SmAs,0.0
mp-778246,Li2Mn2(PO4)3,0.03582040362939054
mp-1077089,CdClO,0.3532204163333237
mp-11428,GdPt,0.0
mp-12067,MnAl,0.046162674999999716
mp-562157,Rb2PbO3,0.0
mp-556705,AsS(ClF2)3,0.0
mp-585424,LiCrPO4,0.025841929166669608
mp-34460,Ag3AuS2,0.0
mp-675124,In4SnS8,0.02035151365384636
mp-984555,CsDyS2,0.0
mp-865841,YbPaPt2,0.0
mp-23264,TiI3,0.0
mp-30843,Sr7Pt3,0.0
mp-1067398,CrH,0.3893537774999993
mp-972175,Zn3In,0.1101278012500002
mp-510582,NdNiSnH2,0.0
mvc-349,Sr2YAlNi2O7,0.05161128636217782
mp-704225,Mo2P3O13,0.0007999105555587249
mp-680493,K3Co(CN)6,0.0782672102734372
mp-26477,LiCuPO4,0.0427080453571449
mp-779502,Na3CuO2,0.016019961666664532
mvc-15986,Ca2Co3O8,0.0
mp-765898,Li3TiMn3O8,0.06624621260417117
mp-697126,Ca4(H4Rh)3,0.0
mp-556238,CuC3(OF)3,0.15297298306249996
mp-983327,KH4O2F,0.003529328749999117
mp-504598,Rb2PbO2,0.0
mp-850275,Li3SbS4,0.07149041437499992
mp-973783,H2,4.440892098500626e-16
mp-763897,Li6CoOF6,0.0362278296428622
mp-643036,BaHBrO,0.0
mvc-1136,CaCoO2,0.10709454500000072
mp-23158,He,0.0
mp-6528,Cs2NaAlF6,0.0
mvc-12581,MgCr4O8,0.11901446076921295
mp-1095802,MgMnPd2,2.1126757290000002
mp-3513,Dy2Al3Si2,0.0
mp-1080518,HfSnRh,0.011460314999999888
mp-723540,K6BiH3(Cl2F)4,0.0
mp-677526,Rb2SeO4,0.016104846428573794
mp-676398,Rb2CrCl4,0.0035252064285726803
mp-761357,Li3V(PO4)2,0.07997218107143844
mp-768139,Li8Sb2S,0.07698961909090896
mp-19915,Sr4In2N,0.0
mp-698491,NaCa2Al4H8C4ClO20,0.0
mp-570453,Ba4W(N2Cl)2,0.0
mvc-10714,Zn(BiO2)4,0.15511858076923435
mp-22705,BaPrO3,0.10102851724999964
mp-18935,K2V(PO4)2,0.007436102307699421
mp-1095406,Ba3(LiSb)4,0.0
mp-1020650,Sr3Ge2(B3O8)2,0.0
mp-1036646,Mg14AlSnO16,0.20090703421875045
mp-532524,TiZn2O4,0.0369067851190481
mp-1079037,LaSi2Ni,0.0
mp-975655,PrNiGe2,0.0
mp-8610,Li8PtO6,0.0
mvc-11476,Mg(VS2)4,0.05656778499999681
mp-541416,SrMo3(PO7)2,0.003027445500002557
mp-1017542,ZrOs3,0.2895058093750009
mp-541049,Sr7Nb6O21,0.0018719778431606207
mp-767230,LiMn2(PO4)2,0.005526916730770104
mp-973834,PdAu3,0.0
mp-767669,Li3Mn3(FeO5)2,0.07950548819443881
mp-29244,Cd2P3I,0.01762836401388901
mp-17486,Ho3CuSiS7,0.0
mp-1034167,RbMg14WO16,0.25532119617187465
mp-1097527,Hf2FeRe,4.2122292406250015
mp-567484,PtCl2,0.04472348277777982
mp-707986,K2Pr2H3(S2O9)2,0.03888093778017243
mp-764824,Li5Fe8(BO3)8,0.0458093607083363
mp-683666,Cu2WO4,0.2776270232142837
mp-769274,LiCuPO4,0.0696515946428704
mp-752422,IClO,0.061875888499999476
mp-28938,Nb3TeCl7,0.0
mp-1080333,CeSe2,0.5502133741666677
mp-758251,Li5AgF8,0.037173965714283774
mp-625316,Al(HO)3,0.0392823739285717
mp-677067,Ca3Al4Si8(ClO12)2,0.13204185286585268
mp-662643,P2CN3Cl5,0.04852427089712297
mp-1002104,LaPt,0.0
mp-864620,CaSmCd2,0.0
mp-767467,Li7Y7Zr9S32,0.00040121454545261065
mp-9839,K2LiAlF6,0.0015046900000008634
mp-10638,ZrSb,0.007622544166666856
mp-20121,UFeSi,0.0
mp-624689,V2O5,0.14711637571428504
mp-1094370,Mg2Ti,0.2047448019444431
mp-778625,LiCr2P5O16,0.07447171614583414
mp-768893,Mg2(TeO3)3,0.05283434229166595
mp-1029243,TeMoWSe3,0.022674481666667745
mp-851277,Li4Fe2(PO4)3,0.04461242160711354
mp-568354,DyGa2Cu3,0.014533068333333787
mp-776910,Li3V3(CoO6)2,0.05080506692501263
mp-766313,BaCa2I6,0.0627476027314815
mp-25154,V(PO3)3,0.0
mp-643071,Yb4Mg4Fe3H22,0.0
mp-675402,CuAgO2,0.2367821675000004
mp-754674,Lu(CuO2)2,0.0
mp-11984,YMgTl,0.0
mp-696806,BaH4(BrO)2,0.010062697638888451
mp-19175,MnSe2O5,0.0061013906249973715
mp-715448,CoO,0.006644137499999482
mp-1028076,Mg14MnC,0.3349557626698369
mp-1031634,Mg6VCrO8,0.08287457187499925
mp-1026790,LiMg14Bi,0.06405177250000005
mp-999461,NaPrSe2,0.0
mp-780531,Na3Mn3O8,0.013135176473215715
mp-1008554,Al3V,0.14161957750000198
mp-1097573,NaTl2Pt,1.0679302525
mp-622613,Rb2FeC5N6O,0.4949741813222239
mp-1078362,Ca2AlPt2,0.0
mp-962068,CaMgSn,0.2587766058333347
mp-770593,LiCo2(SO4)3,0.005444855868064202
mp-865783,YbHoRh2,0.0
mp-1076197,Sr2Ca2Mn3FeO10,0.05350364562502996
mp-2840,PuIr2,0.19839223633333347
mp-20709,Ba2ScSbO6,2.196425028937507
mp-761389,Li6VSb3(PO4)6,0.08749024212499279
mp-705586,SrLa9Mg2Ga6(FeO14)2,0.10741814684892592
mp-31442,Li2InRh,0.0
mp-755046,Ce3Y4O12,0.06737554947368274
mp-1472,ZrB2,0.0
mp-676723,Li2SO4,0.10766641785713917
mp-733822,ScRe4H8NO20,0.1685870577547437
mp-30169,Ba4Ni3Ge20,0.017696618055555113
mp-557457,TmSeO3F,0.0
mp-697076,Ti3Zn3C,0.0
mp-541623,Ti4Fe2O,0.9361179953571456
mp-754334,NaTmO2,0.015700453749999174
mp-604239,Co2H34N12Cl3O10,0.13830542172010762
mp-22180,Dy(GePd)2,0.0
mvc-4560,Si2MoO7,0.3216481051249964
mp-566683,K2Cr3(ClF3)2,0.0
mp-849379,Fe10O9F11,0.09369763566666743
mp-1026889,BaMg14Cu,0.15776720343749995
mp-569964,CdI2,0.0010544702222223812
mp-579223,Na3LaV2O8,0.005204792767857569
mp-995198,CO2,0.3184293308333377
mp-770775,Li3V5O14,0.09637767204548453
mp-505681,Sm2Si5Ru3,0.28843742375000136
mp-769449,Li4Mn5(Fe2O9)2,0.09593132758064282
mp-760791,Li4Cu5F17,0.05187115227565632
mp-754408,Ba2SrI6,0.05629082749999981
mp-10677,CaPAu,0.0
mp-611471,CaMnSn,0.18251926333333301
mp-543082,Fe5O8,0.4394112105288448
mp-32113,Mo2P3O13,0.0074670104166632
mp-4952,La2MgNi2,0.0
mp-764265,Li10Mn3V5O16,0.08243918159313868
mp-849978,Mn6O7F5,0.045209223819461464
mp-867249,TaAlFe2,0.0
mp-1035222,Mg14CuSiO16,0.21138729460938244
mp-720244,NaCaMgAl(SiO3)4,0.3941000865937507
mp-1028254,Mg14NbAl,0.10151047002500002
mp-675745,Cu(Mo3S4)2,0.0686974660000006
mp-554971,ZrFeF6,0.13543265218750022
mp-639724,SiO2,0.011524387499999731
mp-565300,BaV3O8,0.005360830833266661
mp-983594,Al3Ga,0.040873454999999836
mp-1093787,Y2AgAu,2.40575159
mp-32813,Ti9O10,0.20144067526317144
mvc-7855,ZnBiWO5,0.15080253
mp-4320,CuTeO3,0.045104036249997925
mvc-8852,MgSnBiO5,0.11536983320312455
mp-1159,Zr2Fe,0.01727572733332572
mp-1027813,HfMg14Fe,0.2053692039843753
mp-769516,Na2NiPCO7,0.04385629984375417
mvc-1325,Ba2AlW3O7,0.8194618262980748
mvc-13224,YMn2O5,0.0
mp-19386,Sr3V2O8,0.0
mp-989556,Cs2NaPbF6,0.0
mp-570530,Cs(BCl)6,0.0
mp-975920,PrSmTl2,0.003972456250000089
mp-11204,Tm6FeSb2,0.0
mp-3768,KN3O4,0.16864949194957912
mp-767848,Li3Cr4(PO4)6,0.07079188226351096
mp-763545,LiVPO5,0.08753997500001097
mvc-240,ZnSnO2,0.2274292043749835
mp-2233,Th2Ag,0.01657602833333449
mp-779978,V4O5F7,0.007105060000017538
mp-1016620,Mg6CrBi,0.1646778937500004
mp-651847,GdGaGe2O7,0.0
mp-764488,LiMnV(P2O7)2,0.009440293571414848
mp-773165,Li4Co5CuO12,0.07149287568182494
mp-862795,CaLaAg2,0.0
mp-22165,Ce(CoB)4,0.002935867388887736
mp-557494,AgBTe4C2(O3F10)2,0.16033523432709984
mp-982615,Pm2InAg,0.0
mp-30906,Sr2Al6O11,0.004676789736857145
mp-1080774,Ga2O3,0.029478126000001662
mvc-16304,CaTiF5,0.015515412142857343
mp-11401,ScGa2Ni,0.0
mp-557693,CsZnPO4,0.0
mp-764973,LiVP2O7,0.09295351727272384
mp-1095158,HfGaCo,0.0
mp-10931,HoSF,0.0
mp-707129,Ca3B6(H4O5)4,0.010462329722220607
mp-560357,MnClO3,0.4397165119166653
mp-765424,Li2Co3SnO8,0.04724763803570653
mp-1023265,CaMg6Sn,0.1249809446875001
mp-685291,AlPO4,0.2791329490277805
mp-504630,InTeCl,0.0
mp-1098886,Mg30CoSnO32,0.06330952554687475
mp-18297,Ba3(GaN2)2,0.006618578055555879
mp-1027286,TeMoWSeS2,0.07126160000000059
mp-1036879,Mg30CrNiO32,0.029211132265625217
mp-17334,Sc2Cr4Si5,0.0
mp-1030961,Te2Mo3W(SeS2)2,0.05342544999999976
mvc-16089,ZnCu2SnSe4,0.0021432012499982282
mp-625087,U(HO2)2,0.1283694971428586
mp-24728,VH2,0.0
mp-1066821,SN,0.9146463759675001
mp-35208,NdOF,0.05538172000000152
mp-1033438,SrHfMg6O8,0.4078886635937513
mp-754964,HfZrO4,0.048827301249998456
mvc-3009,SrCaNi(PO4)2,0.022373250961530644
mp-1023496,Mg15Mo,0.10971007187499993
mp-560133,TlPb8Br9O4,0.0
mp-9632,CsReF6,0.0
mvc-16004,Ti2Zn3O7,0.09147252847222108
mp-1021377,Mg6SnBi,0.08478811875000014
mp-998929,K2O,0.060275723333332636
mp-625159,H3ClO5,0.05610976500000042
mp-1073015,Mg2Si3,0.2286751411111103
mp-722977,Na2Si(H3O2)6,0.013966402878789808
mp-556123,Sr2Sc2B4O11,0.006323048092102822
mp-777714,Na4CoO4,0.06936560500000953
mp-772771,La4(B2O5)3,0.022935274919992917
mp-13964,HfGeTe,0.0
mp-616731,KMnF4,1.2064583334137069e-05
mp-1027682,TeMo2Se3,0.02201875833333311
mp-1076342,Ba7SrCoCu7O24,0.07979071871875032
mp-565249,Mn2Ni6Te3PbO18,0.0
mvc-11623,Ca2MnWO6,0.0
mp-585964,SbS3N2Cl7,0.06910659176844725
mp-570921,CsLu(NbCl3)6,0.0
mp-981356,Zr(FeGe)6,0.0
mp-764919,Co3(O2F)2,0.09697206666666514
mp-677231,CaNd2Ti2ZnO9,0.03543509724999972
mp-1038611,BaMg30CdO32,0.09259004570312523
mp-24977,TiFe2O5,0.021682292187499286
mp-574663,CdI2,0.006525921888889119
mp-767358,MnV3Sb2(PO4)6,0.060901786319441875
mp-1028318,LaMg14V,0.15534569171875034
mp-779522,Ho2P4O13,0.03478098736843371
mp-20327,TiP2,0.0
mp-645326,Al3Bi5I12,0.02440632699999989
mp-1096202,Y2PdPb,2.303511335937501
mp-3739,NdCuSe2,0.0
mvc-786,MgMn4O6,0.09044418045453816
mvc-6307,Mg(SbO2)2,0.3376524117857125
mp-755752,Rb2Be2O3,0.0
mp-782663,Co3OF5,0.05668744930555648
mp-1095215,K2Mg(CO3)2,0.0016388836363603332
mp-1008483,CdN,0.94356181631
mp-672352,Al(ICl2)3,0.0
mvc-5048,TaZn2WO6,0.15354312087500155
mp-779435,Ga3NO3,0.06886271285714153
mp-3985,Tm(MnGe)2,0.0
mp-4612,TiCo2Ge,0.0
mp-559383,RbLuP2O7,0.0
mp-686702,Ca4Al11Si13(AgO16)3,0.11580819518987172
mp-530027,Si6O13,0.3552366182236799
mp-28476,SrBiSe3,0.0054229695156244855
mp-850140,NaLi3Ti2Fe2(PO4)6,0.01119235072368241
mp-770198,Li5Mn2(PO4)3,0.0903160084090988
mp-30185,BaSi23,0.0849390447916667
mp-867918,ErPaRu2,0.0
mp-738,Sb2Au,0.0
mp-781078,Li3V2P4(HO8)2,0.019689704629652027
mp-31847,Li6Fe9(PO4)8,0.04449850236363151
mp-16124,BaPr2MnS5,0.0
mp-850409,Fe2OF3,0.05566232533334059
mp-1026696,Mg14CrSi,0.12911448843750015
mp-4729,Er(MnSi)2,0.0
mp-1096331,Y2InHg,2.371038865
mp-1028120,CaMg14C,0.3144644423437497
mp-1064077,FeH3,0.19922569318999986
mp-764647,Na8TiO6,0.0697117372222209
mp-706679,NaH2SO4,0.16677676582201514
mp-773535,LiVFeO4,0.015457887440470941
mp-641576,Gd3CuSiSe7,0.0
mp-540111,FePO4,0.0
mp-6615,C2Se(SN)2,0.2919078204902785
mp-1098890,Mg30TiCoO32,0.04966027808593765
mp-864970,MnSiTc2,0.0
mp-1027962,Mg14ZnSi,0.04898167417499999
mp-21057,La(GePt)2,0.10351807600000028
mp-556132,SiO2,0.19131988874999986
mp-29243,Ba3SnO,0.0
mp-867167,LiCa2Tl,0.0
mp-989565,Rb2TlGaF6,0.0
mp-6986,Ta,0.2456932700000003
mp-568891,MnSbRh,0.3358347608333343
mp-10550,SrMg2N2,0.0
mp-850160,Li7(CoO3)2,0.10884075566667127
mp-740765,NaGa(H2N)4,0.3849886116071426
mp-554737,CsAu2F7,0.0
mp-672705,YbS2,0.0
mp-862905,PmGaAu2,0.0013174999999989725
mp-865120,NaPaO3,0.0
mp-1038715,CeMg,0.022725211666665857
mp-1030618,Mg3ZrO4,0.3563280871249992
mp-861871,SeI2,0.0654248388020835
mp-757150,Li5BiS4,0.07494316949999735
mp-771561,Na3CrSiBO7,0.05199328639422962
mp-29332,Pt(PbO2)2,0.0030300203571442808
mp-767631,Li3VF6,0.04479382233332707
mp-558340,Nd5As2ClO10,0.0
mp-763860,Mn2OF3,0.061617741041670726
mp-772052,CdSeO4,0.02059309166666257
mp-1094276,ZrSn,0.3030353341666663
mp-1013552,Sr3P2,0.4032105035000004
mp-1096381,AgSnPd2,1.9105835206250004
mp-5704,Tl3AsS4,0.0
mp-984102,Fe3H,0.6071897437499993
mp-19117,Li4MoO5,0.0
mp-976799,Ni3Bi,0.17851064874999967
mp-22152,NaFeAs,0.0
mp-10901,Al3Pd2,0.0
mp-570308,Eu(NiSb)2,0.0
mp-697969,Rb2Cu3H2S3O14,0.2480399013541703
mp-20305,InAs,0.0
mp-685078,K11B62,0.16229896593607318
mp-625861,H7NO6,0.041138990178571255
mvc-87,Ca2Nb2SbO8,0.1751899978205138
mp-13240,ScInCu4,0.0
mp-1095403,BaTbCuTe3,0.0
mp-1012435,PbS,0.056755717500000635
mp-20991,BaPbO3,0.0028881610000013325
mp-27123,ErSeF,0.025448741666665768
mp-31080,YAlSi,0.0
mp-780402,Sc2Ti2O7,0.05644586738636015
mp-865930,TiZnCu2,0.0
mp-779545,Na3CuO2,0.040352031666664345
mp-582929,K8In11,0.0
mp-1093715,TiBeAu2,2.0925189802631583
mp-761979,LiCoPO4,0.09026826625000164
mp-39207,Ca3La5Mn7NiO24,0.002963793499962009
mp-31386,HoGaPd,0.0
mp-24228,Na2CuH6C2O9,0.021423492875000786
mp-773058,Ba6Ti7(Sb3O14)3,0.042991750466306655
mp-8226,ThNF,0.0
mp-1038355,HfMg30SbO32,0.17586054980468813
mvc-3466,TiAlO3,0.2607403296666693
mp-38972,Ba3Re2O9,0.0
mp-771491,Na3VSiBO7,0.026406934158661244
mp-851047,LiFe2OF3,0.056255212142857225
mp-981251,TmTa3,0.3512885975
mp-555838,SnPO3F,0.0
mp-767973,Li2Fe(SiO3)2,0.05130895159090088
mp-782105,Na3SbH30S3N10,0.0
mp-1093625,Ga2CuPd,1.5153099561250003
mp-555296,YbTaO4,0.004172156666683691
mp-505628,Cr3IrN,0.0062221619999984785
mp-34472,Na(Nd2Se3)4,0.003156642976190227
mvc-10051,Zn(CoO2)2,0.10165377812969913
mp-18147,LiGaSiO4,0.0
mp-761686,Na2BiO3,0.0
mp-23280,AsCl3,0.0
mp-774410,Li8Mn3Fe5(BO3)8,0.00506715135416691
mp-1097294,LiBe2Au,1.745317453863636
mp-1096238,Y2OsPd,2.836992455312501
mvc-5986,Mg3Cu3(AsO4)4,0.02400917182692464
mp-2868,Th11(Ru2C3)6,0.0
mp-540804,RbBi3S5,0.12850780916666338
mp-7593,RbLiF2,0.00598134500000036
mp-1033201,Mg6BiCO8,0.6548965368749995
mp-13494,Nd3Fe29,0.03734839523437472
mp-31706,Li3Cr2(PO4)3,0.0
mp-622542,Rb2CrF5,0.0
mp-1079066,Ta2AlC,0.5001276287500005
mp-979948,SmNiB4,0.0
mp-768015,LiMnCoO4,0.025943605952381432
mp-676765,Na21In5O15,0.06893573876524163
mp-582245,Ce4Al23Ni6,0.0
mp-696315,NaHNO2,0.0991788127643991
mp-695389,Ba18Pr9Sn4Sb5O54,0.03860273247222423
mp-1023478,HfMg15,0.0464635746875004
mp-767657,Li4Ti2Nb3Co3O16,0.08282803818453566
mp-560441,BaZn2Si2O7,0.0
mp-769779,Li2Ni3BiO8,0.020580740535714348
mp-866538,Ca6Sn5S16,0.4209937849074059
mp-754004,TmHO2,0.0029090710937493824
mp-762050,Li4Cu7(PO4)6,0.09556458536584156
mp-696127,Li10Ge(PSe6)2,0.011386419800000436
mp-1074108,Mg4Si7,0.2244844132828301
mp-558516,TmSeClO3,0.0
mp-3538,Hg3TeO6,0.0
mp-770274,NiP4,0.07530494688095324
mp-1099034,NaMn2P2O9,0.0
mp-680113,CdI2,0.001650967494949418
mp-556388,Cs2CoSiO4,0.0004082987499982593
mp-1030924,NaLiMg6O7,0.3348166189999997
mp-776097,HfO2,0.02799397194444176
mp-745098,CoMo8H36C8(NO16)2,0.2006341671896568
mp-604773,Mo8P9H56N12ClO56,0.04133076641882028
mp-7885,AlAgS2,0.07017308874999982
mp-1096565,Sc2CuRh,2.5469785725000005
mp-7903,Cs2ZrF6,0.0
mp-764947,RbV4O10,0.031208445000011405
mp-558753,BiB2O4F,0.0
mp-21839,Ba4Ge20Au3,0.0
mp-771758,Mn3Fe2Sb3O16,0.09913994373264234
mp-763846,LiMnPH2O5,0.0426766307499955
mp-762448,Li6Fe3Sb(PO4)6,0.07683326297498994
mp-30083,TlBi,0.12211436916666595
mp-571576,LaTe2,0.0
mp-560642,Na3SbP2O9,0.0
mvc-14928,CrP2O7,0.09048929781249272
mp-554110,CSNO3,0.2548103223255556
mp-1751,ThSb,0.0
mp-776214,Hf2N2O,0.0056870119999956606
mp-30944,Ce4Ga5Br2,0.0
mp-1022517,RbMg6Zr,0.2510450237500001
mp-23229,FeCl2,0.0
mp-1098861,Mg30ZnCuO32,0.015158899609375888
mp-913,CdP2,0.0
mp-853170,Li2MnO2F,0.09592694499999599
mp-781761,Li2FeF4,0.061798543571428326
mp-996984,AgClO2,0.16193214250000088
mp-7127,Ba2YbTaO6,0.0
mp-1073829,MgSi,0.1891615980555552
mp-975322,RbFeO3,0.2258521501666673
mp-572442,Cs3Nd(PS4)2,0.0
mp-695984,BaRe2H2O9,0.0
mp-779698,ZnTe2O5,0.027678768671917098
mp-1072707,CaGe2,0.007034551666666999
mp-30808,TbNi5,0.0
mp-781672,LiFeH8(SO6)2,0.033167801354167636
mp-761651,Li2Cr(CoO3)2,0.08528176901515305
mvc-4340,Al2V3(SiO4)3,0.0849586567499987
mp-1028570,Te2MoW3(Se2S)2,0.0632507516666676
mp-973874,LiLa2Al,0.020865063125000027
mp-1099077,Mg14GaNi,0.06210043718750001
mp-10651,YbSi,0.0
mp-28355,Na4Ge2Se5,0.0
mp-557667,Ge3Pb5O11,0.0019911764912281527
mp-27048,LiCuPO4,0.07420491392858519
mp-626486,H4SO5,0.054531854249998624
mp-1031881,Mg6TiNiO8,0.26608410421874673
mp-675821,Y3TaO7,0.1205716859090824
mp-39167,CaScAlSiO6,0.0012942499791641635
mp-1079680,CaFeO2,0.035625048749999166
mp-505391,Li6CoCl8,0.008795456000000978
mp-19676,K9Ni2O7,0.0
mp-864715,HfInCo2,0.0
mp-1094612,Mg5Ga,0.04381523666666709
mp-17288,Li2ZnSiO4,0.0
mp-506,MgPd,0.0
mp-5354,Er3(Si3Ru)4,0.0
mvc-10530,MgTi2Be3(SiO4)3,0.20174469352891225
mp-1620,Si2W,0.0
mp-767427,LiFe2(BO3)2,0.05700868721593366
mp-13349,KUCuS3,0.0
mp-14558,Ba2Mg(PO4)2,0.0
mp-1037934,CaMg30CdO32,0.028166704218750564
mp-1078235,TmInPd,0.0
mp-30415,PrAu2,0.0
mp-505712,CsHoZnSe3,0.0
mp-1097053,Li2Zr2O5,0.16473856916666565
mp-997054,CuBiO2,0.007731599062493544
mp-19332,BaGd2NiO5,0.0
mp-1077197,CeScSb,0.01976717083333224
mp-763090,Co2O3F,0.09603604048611024
mp-1037229,YMg30CO32,0.1596898382519525
mp-685251,Nd2(Mo3Se4)5,0.04629562405405442
mp-1084850,Ni(ClO3)2,0.7042705786111103
mp-16740,TiGePd,0.025761914444450973
mp-745166,Sr2Fe2H2OF10,0.0
mp-22957,SrClF,0.0
mp-2228,ErMg,0.0
mp-23350,Rb2PtCl6,0.0
mp-762906,Li2Fe3CoO8,0.046403303147319434
mp-1026621,Mg14SnSb,0.04325909968750019
mp-569827,HgH8C2Br3N,0.027764135166667536
mp-699378,Fe2NiO4,0.1377221634285668
mp-601401,KCSN,0.044252893749998634
mp-997552,Fe5O7F3,0.0976947462499993
mp-704237,Fe(PO3)4,0.053673688688723686
mp-579811,Rb2U(MoO5)2,0.0
mp-25225,Ba2(CuO2)3,0.06003475454545538
mp-561012,Sr3Cu3(PO4)4,0.013761142307696872
mp-19026,Na4FeO3,0.0
mp-764275,V2O3F2,0.057332403333345994
mp-1024054,Fe2SiS4,0.2271655071428577
mp-862681,ErMg3,0.0
mp-695096,La16Mg2Ga14O47,0.06539964378392504
mp-566425,Cu3NiH6(ClO3)2,0.02187548319444588
mp-629046,LaMnO3,0.0
mp-30570,CrGaFe2,0.08345425867187561
mp-17709,Na2ZnSiO4,0.004344695000000343
mp-780111,Li2Mn3(BO3)3,0.05578554259802005
mp-651786,Ca5MnSi9(Pb3O11)3,0.0
mp-30286,Hg2SeO3,0.0064197820833316035
mp-1073940,Mg6Si5,0.20392400333333333
mp-772357,Na2VCSO7,0.048128594937495
mp-1093851,ZrBe2Pt,3.3817644286574065
mp-4842,Al2ZnS4,0.0
mp-764655,Li6MnV3(PO4)6,0.06064880050001342
mp-1030989,LiLaMg6O8,0.2167777553125001
mp-1026704,Mg14CdSi,0.044979130062500206
mp-11321,Y3TaO7,0.0
mp-1025500,ZnCu2SnS4,0.0031956437500006984
mp-22067,Ba2CuGe2O7,0.02278931666665951
mp-705033,Cr2AsC10ClO10,0.5308136630208313
mp-1097179,ZnSiTc2,3.0967147174999994
mp-780206,LiFePH2O5,0.02678414712500744
mp-720222,Na3CaAl3Si3SO16,0.030051102204859962
mp-776857,Li4Ti3Nb2Cr3O16,0.04645544223213705
mvc-10542,MgMo4O9,0.413636985357142
mp-17751,Y5Ge3,0.0
mp-18685,SrCu2GeS4,0.0
mp-853353,Li4Fe3Sn2Sb3O16,0.10119192198809124
mp-555983,Er2SiO5,0.0
mp-558320,K3U3Si2O13,0.0
mp-4875,GdTaO4,0.0
mp-607267,KPb2Cl5,0.0
mp-24941,Fe2NiO4,0.2810528200000002
mp-778393,Ti3MnCo2(PO4)6,0.03995471843749243
mp-736225,Sr2Re4H16C3(N2O7)3,0.017176791791069238
mp-867147,BaNaHg2,0.003268103828125035
mp-626547,Ti3H2O7,0.09142238666666104
mp-29713,NbTeCl9,0.01167713776515189
mp-23759,SrH2,0.04395987166666604
mp-567853,PuPt4,0.16282841599999998
mp-771603,Mn5Te3O16,0.06442144957031283
mp-756131,Sr2CaI6,0.025388718888889272
mp-695505,K2LiNb6(PO8)3,0.0
mp-571165,Dy2Fe14C,0.0
mp-680713,Ho(BO2)3,0.0
mp-23215,ThCl4,0.008065555000000835
mp-770271,BaLaCl5,0.0646750571428596
mp-754537,LiLuO2,0.06836407000000032
mp-695906,RbSmH8(SO6)2,0.0
mp-561738,Ba2NiMoO6,0.0
mp-1092301,La(GaPd)2,0.0
mp-24974,NaFeO2,0.05775930562499897
mp-28770,Ca2FeN2,0.007055536333333556
mp-1035479,RbLiMg14O15,0.19610098124999986
mp-763857,Li2VCr(P2O7)2,0.001020292878795459
mp-1025281,Ti2NiSe4,0.02052905571428809
mp-25495,CoP4H16(NO8)2,0.0
mp-677670,Na2Al2Si3(HO3)4,0.7520156910054343
mp-1075302,Mg3Si4,0.26501569619047594
mp-743841,MnPH6NO5,0.0019360381632660406
mp-763655,LiMn3O6,0.015608226124998126
mp-30665,Ga17Rh10,0.0
mp-863657,PmCl2,0.019627166388888284
mp-8546,SmB4,0.0
mp-772122,Li3V4CuO12,0.03898221399999624
mp-504878,VBiO4,0.016376129166666864
mp-31529,CoP2O7,0.09178354518751776
mp-556024,Na2TiF6,0.0
mp-690765,MgH2(SO4)2,0.6380284111538463
mp-763415,Fe8SiO12,0.04719488309523179
mp-754323,TmBiO3,0.02994542587499982
mp-760165,LiCu2(PO3)5,0.04900104532608385
mp-868284,LiMnPO4,0.07522818196427837
mp-769487,Li4Ti4V5O18,0.08096600637094475
mp-17637,USO6,0.0
mp-25788,V5(PbO6)2,0.005569376315785135
mp-752725,LiAgF2,0.07434914187499952
mp-764628,Na(FeO2)2,0.0181424595535713
mvc-10260,Be3Si3(AgO6)2,0.18273118747916506
mp-559931,VF3,0.0
mp-10711,VSi2,0.0
mp-26245,Li3Bi2P5O18,0.04633612986607717
mp-1097114,VCr2W,4.472084847499999
mp-31620,Co2P5O16,0.029261793559768982
mp-715516,Fe2O3,0.03695620450000625
mp-565227,NaV2O5,0.015914689062394242
