mpid,formula,gap pbe
mp-557234,Mo17O47,0.0
mp-770289,Ho2Zr2O7,4.0204
mp-681439,LiZr2(PO4)3,4.2314
mp-643265,ReF7,1.9773
mp-766923,LiVSiO4,1.8511
mp-11225,TbAl,0.041100000000000136
mp-1023959,TeMoS,0.0
mp-675532,LaTi6O12,0.0
mp-768132,Na2GePCO7,0.0
mp-1076527,Mg2Cu2O5,0.0
mp-743836,NiH16C2S3N6O7,2.0363
mp-767106,Li5Mn5O9F,0.7522000000000002
mp-866191,Li2YbSi,0.0
mp-1057568,TaN,0.0
mp-768866,Sm2Cu2O5,0.35530000000000017
mp-29720,Li21Si5,0.0
mp-1097621,LiMnAu2,0.3951000000000002
mp-1028109,CaMg14Cr,0.0
mp-1093642,LiScRh2,0.0
mvc-12659,Zn(FeO2)2,0.8526000000000002
mp-652744,POs6C18ClO18,2.2333
mp-849748,NaMgP3(H4O5)2,6.4413
mp-561326,LuSeO3F,3.9052
mp-865986,Li2CaGe,0.0
mp-1029062,MoW3(SeS)4,0.5837000000000003
mp-13916,LiCaSi2,0.0
mp-672289,Ge3N4,2.064
mp-863666,Er2RuRh,0.0
mvc-7673,BaMnAlCuO5,0.0
mp-32672,Pu2Se3,0.003500000000000725
mp-766859,LiV3(OF3)2,1.2184
mp-34713,Na(Pr2Se3)4,0.0
mp-677613,Ba3Si3N5ClO,1.835
mp-28497,Cs2CrCl4,0.0
mp-1009836,ZrN,0.0
mp-569089,Dy(PRu)2,0.0
mp-562750,CuTeO4,0.1394000000000002
mp-29978,Sr5Al2F16,6.9343
mp-689968,Li2MnP2O7,4.1701
mp-14676,NdTa7O19,3.1611
mp-27808,Te6Cl2O11,2.92
mp-556835,La2MnCoO6,0.02150000000000052
mp-752675,BaYF5,7.1878
mp-1029655,Sr3WN3,0.0
mp-31480,Ca3(GaPd)2,0.026900000000000368
mp-853169,Li8CoO5F,0.9272
mp-561952,SrCoO3,0.0
mp-1033173,Mg6BSbO8,0.0
mp-574426,CsCeCdSe3,0.11599999999999965
mp-1026551,SrMg14C,0.0
mp-867280,Be2IrPt,0.0
mp-551437,Rb4CO4,1.1243999999999998
mp-540592,Fe2(TeO3)3,2.2036
mp-21049,GdMg2,0.004799999999999915
mp-17869,NaCuF3,0.002800000000000025
mp-1009783,ScC,0.0
mvc-5138,ZnSi2NiO6,3.9595
mp-83,S,2.5657
mp-1023,Ho2Co17,0.00739999999999963
mp-1096465,Sr2CdAg,0.0
mp-778085,Na5Bi2P(CO4)4,0.02680000000000016
mp-779992,Fe5(O4F)2,0.0
mp-505659,Rb2NaMn(CN)6,0.0049000000000000155
mp-21194,NdGeRu,0.0
mp-743873,SrLaMnSbO6,1.8424
mp-651707,SiO2,5.6960000000000015
mp-862740,Sr2TlCd,0.0
mp-767364,Li2Mn2Si2O7,2.6963
mvc-10169,Ba2Co2F11,0.018299999999999983
mp-573604,GdMg2Ag,0.0
mvc-12579,VZnO2,0.6222000000000003
mp-551816,YBi2IO4,1.3836000000000004
mp-985540,Ac3La,0.0
mp-976262,LiMg,0.0
mp-3047,MgGeO3,2.4744
mp-863023,RbZnH2Se2ClO6,4.3283000000000005
mp-996975,CuAgO2,0.0
mp-3926,NbAg7S6,0.7723999999999998
mp-757394,LaTi6O12,0.0
mp-865136,Li2MnPO5,0.7417000000000002
mp-17064,Gd2Sn2O7,2.8179000000000003
mp-1063045,LaHg2,0.0
mp-767620,LiVSiO4,1.3802000000000003
mp-756048,TbErO3,4.5065
mp-637292,NaCrS2,1.1490999999999998
mp-14193,K2ThF6,6.3857
mp-765304,Li3Ni8(OF3)4,0.0
mp-558911,Cs2Co3S4,0.0
mp-1096738,ZrTaRu2,0.0
mp-17789,K2RuO4,0.6114
mp-1031378,Mg6SnBiO8,0.0
mp-1096885,Cr3N2,0.0
mvc-14557,Ca2MnN2,0.0
mp-11230,Y2Al,0.0
mp-3465,LaB2Rh3,0.0
mp-19311,V2CoO6,1.9186
mp-752418,La2Se2O,1.7862
mp-867198,LiGaPd2,0.0
mp-1902,MnPd,0.11790000000000055
mp-5259,RbAlF4,6.9365
mp-554994,Ta2Tl3Cu3S8,1.8941000000000003
mp-558585,Hg3PClO4,2.3788
mp-866225,AcMgHg2,0.0
mp-696308,B3H7CO,4.0448
mp-776511,LiCoNiO4,0.0
mp-1099296,BaMg6Ti,0.0
mp-558647,Cu9Se4(Cl3O7)2,0.0
mp-1039357,CeMg2,0.027300000000000324
mp-504776,Ce6P17Pd6,0.007200000000000095
mp-1008798,ReN2,0.0
mp-4634,LaNi4B,0.0
mp-18888,Sr2CdWO6,3.5122
mp-8370,Ni3GeC,0.0
mp-566408,BaYFe4O7,0.0
mp-31763,Ca2FeReO6,0.0
mp-34688,TiO2,1.989
mp-754052,Li3(Fe2S3)2,0.0
mp-19899,Dy3SnC,0.0
mp-685931,Ba20Nb19Se60,0.0
mp-30921,Y6CoBi2,0.00990000000000002
mp-569600,Ge3As4,0.15479999999999985
mp-571445,HfHg3(SeCl3)2,2.5444
mp-2537,NdS2,0.0
mp-1859,NpMn2,0.0
mp-18450,Lu(FeGe)6,0.0
mp-554518,EuCO3,0.4336000000000002
mp-504149,FePO4,2.8074000000000003
mp-1022576,Mg6ZnC,0.0
mp-777703,MnOF,0.0
mp-30221,Ba5P5I3,0.0
mp-571655,B4C,0.0
mp-753954,CdCuH8(ClO)4,0.6342000000000001
mp-743675,Ca2Fe2Si5HO15,1.6304000000000003
mp-1039199,CaMg2,0.0
mp-1028018,Mg14ZrCo,0.0
mp-989622,BaWN3,1.505
mp-1025752,Te4Mo2WSe2,0.04620000000000024
mp-540277,VPO5,1.6329000000000002
mp-766094,NbO2F,2.898
mp-1028192,Mg14MnAl,0.0
mvc-13461,CrN2,0.0
mp-767099,Li4Mn7O9F7,0.4359
mp-638,SrZn5,0.0
mp-22486,Tb(MnGe)2,0.021399999999999864
mvc-776,CaFeO3,0.0
mp-38970,Ga2Te3,0.6375000000000002
mp-696656,BH4O2F3,7.0555
mp-774461,TiMn3(PO4)6,0.0
mp-505145,Ag3BiO3,1.5250000000000004
mp-685157,IF7,1.4690999999999996
mp-776293,Na4Sb2C4SO16,0.4731999999999998
mp-13339,EuCuTeF,0.8862000000000005
mp-769144,SnGeO3,2.0427000000000004
mp-1009663,ReC,0.0
mp-28969,Pr2NCl3,3.3932
mp-17566,Ba5P4,0.9365
mp-654791,ZrCuF6,0.0
mp-1071877,UCu4Pd,0.1609999999999996
mp-765260,LiVOF2,1.3648999999999998
mp-540246,LiNiPO4,3.4107000000000003
mp-1018041,Ti2MnIn,0.013700000000000044
mp-765420,Li11V4F24,0.0
mp-662643,P2CN3Cl5,3.9851
mp-631533,PPbW,0.0
mp-567485,CaGaAu3,0.0
mp-981356,Zr(FeGe)6,0.0
mp-540811,Rb2SbBr6,0.0
mvc-5171,TiO2,1.7347
mp-4226,LiCrS2,0.7504
mp-556134,NaZr2FeF11,3.4179
mvc-11911,Al5(NiO4)3,0.0
mp-975043,Rb3Ca,0.0
mp-566278,WO3,1.3459999999999999
mp-975787,PrW3,0.0
mp-705416,Fe3O4,0.9833000000000004
mp-1036911,Mg30CoBiO32,1.3708
mp-757715,Tb(BiO2)3,2.651
mp-1094458,Mg2Zn,0.0
mp-684028,Li3Bi(PO4)2,3.7489999999999997
mp-775072,Li4Mn3Cu2Sb3O16,0.0
mp-765823,Co3WO8,0.03459999999999973
mp-865369,Tm2OsAu,0.0
mvc-560,Sn3(P2O7)2,2.8992
mp-775295,Li2MnCr3O8,0.0
mp-665,SnSe2,0.7018
mp-867143,SmGa3,0.0
mp-1080355,CeSe2,1.0136999999999996
mvc-9574,Ti2ZnO4,0.0
mp-8218,PrAlO3,3.038400000000001
mp-764570,LiFe2(BO3)2,1.6739
mp-22630,Sc2PbS4,1.6635
mp-706550,Mg3Mn3(BO5)2,0.0
mvc-7062,CaTe2O7,1.9045
mp-1023296,Mg6NbAl,0.0
mp-765731,Mn3OF5,0.0
mp-17167,Be3Cd4Si3TeO12,2.8787
mp-15433,K2Ga2Sb3,0.9068999999999998
mp-1093658,HfTaRu2,0.0
mp-752728,Rb2S2O7,5.0587
mvc-12807,CaMnFeO5,0.0
mp-541950,GaN5O14,1.2429
mp-4342,KNbO3,1.4759999999999998
mp-1075988,BaSr7Ti6Mn2O24,0.0
mp-542009,VPPbO6,2.4453
mp-706543,BaP2(HO2)4,4.793
mvc-6406,MgMn2O4,0.0
mp-1097111,NaYTl2,0.043400000000000105
mp-1093621,Ca2PAu,0.6678999999999999
mp-23355,PAuCl4,2.5498000000000003
mp-744651,Li9FeCo12(PO4)12,0.3064
mvc-4272,Mg3Si4(BiO7)2,2.6520999999999995
mvc-794,MgCr4O6,0.0
mp-13982,CdCu2GeS4,0.3622000000000005
mp-863651,Ho2CdIn,0.0
mp-1027015,Te2MoWSeS,0.01890000000000036
mp-651048,Ag9(BiO3)2,0.5562
mp-611093,CaCrF6,1.6927
mp-541837,Bi2Se3,0.5434000000000001
mp-699445,K2P2H2O7,4.9118
mp-1093588,MgSnPt2,0.1323000000000003
mp-23790,H4N2O3,3.0879000000000003
mp-5614,Li3BS3,3.0495
mp-21021,Mo3Se4,0.0
mp-1076253,La6Sm2V5Cr3O24,0.8727
mp-25148,V2WO6,1.2186
mp-1075479,Mg5Si6,0.0
mp-1076750,Sr3Ca5Mn7FeO20,0.0
mp-781624,Zn2As2O7,2.1717
mp-25959,LiBi(PO3)4,4.18
mp-1099764,K2Ta2O5,0.0
mp-3053,DyAlNi,0.0
mp-1018087,CeAu,0.0
mp-581609,BiP(PbO2)4,2.5484
mp-771804,Li2SbAsCO7,3.2399
mp-530883,Ce6Y26O51,1.6913
mp-1095965,YZn2Au,0.0
mp-1022603,YHfMg6,0.0
mp-568381,RbAu(CN)2,3.1199
mp-20566,MgIn3,0.0
mp-1080657,SiS4,0.7528999999999999
mp-1097791,B2(CN2)3,2.5667
mp-1033651,HfMg14BO16,0.0
mp-23940,NaHO,2.8228
mp-21170,KPb2,0.12300000000000022
mp-774763,Ti3Sb2(PO4)6,2.1441
mp-861882,LiGeIr2,0.0
mp-978567,SiAs3,0.0
mp-1022314,Mg6FeSn,0.0
mp-557784,LaNbTeO6,3.2978
mp-765733,Mn4O7F,0.0
mp-8564,CsK2Sc(PO4)2,4.0897
mp-774335,Sn2P2O7,3.1008000000000004
mp-780153,Li8FeO5F,2.7133000000000003
mp-867278,DyPaTc2,0.0
mp-762315,Li2Cr(SiO3)2,1.5998
mp-571390,Cs2LiCl3,5.13
mp-557056,Cr(AgO2)2,1.3899
mp-865156,Dy2ZnGa,0.0
mp-15155,Na2Sm2Ti3O10,2.0283
mp-26649,Li2SnP2O7,4.0479
mp-856,SnO2,0.6519000000000004
mp-972244,Tm2ZnGa,0.0
mp-561369,K3Bi2(AsO4)3,3.3384
mp-768074,LiTaWO6,3.2939
mvc-1915,Ca2Ti9O13,0.0
mp-861716,Li2Fe2(SiO3)3,2.5827000000000004
mp-756889,KRbO,0.0
mp-560956,Cs2KCrF6,4.067
mp-1019,YNi2,0.0
mp-779920,Gd2W2O9,1.8332
mp-1033462,SrMg6CdO8,1.5248000000000004
mp-849081,Cr2S3,0.4563999999999995
mp-25186,Nd2WO6,3.1133
mp-504616,Ce2Co7B3,0.0
mp-712,YCu,0.0
mp-684997,Ni23Te42,0.0
mp-1034446,Mg14VSiO16,0.4389000000000003
mp-560842,Cd2SiO4,1.0232
mp-1025349,Sr2ZrO4,3.4081
mvc-9006,LaCrFeO6,0.5255999999999998
mp-557470,K2Sb2S(O2F3)2,4.3549
mp-997023,CuBrO2,0.8900999999999999
mp-23419,Sb4Cl2O5,2.6435
mp-696740,CaCO3,1.5162000000000004
mp-626024,H2SeO4,3.3784
mp-675046,Rb28(Mg3In17)3,0.0
mvc-14207,CaBiF5,4.2211
mp-690470,NbCrO4,0.5449999999999999
mp-744554,K2FeP2H3(O4F)2,0.4448000000000001
mp-1032644,Mg6ZnNiO8,2.7113
mp-672993,LiBi2P5O18,0.0
mp-650224,Fe7(P2O7)4,1.0213
mp-554253,ZnS,2.0288
mp-12245,Rb3TiF7,3.037
mp-626506,NaHO,2.7884
mvc-16051,Sr3CaCr2S2O5,1.4213999999999998
mp-19979,La(NiGe)2,0.0
mvc-4608,YCr2O4,0.1473
mp-623,HgPt,0.0
mp-1028749,TeWSe,0.2393000000000001
mp-629458,BC2N,1.6619000000000008
mp-768417,LaAlO3,4.276999999999999
mvc-947,BaCa(NiO2)4,0.4914999999999998
mp-637263,Zr5AlNi4,0.0
mp-1028114,CaMg14Mo,0.0
mp-27111,Li3Sb3(PO4)4,3.0469
mp-770301,Li24Mn5Cr7O36,1.0341
mp-768482,Bi2(SO4)3,3.8124
mp-1022926,Mg6MnSb,0.0
mp-1241,BaAg2,0.0
mp-1020117,MgSiO3,4.5456
mp-1026757,RbLaMg14,0.0
mvc-1039,Ba(CoO2)4,0.0
mvc-5623,Zn2SnIrO6,0.0
mp-1079739,GdSnPt,0.0
mp-31980,LiMn(PO3)4,1.4151
mp-1098922,Mg30CoBiO32,1.154
mp-778587,Mn3O5F,0.0
mp-747,BaPt2,0.057500000000000114
mp-558617,Pr4S3N2,1.5229
mp-743863,Ca5La7Mn7Ru5O36,0.0
mp-978929,SrAcZn2,0.0
mp-10885,AlCrNi2,0.0037000000000002586
mp-13138,Cu3Sn,0.0
mp-770966,Li4Ni3WO8,2.0751
mp-561126,Nd3Si2S8I,2.548
mp-767025,Li2MnO2F,1.0842999999999998
mp-547029,Na3SO4F,2.3611
mp-20972,YbIn5Co,0.0
mvc-5881,Mg2VWO6,2.0007999999999995
mvc-9084,Al4Si2Sn13(SbO14)2,1.4178999999999995
mp-23011,RbClO3,5.4148000000000005
mp-774319,Li10Ti2Fe3Ni3O16,1.5530000000000002
mp-1094401,YMg2,0.0
mvc-807,YCr(WO4)2,1.3317
mp-29613,CsEu2I5,1.4069999999999998
mvc-7664,CaCoNi2O7,0.0
mp-554682,SiO2,5.7065
mp-650968,Nd5(FeB)18,0.0
mvc-888,CaVO2,0.0
mp-28994,KLi2As,0.6878
mp-1079166,Tb(GePt)2,0.0
mp-10349,Na2SnTeO6,1.2355999999999998
mp-23483,Rb2CrCl4,0.00010000000000021103
mp-32891,Y2S3,1.9019
mp-15312,Ca4Al6TeO12,3.1457
mp-31245,Tb2Te4O11,3.2575
mp-705053,Li2CrP4O13,0.12710000000000002
mp-973579,FePbO3,0.0
mvc-13307,Y2MgMn2S2O5,0.0
mp-631371,TlCuIr,0.0
mp-569548,CsAuBr3,0.6515000000000001
mvc-9695,Ca(SnO2)2,0.7145000000000001
mp-22400,MnCu2SnSe4,0.007099999999999884
mp-1039345,CeMg2,0.006899999999999906
mp-568485,Nd23Mg4Rh7,0.0
mp-8291,BaTiF6,4.316000000000002
mp-560939,NaLaP2O7,4.4754000000000005
mp-12441,CaAl2O4,4.8499
mp-1009087,BeSiAs2,1.0215999999999994
mp-675327,Ag9(PbO3)4,0.0
mp-1916,YbSb,0.0
mp-667318,K3Ce2(NO3)9,0.0
mp-5627,Pr(FeSi)2,0.0
mp-775381,Li5V3P8O29,0.8962999999999999
mp-15077,Ag7AsS6,0.73
mp-998227,KHfO3,0.0
mvc-11893,Ba3Al4(Sb2O7)3,0.0
mvc-11053,La2TiZnO6,3.0898000000000003
mp-1022188,BaMg6Cu,0.0
mp-567273,HfI4,3.2852
mp-864948,MnGaPt2,0.0
mp-20517,BPd3,0.0
mp-777825,LiEuPSe4,0.0
mp-25721,UVO5,0.0034000000000000696
mp-37381,SmOF,5.4397
mp-765803,Li2FeCoO4,0.7536
mp-705450,BaYMnCoO5,0.2053999999999996
mp-773981,K2Li2NiO4,0.012699999999999987
mp-977589,Tm2TlCd,0.0
mp-22502,Mn3IrN,0.040000000000000036
mp-758810,LiBi2P3O11,3.4454
mp-849360,LiV2CrO6,1.1219
mp-980943,YTmRh2,0.0
mp-759378,Nb3Tl3O10,0.5236000000000001
mp-5868,Sr3Ru2O7,0.0
mp-764683,Li5NiO3F2,0.0
mp-1093830,Sr2ZnSn,0.0019000000000000128
mp-769416,Zn9Fe15O32,0.0
mp-570691,Ti3Sn,0.0
mp-10144,B2W,0.0
mp-757794,Li3HfO3,0.0
mp-652101,Zn10Fe(B4Rh9)2,0.0
mp-19524,SnMo5O8,0.9695
mp-19191,Nd2NiO4,0.6638000000000002
mp-1080762,NpGa4,0.0
mp-569360,Hg,0.0959
mp-31464,Dy5Bi3,0.0
mp-6252,Sr2CuTeO6,0.34450000000000003
mp-680284,Rb6Ta4S25,1.4821000000000002
mp-1099067,Mg14MnZnO16,1.7927
mp-541715,Ba3GaP3,0.601
mp-558609,Ce3Ta(ClO2)3,0.0
mp-849399,Mn2OF3,0.0121
mp-1231,Cr3Ga,0.0
mp-7494,K2Ag4S3,0.5081
mp-27652,ThI2,0.0
mp-16809,Ho2Si2O7,4.6160000000000005
mvc-14103,Sr8CaCu4(ReO8)3,0.0
mp-761474,LiFePO4,3.5233
mp-1096404,ZrScIr2,0.0
mp-1095431,YbGaNi,0.0
mp-1098728,Mg30MnZnO32,2.6908000000000003
mp-27457,Ba(PO3)2,5.269
mp-778750,V6O7F5,0.8096000000000001
mp-773111,Ba2LaCl7,4.2082
mp-540439,Mn(PO3)3,1.052
mp-769277,Yb2TeO2,0.0
mvc-15578,Ca(FeN)2,0.0
mp-23586,Hg6S4Br3Cl,1.7112
mp-561681,CsSO3,5.110399999999999
mp-1096946,Cs2VHO4,3.509
mp-540990,Na2Li3CoO4,1.4814
mvc-446,CaCuO2,0.1560999999999999
mp-653337,Ba4Yb(CuO3)3,0.0
mp-776041,V2O5,2.08
mp-23301,BiF3,3.9663
mp-19271,BaCrO3,0.0
mp-989625,SrWN3,1.1050999999999995
mp-769173,PrOF,4.437099999999999
mp-780931,LiMn2P2HO9,0.6134000000000002
mp-761872,Na2Sn2O3,0.4260999999999999
mp-645902,Co3Ge(CO)10,1.9585
mp-1020014,Li3B11O18,5.5447
mp-770463,Cs3GaO3,2.8922000000000003
mp-29742,NdSi2Rh3,0.0
mp-1021695,Mg6VCr,0.0
mp-1019082,RuN2,0.0
mp-10518,KVP2S7,0.07159999999999966
mp-763840,Rb2LiV(PO4)2,2.1295
mp-773531,Li6V3P8O29,1.4152
mp-853167,Na2VO3,1.7414
mp-625957,Ta2H4O7,3.0296
mp-764057,VO2F,1.6388
mp-337,PuBe13,0.0
mp-771948,Ba3LaCl9,3.7824
mp-773685,Na2LiMnPCO7,3.4518
mvc-685,AlMo(WO4)2,1.4976999999999991
mp-569303,ZnB2(CN)8,5.5121
mp-997107,CuO2F,0.0
mp-504848,K4Rb2Co2O5,1.2306
mp-1031610,Mg6NiCO8,0.29849999999999977
mp-761431,Ti5Fe7O18,1.3637999999999997
mp-1018902,PrSbPt,0.0
mp-1028274,Mg14VBi,0.0
mp-25046,MnPH2O5,1.4779999999999998
mp-23808,KScBP2HO9,4.8467
mp-1026796,LiMg14Mo,0.0
mp-972937,ScAlCO,0.3802000000000003
mp-1025888,Te2MoW2(SeS)2,0.2852000000000001
mp-12104,NbSi2,0.0
mvc-6844,Ca(SnO2)2,2.0496
mp-1079889,ZnAg2SnS4,0.20989999999999973
mp-1098731,Mg30MnCrO32,1.4943999999999995
mp-690560,TiTlWO5F,2.8041
mp-566678,Rb2Mo3SO13,2.8554
mp-1025921,Te4Mo(WS)2,0.0
mp-35777,Mg(InTe2)2,0.6792000000000002
mp-559254,Rb2U3(IO5)4,1.8861
mp-10680,BaSe,1.7620000000000005
mp-1021162,CeMg6C,0.0
mp-1016927,TiZnO3,0.0
mp-998306,CsPdBr3,0.0
mp-850117,LiScVO4,1.3262999999999998
mp-21727,CuGe5Pb3O14,0.8487999999999998
mp-1034910,LaMg14BO16,0.0
mp-1024034,SrMg3O4,2.5841000000000003
mp-1099191,Mg14ZnCuO16,0.0
mp-560314,In2H10S3O17,4.0257
mp-1079370,ErH3,0.0
mp-568628,CsHg5Cl11,2.6909
mp-667386,Na3Sr4Al5F26,6.9159000000000015
mp-764157,Na3Fe2(PO4)3,2.3868
mp-13374,LaTmO3,4.414
mp-1020641,Rb2Ca2(SiO3)3,4.1345
mp-622116,ReOF4,0.9318
mvc-9319,Pr(BiO3)2,0.0
mp-568081,H32WC8N4Cl7,1.6809
mvc-16448,Ca3MnN3,0.0
mp-567320,La5C2I9,1.4393000000000002
mvc-10801,Sr2AlGaSn2O7,1.6094
mp-770877,Li3Cr3NiO8,0.4482999999999997
mp-704145,Li2Mn2(SO4)3,4.4239
mp-25005,MnSnO3,1.0516000000000003
mp-11486,Y2(Al3Co)3,0.0
mp-1032690,Mg6MnCrO8,0.0
mp-865929,Cd2PtRh,0.0
mp-766079,Sr8Cu8O17,0.0
mp-771980,Li3Ni5O8,0.0
mp-778776,Li32Mn3Cr13O48,1.0334
mp-29937,Ho5(ReO6)2,0.04330000000000034
mp-12855,Cu2HgGeSe4,0.0
mp-20315,Ti2InC,0.0
mp-12636,PRu,0.0
mp-978086,PrMo3,0.0
mp-772754,Li3YbPCO7,5.0103
mp-864760,HoCdPd2,0.0
mp-1097664,MnNb2Os,0.0
mp-753709,BaCaI4,2.8307
mp-778920,Li4Mn3Fe(BO3)4,2.9671
mp-19679,Y2Mo2O7,0.0
mp-30596,Cu11Sb3,0.0
mp-1026787,LiMg14Ga,0.0
mp-2793,AuSe,0.2624
mp-771664,Li2VNiO4,1.6898999999999995
mp-762937,LiCo2(CO3)4,0.3133999999999999
mp-22575,Sc3As2,0.0
mp-309,ThAg2,0.0
mp-777183,TiMn3Cr2(PO4)6,0.0
mp-559160,NaSmSe2O7,3.3052
mvc-8408,VZn(GeO3)2,0.008100000000000218
mp-705345,Cs2Cr4O13,1.7448
mp-31043,H5NF2,6.8966
mp-542480,Na9Co2O7,1.3916000000000002
mp-906708,Ba2FeMoO6,0.0
mp-1098107,CsNaMg6O7,0.0
mp-756030,GdTmO3,3.1590000000000003
mp-775157,Li6MnV3(PO4)6,0.0
mp-945194,Na5(SiO3)6,0.0
mp-685105,SiO4,0.2459
mvc-2126,Mg2CuN2,0.2810000000000006
mvc-7469,BiTeO5,0.0024999999999999988
mp-18572,KEr(PO3)4,5.2945
mp-672261,Ce3Ru,0.0
mp-775133,Li4Ti3Fe3(WO8)2,1.0956
mp-14324,K2Na4Be2O5,2.4329
mp-774370,Li6Mn5Fe(BO3)6,2.6092000000000004
mp-982385,Np3S5,0.0
mp-28557,Ag2PdCl4,1.1217
mp-735521,MnH6(OF)3,1.5092
mp-983589,Ag2GeO3,0.21130000000000004
mp-4452,Cd(GaS2)2,2.1141000000000005
mp-560927,Y4Al2O9,4.3610000000000015
mp-974970,Rb3Mn,0.0
mp-1035662,BaMg14FeO16,0.9022999999999994
mp-570730,Th2Fe17,0.0
mp-1039822,BaMg30SiO32,1.5931999999999995
mvc-10117,P2W2O9,2.8369
mp-757806,LiSn(PO3)4,0.2544
mp-764343,Li7Mn(OF)3,3.0122
mp-861641,Ti2CoRe,0.0
mp-778921,Mn3Cr3(WO8)2,0.484
mp-54,Co,0.05470000000000042
mp-680260,Ti45Se16,0.0
mp-7487,BaO,2.7670000000000003
mp-566850,MnCdF5,0.745
mp-557089,Rb2Zn3(P2O7)2,4.4147
mp-772660,NbCrO4,1.976
mp-1033337,BaHfMg6O8,0.0
mp-707732,Na4ZnP6(HO2)12,4.552
mp-504836,YMn4(CuO4)3,9.999999999976694e-05
mp-770541,Mn2PO5,0.8653999999999997
mp-31306,C2O3F2,5.2829
mp-1096292,Hf2ZnRh,0.0
mp-772090,Li4Ti9O20,3.1247
mp-1031514,LiMg6AlO8,3.4881
mp-16252,BaCaGe,0.5295000000000001
mp-979424,YErIn2,0.0
mp-1072572,UB2Ru3,0.0
mp-17559,Y2TiO5,3.2733
mp-34891,Li2Mn15O32,0.009200000000000095
mp-559978,CuAs2S8N8(OF7)4,0.8385
mp-14030,Na2LiY(Si2O5)3,4.6025
mp-7280,PPdS,1.0934
mp-769395,Ho3ReO7,0.0
mp-97,Pr,0.0
mp-642482,Sr7Mn4O13,1.1903
mp-4597,Y2B5Pd14,0.0
mp-867107,BeSiOs2,0.0
mp-632812,KH4F5,7.439
mp-17060,NaAlSe2,2.2333
mp-554747,Li5La3Nb2O12,3.2624
mp-570884,TeI4,1.7639000000000002
mp-775713,NbNi3(PO4)4,0.0
mp-1078734,Co(IN2)3,0.0
mp-770861,Li8Cr2O9,0.9390000000000001
mp-558415,K3CuP2S7,2.2345
mp-1094700,Mg18Al11,0.0
mp-979270,Tb2AgIr,0.0
mp-1075582,Mg5Si6,0.0
mvc-13928,CaBiF5,3.9935
mp-30085,ThZr2H7,0.0
mp-5263,Ca4P2O9,4.4843
mvc-11950,CaNd2Ti2Mn2O12,1.3364000000000005
mvc-415,Mg2Nb2CrO8,1.1570999999999998
mp-1033367,SrHfMg6O8,0.013500000000000513
mp-866162,YMgAg2,0.0
mp-1026768,LiMg14Bi,0.0
mp-15949,Li(NiGe)6,0.0
mp-990436,ScClO,2.6309
mp-982009,Pr2CdSn,0.0
mp-775532,LiNbCoO4,1.0190000000000001
mp-864794,ZnAg3,0.0
mp-765655,Na2Li4Ni2C4SO16,3.5958
mp-767864,Li3VPCO7,3.1653
mp-769459,Na5Ni2P2(CO7)2,0.0
mp-768821,Li2Bi2B2O7,2.9226
mp-1098810,SrMg30FeO32,2.9568000000000003
mp-19133,YVO4,2.9705
mp-35596,Fe2NiO4,1.4594999999999998
mp-1077552,TbNi4Au,0.0
mp-561894,Ba2CoMoO6,1.0715999999999997
mvc-6892,ZnSi2WO6,0.5735999999999999
mp-699488,CsTiH24(SO10)2,0.1522000000000001
mp-21770,Cu4As2O9,0.0
mp-1074148,Mg4Si7,0.0
mp-561261,CePS4,0.0754999999999999
mp-643735,H8Pd(NCl3)2,1.1436
mp-554926,Sr2VO4,1.5283999999999995
mp-21452,Pb3O4,1.1583
mp-865116,LiSmTl2,0.0
mp-558346,Nd(IO3)3,3.4111
mvc-6931,CrO2,0.35179999999999995
mp-999064,Ti2GaCo,0.0
mp-571635,CdI2,2.4398
mvc-5997,Mg(CuO2)2,0.32920000000000016
mp-143,Tm,0.0
mp-1095753,La2TlAg,0.0
mp-556665,TlBiP2S7,2.2066
mp-1068010,Ba(MnBi)2,0.0
mp-771930,EuCrO3,0.0
mp-1026514,Mg14NbB,0.0
mp-862724,Rb2Pu2O5,0.0
mp-8373,GeP,0.0945999999999998
mp-18737,Nd2NiO4,2.0002000000000004
mp-2988,Li2GaRh,0.0
mp-1008986,IrN,0.0
mp-15520,TbZn(BO2)5,5.0939
mp-850966,Mn6O5F7,0.0
mp-769784,Li2Mn2O3,0.5571000000000002
mp-761496,LiNi4(PO4)3,3.1528
mp-21686,Ba4UCr2S9,0.12769999999999992
mvc-11583,CoO2,0.3111999999999999
mp-31484,K4GaAu8,0.0
mp-773470,Li5Mn2V3O10,0.8639999999999994
mp-760136,Li4TiCu3(PO4)4,0.0
mp-15736,Sr3AlO4F,4.0423
mp-763026,V3(O2F)2,0.4095
mp-15746,Zr2Cr30P19,0.0
mp-1017321,NaMg6Mo,0.0
mp-773547,Li3Fe2OF5,2.8480000000000003
mp-1031276,KMg6WO8,0.8571
mp-541114,Sr2RhF7,1.9751
mp-1037135,Mg30CuCO32,0.1642999999999999
mp-18742,Sr2CaWO6,3.2729
mp-976184,Hf4Co4Si7,0.0
mp-568539,LaInRh,0.0
mvc-10165,ZnMo2P2O9,1.1934
mp-762231,Fe41O56,1.0740000000000005
mp-22863,CuI,1.5721999999999996
mp-22919,AgI,0.7690000000000001
mp-30212,La5Bi3Br,0.0
mp-2292,La2O3,3.6667
mp-756093,Na12NbO7,0.0
mp-561800,KCrO2,2.8989000000000003
