"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c44 (GPa)
BeTe-GaP-GaP-GaP-GaP-GaP,19.11
BeTe-ZnSe-GaAs-GaAs-GaAs-GaAs,22.95
BeTe-ZnSe-GaP-GaP-GaP-GaP,22.49
BeTe-ZnSe-ZnSe-GaAs-GaAs-GaAs,22.01
BeTe-ZnSe-ZnSe-GaP-GaP-GaP,21.96
BeTe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,22.22
BeTe-ZnSe-ZnSe-ZnSe-GaP-GaP,22.97
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,21.75
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,22.15
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,23.53
BN-BN-BN-BN-BN-BN,333.28
BP-BP-BP-BP-BP-BP,135.16
BP-BP-BP-BP-BP-GaN,102.82
BP-BP-BP-BP-ZnO-ZnO,43.51
BP-BP-BP-ZnO-ZnO-ZnO,40.33
BP-BP-ZnO-ZnO-ZnO-ZnO,37.26
BP-GaN-GaN-GaN-GaN-GaN,81.43
CdS-CdS-CdS-CdS-CdS-CdS,13.49
CdS-CdS-CdS-CdS-CdS-InP,14.06
CdS-CdS-CdS-CdS-InP-InP,14.56
CdS-CdS-CdS-InP-InP-InP,15.22
CdS-CdS-InP-InP-InP-InP,16.36
CdSe-CdSe-CdSe-CdSe-CdSe-CdSe,12.09
CdSe-CdSe-CdSe-CdSe-CdSe-InAs,12.01
CdSe-CdSe-CdSe-CdSe-CdSe-InP,11.89
CdSe-CdSe-CdSe-CdSe-InAs-InAs,11.45
CdSe-CdSe-CdSe-CdSe-InP-InP,12.48
CdSe-CdSe-CdSe-InAs-InAs-InAs,11.51
CdSe-CdSe-CdSe-InP-InP-InP,11.97
CdSe-CdSe-InAs-InAs-InAs-InAs,12.76
CdSe-CdSe-InP-InP-InP-InP,13.14
CdSe-InAs-InAs-InAs-InAs-InAs,12.01
CdSe-InP-InP-InP-InP-InP,14.03
CdS-InP-InP-InP-InP-InP,15.76
CdTe-CdTe-CdTe-CdTe-CdTe-CdTe,10.48
CdTe-CdTe-CdTe-CdTe-InSb-InSb,8.92
CdTe-CdTe-CdTe-InSb-InSb-InSb,10.36
CdTe-CdTe-InSb-InSb-InSb-InSb,10.17
CdTe-InSb-InSb-InSb-InSb-InSb,12.68
CuBr-CuBr-CuBr-CuBr-CuBr-CuBr,7.87
CuBr-CuBr-CuBr-CuBr-CuBr-ZnSe,7.88
CuBr-CuBr-CuBr-CuBr-ZnSe-GaP,4.74
CuBr-CuBr-CuBr-ZnSe-GaAs-GaAs,0.12
CuBr-CuBr-CuBr-ZnSe-GaP-GaP,3.54
CuBr-CuBr-CuBr-ZnSe-ZnSe-ZnSe,4.47
CuBr-CuBr-GaAs-GaAs-GaAs-GaAs,7.2
CuBr-CuBr-GaP-GaP-GaP-GaP,2.97
CuBr-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,7.66
CuBr-GaAs-GaAs-GaAs-GaAs-GaAs,10.11
CuBr-GaP-GaP-GaP-GaP-GaP,4.29
CuBr-ZnSe-ZnSe-GaAs-GaAs-GaAs,10.52
CuBr-ZnSe-ZnSe-ZnSe-GaAs-GaAs,9.75
CuBr-ZnSe-ZnSe-ZnSe-GaP-GaP,4.17
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,6.96
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaP,7.04
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,3.77
CuCl-CuCl-CuCl-CuCl-CuCl-CuCl,5.82
CuCl-CuCl-CuCl-CuCl-ZnS-ZnS,5.85
CuCl-CuCl-CuCl-ZnS-ZnS-ZnS,7.54
CuCl-CuCl-ZnS-ZnS-ZnS-ZnS,11.36
CuCl-ZnS-ZnS-ZnS-ZnS-ZnS,9.64
CuI-CdS-CdS-CdS-CdS-CdS,4.7
CuI-CdS-CdS-CdS-CdS-InP,6.47
CuI-CdS-CdS-CdS-InP-InP,4.28
CuI-CdSe-CdSe-CdSe-CdSe-CdSe,5.67
CuI-CdSe-CdSe-CdSe-CdSe-InP,5.91
CuI-CdSe-CdSe-CdSe-InP-InP,6.99
CuI-CdSe-CdSe-InP-InP-InP,6.09
CuI-CdS-InP-InP-InP-InP,2.09
CuI-CuI-CdS-CdS-CdS-CdS,8.05
CuI-CuI-CdS-CdS-InP-InP,4.3
CuI-CuI-CdSe-CdSe-CdSe-CdSe,5.1
CuI-CuI-CdSe-CdSe-CdSe-InP,7.14
CuI-CuI-CdSe-CdSe-InP-InP,6.43
CuI-CuI-CdSe-InP-InP-InP,2.85
CuI-CuI-CdS-InP-InP-InP,3.63
CuI-CuI-CuI-CdSe-CdSe-InP,6.44
CuI-CuI-CuI-CuI-CdS-CdS,0.7
CuI-CuI-CuI-CuI-CdSe-InP,0.8
CuI-CuI-CuI-CuI-CdS-InP,4.92
CuI-CuI-CuI-CuI-CuI-CuI,12.3
CuI-CuI-CuI-CuI-CuI-InP,2.92
CuI-CuI-ZnTe-CdSe-CdSe-CdSe,8.21
CuI-CuI-ZnTe-CdSe-CdSe-InP,1.86
CuI-CuI-ZnTe-CdSe-InP-InP,4.75
CuI-CuI-ZnTe-ZnTe-CdSe-CdSe,9.04
CuI-CuI-ZnTe-ZnTe-InP-InP,0.58
CuI-CuI-ZnTe-ZnTe-ZnTe-CdSe,3.22
CuI-ZnTe-CdSe-CdSe-CdSe-CdSe,8.98
CuI-ZnTe-CdSe-CdSe-CdSe-InP,8.41
CuI-ZnTe-CdSe-CdSe-InP-InP,6.84
CuI-ZnTe-CdSe-InP-InP-InP,2.98
CuI-ZnTe-ZnTe-CdSe-CdSe-CdSe,8.05
CuI-ZnTe-ZnTe-CdSe-CdSe-InP,9.55
CuI-ZnTe-ZnTe-CdSe-InP-InP,6.43
CuI-ZnTe-ZnTe-InP-InP-InP,0.16
CuI-ZnTe-ZnTe-ZnTe-CdSe-CdSe,8.74
CuI-ZnTe-ZnTe-ZnTe-CdSe-InP,9.27
CuI-ZnTe-ZnTe-ZnTe-ZnTe-InP,5.06
CuI-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,6.53
GaAs-CdS-CdS-CdS-CdS-CdS,14.44
GaAs-GaAs-GaAs-GaAs-CdS-CdS,20.82
GaAs-GaAs-GaAs-GaAs-GaAs-CdS,22.7
GaAs-GaAs-GaAs-GaAs-GaAs-GaAs,32.32
GaN-GaN-GaN-GaN-GaN-GaN,91.43
GaP-GaP-GaP-GaP-GaP-GaP,39.6
GaSb-CdSe-CdSe-CdSe-CdSe-CdSe,12.02
GaSb-CdSe-CdSe-CdSe-CdSe-InAs,11.88
GaSb-CdSe-CdSe-CdSe-InAs-InAs,12.72
GaSb-CdSe-CdSe-InAs-InAs-InAs,11.34
GaSb-CdSe-InAs-InAs-InAs-InAs,8.46
GaSb-GaSb-CdSe-CdSe-CdSe-CdSe,13.31
GaSb-GaSb-CdSe-CdSe-CdSe-InAs,13.26
GaSb-GaSb-CdSe-CdSe-InAs-InAs,13.21
GaSb-GaSb-CdSe-InAs-InAs-InAs,8.95
GaSb-GaSb-GaSb-CdSe-CdSe-CdSe,15.24
GaSb-GaSb-GaSb-CdSe-CdSe-InAs,14.61
GaSb-GaSb-GaSb-CdSe-InAs-InAs,14.81
GaSb-GaSb-GaSb-GaSb-CdSe-CdSe,16.67
GaSb-GaSb-GaSb-GaSb-CdSe-InAs,16.82
GaSb-GaSb-GaSb-GaSb-GaSb-CdSe,16.88
GaSb-GaSb-GaSb-GaSb-GaSb-GaSb,23.61
GaSb-GaSb-GaSb-GaSb-GaSb-InAs,23.11
GaSb-GaSb-GaSb-GaSb-InAs-InAs,22.13
GaSb-GaSb-GaSb-InAs-InAs-InAs,21.31
GaSb-GaSb-InAs-InAs-InAs-InAs,20.78
GaSb-InAs-InAs-InAs-InAs-InAs,14.14
InAs-InAs-InAs-InAs-InAs-InAs,18.84
InN-InN-InN-InN-InN-InN,46.78
InP-InP-InP-InP-InP-InP,23.52
MgS-AlAs-AlAs-AlAs-AlAs-AlAs,23.74
MgS-AlAs-AlAs-AlAs-AlAs-GaAs,23.2
MgS-AlAs-AlAs-AlAs-AlAs-ZnSe,22.82
MgS-AlAs-AlAs-AlAs-CuBr-GaAs,9.25
MgS-AlAs-AlAs-AlAs-CuBr-ZnSe,6.96
MgS-AlAs-AlAs-AlAs-GaAs-GaAs,24.14
MgS-AlAs-AlAs-AlAs-ZnSe-GaAs,18.7
MgS-AlAs-AlAs-AlAs-ZnSe-ZnSe,21.96
MgS-AlAs-AlAs-CuBr-CuBr-GaAs,10.05
MgS-AlAs-AlAs-CuBr-ZnSe-GaAs,8.08
MgS-AlAs-AlAs-CuBr-ZnSe-ZnSe,9.29
MgS-AlAs-AlAs-GaAs-GaAs-GaAs,24.51
MgS-AlAs-AlAs-ZnSe-GaAs-GaAs,18.5
MgS-AlAs-AlAs-ZnSe-ZnSe-GaAs,18.81
MgS-AlAs-AlAs-ZnSe-ZnSe-ZnSe,20.49
MgS-AlAs-CuBr-CuBr-CuBr-ZnSe,4.27
MgS-AlAs-CuBr-CuBr-GaAs-GaAs,4.39
MgS-AlAs-CuBr-GaAs-GaAs-GaAs,6.17
MgS-AlAs-CuBr-ZnSe-GaAs-GaAs,9.05
MgS-AlAs-CuBr-ZnSe-ZnSe-GaAs,10.56
MgS-AlAs-GaAs-GaAs-GaAs-GaAs,22.11
MgS-AlAs-ZnSe-GaAs-GaAs-GaAs,18.64
MgS-AlAs-ZnSe-ZnSe-GaAs-GaAs,19.06
MgS-AlAs-ZnSe-ZnSe-ZnSe-GaAs,18.85
MgS-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,19.03
MgS-AlP-AlP-AlP-AlP-AlP,20.96
MgS-AlP-AlP-AlP-AlP-CuBr,4.04
MgS-AlP-AlP-AlP-AlP-GaP,23.5
MgS-AlP-AlP-AlP-AlP-ZnSe,23.6
MgS-AlP-AlP-AlP-CuBr-GaP,9.78
MgS-AlP-AlP-AlP-CuBr-ZnSe,7.69
MgS-AlP-AlP-AlP-GaP-GaP,23.32
MgS-AlP-AlP-AlP-ZnSe-GaP,19.3
MgS-AlP-AlP-AlP-ZnSe-ZnSe,21.3
MgS-AlP-AlP-CuBr-GaP-GaP,5.54
MgS-AlP-AlP-CuBr-ZnSe-GaP,7.76
MgS-AlP-AlP-CuBr-ZnSe-ZnSe,4.97
MgS-AlP-AlP-GaP-GaP-GaP,24.93
MgS-AlP-AlP-ZnSe-GaP-GaP,17.94
MgS-AlP-AlP-ZnSe-ZnSe-GaP,19.08
MgS-AlP-AlP-ZnSe-ZnSe-ZnSe,20.15
MgS-AlP-CuBr-CuBr-CuBr-CuBr,6.0
MgS-AlP-CuBr-CuBr-CuBr-GaP,4.88
MgS-AlP-CuBr-GaP-GaP-GaP,0.23
MgS-AlP-CuBr-ZnSe-ZnSe-GaP,9.57
MgS-AlP-CuBr-ZnSe-ZnSe-ZnSe,10.01
MgS-AlP-GaP-GaP-GaP-GaP,24.91
MgS-AlP-ZnSe-GaP-GaP-GaP,19.36
MgS-AlP-ZnSe-ZnSe-GaP-GaP,19.43
MgS-AlP-ZnSe-ZnSe-ZnSe-GaP,19.68
MgS-AlP-ZnSe-ZnSe-ZnSe-ZnSe,19.4
MgS-BeTe-AlAs-AlAs-AlAs-AlAs,23.23
MgS-BeTe-AlAs-AlAs-AlAs-CuBr,4.5
MgS-BeTe-AlAs-AlAs-AlAs-GaAs,23.11
MgS-BeTe-AlAs-AlAs-AlAs-ZnSe,20.07
MgS-BeTe-AlAs-AlAs-CuBr-CuBr,5.84
MgS-BeTe-AlAs-AlAs-CuBr-GaAs,0.43
MgS-BeTe-AlAs-AlAs-GaAs-GaAs,23.31
MgS-BeTe-AlAs-AlAs-ZnSe-GaAs,20.12
MgS-BeTe-AlAs-AlAs-ZnSe-ZnSe,20.32
MgS-BeTe-AlAs-CuBr-CuBr-ZnSe,6.07
MgS-BeTe-AlAs-CuBr-GaAs-GaAs,6.75
MgS-BeTe-AlAs-CuBr-ZnSe-ZnSe,2.12
MgS-BeTe-AlAs-GaAs-GaAs-GaAs,22.72
MgS-BeTe-AlAs-ZnSe-GaAs-GaAs,20.58
MgS-BeTe-AlAs-ZnSe-ZnSe-GaAs,19.72
MgS-BeTe-AlAs-ZnSe-ZnSe-ZnSe,20.57
MgS-BeTe-AlP-AlP-AlP-AlP,17.38
MgS-BeTe-AlP-AlP-AlP-GaP,10.65
MgS-BeTe-AlP-AlP-AlP-ZnSe,20.41
MgS-BeTe-AlP-AlP-CuBr-GaP,3.21
MgS-BeTe-AlP-AlP-CuBr-ZnSe,4.2
MgS-BeTe-AlP-AlP-ZnSe-GaP,22.17
MgS-BeTe-AlP-AlP-ZnSe-ZnSe,21.4
MgS-BeTe-AlP-CuBr-CuBr-GaP,6.81
MgS-BeTe-AlP-CuBr-ZnSe-GaP,6.25
MgS-BeTe-AlP-GaP-GaP-GaP,4.79
MgS-BeTe-AlP-ZnSe-GaP-GaP,22.21
MgS-BeTe-AlP-ZnSe-ZnSe-GaP,21.14
MgS-BeTe-AlP-ZnSe-ZnSe-ZnSe,20.84
MgS-BeTe-BeTe-AlAs-AlAs-AlAs,20.86
MgS-BeTe-BeTe-AlAs-AlAs-CuBr,8.24
MgS-BeTe-BeTe-AlAs-AlAs-GaAs,21.4
MgS-BeTe-BeTe-AlAs-AlAs-ZnSe,21.78
MgS-BeTe-BeTe-AlAs-GaAs-GaAs,20.12
MgS-BeTe-BeTe-AlAs-ZnSe-GaAs,19.7
MgS-BeTe-BeTe-AlAs-ZnSe-ZnSe,21.68
MgS-BeTe-BeTe-AlP-AlP-AlP,22.06
MgS-BeTe-BeTe-AlP-AlP-CuBr,9.35
MgS-BeTe-BeTe-AlP-AlP-GaP,22.39
MgS-BeTe-BeTe-AlP-AlP-ZnSe,22.51
MgS-BeTe-BeTe-AlP-CuBr-ZnSe,7.1
MgS-BeTe-BeTe-AlP-GaP-GaP,22.48
MgS-BeTe-BeTe-AlP-ZnSe-GaP,23.19
MgS-BeTe-BeTe-AlP-ZnSe-ZnSe,22.73
MgS-BeTe-BeTe-BeTe-AlAs-AlAs,21.21
MgS-BeTe-BeTe-BeTe-AlAs-CuBr,3.82
MgS-BeTe-BeTe-BeTe-AlAs-GaAs,20.97
MgS-BeTe-BeTe-BeTe-AlAs-ZnSe,22.45
MgS-BeTe-BeTe-BeTe-AlP-AlP,23.36
MgS-BeTe-BeTe-BeTe-AlP-GaP,24.33
MgS-BeTe-BeTe-BeTe-AlP-ZnSe,22.46
MgS-BeTe-BeTe-BeTe-BeTe-AlAs,19.97
MgS-BeTe-BeTe-BeTe-BeTe-AlP,20.92
MgS-BeTe-BeTe-BeTe-BeTe-BeTe,25.79
MgS-BeTe-BeTe-BeTe-BeTe-CuBr,5.87
MgS-BeTe-BeTe-BeTe-BeTe-GaAs,23.76
MgS-BeTe-BeTe-BeTe-BeTe-GaP,25.63
MgS-BeTe-BeTe-BeTe-BeTe-ZnSe,25.53
MgS-BeTe-BeTe-BeTe-CuBr-CuBr,11.04
MgS-BeTe-BeTe-BeTe-CuBr-ZnSe,15.72
MgS-BeTe-BeTe-BeTe-GaAs-GaAs,21.66
MgS-BeTe-BeTe-BeTe-GaP-GaP,24.64
MgS-BeTe-BeTe-BeTe-ZnSe-GaAs,22.13
MgS-BeTe-BeTe-BeTe-ZnSe-GaP,23.85
MgS-BeTe-BeTe-BeTe-ZnSe-ZnSe,23.42
MgS-BeTe-BeTe-CuBr-CuBr-CuBr,8.4
MgS-BeTe-BeTe-CuBr-CuBr-ZnSe,12.94
MgS-BeTe-BeTe-CuBr-GaAs-GaAs,8.51
MgS-BeTe-BeTe-CuBr-GaP-GaP,5.14
MgS-BeTe-BeTe-CuBr-ZnSe-GaP,8.74
MgS-BeTe-BeTe-CuBr-ZnSe-ZnSe,15.92
MgS-BeTe-BeTe-GaAs-GaAs-GaAs,18.64
MgS-BeTe-BeTe-GaP-GaP-GaP,20.42
MgS-BeTe-BeTe-ZnSe-GaAs-GaAs,21.89
MgS-BeTe-BeTe-ZnSe-GaP-GaP,23.32
MgS-BeTe-BeTe-ZnSe-ZnSe-GaAs,20.41
MgS-BeTe-BeTe-ZnSe-ZnSe-GaP,21.88
MgS-BeTe-BeTe-ZnSe-ZnSe-ZnSe,22.51
MgS-BeTe-CuBr-CuBr-CuBr-CuBr,9.12
MgS-BeTe-CuBr-CuBr-CuBr-ZnSe,11.31
MgS-BeTe-CuBr-CuBr-GaAs-GaAs,6.56
MgS-BeTe-CuBr-CuBr-GaP-GaP,2.08
MgS-BeTe-CuBr-CuBr-ZnSe-GaAs,2.14
MgS-BeTe-CuBr-CuBr-ZnSe-GaP,9.81
MgS-BeTe-CuBr-GaAs-GaAs-GaAs,6.32
MgS-BeTe-CuBr-GaP-GaP-GaP,1.18
MgS-BeTe-CuBr-ZnSe-GaP-GaP,8.04
MgS-BeTe-CuBr-ZnSe-ZnSe-GaP,9.88
MgS-BeTe-CuBr-ZnSe-ZnSe-ZnSe,14.41
MgS-BeTe-GaAs-GaAs-GaAs-GaAs,18.92
MgS-BeTe-GaP-GaP-GaP-GaP,20.98
MgS-BeTe-ZnSe-GaAs-GaAs-GaAs,21.13
MgS-BeTe-ZnSe-GaP-GaP-GaP,23.2
MgS-BeTe-ZnSe-ZnSe-GaAs-GaAs,20.79
MgS-BeTe-ZnSe-ZnSe-GaP-GaP,21.53
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaAs,19.93
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaP,20.53
MgS-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,21.45
MgS-CuBr-CuBr-CuBr-ZnSe-ZnSe,6.59
MgS-CuBr-CuBr-ZnSe-GaAs-GaAs,3.7
MgS-CuBr-CuBr-ZnSe-ZnSe-GaAs,8.58
MgS-CuBr-CuBr-ZnSe-ZnSe-GaP,2.6
MgS-CuBr-GaAs-GaAs-GaAs-GaAs,5.49
MgS-CuBr-ZnSe-ZnSe-GaAs-GaAs,7.59
MgS-CuBr-ZnSe-ZnSe-GaP-GaP,10.06
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaAs,5.25
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaP,9.33
MgS-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,5.81
MgS-GaAs-GaAs-GaAs-GaAs-GaAs,23.31
MgS-GaP-GaP-GaP-GaP-GaP,25.78
MgS-MgS-AlAs-AlAs-AlAs-AlAs,23.19
MgS-MgS-AlAs-AlAs-AlAs-CuBr,8.65
MgS-MgS-AlAs-AlAs-AlAs-GaAs,23.66
MgS-MgS-AlAs-AlAs-AlAs-ZnSe,21.78
MgS-MgS-AlAs-AlAs-CuBr-CuBr,8.22
MgS-MgS-AlAs-AlAs-GaAs-GaAs,23.84
MgS-MgS-AlAs-AlAs-ZnSe-GaAs,19.28
MgS-MgS-AlAs-AlAs-ZnSe-ZnSe,20.52
MgS-MgS-AlAs-CuBr-CuBr-CuBr,5.55
MgS-MgS-AlAs-CuBr-GaAs-GaAs,4.89
MgS-MgS-AlAs-CuBr-ZnSe-GaAs,7.51
MgS-MgS-AlAs-CuBr-ZnSe-ZnSe,8.13
MgS-MgS-AlAs-GaAs-GaAs-GaAs,23.91
MgS-MgS-AlAs-ZnSe-GaAs-GaAs,19.36
MgS-MgS-AlAs-ZnSe-ZnSe-GaAs,18.85
MgS-MgS-AlAs-ZnSe-ZnSe-ZnSe,19.37
MgS-MgS-AlP-AlP-AlP-AlP,23.64
MgS-MgS-AlP-AlP-AlP-GaP,23.7
MgS-MgS-AlP-AlP-AlP-ZnSe,21.63
MgS-MgS-AlP-AlP-CuBr-CuBr,8.21
MgS-MgS-AlP-AlP-CuBr-ZnSe,1.63
MgS-MgS-AlP-AlP-GaP-GaP,23.82
MgS-MgS-AlP-AlP-ZnSe-GaP,19.87
MgS-MgS-AlP-AlP-ZnSe-ZnSe,19.87
MgS-MgS-AlP-CuBr-GaP-GaP,6.27
MgS-MgS-AlP-CuBr-ZnSe-ZnSe,6.87
MgS-MgS-AlP-GaP-GaP-GaP,25.3
MgS-MgS-AlP-ZnSe-GaP-GaP,20.13
MgS-MgS-AlP-ZnSe-ZnSe-GaP,19.97
MgS-MgS-AlP-ZnSe-ZnSe-ZnSe,19.31
MgS-MgS-BeTe-AlAs-AlAs-AlAs,21.33
MgS-MgS-BeTe-AlAs-AlAs-GaAs,21.89
MgS-MgS-BeTe-AlAs-AlAs-ZnSe,20.52
MgS-MgS-BeTe-AlAs-CuBr-CuBr,3.85
MgS-MgS-BeTe-AlAs-GaAs-GaAs,21.4
MgS-MgS-BeTe-AlAs-ZnSe-GaAs,20.32
MgS-MgS-BeTe-AlAs-ZnSe-ZnSe,20.14
MgS-MgS-BeTe-AlP-AlP-AlP,23.13
MgS-MgS-BeTe-AlP-AlP-GaP,23.15
MgS-MgS-BeTe-AlP-AlP-ZnSe,21.58
MgS-MgS-BeTe-AlP-CuBr-ZnSe,0.57
MgS-MgS-BeTe-AlP-GaP-GaP,22.73
MgS-MgS-BeTe-AlP-ZnSe-GaP,21.98
MgS-MgS-BeTe-AlP-ZnSe-ZnSe,20.79
MgS-MgS-BeTe-BeTe-AlAs-AlAs,19.49
MgS-MgS-BeTe-BeTe-AlAs-GaAs,21.48
MgS-MgS-BeTe-BeTe-AlAs-ZnSe,20.76
MgS-MgS-BeTe-BeTe-AlP-AlP,22.31
MgS-MgS-BeTe-BeTe-AlP-GaP,23.11
MgS-MgS-BeTe-BeTe-AlP-ZnSe,21.9
MgS-MgS-BeTe-BeTe-BeTe-AlAs,18.36
MgS-MgS-BeTe-BeTe-BeTe-AlP,19.88
MgS-MgS-BeTe-BeTe-BeTe-BeTe,23.03
MgS-MgS-BeTe-BeTe-BeTe-CuBr,14.49
MgS-MgS-BeTe-BeTe-BeTe-GaAs,21.81
MgS-MgS-BeTe-BeTe-BeTe-GaP,23.45
MgS-MgS-BeTe-BeTe-BeTe-ZnSe,22.21
MgS-MgS-BeTe-BeTe-CuBr-CuBr,11.17
MgS-MgS-BeTe-BeTe-CuBr-ZnSe,13.24
MgS-MgS-BeTe-BeTe-GaAs-GaAs,20.94
MgS-MgS-BeTe-BeTe-GaP-GaP,23.06
MgS-MgS-BeTe-BeTe-ZnSe-GaAs,20.45
MgS-MgS-BeTe-BeTe-ZnSe-GaP,21.6
MgS-MgS-BeTe-BeTe-ZnSe-ZnSe,21.82
MgS-MgS-BeTe-CuBr-CuBr-CuBr,7.83
MgS-MgS-BeTe-CuBr-CuBr-ZnSe,12.69
MgS-MgS-BeTe-CuBr-GaAs-GaAs,3.82
MgS-MgS-BeTe-CuBr-GaP-GaP,3.67
MgS-MgS-BeTe-CuBr-ZnSe-GaP,11.57
MgS-MgS-BeTe-CuBr-ZnSe-ZnSe,13.67
MgS-MgS-BeTe-GaAs-GaAs-GaAs,17.77
MgS-MgS-BeTe-GaP-GaP-GaP,20.82
MgS-MgS-BeTe-ZnSe-GaAs-GaAs,20.37
MgS-MgS-BeTe-ZnSe-GaP-GaP,21.02
MgS-MgS-BeTe-ZnSe-ZnSe-GaAs,19.06
MgS-MgS-BeTe-ZnSe-ZnSe-GaP,20.39
MgS-MgS-BeTe-ZnSe-ZnSe-ZnSe,20.12
MgS-MgS-CuBr-CuBr-CuBr-CuBr,6.1
MgS-MgS-CuBr-CuBr-CuBr-ZnSe,6.95
MgS-MgS-CuBr-CuBr-GaAs-GaAs,1.19
MgS-MgS-CuBr-CuBr-GaP-GaP,0.71
MgS-MgS-CuBr-CuBr-ZnSe-GaP,6.13
MgS-MgS-CuBr-ZnSe-GaAs-GaAs,8.75
MgS-MgS-CuBr-ZnSe-GaP-GaP,7.37
MgS-MgS-CuBr-ZnSe-ZnSe-GaAs,9.85
MgS-MgS-CuBr-ZnSe-ZnSe-ZnSe,9.37
MgS-MgS-GaAs-GaAs-GaAs-GaAs,22.3
MgS-MgS-GaP-GaP-GaP-GaP,23.73
MgS-MgS-MgS-AlAs-AlAs-AlAs,20.69
MgS-MgS-MgS-AlAs-AlAs-CuBr,7.51
MgS-MgS-MgS-AlAs-AlAs-GaAs,21.33
MgS-MgS-MgS-AlAs-AlAs-ZnSe,20.24
MgS-MgS-MgS-AlAs-CuBr-ZnSe,8.37
MgS-MgS-MgS-AlAs-GaAs-GaAs,21.18
MgS-MgS-MgS-AlAs-ZnSe-GaAs,19.28
MgS-MgS-MgS-AlAs-ZnSe-ZnSe,19.35
MgS-MgS-MgS-AlP-AlP-AlP,22.46
MgS-MgS-MgS-AlP-AlP-CuBr,7.04
MgS-MgS-MgS-AlP-AlP-GaP,23.01
MgS-MgS-MgS-AlP-AlP-ZnSe,20.73
MgS-MgS-MgS-AlP-CuBr-CuBr,6.1
MgS-MgS-MgS-AlP-CuBr-ZnSe,7.33
MgS-MgS-MgS-AlP-GaP-GaP,23.29
MgS-MgS-MgS-AlP-ZnSe-GaP,19.76
MgS-MgS-MgS-AlP-ZnSe-ZnSe,19.48
MgS-MgS-MgS-BeTe-AlAs-AlAs,20.68
MgS-MgS-MgS-BeTe-AlAs-GaAs,20.69
MgS-MgS-MgS-BeTe-AlAs-ZnSe,20.35
MgS-MgS-MgS-BeTe-AlP-AlP,20.99
MgS-MgS-MgS-BeTe-AlP-GaP,21.74
MgS-MgS-MgS-BeTe-AlP-ZnSe,20.63
MgS-MgS-MgS-BeTe-BeTe-AlAs,17.39
MgS-MgS-MgS-BeTe-BeTe-AlP,21.25
MgS-MgS-MgS-BeTe-BeTe-BeTe,21.24
MgS-MgS-MgS-BeTe-BeTe-CuBr,12.24
MgS-MgS-MgS-BeTe-BeTe-GaAs,20.4
MgS-MgS-MgS-BeTe-BeTe-GaP,21.83
MgS-MgS-MgS-BeTe-BeTe-ZnSe,20.65
MgS-MgS-MgS-BeTe-CuBr-CuBr,11.46
MgS-MgS-MgS-BeTe-CuBr-ZnSe,13.12
MgS-MgS-MgS-BeTe-GaAs-GaAs,19.99
MgS-MgS-MgS-BeTe-GaP-GaP,22.11
MgS-MgS-MgS-BeTe-ZnSe-GaAs,19.01
MgS-MgS-MgS-BeTe-ZnSe-GaP,20.14
MgS-MgS-MgS-BeTe-ZnSe-ZnSe,19.36
MgS-MgS-MgS-CuBr-CuBr-CuBr,8.05
MgS-MgS-MgS-CuBr-CuBr-ZnSe,6.63
MgS-MgS-MgS-CuBr-GaAs-GaAs,6.82
MgS-MgS-MgS-CuBr-GaP-GaP,8.32
MgS-MgS-MgS-CuBr-ZnSe-GaAs,10.82
MgS-MgS-MgS-CuBr-ZnSe-GaP,9.66
MgS-MgS-MgS-CuBr-ZnSe-ZnSe,9.4
MgS-MgS-MgS-GaAs-GaAs-GaAs,20.6
MgS-MgS-MgS-GaP-GaP-GaP,22.11
MgS-MgS-MgS-MgS-AlAs-AlAs,19.26
MgS-MgS-MgS-MgS-AlAs-CuBr,4.82
MgS-MgS-MgS-MgS-AlAs-GaAs,19.92
MgS-MgS-MgS-MgS-AlAs-ZnSe,19.02
MgS-MgS-MgS-MgS-AlP-AlP,20.33
MgS-MgS-MgS-MgS-AlP-CuBr,7.0
MgS-MgS-MgS-MgS-AlP-GaP,20.79
MgS-MgS-MgS-MgS-AlP-ZnSe,19.21
MgS-MgS-MgS-MgS-BeTe-AlAs,18.33
MgS-MgS-MgS-MgS-BeTe-AlP,19.62
MgS-MgS-MgS-MgS-BeTe-BeTe,19.17
MgS-MgS-MgS-MgS-BeTe-CuBr,9.55
MgS-MgS-MgS-MgS-BeTe-GaAs,19.83
MgS-MgS-MgS-MgS-BeTe-GaP,20.48
