"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c11 (GPa)
BeTe-GaP-GaP-GaP-GaP-GaP,131.14
BeTe-ZnSe-GaAs-GaAs-GaAs-GaAs,85.87
BeTe-ZnSe-GaP-GaP-GaP-GaP,104.09
BeTe-ZnSe-ZnSe-GaAs-GaAs-GaAs,84.53
BeTe-ZnSe-ZnSe-GaP-GaP-GaP,93.33
BeTe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,86.45
BeTe-ZnSe-ZnSe-ZnSe-GaP-GaP,88.32
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,90.99
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,91.46
BeTe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,91.13
BN-BN-BN-BN-BN-BN,936.38
BP-BP-BP-BP-BP-BP,402.94
BP-BP-BP-BP-BP-GaN,272.26
BP-BP-BP-BP-ZnO-ZnO,210.66
BP-BP-BP-ZnO-ZnO-ZnO,179.11
BP-BP-ZnO-ZnO-ZnO-ZnO,146.02
BP-GaN-GaN-GaN-GaN-GaN,207.01
CdS-CdS-CdS-CdS-CdS-CdS,75.6
CdS-CdS-CdS-CdS-CdS-InP,74.46
CdS-CdS-CdS-CdS-InP-InP,76.77
CdS-CdS-CdS-InP-InP-InP,76.82
CdS-CdS-InP-InP-InP-InP,82.31
CdSe-CdSe-CdSe-CdSe-CdSe-CdSe,63.41
CdSe-CdSe-CdSe-CdSe-CdSe-InAs,55.78
CdSe-CdSe-CdSe-CdSe-CdSe-InP,66.64
CdSe-CdSe-CdSe-CdSe-InAs-InAs,62.37
CdSe-CdSe-CdSe-CdSe-InP-InP,68.17
CdSe-CdSe-CdSe-InAs-InAs-InAs,41.51
CdSe-CdSe-CdSe-InP-InP-InP,65.03
CdSe-CdSe-InAs-InAs-InAs-InAs,63.8
CdSe-CdSe-InP-InP-InP-InP,72.43
CdSe-InAs-InAs-InAs-InAs-InAs,75.29
CdSe-InP-InP-InP-InP-InP,88.12
CdS-InP-InP-InP-InP-InP,91.33
CdTe-CdTe-CdTe-CdTe-CdTe-CdTe,55.3
CdTe-CdTe-CdTe-CdTe-InSb-InSb,38.05
CdTe-CdTe-CdTe-InSb-InSb-InSb,48.08
CdTe-CdTe-InSb-InSb-InSb-InSb,24.29
CdTe-InSb-InSb-InSb-InSb-InSb,55.05
CuBr-CuBr-CuBr-CuBr-CuBr-CuBr,49.96
CuBr-CuBr-CuBr-CuBr-CuBr-ZnSe,30.33
CuBr-CuBr-CuBr-CuBr-ZnSe-GaP,51.43
CuBr-CuBr-CuBr-ZnSe-GaAs-GaAs,52.22
CuBr-CuBr-CuBr-ZnSe-GaP-GaP,55.24
CuBr-CuBr-CuBr-ZnSe-ZnSe-ZnSe,53.03
CuBr-CuBr-GaAs-GaAs-GaAs-GaAs,72.81
CuBr-CuBr-GaP-GaP-GaP-GaP,85.59
CuBr-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,70.33
CuBr-GaAs-GaAs-GaAs-GaAs-GaAs,71.96
CuBr-GaP-GaP-GaP-GaP-GaP,101.19
CuBr-ZnSe-ZnSe-GaAs-GaAs-GaAs,62.54
CuBr-ZnSe-ZnSe-ZnSe-GaAs-GaAs,61.47
CuBr-ZnSe-ZnSe-ZnSe-GaP-GaP,65.22
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,65.7
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-GaP,64.27
CuBr-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,75.54
CuCl-CuCl-CuCl-CuCl-CuCl-CuCl,41.55
CuCl-CuCl-CuCl-CuCl-ZnS-ZnS,37.99
CuCl-CuCl-CuCl-ZnS-ZnS-ZnS,65.23
CuCl-CuCl-ZnS-ZnS-ZnS-ZnS,86.31
CuCl-ZnS-ZnS-ZnS-ZnS-ZnS,95.64
CuI-CdS-CdS-CdS-CdS-CdS,63.07
CuI-CdS-CdS-CdS-CdS-InP,52.49
CuI-CdS-CdS-CdS-InP-InP,53.77
CuI-CdSe-CdSe-CdSe-CdSe-CdSe,53.01
CuI-CdSe-CdSe-CdSe-CdSe-InP,50.47
CuI-CdSe-CdSe-CdSe-InP-InP,50.66
CuI-CdSe-CdSe-InP-InP-InP,57.78
CuI-CdS-InP-InP-InP-InP,61.43
CuI-CuI-CdS-CdS-CdS-CdS,47.37
CuI-CuI-CdS-CdS-InP-InP,49.28
CuI-CuI-CdSe-CdSe-CdSe-CdSe,39.12
CuI-CuI-CdSe-CdSe-CdSe-InP,42.16
CuI-CuI-CdSe-CdSe-InP-InP,47.31
CuI-CuI-CdSe-InP-InP-InP,48.19
CuI-CuI-CdS-InP-InP-InP,53.12
CuI-CuI-CuI-CdSe-CdSe-InP,46.19
CuI-CuI-CuI-CuI-CdS-CdS,27.06
CuI-CuI-CuI-CuI-CdSe-InP,26.56
CuI-CuI-CuI-CuI-CdS-InP,47.11
CuI-CuI-CuI-CuI-CuI-CuI,58.44
CuI-CuI-CuI-CuI-CuI-InP,52.74
CuI-CuI-ZnTe-CdSe-CdSe-CdSe,46.08
CuI-CuI-ZnTe-CdSe-CdSe-InP,42.68
CuI-CuI-ZnTe-CdSe-InP-InP,42.85
CuI-CuI-ZnTe-ZnTe-CdSe-CdSe,44.69
CuI-CuI-ZnTe-ZnTe-InP-InP,52.71
CuI-CuI-ZnTe-ZnTe-ZnTe-CdSe,51.43
CuI-ZnTe-CdSe-CdSe-CdSe-CdSe,50.05
CuI-ZnTe-CdSe-CdSe-CdSe-InP,42.67
CuI-ZnTe-CdSe-CdSe-InP-InP,45.11
CuI-ZnTe-CdSe-InP-InP-InP,43.53
CuI-ZnTe-ZnTe-CdSe-CdSe-CdSe,51.25
CuI-ZnTe-ZnTe-CdSe-CdSe-InP,46.82
CuI-ZnTe-ZnTe-CdSe-InP-InP,54.87
CuI-ZnTe-ZnTe-InP-InP-InP,55.24
CuI-ZnTe-ZnTe-ZnTe-CdSe-CdSe,54.73
CuI-ZnTe-ZnTe-ZnTe-CdSe-InP,43.12
CuI-ZnTe-ZnTe-ZnTe-ZnTe-InP,53.4
CuI-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,53.88
GaAs-CdS-CdS-CdS-CdS-CdS,70.1
GaAs-GaAs-GaAs-GaAs-CdS-CdS,65.36
GaAs-GaAs-GaAs-GaAs-GaAs-CdS,72.02
GaAs-GaAs-GaAs-GaAs-GaAs-GaAs,115.9
GaN-GaN-GaN-GaN-GaN-GaN,343.09
GaP-GaP-GaP-GaP-GaP-GaP,143.46
GaSb-CdSe-CdSe-CdSe-CdSe-CdSe,54.26
GaSb-CdSe-CdSe-CdSe-CdSe-InAs,50.94
GaSb-CdSe-CdSe-CdSe-InAs-InAs,54.39
GaSb-CdSe-CdSe-InAs-InAs-InAs,53.82
GaSb-CdSe-InAs-InAs-InAs-InAs,58.99
GaSb-GaSb-CdSe-CdSe-CdSe-CdSe,53.85
GaSb-GaSb-CdSe-CdSe-CdSe-InAs,53.46
GaSb-GaSb-CdSe-CdSe-InAs-InAs,47.6
GaSb-GaSb-CdSe-InAs-InAs-InAs,58.98
GaSb-GaSb-GaSb-CdSe-CdSe-CdSe,57.47
GaSb-GaSb-GaSb-CdSe-CdSe-InAs,57.3
GaSb-GaSb-GaSb-CdSe-InAs-InAs,62.1
GaSb-GaSb-GaSb-GaSb-CdSe-CdSe,58.04
GaSb-GaSb-GaSb-GaSb-CdSe-InAs,61.04
GaSb-GaSb-GaSb-GaSb-GaSb-CdSe,63.47
GaSb-GaSb-GaSb-GaSb-GaSb-GaSb,91.01
GaSb-GaSb-GaSb-GaSb-GaSb-InAs,81.69
GaSb-GaSb-GaSb-GaSb-InAs-InAs,80.97
GaSb-GaSb-GaSb-InAs-InAs-InAs,70.24
GaSb-GaSb-InAs-InAs-InAs-InAs,78.74
GaSb-InAs-InAs-InAs-InAs-InAs,52.53
InAs-InAs-InAs-InAs-InAs-InAs,69.04
InN-InN-InN-InN-InN-InN,198.97
InP-InP-InP-InP-InP-InP,91.93
MgS-AlAs-AlAs-AlAs-AlAs-AlAs,89.83
MgS-AlAs-AlAs-AlAs-AlAs-GaAs,85.74
MgS-AlAs-AlAs-AlAs-AlAs-ZnSe,88.93
MgS-AlAs-AlAs-AlAs-CuBr-GaAs,63.42
MgS-AlAs-AlAs-AlAs-CuBr-ZnSe,67.1
MgS-AlAs-AlAs-AlAs-GaAs-GaAs,85.45
MgS-AlAs-AlAs-AlAs-ZnSe-GaAs,78.82
MgS-AlAs-AlAs-AlAs-ZnSe-ZnSe,85.03
MgS-AlAs-AlAs-CuBr-CuBr-GaAs,56.3
MgS-AlAs-AlAs-CuBr-ZnSe-GaAs,50.83
MgS-AlAs-AlAs-CuBr-ZnSe-ZnSe,57.38
MgS-AlAs-AlAs-GaAs-GaAs-GaAs,84.45
MgS-AlAs-AlAs-ZnSe-GaAs-GaAs,76.19
MgS-AlAs-AlAs-ZnSe-ZnSe-GaAs,78.78
MgS-AlAs-AlAs-ZnSe-ZnSe-ZnSe,80.52
MgS-AlAs-CuBr-CuBr-CuBr-ZnSe,31.63
MgS-AlAs-CuBr-CuBr-GaAs-GaAs,28.48
MgS-AlAs-CuBr-GaAs-GaAs-GaAs,63.43
MgS-AlAs-CuBr-ZnSe-GaAs-GaAs,58.07
MgS-AlAs-CuBr-ZnSe-ZnSe-GaAs,55.98
MgS-AlAs-GaAs-GaAs-GaAs-GaAs,84.9
MgS-AlAs-ZnSe-GaAs-GaAs-GaAs,79.22
MgS-AlAs-ZnSe-ZnSe-GaAs-GaAs,74.93
MgS-AlAs-ZnSe-ZnSe-ZnSe-GaAs,80.0
MgS-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,82.8
MgS-AlP-AlP-AlP-AlP-AlP,103.87
MgS-AlP-AlP-AlP-AlP-CuBr,68.13
MgS-AlP-AlP-AlP-AlP-GaP,100.9
MgS-AlP-AlP-AlP-AlP-ZnSe,98.13
MgS-AlP-AlP-AlP-CuBr-GaP,64.89
MgS-AlP-AlP-AlP-CuBr-ZnSe,63.36
MgS-AlP-AlP-AlP-GaP-GaP,104.1
MgS-AlP-AlP-AlP-ZnSe-GaP,97.37
MgS-AlP-AlP-AlP-ZnSe-ZnSe,91.87
MgS-AlP-AlP-CuBr-GaP-GaP,66.04
MgS-AlP-AlP-CuBr-ZnSe-GaP,55.85
MgS-AlP-AlP-CuBr-ZnSe-ZnSe,60.38
MgS-AlP-AlP-GaP-GaP-GaP,104.37
MgS-AlP-AlP-ZnSe-GaP-GaP,90.15
MgS-AlP-AlP-ZnSe-ZnSe-GaP,90.93
MgS-AlP-AlP-ZnSe-ZnSe-ZnSe,87.98
MgS-AlP-CuBr-CuBr-CuBr-CuBr,39.42
MgS-AlP-CuBr-CuBr-CuBr-GaP,23.4
MgS-AlP-CuBr-GaP-GaP-GaP,79.72
MgS-AlP-CuBr-ZnSe-ZnSe-GaP,48.59
MgS-AlP-CuBr-ZnSe-ZnSe-ZnSe,63.9
MgS-AlP-GaP-GaP-GaP-GaP,100.65
MgS-AlP-ZnSe-GaP-GaP-GaP,93.49
MgS-AlP-ZnSe-ZnSe-GaP-GaP,87.17
MgS-AlP-ZnSe-ZnSe-ZnSe-GaP,91.13
MgS-AlP-ZnSe-ZnSe-ZnSe-ZnSe,90.83
MgS-BeTe-AlAs-AlAs-AlAs-AlAs,75.05
MgS-BeTe-AlAs-AlAs-AlAs-CuBr,50.86
MgS-BeTe-AlAs-AlAs-AlAs-GaAs,73.9
MgS-BeTe-AlAs-AlAs-AlAs-ZnSe,75.85
MgS-BeTe-AlAs-AlAs-CuBr-CuBr,37.66
MgS-BeTe-AlAs-AlAs-CuBr-GaAs,43.4
MgS-BeTe-AlAs-AlAs-GaAs-GaAs,74.6
MgS-BeTe-AlAs-AlAs-ZnSe-GaAs,67.48
MgS-BeTe-AlAs-AlAs-ZnSe-ZnSe,80.15
MgS-BeTe-AlAs-CuBr-CuBr-ZnSe,48.69
MgS-BeTe-AlAs-CuBr-GaAs-GaAs,51.15
MgS-BeTe-AlAs-CuBr-ZnSe-ZnSe,47.4
MgS-BeTe-AlAs-GaAs-GaAs-GaAs,71.48
MgS-BeTe-AlAs-ZnSe-GaAs-GaAs,65.94
MgS-BeTe-AlAs-ZnSe-ZnSe-GaAs,73.33
MgS-BeTe-AlAs-ZnSe-ZnSe-ZnSe,79.19
MgS-BeTe-AlP-AlP-AlP-AlP,107.56
MgS-BeTe-AlP-AlP-AlP-GaP,106.18
MgS-BeTe-AlP-AlP-AlP-ZnSe,89.86
MgS-BeTe-AlP-AlP-CuBr-GaP,56.16
MgS-BeTe-AlP-AlP-CuBr-ZnSe,59.27
MgS-BeTe-AlP-AlP-ZnSe-GaP,81.31
MgS-BeTe-AlP-AlP-ZnSe-ZnSe,89.14
MgS-BeTe-AlP-CuBr-CuBr-GaP,42.15
MgS-BeTe-AlP-CuBr-ZnSe-GaP,57.41
MgS-BeTe-AlP-GaP-GaP-GaP,103.75
MgS-BeTe-AlP-ZnSe-GaP-GaP,87.7
MgS-BeTe-AlP-ZnSe-ZnSe-GaP,88.62
MgS-BeTe-AlP-ZnSe-ZnSe-ZnSe,89.69
MgS-BeTe-BeTe-AlAs-AlAs-AlAs,77.64
MgS-BeTe-BeTe-AlAs-AlAs-CuBr,50.99
MgS-BeTe-BeTe-AlAs-AlAs-GaAs,74.96
MgS-BeTe-BeTe-AlAs-AlAs-ZnSe,82.45
MgS-BeTe-BeTe-AlAs-GaAs-GaAs,68.3
MgS-BeTe-BeTe-AlAs-ZnSe-GaAs,65.63
MgS-BeTe-BeTe-AlAs-ZnSe-ZnSe,82.19
MgS-BeTe-BeTe-AlP-AlP-AlP,86.58
MgS-BeTe-BeTe-AlP-AlP-CuBr,73.49
MgS-BeTe-BeTe-AlP-AlP-GaP,85.41
MgS-BeTe-BeTe-AlP-AlP-ZnSe,90.47
MgS-BeTe-BeTe-AlP-CuBr-ZnSe,62.34
MgS-BeTe-BeTe-AlP-GaP-GaP,81.64
MgS-BeTe-BeTe-AlP-ZnSe-GaP,89.41
MgS-BeTe-BeTe-AlP-ZnSe-ZnSe,94.89
MgS-BeTe-BeTe-BeTe-AlAs-AlAs,79.02
MgS-BeTe-BeTe-BeTe-AlAs-CuBr,56.5
MgS-BeTe-BeTe-BeTe-AlAs-GaAs,73.54
MgS-BeTe-BeTe-BeTe-AlAs-ZnSe,84.82
MgS-BeTe-BeTe-BeTe-AlP-AlP,91.54
MgS-BeTe-BeTe-BeTe-AlP-GaP,89.06
MgS-BeTe-BeTe-BeTe-AlP-ZnSe,97.27
MgS-BeTe-BeTe-BeTe-BeTe-AlAs,88.42
MgS-BeTe-BeTe-BeTe-BeTe-AlP,95.89
MgS-BeTe-BeTe-BeTe-BeTe-BeTe,97.97
MgS-BeTe-BeTe-BeTe-BeTe-CuBr,54.83
MgS-BeTe-BeTe-BeTe-BeTe-GaAs,82.71
MgS-BeTe-BeTe-BeTe-BeTe-GaP,95.42
MgS-BeTe-BeTe-BeTe-BeTe-ZnSe,93.33
MgS-BeTe-BeTe-BeTe-CuBr-CuBr,46.81
MgS-BeTe-BeTe-BeTe-CuBr-ZnSe,53.35
MgS-BeTe-BeTe-BeTe-GaAs-GaAs,75.28
MgS-BeTe-BeTe-BeTe-GaP-GaP,90.56
MgS-BeTe-BeTe-BeTe-ZnSe-GaAs,74.74
MgS-BeTe-BeTe-BeTe-ZnSe-GaP,86.7
MgS-BeTe-BeTe-BeTe-ZnSe-ZnSe,87.28
MgS-BeTe-BeTe-CuBr-CuBr-CuBr,49.35
MgS-BeTe-BeTe-CuBr-CuBr-ZnSe,53.24
MgS-BeTe-BeTe-CuBr-GaAs-GaAs,53.34
MgS-BeTe-BeTe-CuBr-GaP-GaP,64.02
MgS-BeTe-BeTe-CuBr-ZnSe-GaP,49.01
MgS-BeTe-BeTe-CuBr-ZnSe-ZnSe,46.74
MgS-BeTe-BeTe-GaAs-GaAs-GaAs,76.92
MgS-BeTe-BeTe-GaP-GaP-GaP,87.67
MgS-BeTe-BeTe-ZnSe-GaAs-GaAs,70.01
MgS-BeTe-BeTe-ZnSe-GaP-GaP,79.69
MgS-BeTe-BeTe-ZnSe-ZnSe-GaAs,69.89
MgS-BeTe-BeTe-ZnSe-ZnSe-GaP,81.87
MgS-BeTe-BeTe-ZnSe-ZnSe-ZnSe,84.75
MgS-BeTe-CuBr-CuBr-CuBr-CuBr,28.66
MgS-BeTe-CuBr-CuBr-CuBr-ZnSe,44.78
MgS-BeTe-CuBr-CuBr-GaAs-GaAs,43.71
MgS-BeTe-CuBr-CuBr-GaP-GaP,54.29
MgS-BeTe-CuBr-CuBr-ZnSe-GaAs,25.93
MgS-BeTe-CuBr-CuBr-ZnSe-GaP,41.93
MgS-BeTe-CuBr-GaAs-GaAs-GaAs,51.27
MgS-BeTe-CuBr-GaP-GaP-GaP,64.93
MgS-BeTe-CuBr-ZnSe-GaP-GaP,57.73
MgS-BeTe-CuBr-ZnSe-ZnSe-GaP,40.79
MgS-BeTe-CuBr-ZnSe-ZnSe-ZnSe,47.9
MgS-BeTe-GaAs-GaAs-GaAs-GaAs,74.5
MgS-BeTe-GaP-GaP-GaP-GaP,91.75
MgS-BeTe-ZnSe-GaAs-GaAs-GaAs,71.58
MgS-BeTe-ZnSe-GaP-GaP-GaP,81.41
MgS-BeTe-ZnSe-ZnSe-GaAs-GaAs,66.04
MgS-BeTe-ZnSe-ZnSe-GaP-GaP,75.55
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaAs,67.8
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaP,75.88
MgS-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,81.2
MgS-CuBr-CuBr-CuBr-ZnSe-ZnSe,52.4
MgS-CuBr-CuBr-ZnSe-GaAs-GaAs,27.19
MgS-CuBr-CuBr-ZnSe-ZnSe-GaAs,51.25
MgS-CuBr-CuBr-ZnSe-ZnSe-GaP,50.11
MgS-CuBr-GaAs-GaAs-GaAs-GaAs,69.24
MgS-CuBr-ZnSe-ZnSe-GaAs-GaAs,53.08
MgS-CuBr-ZnSe-ZnSe-GaP-GaP,62.03
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaAs,56.32
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaP,68.55
MgS-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,74.27
MgS-GaAs-GaAs-GaAs-GaAs-GaAs,69.29
MgS-GaP-GaP-GaP-GaP-GaP,96.33
MgS-MgS-AlAs-AlAs-AlAs-AlAs,84.27
MgS-MgS-AlAs-AlAs-AlAs-CuBr,59.15
MgS-MgS-AlAs-AlAs-AlAs-GaAs,84.49
MgS-MgS-AlAs-AlAs-AlAs-ZnSe,82.32
MgS-MgS-AlAs-AlAs-CuBr-CuBr,44.74
MgS-MgS-AlAs-AlAs-GaAs-GaAs,83.42
MgS-MgS-AlAs-AlAs-ZnSe-GaAs,77.48
MgS-MgS-AlAs-AlAs-ZnSe-ZnSe,79.48
MgS-MgS-AlAs-CuBr-CuBr-CuBr,37.8
MgS-MgS-AlAs-CuBr-GaAs-GaAs,41.74
MgS-MgS-AlAs-CuBr-ZnSe-GaAs,61.64
MgS-MgS-AlAs-CuBr-ZnSe-ZnSe,64.97
MgS-MgS-AlAs-GaAs-GaAs-GaAs,83.63
MgS-MgS-AlAs-ZnSe-GaAs-GaAs,81.11
MgS-MgS-AlAs-ZnSe-ZnSe-GaAs,77.8
MgS-MgS-AlAs-ZnSe-ZnSe-ZnSe,82.56
MgS-MgS-AlP-AlP-AlP-AlP,94.21
MgS-MgS-AlP-AlP-AlP-GaP,93.7
MgS-MgS-AlP-AlP-AlP-ZnSe,87.78
MgS-MgS-AlP-AlP-CuBr-CuBr,57.82
MgS-MgS-AlP-AlP-CuBr-ZnSe,54.95
MgS-MgS-AlP-AlP-GaP-GaP,93.08
MgS-MgS-AlP-AlP-ZnSe-GaP,85.04
MgS-MgS-AlP-AlP-ZnSe-ZnSe,85.12
MgS-MgS-AlP-CuBr-GaP-GaP,66.15
MgS-MgS-AlP-CuBr-ZnSe-ZnSe,59.23
MgS-MgS-AlP-GaP-GaP-GaP,92.18
MgS-MgS-AlP-ZnSe-GaP-GaP,92.35
MgS-MgS-AlP-ZnSe-ZnSe-GaP,89.36
MgS-MgS-AlP-ZnSe-ZnSe-ZnSe,88.51
MgS-MgS-BeTe-AlAs-AlAs-AlAs,72.54
MgS-MgS-BeTe-AlAs-AlAs-GaAs,71.44
MgS-MgS-BeTe-AlAs-AlAs-ZnSe,78.23
MgS-MgS-BeTe-AlAs-CuBr-CuBr,45.97
MgS-MgS-BeTe-AlAs-GaAs-GaAs,66.76
MgS-MgS-BeTe-AlAs-ZnSe-GaAs,68.28
MgS-MgS-BeTe-AlAs-ZnSe-ZnSe,78.3
MgS-MgS-BeTe-AlP-AlP-AlP,79.63
MgS-MgS-BeTe-AlP-AlP-GaP,78.7
MgS-MgS-BeTe-AlP-AlP-ZnSe,86.58
MgS-MgS-BeTe-AlP-CuBr-ZnSe,55.25
MgS-MgS-BeTe-AlP-GaP-GaP,76.7
MgS-MgS-BeTe-AlP-ZnSe-GaP,87.03
MgS-MgS-BeTe-AlP-ZnSe-ZnSe,88.03
MgS-MgS-BeTe-BeTe-AlAs-AlAs,73.31
MgS-MgS-BeTe-BeTe-AlAs-GaAs,69.33
MgS-MgS-BeTe-BeTe-AlAs-ZnSe,81.83
MgS-MgS-BeTe-BeTe-AlP-AlP,84.37
MgS-MgS-BeTe-BeTe-AlP-GaP,82.05
MgS-MgS-BeTe-BeTe-AlP-ZnSe,92.64
MgS-MgS-BeTe-BeTe-BeTe-AlAs,83.79
MgS-MgS-BeTe-BeTe-BeTe-AlP,90.16
MgS-MgS-BeTe-BeTe-BeTe-BeTe,91.64
MgS-MgS-BeTe-BeTe-BeTe-CuBr,52.22
MgS-MgS-BeTe-BeTe-BeTe-GaAs,78.0
MgS-MgS-BeTe-BeTe-BeTe-GaP,90.97
MgS-MgS-BeTe-BeTe-BeTe-ZnSe,88.13
MgS-MgS-BeTe-BeTe-CuBr-CuBr,49.29
MgS-MgS-BeTe-BeTe-CuBr-ZnSe,48.74
MgS-MgS-BeTe-BeTe-GaAs-GaAs,72.13
MgS-MgS-BeTe-BeTe-GaP-GaP,84.82
MgS-MgS-BeTe-BeTe-ZnSe-GaAs,68.99
MgS-MgS-BeTe-BeTe-ZnSe-GaP,79.83
MgS-MgS-BeTe-BeTe-ZnSe-ZnSe,84.94
MgS-MgS-BeTe-CuBr-CuBr-CuBr,37.86
MgS-MgS-BeTe-CuBr-CuBr-ZnSe,46.79
MgS-MgS-BeTe-CuBr-GaAs-GaAs,38.16
MgS-MgS-BeTe-CuBr-GaP-GaP,58.5
MgS-MgS-BeTe-CuBr-ZnSe-GaP,46.44
MgS-MgS-BeTe-CuBr-ZnSe-ZnSe,45.84
MgS-MgS-BeTe-GaAs-GaAs-GaAs,69.99
MgS-MgS-BeTe-GaP-GaP-GaP,79.27
MgS-MgS-BeTe-ZnSe-GaAs-GaAs,66.1
MgS-MgS-BeTe-ZnSe-GaP-GaP,73.46
MgS-MgS-BeTe-ZnSe-ZnSe-GaAs,66.97
MgS-MgS-BeTe-ZnSe-ZnSe-GaP,77.01
MgS-MgS-BeTe-ZnSe-ZnSe-ZnSe,79.11
MgS-MgS-CuBr-CuBr-CuBr-CuBr,43.47
MgS-MgS-CuBr-CuBr-CuBr-ZnSe,44.54
MgS-MgS-CuBr-CuBr-GaAs-GaAs,51.48
MgS-MgS-CuBr-CuBr-GaP-GaP,46.57
MgS-MgS-CuBr-CuBr-ZnSe-GaP,43.26
MgS-MgS-CuBr-ZnSe-GaAs-GaAs,36.25
MgS-MgS-CuBr-ZnSe-GaP-GaP,44.94
MgS-MgS-CuBr-ZnSe-ZnSe-GaAs,56.44
MgS-MgS-CuBr-ZnSe-ZnSe-ZnSe,71.27
MgS-MgS-GaAs-GaAs-GaAs-GaAs,68.47
MgS-MgS-GaP-GaP-GaP-GaP,85.65
MgS-MgS-MgS-AlAs-AlAs-AlAs,78.67
MgS-MgS-MgS-AlAs-AlAs-CuBr,60.13
MgS-MgS-MgS-AlAs-AlAs-GaAs,76.76
MgS-MgS-MgS-AlAs-AlAs-ZnSe,76.72
MgS-MgS-MgS-AlAs-CuBr-ZnSe,63.46
MgS-MgS-MgS-AlAs-GaAs-GaAs,75.89
MgS-MgS-MgS-AlAs-ZnSe-GaAs,79.4
MgS-MgS-MgS-AlAs-ZnSe-ZnSe,81.36
MgS-MgS-MgS-AlP-AlP-AlP,85.54
MgS-MgS-MgS-AlP-AlP-CuBr,72.87
MgS-MgS-MgS-AlP-AlP-GaP,83.69
MgS-MgS-MgS-AlP-AlP-ZnSe,82.38
MgS-MgS-MgS-AlP-CuBr-CuBr,54.44
MgS-MgS-MgS-AlP-CuBr-ZnSe,61.07
MgS-MgS-MgS-AlP-GaP-GaP,83.56
MgS-MgS-MgS-AlP-ZnSe-GaP,87.46
MgS-MgS-MgS-AlP-ZnSe-ZnSe,87.38
MgS-MgS-MgS-BeTe-AlAs-AlAs,70.71
MgS-MgS-MgS-BeTe-AlAs-GaAs,67.78
MgS-MgS-MgS-BeTe-AlAs-ZnSe,77.44
MgS-MgS-MgS-BeTe-AlP-AlP,78.51
MgS-MgS-MgS-BeTe-AlP-GaP,74.71
MgS-MgS-MgS-BeTe-AlP-ZnSe,86.01
MgS-MgS-MgS-BeTe-BeTe-AlAs,75.86
MgS-MgS-MgS-BeTe-BeTe-AlP,86.74
MgS-MgS-MgS-BeTe-BeTe-BeTe,86.61
MgS-MgS-MgS-BeTe-BeTe-CuBr,56.4
MgS-MgS-MgS-BeTe-BeTe-GaAs,74.96
MgS-MgS-MgS-BeTe-BeTe-GaP,86.17
MgS-MgS-MgS-BeTe-BeTe-ZnSe,81.22
MgS-MgS-MgS-BeTe-CuBr-CuBr,34.99
MgS-MgS-MgS-BeTe-CuBr-ZnSe,45.8
MgS-MgS-MgS-BeTe-GaAs-GaAs,65.8
MgS-MgS-MgS-BeTe-GaP-GaP,77.48
MgS-MgS-MgS-BeTe-ZnSe-GaAs,65.41
MgS-MgS-MgS-BeTe-ZnSe-GaP,74.77
MgS-MgS-MgS-BeTe-ZnSe-ZnSe,78.56
MgS-MgS-MgS-CuBr-CuBr-CuBr,49.54
MgS-MgS-MgS-CuBr-CuBr-ZnSe,58.35
MgS-MgS-MgS-CuBr-GaAs-GaAs,63.19
MgS-MgS-MgS-CuBr-GaP-GaP,61.05
MgS-MgS-MgS-CuBr-ZnSe-GaAs,58.77
MgS-MgS-MgS-CuBr-ZnSe-GaP,59.32
MgS-MgS-MgS-CuBr-ZnSe-ZnSe,70.98
MgS-MgS-MgS-GaAs-GaAs-GaAs,66.37
MgS-MgS-MgS-GaP-GaP-GaP,74.98
MgS-MgS-MgS-MgS-AlAs-AlAs,72.23
MgS-MgS-MgS-MgS-AlAs-CuBr,53.86
MgS-MgS-MgS-MgS-AlAs-GaAs,69.99
MgS-MgS-MgS-MgS-AlAs-ZnSe,80.35
MgS-MgS-MgS-MgS-AlP-AlP,76.09
MgS-MgS-MgS-MgS-AlP-CuBr,61.69
MgS-MgS-MgS-MgS-AlP-GaP,75.2
MgS-MgS-MgS-MgS-AlP-ZnSe,86.17
MgS-MgS-MgS-MgS-BeTe-AlAs,72.67
MgS-MgS-MgS-MgS-BeTe-AlP,80.88
MgS-MgS-MgS-MgS-BeTe-BeTe,80.25
MgS-MgS-MgS-MgS-BeTe-CuBr,52.38
MgS-MgS-MgS-MgS-BeTe-GaAs,71.01
MgS-MgS-MgS-MgS-BeTe-GaP,79.81
