"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c13 (GPa)
GaSb-GaSb-CdSe-CdSe-CdSe-InAs,26.71
GaSb-GaSb-CdSe-CdSe-InAs-InAs,18.46
GaSb-GaSb-CdSe-InAs-InAs-InAs,25.8
GaSb-GaSb-GaSb-CdSe-CdSe-CdSe,23.43
GaSb-GaSb-GaSb-CdSe-CdSe-InAs,24.43
GaSb-GaSb-GaSb-CdSe-InAs-InAs,24.3
GaSb-GaSb-GaSb-GaSb-CdSe-CdSe,20.75
GaSb-GaSb-GaSb-GaSb-CdSe-InAs,23.5
GaSb-GaSb-GaSb-GaSb-GaSb-CdSe,20.46
GaSb-GaSb-GaSb-GaSb-GaSb-GaSb,18.49
GaSb-GaSb-GaSb-GaSb-GaSb-InAs,19.72
GaSb-GaSb-GaSb-InAs-InAs-InAs,16.54
GaSb-GaSb-InAs-InAs-InAs-InAs,22.69
GaSb-InAs-InAs-InAs-InAs-InAs,10.89
InAs-InAs-InAs-InAs-InAs-InAs,15.33
InN-InN-InN-InN-InN-InN,78.68
MgS-AlAs-AlAs-AlAs-AlAs-AlAs,32.68
MgS-AlAs-AlAs-AlAs-AlAs-GaAs,32.07
MgS-AlAs-AlAs-AlAs-AlAs-ZnSe,32.67
MgS-AlAs-AlAs-AlAs-CuBr-GaAs,14.32
MgS-AlAs-AlAs-AlAs-CuBr-ZnSe,14.31
MgS-AlAs-AlAs-AlAs-GaAs-GaAs,30.35
MgS-AlAs-AlAs-AlAs-ZnSe-ZnSe,31.99
MgS-AlAs-AlAs-CuBr-ZnSe-GaAs,14.39
MgS-AlAs-AlAs-CuBr-ZnSe-ZnSe,6.21
MgS-AlAs-AlAs-GaAs-GaAs-GaAs,30.65
MgS-AlAs-AlAs-ZnSe-GaAs-GaAs,22.99
MgS-AlAs-GaAs-GaAs-GaAs-GaAs,30.69
MgS-AlAs-ZnSe-GaAs-GaAs-GaAs,25.22
MgS-AlAs-ZnSe-ZnSe-GaAs-GaAs,27.73
MgS-AlAs-ZnSe-ZnSe-ZnSe-GaAs,27.44
MgS-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,30.99
MgS-AlP-AlP-AlP-AlP-AlP,32.6
MgS-AlP-AlP-AlP-AlP-ZnSe,33.23
MgS-AlP-AlP-AlP-CuBr-GaP,17.25
MgS-AlP-AlP-AlP-GaP-GaP,33.2
MgS-AlP-AlP-AlP-ZnSe-GaP,28.36
MgS-AlP-AlP-AlP-ZnSe-ZnSe,32.95
MgS-AlP-AlP-CuBr-GaP-GaP,22.67
MgS-AlP-AlP-CuBr-ZnSe-GaP,14.47
MgS-AlP-AlP-CuBr-ZnSe-ZnSe,13.69
MgS-AlP-AlP-GaP-GaP-GaP,32.04
MgS-AlP-AlP-ZnSe-GaP-GaP,22.97
MgS-AlP-AlP-ZnSe-ZnSe-GaP,27.45
MgS-AlP-AlP-ZnSe-ZnSe-ZnSe,32.11
MgS-AlP-CuBr-CuBr-CuBr-CuBr,27.52
MgS-AlP-CuBr-CuBr-CuBr-GaP,1.5
MgS-AlP-CuBr-GaP-GaP-GaP,24.37
MgS-AlP-CuBr-ZnSe-ZnSe-GaP,0.05
MgS-AlP-GaP-GaP-GaP-GaP,29.97
MgS-AlP-ZnSe-GaP-GaP-GaP,23.87
MgS-AlP-ZnSe-ZnSe-GaP-GaP,25.3
MgS-AlP-ZnSe-ZnSe-ZnSe-GaP,29.21
MgS-AlP-ZnSe-ZnSe-ZnSe-ZnSe,32.18
MgS-BeTe-AlAs-AlAs-AlAs-AlAs,35.22
MgS-BeTe-AlAs-AlAs-AlAs-CuBr,12.8
MgS-BeTe-AlAs-AlAs-AlAs-ZnSe,32.98
MgS-BeTe-AlAs-AlAs-CuBr-CuBr,16.41
MgS-BeTe-AlAs-AlAs-CuBr-GaAs,1.57
MgS-BeTe-AlAs-AlAs-GaAs-GaAs,35.24
MgS-BeTe-AlAs-AlAs-ZnSe-GaAs,26.03
MgS-BeTe-AlAs-AlAs-ZnSe-ZnSe,32.24
MgS-BeTe-AlAs-CuBr-CuBr-ZnSe,15.33
MgS-BeTe-AlAs-CuBr-GaAs-GaAs,2.05
MgS-BeTe-AlAs-CuBr-ZnSe-ZnSe,6.85
MgS-BeTe-AlAs-GaAs-GaAs-GaAs,33.42
MgS-BeTe-AlAs-ZnSe-GaAs-GaAs,28.37
MgS-BeTe-AlAs-ZnSe-ZnSe-ZnSe,29.88
MgS-BeTe-AlP-AlP-AlP-GaP,14.42
MgS-BeTe-AlP-AlP-AlP-ZnSe,37.75
MgS-BeTe-AlP-AlP-CuBr-GaP,4.08
MgS-BeTe-AlP-AlP-CuBr-ZnSe,3.32
MgS-BeTe-AlP-AlP-ZnSe-GaP,22.14
MgS-BeTe-AlP-AlP-ZnSe-ZnSe,31.29
MgS-BeTe-AlP-CuBr-CuBr-GaP,7.86
MgS-BeTe-AlP-CuBr-ZnSe-GaP,10.46
MgS-BeTe-AlP-GaP-GaP-GaP,13.82
MgS-BeTe-AlP-ZnSe-GaP-GaP,29.65
MgS-BeTe-AlP-ZnSe-ZnSe-GaP,28.94
MgS-BeTe-AlP-ZnSe-ZnSe-ZnSe,31.45
MgS-BeTe-BeTe-AlAs-AlAs-AlAs,34.81
MgS-BeTe-BeTe-AlAs-AlAs-CuBr,5.82
MgS-BeTe-BeTe-AlAs-AlAs-GaAs,34.69
MgS-BeTe-BeTe-AlAs-AlAs-ZnSe,31.16
MgS-BeTe-BeTe-AlAs-GaAs-GaAs,33.24
MgS-BeTe-BeTe-AlAs-ZnSe-GaAs,27.23
MgS-BeTe-BeTe-AlAs-ZnSe-ZnSe,30.3
MgS-BeTe-BeTe-AlP-AlP-AlP,35.75
MgS-BeTe-BeTe-AlP-AlP-CuBr,18.38
MgS-BeTe-BeTe-AlP-AlP-GaP,34.39
MgS-BeTe-BeTe-AlP-AlP-ZnSe,32.42
MgS-BeTe-BeTe-AlP-CuBr-ZnSe,12.25
MgS-BeTe-BeTe-AlP-GaP-GaP,34.85
MgS-BeTe-BeTe-AlP-ZnSe-GaP,26.99
MgS-BeTe-BeTe-AlP-ZnSe-ZnSe,29.24
MgS-BeTe-BeTe-BeTe-AlAs-CuBr,10.37
MgS-BeTe-BeTe-BeTe-AlAs-GaAs,30.98
MgS-BeTe-BeTe-BeTe-AlAs-ZnSe,27.86
MgS-BeTe-BeTe-BeTe-AlP-ZnSe,28.01
MgS-BeTe-BeTe-BeTe-BeTe-AlAs,27.0
MgS-BeTe-BeTe-BeTe-BeTe-AlP,25.88
MgS-BeTe-BeTe-BeTe-BeTe-BeTe,23.98
MgS-BeTe-BeTe-BeTe-BeTe-CuBr,17.52
MgS-BeTe-BeTe-BeTe-BeTe-GaAs,28.27
MgS-BeTe-BeTe-BeTe-BeTe-ZnSe,27.23
MgS-BeTe-BeTe-BeTe-CuBr-CuBr,30.24
MgS-BeTe-BeTe-BeTe-CuBr-ZnSe,26.59
MgS-BeTe-BeTe-BeTe-GaAs-GaAs,28.96
MgS-BeTe-BeTe-BeTe-GaP-GaP,28.47
MgS-BeTe-BeTe-BeTe-ZnSe-GaAs,27.72
MgS-BeTe-BeTe-BeTe-ZnSe-ZnSe,27.98
MgS-BeTe-BeTe-CuBr-CuBr-ZnSe,32.04
MgS-BeTe-BeTe-CuBr-GaAs-GaAs,28.08
MgS-BeTe-BeTe-CuBr-GaP-GaP,36.85
MgS-BeTe-BeTe-CuBr-ZnSe-GaP,26.12
MgS-BeTe-BeTe-CuBr-ZnSe-ZnSe,21.98
MgS-BeTe-BeTe-GaAs-GaAs-GaAs,31.9
MgS-BeTe-BeTe-GaP-GaP-GaP,33.22
MgS-BeTe-BeTe-ZnSe-GaAs-GaAs,30.68
MgS-BeTe-BeTe-ZnSe-GaP-GaP,31.81
MgS-BeTe-BeTe-ZnSe-ZnSe-GaAs,29.44
MgS-BeTe-BeTe-ZnSe-ZnSe-ZnSe,31.22
MgS-BeTe-CuBr-CuBr-CuBr-CuBr,32.17
MgS-BeTe-CuBr-CuBr-CuBr-ZnSe,34.55
MgS-BeTe-CuBr-CuBr-GaAs-GaAs,30.53
MgS-BeTe-CuBr-CuBr-GaP-GaP,35.18
MgS-BeTe-CuBr-CuBr-ZnSe-GaAs,21.29
MgS-BeTe-CuBr-GaAs-GaAs-GaAs,33.28
MgS-BeTe-CuBr-ZnSe-GaP-GaP,20.0
MgS-BeTe-CuBr-ZnSe-ZnSe-GaP,22.71
MgS-BeTe-GaAs-GaAs-GaAs-GaAs,35.73
MgS-BeTe-GaP-GaP-GaP-GaP,35.56
MgS-BeTe-ZnSe-GaAs-GaAs-GaAs,31.2
MgS-BeTe-ZnSe-ZnSe-GaAs-GaAs,31.96
MgS-BeTe-ZnSe-ZnSe-GaP-GaP,32.42
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaAs,29.79
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaP,30.82
MgS-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,33.12
MgS-CuBr-CuBr-CuBr-ZnSe-ZnSe,11.32
MgS-CuBr-CuBr-ZnSe-GaAs-GaAs,21.38
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaAs,15.71
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaP,18.39
MgS-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,15.19
MgS-GaAs-GaAs-GaAs-GaAs-GaAs,21.84
MgS-GaP-GaP-GaP-GaP-GaP,30.54
MgS-MgS-AlAs-AlAs-AlAs-AlAs,36.38
MgS-MgS-AlAs-AlAs-AlAs-CuBr,10.18
MgS-MgS-AlAs-AlAs-AlAs-GaAs,35.19
MgS-MgS-AlAs-AlAs-AlAs-ZnSe,36.23
MgS-MgS-AlAs-AlAs-CuBr-CuBr,26.02
MgS-MgS-AlAs-AlAs-GaAs-GaAs,34.65
MgS-MgS-AlAs-AlAs-ZnSe-GaAs,32.05
MgS-MgS-AlAs-AlAs-ZnSe-ZnSe,34.32
MgS-MgS-AlAs-CuBr-CuBr-CuBr,30.44
MgS-MgS-AlAs-CuBr-GaAs-GaAs,9.13
MgS-MgS-AlAs-CuBr-ZnSe-GaAs,20.39
MgS-MgS-AlAs-GaAs-GaAs-GaAs,33.71
MgS-MgS-AlAs-ZnSe-GaAs-GaAs,28.85
MgS-MgS-AlAs-ZnSe-ZnSe-GaAs,31.29
MgS-MgS-AlAs-ZnSe-ZnSe-ZnSe,32.99
MgS-MgS-AlP-AlP-CuBr-ZnSe,11.94
MgS-MgS-AlP-AlP-ZnSe-GaP,32.29
MgS-MgS-AlP-AlP-ZnSe-ZnSe,34.62
MgS-MgS-AlP-CuBr-GaP-GaP,19.2
MgS-MgS-AlP-GaP-GaP-GaP,37.66
MgS-MgS-AlP-ZnSe-GaP-GaP,31.54
MgS-MgS-AlP-ZnSe-ZnSe-GaP,30.05
MgS-MgS-AlP-ZnSe-ZnSe-ZnSe,33.68
MgS-MgS-BeTe-AlAs-AlAs-GaAs,37.96
MgS-MgS-BeTe-AlAs-AlAs-ZnSe,34.65
MgS-MgS-BeTe-AlAs-CuBr-CuBr,23.58
MgS-MgS-BeTe-AlAs-ZnSe-GaAs,32.51
MgS-MgS-BeTe-AlAs-ZnSe-ZnSe,32.09
MgS-MgS-BeTe-AlP-AlP-AlP,44.56
MgS-MgS-BeTe-AlP-AlP-GaP,41.49
MgS-MgS-BeTe-AlP-GaP-GaP,39.7
MgS-MgS-BeTe-AlP-ZnSe-GaP,32.85
MgS-MgS-BeTe-AlP-ZnSe-ZnSe,33.71
MgS-MgS-BeTe-BeTe-AlAs-AlAs,33.18
MgS-MgS-BeTe-BeTe-AlAs-GaAs,32.49
MgS-MgS-BeTe-BeTe-AlAs-ZnSe,31.36
MgS-MgS-BeTe-BeTe-AlP-AlP,33.91
MgS-MgS-BeTe-BeTe-AlP-GaP,32.04
MgS-MgS-BeTe-BeTe-AlP-ZnSe,31.18
MgS-MgS-BeTe-BeTe-BeTe-AlAs,29.92
MgS-MgS-BeTe-BeTe-BeTe-AlP,29.17
MgS-MgS-BeTe-BeTe-BeTe-BeTe,27.61
MgS-MgS-BeTe-BeTe-BeTe-CuBr,20.69
MgS-MgS-BeTe-BeTe-BeTe-GaAs,30.79
MgS-MgS-BeTe-BeTe-BeTe-ZnSe,30.03
MgS-MgS-BeTe-BeTe-CuBr-CuBr,37.87
MgS-MgS-BeTe-BeTe-GaAs-GaAs,31.93
MgS-MgS-BeTe-BeTe-ZnSe-GaP,30.33
MgS-MgS-BeTe-CuBr-CuBr-ZnSe,28.51
MgS-MgS-BeTe-CuBr-GaAs-GaAs,23.65
MgS-MgS-BeTe-CuBr-ZnSe-ZnSe,29.48
MgS-MgS-BeTe-GaAs-GaAs-GaAs,35.43
MgS-MgS-BeTe-ZnSe-GaAs-GaAs,32.79
MgS-MgS-BeTe-ZnSe-GaP-GaP,35.1
MgS-MgS-BeTe-ZnSe-ZnSe-GaP,32.1
MgS-MgS-BeTe-ZnSe-ZnSe-ZnSe,34.25
MgS-MgS-CuBr-CuBr-CuBr-CuBr,18.22
MgS-MgS-CuBr-CuBr-CuBr-ZnSe,14.87
MgS-MgS-CuBr-CuBr-GaAs-GaAs,24.37
MgS-MgS-CuBr-CuBr-GaP-GaP,16.29
MgS-MgS-CuBr-CuBr-ZnSe-GaP,11.14
MgS-MgS-CuBr-ZnSe-GaAs-GaAs,12.56
MgS-MgS-CuBr-ZnSe-ZnSe-GaAs,15.87
MgS-MgS-CuBr-ZnSe-ZnSe-ZnSe,15.25
MgS-MgS-GaP-GaP-GaP-GaP,35.96
MgS-MgS-MgS-AlAs-AlAs-AlAs,37.15
MgS-MgS-MgS-AlAs-AlAs-CuBr,19.24
MgS-MgS-MgS-AlAs-AlAs-GaAs,36.05
MgS-MgS-MgS-AlAs-AlAs-ZnSe,37.06
MgS-MgS-MgS-AlAs-CuBr-ZnSe,17.6
MgS-MgS-MgS-AlAs-GaAs-GaAs,35.04
MgS-MgS-MgS-AlAs-ZnSe-GaAs,32.01
MgS-MgS-MgS-AlAs-ZnSe-ZnSe,35.12
MgS-MgS-MgS-AlP-AlP-GaP,39.41
MgS-MgS-MgS-AlP-AlP-ZnSe,37.88
MgS-MgS-MgS-AlP-CuBr-CuBr,4.51
MgS-MgS-MgS-AlP-CuBr-ZnSe,15.17
MgS-MgS-MgS-AlP-GaP-GaP,39.24
MgS-MgS-MgS-AlP-ZnSe-GaP,33.44
MgS-MgS-MgS-BeTe-AlAs-AlAs,37.91
MgS-MgS-MgS-BeTe-AlAs-GaAs,37.38
MgS-MgS-MgS-BeTe-AlP-AlP,38.26
MgS-MgS-MgS-BeTe-AlP-GaP,37.09
MgS-MgS-MgS-BeTe-BeTe-AlAs,33.02
MgS-MgS-MgS-BeTe-BeTe-AlP,32.91
MgS-MgS-MgS-BeTe-BeTe-CuBr,29.16
MgS-MgS-MgS-BeTe-BeTe-GaAs,33.9
MgS-MgS-MgS-BeTe-BeTe-GaP,29.45
MgS-MgS-MgS-BeTe-BeTe-ZnSe,32.82
MgS-MgS-MgS-BeTe-CuBr-CuBr,32.21
MgS-MgS-MgS-BeTe-CuBr-ZnSe,26.94
MgS-MgS-MgS-BeTe-GaAs-GaAs,35.17
MgS-MgS-MgS-BeTe-GaP-GaP,35.49
MgS-MgS-MgS-BeTe-ZnSe-GaAs,33.13
MgS-MgS-MgS-BeTe-ZnSe-ZnSe,35.05
MgS-MgS-MgS-CuBr-CuBr-CuBr,11.42
MgS-MgS-MgS-CuBr-CuBr-ZnSe,17.27
MgS-MgS-MgS-CuBr-ZnSe-GaAs,28.17
MgS-MgS-MgS-GaP-GaP-GaP,36.73
MgS-MgS-MgS-MgS-AlAs-AlAs,38.3
MgS-MgS-MgS-MgS-AlAs-CuBr,4.4
MgS-MgS-MgS-MgS-AlAs-GaAs,35.86
MgS-MgS-MgS-MgS-AlP-AlP,39.73
MgS-MgS-MgS-MgS-AlP-CuBr,15.94
MgS-MgS-MgS-MgS-AlP-GaP,37.95
MgS-MgS-MgS-MgS-AlP-ZnSe,38.39
MgS-MgS-MgS-MgS-BeTe-AlAs,36.76
MgS-MgS-MgS-MgS-BeTe-AlP,37.1
MgS-MgS-MgS-MgS-BeTe-BeTe,33.7
MgS-MgS-MgS-MgS-BeTe-CuBr,31.09
MgS-MgS-MgS-MgS-BeTe-GaAs,36.32
MgS-MgS-MgS-MgS-BeTe-GaP,34.16
MgS-MgS-MgS-MgS-CuBr-CuBr,25.74
MgS-MgS-MgS-MgS-CuBr-GaAs,20.2
MgS-MgS-MgS-MgS-CuBr-GaP,8.82
MgS-MgS-MgS-MgS-GaAs-GaAs,34.86
MgS-MgS-MgS-MgS-MgS-AlAs,38.85
MgS-MgS-MgS-MgS-MgS-AlP,38.74
MgS-MgS-MgS-MgS-MgS-BeTe,36.67
MgS-MgS-MgS-MgS-MgS-GaAs,35.2
MgS-MgS-MgS-MgS-MgS-MgS,38.97
MgS-MgS-MgS-MgS-MgS-ZnSe,36.86
MgS-MgS-MgS-MgS-ZnSe-GaP,34.99
MgS-MgS-MgS-MgS-ZnSe-ZnSe,38.11
MgS-MgS-MgS-ZnSe-GaAs-GaAs,34.2
MgS-MgS-MgS-ZnSe-ZnSe-GaAs,33.57
MgS-MgS-MgS-ZnSe-ZnSe-ZnSe,35.75
MgS-MgS-ZnSe-GaAs-GaAs-GaAs,31.83
MgS-MgS-ZnSe-GaP-GaP-GaP,35.34
MgS-MgS-ZnSe-ZnSe-GaAs-GaAs,31.39
MgS-MgS-ZnSe-ZnSe-GaP-GaP,34.56
MgS-MgS-ZnSe-ZnSe-ZnSe-GaAs,33.39
MgS-MgS-ZnSe-ZnSe-ZnSe-ZnSe,34.86
MgS-ZnSe-GaAs-GaAs-GaAs-GaAs,28.15
MgS-ZnSe-GaP-GaP-GaP-GaP,31.78
MgS-ZnSe-ZnSe-GaAs-GaAs-GaAs,29.98
MgS-ZnSe-ZnSe-GaP-GaP-GaP,32.83
MgS-ZnSe-ZnSe-ZnSe-GaAs-GaAs,31.06
MgS-ZnSe-ZnSe-ZnSe-GaP-GaP,32.44
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,32.33
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaP,32.2
MgS-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,34.59
SiC-SiC-SiC-SiC-SiC-SiC,49.13
ZnO-GaN-GaN-GaN-GaN-GaN,68.17
ZnO-ZnO-ZnO-GaN-GaN-GaN,83.96
ZnO-ZnO-ZnO-ZnO-GaN-GaN,88.42
ZnO-ZnO-ZnO-ZnO-ZnO-GaN,90.67
ZnO-ZnO-ZnO-ZnO-ZnO-ZnO,93.01
ZnSe-GaAs-GaAs-GaAs-GaAs-GaAs,15.81
ZnSe-GaP-GaP-GaP-GaP-GaP,15.75
ZnSe-ZnSe-GaAs-GaAs-GaAs-GaAs,23.83
ZnSe-ZnSe-GaP-GaP-GaP-GaP,25.19
ZnSe-ZnSe-ZnSe-GaAs-GaAs-GaAs,27.23
ZnSe-ZnSe-ZnSe-GaP-GaP-GaP,28.28
ZnSe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,28.97
ZnSe-ZnSe-ZnSe-ZnSe-GaP-GaP,30.13
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,27.97
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,30.98
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,30.38
ZnS-GaP-GaP-GaP-GaP-GaP,14.96
ZnS-ZnS-GaP-GaP-GaP-GaP,25.95
ZnS-ZnS-ZnS-GaP-GaP-GaP,32.56
ZnS-ZnS-ZnS-ZnS-GaP-GaP,35.18
ZnS-ZnS-ZnS-ZnS-ZnS-GaP,35.91
ZnS-ZnS-ZnS-ZnS-ZnS-ZnS,35.47
ZnTe-CdSe-CdSe-CdSe-CdSe-CdSe,29.99
ZnTe-CdSe-CdSe-CdSe-CdSe-InAs,27.83
ZnTe-CdSe-CdSe-CdSe-CdSe-InP,28.98
ZnTe-CdSe-CdSe-CdSe-InAs-InAs,26.95
ZnTe-CdSe-CdSe-CdSe-InP-InP,28.85
ZnTe-CdSe-CdSe-InP-InP-InP,26.62
ZnTe-CdSe-InAs-InAs-InAs-InAs,23.21
ZnTe-CdSe-InP-InP-InP-InP,25.88
ZnTe-GaSb-CdSe-CdSe-CdSe-CdSe,29.16
ZnTe-GaSb-CdSe-CdSe-CdSe-InAs,19.08
ZnTe-GaSb-CdSe-CdSe-InAs-InAs,23.35
ZnTe-GaSb-GaSb-CdSe-CdSe-CdSe,22.73
ZnTe-GaSb-GaSb-CdSe-CdSe-InAs,23.67
ZnTe-GaSb-GaSb-CdSe-InAs-InAs,17.52
ZnTe-GaSb-GaSb-GaSb-CdSe-CdSe,22.79
ZnTe-GaSb-GaSb-GaSb-CdSe-InAs,13.83
ZnTe-GaSb-GaSb-GaSb-GaSb-CdSe,22.6
ZnTe-GaSb-GaSb-GaSb-GaSb-GaSb,16.36
ZnTe-GaSb-GaSb-GaSb-GaSb-InAs,2.08
ZnTe-GaSb-GaSb-GaSb-InAs-InAs,14.39
ZnTe-GaSb-GaSb-InAs-InAs-InAs,9.01
ZnTe-GaSb-InAs-InAs-InAs-InAs,12.57
ZnTe-InAs-InAs-InAs-InAs-InAs,11.56
ZnTe-ZnTe-CdSe-CdSe-CdSe-CdSe,28.49
ZnTe-ZnTe-CdSe-CdSe-CdSe-InAs,26.1
ZnTe-ZnTe-CdSe-CdSe-CdSe-InP,27.01
ZnTe-ZnTe-CdSe-CdSe-InAs-InAs,24.76
ZnTe-ZnTe-CdSe-InAs-InAs-InAs,25.09
ZnTe-ZnTe-CdSe-InP-InP-InP,24.91
ZnTe-ZnTe-GaSb-CdSe-CdSe-CdSe,27.45
ZnTe-ZnTe-GaSb-CdSe-CdSe-InAs,22.96
ZnTe-ZnTe-GaSb-CdSe-InAs-InAs,21.09
ZnTe-ZnTe-GaSb-GaSb-CdSe-InAs,19.53
ZnTe-ZnTe-GaSb-GaSb-GaSb-CdSe,22.11
ZnTe-ZnTe-GaSb-GaSb-GaSb-GaSb,19.51
ZnTe-ZnTe-GaSb-GaSb-GaSb-InAs,18.61
ZnTe-ZnTe-GaSb-GaSb-InAs-InAs,20.95
ZnTe-ZnTe-GaSb-InAs-InAs-InAs,19.34
ZnTe-ZnTe-InAs-InAs-InAs-InAs,17.93
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InAs,24.69
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InP,19.17
ZnTe-ZnTe-ZnTe-CdSe-InAs-InAs,24.71
ZnTe-ZnTe-ZnTe-GaSb-CdSe-CdSe,26.85
ZnTe-ZnTe-ZnTe-GaSb-GaSb-CdSe,23.84
ZnTe-ZnTe-ZnTe-GaSb-GaSb-GaSb,19.34
ZnTe-ZnTe-ZnTe-GaSb-GaSb-InAs,11.5
ZnTe-ZnTe-ZnTe-InAs-InAs-InAs,21.75
ZnTe-ZnTe-ZnTe-InP-InP-InP,20.48
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-CdSe,26.34
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-InAs,18.47
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-CdSe,24.91
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-GaSb,19.38
ZnTe-ZnTe-ZnTe-ZnTe-InAs-InAs,21.68
ZnTe-ZnTe-ZnTe-ZnTe-InP-InP,21.02
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,24.79
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InAs,17.72
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InP,21.27
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,20.9
