System_Name,A1_atom,B1_atom,A2_atom,B2_atom,gllbsc_ind_gap
KNbLaGaO6,K,Nb,La,Ga,4.812455616
KNbLaInO6,K,Nb,La,In,4.894367785
KNbMgTiO6,K,Nb,Mg,Ti,4.020037277
KNbMgZrO6,K,Nb,Mg,Zr,4.95899481
KNbNaNbO6,K,Nb,Na,Nb,3.1607537569999997
KNbNaSbO6,K,Nb,Na,Sb,4.204154377
KNbPbTiO6,K,Nb,Pb,Ti,3.5055019130000002
KNbRbNbO6,K,Nb,Rb,Nb,3.346984265
KNbSnTiO6,K,Nb,Sn,Ti,2.80800255
KNbSrGeO6,K,Nb,Sr,Ge,4.449250085
KNbSrSiO6,K,Nb,Sr,Si,3.980946504
KNbSrSnO6,K,Nb,Sr,Sn,4.96090882
KNbTlNbO6,K,Nb,Tl,Nb,1.839635631
KNbYAlO6,K,Nb,Y,Al,4.7281547
KSbAgNbO6,K,Sb,Ag,Nb,3.9058389360000003
KSbBaTiO6,K,Sb,Ba,Ti,3.7212624389999998
KSbCaSiO6,K,Sb,Ca,Si,2.7329533180000003
KSbCaSnO6,K,Sb,Ca,Sn,2.713900428
KSbCaTiO6,K,Sb,Ca,Ti,4.271677539
KSbGaNbO6,K,Sb,Ga,Nb,1.9682602230000001
KSbLaGaO6,K,Sb,La,Ga,2.7513271969999997
KSbLaInO6,K,Sb,La,In,3.3688205719999997
KSbLiNbO6,K,Sb,Li,Nb,4.305385483
KSbLiVO6,K,Sb,Li,V,1.8954206669999998
KSbMgZrO6,K,Sb,Mg,Zr,5.774517555
KSbNaNbO6,K,Sb,Na,Nb,4.209344679
KSbNaVO6,K,Sb,Na,V,1.877171235
KSbRbNbO6,K,Sb,Rb,Nb,3.689934172
KSbSnHfO6,K,Sb,Sn,Hf,4.021699995
KSbSrSiO6,K,Sb,Sr,Si,2.2120248559999998
KSbSrSnO6,K,Sb,Sr,Sn,1.629370353
KSbTlNbO6,K,Sb,Tl,Nb,1.75729976
KSbYAlO6,K,Sb,Y,Al,4.558409892
KTaAgTaO6,K,Ta,Ag,Ta,3.9667980430000003
KTaBaSnO6,K,Ta,Ba,Sn,5.196457856
KTaCaGeO6,K,Ta,Ca,Ge,5.429801846
KTaCaHfO6,K,Ta,Ca,Hf,5.46520753
KTaCaSiO6,K,Ta,Ca,Si,5.1063375319999995
KTaCaSnO6,K,Ta,Ca,Sn,5.221454507
KTaCaTiO6,K,Ta,Ca,Ti,4.251020823
KTaCaZrO6,K,Ta,Ca,Zr,5.396139557000001
KTaCsNbO6,K,Ta,Cs,Nb,3.294911002
KTaCsVO6,K,Ta,Cs,V,2.274588477
KTaGaNbO6,K,Ta,Ga,Nb,1.72329943
KTaKNbO6,K,Ta,K,Nb,3.448861519
KTaKSbO6,K,Ta,K,Sb,4.372567795
KTaLaAlO6,K,Ta,La,Al,5.379821007
KTaLaGaO6,K,Ta,La,Ga,5.70532802
KTaLaScO6,K,Ta,La,Sc,5.649467495
KTaLiNbO6,K,Ta,Li,Nb,3.572560671
KTaLiTaO6,K,Ta,Li,Ta,4.13821904
KTaLiVO6,K,Ta,Li,V,2.301864217
KTaMgTiO6,K,Ta,Mg,Ti,5.203062127
KTaMgZrO6,K,Ta,Mg,Zr,5.4996819189999995
KTaNaNbO6,K,Ta,Na,Nb,3.540818105
KTaNaSbO6,K,Ta,Na,Sb,4.710700726000001
KTaNaTaO6,K,Ta,Na,Ta,4.105232238999999
KTaPbHfO6,K,Ta,Pb,Hf,5.212113424
KTaPbZrO6,K,Ta,Pb,Zr,5.116273478
KTaRbNbO6,K,Ta,Rb,Nb,3.385510444
KTaRbTaO6,K,Ta,Rb,Ta,3.939485875
KTaSnTiO6,K,Ta,Sn,Ti,3.1962914710000003
KTaSnZrO6,K,Ta,Sn,Zr,4.092547044
KTaSrGeO6,K,Ta,Sr,Ge,5.134653758
KTaSrHfO6,K,Ta,Sr,Hf,5.1571793360000004
KTaSrSiO6,K,Ta,Sr,Si,5.004405535
KTaSrSnO6,K,Ta,Sr,Sn,5.5502007529999995
KTaSrTiO6,K,Ta,Sr,Ti,3.877403015
KTaSrZrO6,K,Ta,Sr,Zr,5.0618042469999995
KTaTlNbO6,K,Ta,Tl,Nb,1.760505571
KTaTlTaO6,K,Ta,Tl,Ta,2.244292146
KTaYAlO6,K,Ta,Y,Al,5.733834897
LaAlLaGaO6,La,Al,La,Ga,6.766541856
LaAlLaInO6,La,Al,La,In,6.523672765
LaAlMgTiO6,La,Al,Mg,Ti,5.189103214
LaAlSnTiO6,La,Al,Sn,Ti,3.452664382
LaAlYAlO6,La,Al,Y,Al,7.493232168
LaGaLaInO6,La,Ga,La,In,5.091140900000001
LaGaMgTiO6,La,Ga,Mg,Ti,5.244393485
LaGaSnTiO6,La,Ga,Sn,Ti,4.003966794
LaGaYAlO6,La,Ga,Y,Al,6.95217569
LaInMgTiO6,La,In,Mg,Ti,5.177625765
LaInYAlO6,La,In,Y,Al,6.125274178
LaScAgNbO6,La,Sc,Ag,Nb,4.33272259
LaScAgTaO6,La,Sc,Ag,Ta,5.009320756
LaScBaSnO6,La,Sc,Ba,Sn,6.7878788860000006
LaScCaGeO6,La,Sc,Ca,Ge,7.230272945
LaScCaSiO6,La,Sc,Ca,Si,7.136365745
LaScCaSnO6,La,Sc,Ca,Sn,6.652121121
LaScCaTiO6,La,Sc,Ca,Ti,5.360804586
LaScCsNbO6,La,Sc,Cs,Nb,4.414961176
LaScCsVO6,La,Sc,Cs,V,2.104586049
LaScGaNbO6,La,Sc,Ga,Nb,2.4390440719999997
LaScInNbO6,La,Sc,In,Nb,1.6230703519999998
LaScKNbO6,La,Sc,K,Nb,4.8192764619999995
LaScKSbO6,La,Sc,K,Sb,5.827808786
LaScLaAlO6,La,Sc,La,Al,6.066795195
LaScLaGaO6,La,Sc,La,Ga,6.065509156
LaScLaInO6,La,Sc,La,In,6.687201247000001
LaScLiTaO6,La,Sc,Li,Ta,5.566786018999999
LaScLiVO6,La,Sc,Li,V,2.829679604
LaScMgTiO6,La,Sc,Mg,Ti,5.328311049
LaScMgZrO6,La,Sc,Mg,Zr,7.318121813999999
LaScNaNbO6,La,Sc,Na,Nb,4.961520789
LaScNaVO6,La,Sc,Na,V,2.340322481
LaScPbHfO6,La,Sc,Pb,Hf,5.582233225
LaScPbTiO6,La,Sc,Pb,Ti,5.02202552
LaScPbZrO6,La,Sc,Pb,Zr,5.69255743
LaScRbNbO6,La,Sc,Rb,Nb,4.729214611000001
LaScSnHfO6,La,Sc,Sn,Hf,5.1449751930000005
LaScSnTiO6,La,Sc,Sn,Ti,3.53219192
LaScSnZrO6,La,Sc,Sn,Zr,5.033477645
LaScSrGeO6,La,Sc,Sr,Ge,7.046287532000001
LaScSrHfO6,La,Sc,Sr,Hf,7.331300549
LaScSrSiO6,La,Sc,Sr,Si,7.056130171
LaScSrSnO6,La,Sc,Sr,Sn,6.589774789
LaScSrTiO6,La,Sc,Sr,Ti,5.102706272
LaScSrZrO6,La,Sc,Sr,Zr,7.0931818610000015
LaScYAlO6,La,Sc,Y,Al,7.503217509
LiNbCaGeO6,Li,Nb,Ca,Ge,4.659391641
LiNbCaSiO6,Li,Nb,Ca,Si,4.303741955
LiNbCaSnO6,Li,Nb,Ca,Sn,4.816024988000001
LiNbCaTiO6,Li,Nb,Ca,Ti,3.6474952760000003
LiNbLaAlO6,Li,Nb,La,Al,4.578444546
LiNbLaInO6,Li,Nb,La,In,4.789109121
LiNbMgTiO6,Li,Nb,Mg,Ti,5.184540584
LiNbSnTiO6,Li,Nb,Sn,Ti,2.791704414
LiNbSrGeO6,Li,Nb,Sr,Ge,4.595673331
LiNbSrSnO6,Li,Nb,Sr,Sn,5.081040725
LiNbYAlO6,Li,Nb,Y,Al,5.004391786
LiTaAgTaO6,Li,Ta,Ag,Ta,4.076533852
LiTaBaSnO6,Li,Ta,Ba,Sn,5.588445276
LiTaBaTiO6,Li,Ta,Ba,Ti,3.879725309
LiTaCaGeO6,Li,Ta,Ca,Ge,5.709269761
LiTaCaSiO6,Li,Ta,Ca,Si,5.329736032
LiTaCaTiO6,Li,Ta,Ca,Ti,4.095229431
LiTaCsVO6,Li,Ta,Cs,V,2.5999145230000003
LiTaGaNbO6,Li,Ta,Ga,Nb,1.730549506
LiTaGaTaO6,Li,Ta,Ga,Ta,2.22363242
LiTaKNbO6,Li,Ta,K,Nb,3.572092108
LiTaKSbO6,Li,Ta,K,Sb,4.8151697989999995
LiTaLaGaO6,Li,Ta,La,Ga,5.800399131
LiTaLaInO6,Li,Ta,La,In,5.462839196
LiTaLiNbO6,Li,Ta,Li,Nb,3.784446853
LiTaLiVO6,Li,Ta,Li,V,2.046245105
LiTaMgTiO6,Li,Ta,Mg,Ti,5.556495063
LiTaMgZrO6,Li,Ta,Mg,Zr,6.196617848
LiTaNaNbO6,Li,Ta,Na,Nb,3.680948662
LiTaNaSbO6,Li,Ta,Na,Sb,5.200533194
LiTaNaVO6,Li,Ta,Na,V,2.545787213
LiTaPbTiO6,Li,Ta,Pb,Ti,4.072581018999999
LiTaRbNbO6,Li,Ta,Rb,Nb,3.510160202
LiTaSnHfO6,Li,Ta,Sn,Hf,4.033662859
LiTaSnTiO6,Li,Ta,Sn,Ti,3.1931040760000005
LiTaSnZrO6,Li,Ta,Sn,Zr,4.001917778999999
LiTaSrGeO6,Li,Ta,Sr,Ge,5.630547119
LiTaSrHfO6,Li,Ta,Sr,Hf,5.270828814
LiTaSrSnO6,Li,Ta,Sr,Sn,5.96871878
LiTaSrTiO6,Li,Ta,Sr,Ti,4.0146173030000005
LiTaTlTaO6,Li,Ta,Tl,Ta,2.248528162
LiTaYAlO6,Li,Ta,Y,Al,6.007036608
LiVAgNbO6,Li,V,Ag,Nb,2.152959222
LiVCaGeO6,Li,V,Ca,Ge,2.638234338
LiVCaSiO6,Li,V,Ca,Si,1.748630683
LiVCaSnO6,Li,V,Ca,Sn,2.2417171590000002
LiVCaTiO6,Li,V,Ca,Ti,3.037879554
LiVLaAlO6,Li,V,La,Al,2.385917639
LiVLaGaO6,Li,V,La,Ga,2.399066466
LiVLaInO6,Li,V,La,In,2.757312288
LiVLiNbO6,Li,V,Li,Nb,2.293919511
LiVMgTiO6,Li,V,Mg,Ti,3.316236372
LiVRbNbO6,Li,V,Rb,Nb,2.267615615
LiVSnTiO6,Li,V,Sn,Ti,0.814423789
LiVSrSnO6,Li,V,Sr,Sn,2.2064138840000003
MgTiSnTiO6,Mg,Ti,Sn,Ti,2.321158509
MgTiYAlO6,Mg,Ti,Y,Al,5.332891749
MgZrAgNbO6,Mg,Zr,Ag,Nb,4.547511185
MgZrAgTaO6,Mg,Zr,Ag,Ta,4.931917058
MgZrCaGeO6,Mg,Zr,Ca,Ge,6.4760649379999995
MgZrCaSiO6,Mg,Zr,Ca,Si,7.780486817000001
MgZrCaSnO6,Mg,Zr,Ca,Sn,6.514943947000001
MgZrCaTiO6,Mg,Zr,Ca,Ti,5.92861799
MgZrInTaO6,Mg,Zr,In,Ta,2.058860702
MgZrLaAlO6,Mg,Zr,La,Al,7.2443065010000005
MgZrLaGaO6,Mg,Zr,La,Ga,6.9721985029999995
MgZrLiNbO6,Mg,Zr,Li,Nb,5.014033707
MgZrLiVO6,Mg,Zr,Li,V,3.388074816
MgZrMgTiO6,Mg,Zr,Mg,Ti,5.855148192000001
MgZrNaSbO6,Mg,Zr,Na,Sb,5.816665475
MgZrPbHfO6,Mg,Zr,Pb,Hf,5.131563185
MgZrPbTiO6,Mg,Zr,Pb,Ti,4.57721179
MgZrPbZrO6,Mg,Zr,Pb,Zr,5.7039079379999995
MgZrRbNbO6,Mg,Zr,Rb,Nb,5.208754396000001
MgZrSnTiO6,Mg,Zr,Sn,Ti,3.2852254760000004
MgZrSnZrO6,Mg,Zr,Sn,Zr,4.79223757
MgZrSrGeO6,Mg,Zr,Sr,Ge,5.950811102
MgZrSrTiO6,Mg,Zr,Sr,Ti,5.734546456
MgZrTlNbO6,Mg,Zr,Tl,Nb,3.5445790969999997
MgZrYAlO6,Mg,Zr,Y,Al,7.555574901
NaNbAgNbO6,Na,Nb,Ag,Nb,3.1393280580000003
NaNbCaGeO6,Na,Nb,Ca,Ge,4.62174398
NaNbCaSiO6,Na,Nb,Ca,Si,4.24087257
NaNbCaSnO6,Na,Nb,Ca,Sn,4.925651545
NaNbLaAlO6,Na,Nb,La,Al,4.5579704130000005
NaNbLaGaO6,Na,Nb,La,Ga,4.913052241
NaNbLaInO6,Na,Nb,La,In,5.013442147
NaNbLiNbO6,Na,Nb,Li,Nb,3.659244615
NaNbLiVO6,Na,Nb,Li,V,2.760541559
NaNbMgTiO6,Na,Nb,Mg,Ti,5.159811711000001
NaNbNaSbO6,Na,Nb,Na,Sb,4.537857987
NaNbNaVO6,Na,Nb,Na,V,2.7441361210000004
NaNbSnTiO6,Na,Nb,Sn,Ti,2.7968933060000003
NaNbSrGeO6,Na,Nb,Sr,Ge,4.563114357
NaNbSrSiO6,Na,Nb,Sr,Si,4.1110849210000024
NaNbSrTiO6,Na,Nb,Sr,Ti,3.546993655
NaNbYAlO6,Na,Nb,Y,Al,4.9048668310000005
NaSbAgNbO6,Na,Sb,Ag,Nb,4.154201606
NaSbCaGeO6,Na,Sb,Ca,Ge,2.826551875
NaSbCaSiO6,Na,Sb,Ca,Si,3.8315768689999996
NaSbCaSnO6,Na,Sb,Ca,Sn,3.14998536
NaSbCaTiO6,Na,Sb,Ca,Ti,4.569549916000001
NaSbLaAlO6,Na,Sb,La,Al,4.720018949
NaSbLaGaO6,Na,Sb,La,Ga,3.114709108
NaSbLaInO6,Na,Sb,La,In,3.909197233
NaSbLiVO6,Na,Sb,Li,V,2.5210965080000003
NaSbMgTiO6,Na,Sb,Mg,Ti,4.3165664139999995
NaSbNaVO6,Na,Sb,Na,V,1.933565235
NaSbSnTiO6,Na,Sb,Sn,Ti,3.277038807
NaSbSrGeO6,Na,Sb,Sr,Ge,2.10329495
NaSbSrSiO6,Na,Sb,Sr,Si,2.87021297
NaSbSrSnO6,Na,Sb,Sr,Sn,2.010337533
NaSbSrTiO6,Na,Sb,Sr,Ti,4.337563243
NaSbYAlO6,Na,Sb,Y,Al,5.345071995
NaTaAgNbO6,Na,Ta,Ag,Nb,3.5232437389999998
NaTaAgTaO6,Na,Ta,Ag,Ta,4.048614558
NaTaBaSnO6,Na,Ta,Ba,Sn,5.488531427000001
NaTaCaGeO6,Na,Ta,Ca,Ge,5.672504696
NaTaCaSiO6,Na,Ta,Ca,Si,5.285961533
NaTaCsNbO6,Na,Ta,Cs,Nb,3.37538625
NaTaCsVO6,Na,Ta,Cs,V,2.3630097930000002
NaTaGaTaO6,Na,Ta,Ga,Ta,2.222919423
NaTaKNbO6,Na,Ta,K,Nb,3.540237672
NaTaKSbO6,Na,Ta,K,Sb,4.704438422
NaTaLaAlO6,Na,Ta,La,Al,5.463483714
NaTaLaGaO6,Na,Ta,La,Ga,5.783047389
NaTaLaInO6,Na,Ta,La,In,5.796447733
NaTaLaScO6,Na,Ta,La,Sc,5.81349461
NaTaLiNbO6,Na,Ta,Li,Nb,3.6806297189999997
NaTaLiVO6,Na,Ta,Li,V,2.329410389
NaTaMgTiO6,Na,Ta,Mg,Ti,5.507143417000001
NaTaMgZrO6,Na,Ta,Mg,Zr,6.5695688489999995
NaTaNaNbO6,Na,Ta,Na,Nb,3.6471170139999995
NaTaNaVO6,Na,Ta,Na,V,2.169068677
NaTaPbHfO6,Na,Ta,Pb,Hf,5.305299178
NaTaPbTiO6,Na,Ta,Pb,Ti,4.039463554
NaTaPbZrO6,Na,Ta,Pb,Zr,5.216403865
NaTaRbNbO6,Na,Ta,Rb,Nb,3.4800145689999997
NaTaSnHfO6,Na,Ta,Sn,Hf,3.914535872
NaTaSnZrO6,Na,Ta,Sn,Zr,3.898925658
NaTaSrHfO6,Na,Ta,Sr,Hf,5.245269065
NaTaSrSnO6,Na,Ta,Sr,Sn,5.861567096
NaTaSrTiO6,Na,Ta,Sr,Ti,3.984039403
NaTaSrZrO6,Na,Ta,Sr,Zr,5.1503266210000005
NaTaTlNbO6,Na,Ta,Tl,Nb,1.759992136
NaTaTlTaO6,Na,Ta,Tl,Ta,2.248121897
NaVAgNbO6,Na,V,Ag,Nb,2.024041846
NaVCaGeO6,Na,V,Ca,Ge,2.0404105269999997
NaVCaSiO6,Na,V,Ca,Si,1.556374115
NaVCaSnO6,Na,V,Ca,Sn,2.198835873
NaVCaTiO6,Na,V,Ca,Ti,2.748175665
NaVLaAlO6,Na,V,La,Al,2.104043702
NaVLaGaO6,Na,V,La,Ga,2.327056312
NaVLaInO6,Na,V,La,In,2.544322997
NaVLiNbO6,Na,V,Li,Nb,2.81010926
NaVLiVO6,Na,V,Li,V,1.7829642019999998
NaVMgTiO6,Na,V,Mg,Ti,2.9754849119999998
NaVRbNbO6,Na,V,Rb,Nb,2.345476269
NaVSnTiO6,Na,V,Sn,Ti,0.833213251
NaVSrSiO6,Na,V,Sr,Si,1.5485479009999998
NaVSrTiO6,Na,V,Sr,Ti,2.0539659340000003
NaVYAlO6,Na,V,Y,Al,2.2254344880000003
PbHfAgNbO6,Pb,Hf,Ag,Nb,4.224152118
PbHfBaSnO6,Pb,Hf,Ba,Sn,5.867489513
PbHfCaSiO6,Pb,Hf,Ca,Si,6.23205056
PbHfCaSnO6,Pb,Hf,Ca,Sn,6.036393612
PbHfCaTiO6,Pb,Hf,Ca,Ti,4.381883728
PbHfCsVO6,Pb,Hf,Cs,V,1.830093634
PbHfGaTaO6,Pb,Hf,Ga,Ta,3.513598295
PbHfInNbO6,Pb,Hf,In,Nb,1.4911185269999998
PbHfKNbO6,Pb,Hf,K,Nb,4.3474204610000005
PbHfLaAlO6,Pb,Hf,La,Al,6.240145632000001
PbHfLaGaO6,Pb,Hf,La,Ga,6.3301186210000004
PbHfLiNbO6,Pb,Hf,Li,Nb,4.317254424
PbHfLiVO6,Pb,Hf,Li,V,1.971901666
PbHfNaSbO6,Pb,Hf,Na,Sb,5.76696615
PbHfNaVO6,Pb,Hf,Na,V,1.9634334999999998
PbHfPbTiO6,Pb,Hf,Pb,Ti,4.510073988
PbHfRbNbO6,Pb,Hf,Rb,Nb,4.294597438
PbHfSnTiO6,Pb,Hf,Sn,Ti,3.97386115
PbHfSnZrO6,Pb,Hf,Sn,Zr,4.38249106
PbHfSrSiO6,Pb,Hf,Sr,Si,6.223094959
PbHfSrSnO6,Pb,Hf,Sr,Sn,5.969245121
PbHfSrTiO6,Pb,Hf,Sr,Ti,4.511809568
PbHfTlNbO6,Pb,Hf,Tl,Nb,2.759636618
PbHfTlTaO6,Pb,Hf,Tl,Ta,3.5201761389999997
PbHfYAlO6,Pb,Hf,Y,Al,5.658814835
PbTiBaSnO6,Pb,Ti,Ba,Sn,4.748196307
PbTiBaTiO6,Pb,Ti,Ba,Ti,3.64716967
PbTiCaGeO6,Pb,Ti,Ca,Ge,4.326039143
PbTiCaSiO6,Pb,Ti,Ca,Si,3.6168925819999997
PbTiCaSnO6,Pb,Ti,Ca,Sn,3.866511669
PbTiLaAlO6,Pb,Ti,La,Al,4.438175554
PbTiLiNbO6,Pb,Ti,Li,Nb,3.632440439
PbTiLiVO6,Pb,Ti,Li,V,1.564150221
PbTiMgTiO6,Pb,Ti,Mg,Ti,3.54079145
PbTiNaNbO6,Pb,Ti,Na,Nb,3.603454802
PbTiNaSbO6,Pb,Ti,Na,Sb,4.20100595
PbTiSnTiO6,Pb,Ti,Sn,Ti,2.740887039
PbTiSrGeO6,Pb,Ti,Sr,Ge,4.2144398039999995
PbTiSrSiO6,Pb,Ti,Sr,Si,3.6395107230000003
PbTiSrSnO6,Pb,Ti,Sr,Sn,4.982430469
PbTiSrTiO6,Pb,Ti,Sr,Ti,3.7540548639999995
PbTiTlNbO6,Pb,Ti,Tl,Nb,2.253986807
PbTiYAlO6,Pb,Ti,Y,Al,3.887638405
PbZrAgNbO6,Pb,Zr,Ag,Nb,4.166115284
PbZrBaSnO6,Pb,Zr,Ba,Sn,5.7961482470000005
PbZrBaTiO6,Pb,Zr,Ba,Ti,4.688502615
PbZrCaGeO6,Pb,Zr,Ca,Ge,6.26137224
PbZrCaSiO6,Pb,Zr,Ca,Si,6.062284869
PbZrCaSnO6,Pb,Zr,Ca,Sn,5.978942608
PbZrCaTiO6,Pb,Zr,Ca,Ti,4.347411697
PbZrCsVO6,Pb,Zr,Cs,V,2.327454613
PbZrGaNbO6,Pb,Zr,Ga,Nb,2.7285017519999997
PbZrKNbO6,Pb,Zr,K,Nb,4.301584994
PbZrLaAlO6,Pb,Zr,La,Al,6.1230850310000005
PbZrLaGaO6,Pb,Zr,La,Ga,5.792527132999999
PbZrLiVO6,Pb,Zr,Li,V,1.984307728
PbZrMgTiO6,Pb,Zr,Mg,Ti,4.199383995
PbZrNaNbO6,Pb,Zr,Na,Nb,4.26853485
PbZrNaSbO6,Pb,Zr,Na,Sb,5.661587712
PbZrNaVO6,Pb,Zr,Na,V,1.975980895
PbZrPbTiO6,Pb,Zr,Pb,Ti,4.486692552
PbZrRbNbO6,Pb,Zr,Rb,Nb,4.42595383
PbZrSnZrO6,Pb,Zr,Sn,Zr,4.3726229839999995
PbZrSrGeO6,Pb,Zr,Sr,Ge,6.143619812000001
PbZrSrSiO6,Pb,Zr,Sr,Si,6.047798161
PbZrSrSnO6,Pb,Zr,Sr,Sn,5.9098170460000015
PbZrTlNbO6,Pb,Zr,Tl,Nb,2.769123763
PbZrYAlO6,Pb,Zr,Y,Al,5.5806835239999995
RbNbBaTiO6,Rb,Nb,Ba,Ti,3.825994961
RbNbCaGeO6,Rb,Nb,Ca,Ge,4.444933002
RbNbCaSiO6,Rb,Nb,Ca,Si,3.9618335989999998
RbNbCaSnO6,Rb,Nb,Ca,Sn,4.978006733
RbNbCaTiO6,Rb,Nb,Ca,Ti,3.4646062860000004
RbNbGaNbO6,Rb,Nb,Ga,Nb,1.501461081
RbNbLaAlO6,Rb,Nb,La,Al,4.45268281
RbNbLaGaO6,Rb,Nb,La,Ga,4.739790941
RbNbLiNbO6,Rb,Nb,Li,Nb,3.132605798
RbNbNaNbO6,Rb,Nb,Na,Nb,3.104351528
RbNbPbTiO6,Rb,Nb,Pb,Ti,3.9278421619999997
RbNbSnTiO6,Rb,Nb,Sn,Ti,2.827129685
RbNbSrSiO6,Rb,Nb,Sr,Si,3.912411102
RbNbSrSnO6,Rb,Nb,Sr,Sn,4.8666657739999994
RbNbTlNbO6,Rb,Nb,Tl,Nb,1.926609234
RbNbTlTaO6,Rb,Nb,Tl,Ta,1.7557722180000002
RbNbYAlO6,Rb,Nb,Y,Al,4.581560313
RbTaAgTaO6,Rb,Ta,Ag,Ta,3.912786912
RbTaBaSnO6,Rb,Ta,Ba,Sn,5.005447926
RbTaBaTiO6,Rb,Ta,Ba,Ti,3.7254611810000013
RbTaCaGeO6,Rb,Ta,Ca,Ge,5.172654926
RbTaCaHfO6,Rb,Ta,Ca,Hf,5.344751259
RbTaCaSiO6,Rb,Ta,Ca,Si,5.0099837019999995
RbTaCaSnO6,Rb,Ta,Ca,Sn,5.542419882000001
RbTaCaTiO6,Rb,Ta,Ca,Ti,4.15025041
RbTaCaZrO6,Rb,Ta,Ca,Zr,5.289425231
RbTaCsNbO6,Rb,Ta,Cs,Nb,3.244169484
RbTaCsVO6,Rb,Ta,Cs,V,2.256230932
RbTaGaNbO6,Rb,Ta,Ga,Nb,1.714926982
RbTaGaTaO6,Rb,Ta,Ga,Ta,2.197091366
RbTaKNbO6,Rb,Ta,K,Nb,3.3853571469999997
RbTaKSbO6,Rb,Ta,K,Sb,4.1381932410000015
RbTaLaAlO6,Rb,Ta,La,Al,5.3503708969999995
RbTaLaGaO6,Rb,Ta,La,Ga,5.68309794
RbTaLaScO6,Rb,Ta,La,Sc,5.569235185
RbTaLiNbO6,Rb,Ta,Li,Nb,3.503887171
RbTaLiTaO6,Rb,Ta,Li,Ta,4.063775902
RbTaLiVO6,Rb,Ta,Li,V,2.2561567730000003
RbTaMgTiO6,Rb,Ta,Mg,Ti,5.087929236
RbTaNaNbO6,Rb,Ta,Na,Nb,3.480365291
RbTaNaTaO6,Rb,Ta,Na,Ta,4.032147769
RbTaNaVO6,Rb,Ta,Na,V,1.9924314840000001
RbTaPbHfO6,Rb,Ta,Pb,Hf,5.152195244
RbTaPbTiO6,Rb,Ta,Pb,Ti,3.8639663539999995
RbTaPbZrO6,Rb,Ta,Pb,Zr,5.061727768
RbTaRbNbO6,Rb,Ta,Rb,Nb,3.324907538
RbTaSnHfO6,Rb,Ta,Sn,Hf,4.788507051
RbTaSnTiO6,Rb,Ta,Sn,Ti,3.187687673
RbTaSnZrO6,Rb,Ta,Sn,Zr,4.738259487
RbTaSrGeO6,Rb,Ta,Sr,Ge,4.8866058610000005
RbTaSrSiO6,Rb,Ta,Sr,Si,4.925639137
RbTaSrSnO6,Rb,Ta,Sr,Sn,5.339337693
RbTaSrTiO6,Rb,Ta,Sr,Ti,3.8204170260000003
RbTaSrZrO6,Rb,Ta,Sr,Zr,5.004836343
RbTaTlTaO6,Rb,Ta,Tl,Ta,2.236308333
RbTaYAlO6,Rb,Ta,Y,Al,5.611690741
SnHfAgNbO6,Sn,Hf,Ag,Nb,3.209983605
SnHfBaSnO6,Sn,Hf,Ba,Sn,5.174115888
SnHfBaTiO6,Sn,Hf,Ba,Ti,4.117569876
SnHfCaGeO6,Sn,Hf,Ca,Ge,4.190195999
SnHfCaSiO6,Sn,Hf,Ca,Si,4.879451562
SnHfCaTiO6,Sn,Hf,Ca,Ti,3.352056245
SnHfCsVO6,Sn,Hf,Cs,V,1.553908766
SnHfGaNbO6,Sn,Hf,Ga,Nb,2.680932059
SnHfGaTaO6,Sn,Hf,Ga,Ta,3.434604475
SnHfInNbO6,Sn,Hf,In,Nb,1.463743255
SnHfKNbO6,Sn,Hf,K,Nb,4.033855052
SnHfLaAlO6,Sn,Hf,La,Al,4.926783336000001
SnHfLaGaO6,Sn,Hf,La,Ga,4.783226641000001
SnHfLiNbO6,Sn,Hf,Li,Nb,3.257029919
SnHfLiVO6,Sn,Hf,Li,V,0.650198371
SnHfNaNbO6,Sn,Hf,Na,Nb,3.140093285
SnHfNaSbO6,Sn,Hf,Na,Sb,4.99990274
SnHfNaVO6,Sn,Hf,Na,V,1.4832399490000001
SnHfPbTiO6,Sn,Hf,Pb,Ti,3.974059783
SnHfRbNbO6,Sn,Hf,Rb,Nb,4.012968026999999
SnHfSnTiO6,Sn,Hf,Sn,Ti,3.527115883
SnHfSnZrO6,Sn,Hf,Sn,Zr,3.970705007
SnHfSrGeO6,Sn,Hf,Sr,Ge,5.080946049
SnHfSrSiO6,Sn,Hf,Sr,Si,4.896460123
SnHfSrSnO6,Sn,Hf,Sr,Sn,5.171032937
SnHfSrTiO6,Sn,Hf,Sr,Ti,4.144891868999999
SnHfTlNbO6,Sn,Hf,Tl,Nb,2.709728065
SnHfYAlO6,Sn,Hf,Y,Al,4.336146837
SnTiYAlO6,Sn,Ti,Y,Al,2.7000368989999997
SnZrAgNbO6,Sn,Zr,Ag,Nb,3.229537258
SnZrBaSnO6,Sn,Zr,Ba,Sn,5.1355535869999995
SnZrBaTiO6,Sn,Zr,Ba,Ti,4.111540315
SnZrCaGeO6,Sn,Zr,Ca,Ge,4.991572731000001
SnZrCaSiO6,Sn,Zr,Ca,Si,4.77896532
SnZrCaTiO6,Sn,Zr,Ca,Ti,3.430578699
SnZrCaZrO6,Sn,Zr,Ca,Zr,4.884594323
SnZrCsVO6,Sn,Zr,Cs,V,1.5799635909999998
SnZrGaNbO6,Sn,Zr,Ga,Nb,2.6795489040000002
SnZrGaTaO6,Sn,Zr,Ga,Ta,3.407617962
