"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c13 (GPa)
GaSb-GaSb-GaSb-GaSb-InAs-InAs,20.59
GaSb-InAs-InAs-InAs-InAs-InAs,10.89
InN-InN-InN-InN-InN-InN,78.68
InP-InP-InP-InP-InP-InP,22.29
MgS-AlAs-AlAs-AlAs-AlAs-AlAs,32.68
MgS-AlAs-AlAs-AlAs-AlAs-GaAs,32.07
MgS-AlAs-AlAs-AlAs-AlAs-ZnSe,32.67
MgS-AlAs-AlAs-AlAs-CuBr-GaAs,14.32
MgS-AlAs-AlAs-AlAs-CuBr-ZnSe,14.31
MgS-AlAs-AlAs-AlAs-GaAs-GaAs,30.35
MgS-AlAs-AlAs-AlAs-ZnSe-GaAs,28.94
MgS-AlAs-AlAs-AlAs-ZnSe-ZnSe,31.99
MgS-AlAs-AlAs-CuBr-CuBr-GaAs,17.98
MgS-AlAs-AlAs-CuBr-ZnSe-GaAs,14.39
MgS-AlAs-AlAs-GaAs-GaAs-GaAs,30.65
MgS-AlAs-AlAs-ZnSe-GaAs-GaAs,22.99
MgS-AlAs-AlAs-ZnSe-ZnSe-GaAs,29.62
MgS-AlAs-AlAs-ZnSe-ZnSe-ZnSe,31.92
MgS-AlAs-CuBr-CuBr-CuBr-ZnSe,2.07
MgS-AlAs-CuBr-CuBr-GaAs-GaAs,32.64
MgS-AlAs-CuBr-GaAs-GaAs-GaAs,26.13
MgS-AlAs-CuBr-ZnSe-GaAs-GaAs,12.42
MgS-AlAs-CuBr-ZnSe-ZnSe-GaAs,1.1
MgS-AlAs-ZnSe-GaAs-GaAs-GaAs,25.22
MgS-AlAs-ZnSe-ZnSe-GaAs-GaAs,27.73
MgS-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,30.99
MgS-AlP-AlP-AlP-AlP-AlP,32.6
MgS-AlP-AlP-AlP-AlP-CuBr,27.04
MgS-AlP-AlP-AlP-AlP-GaP,26.84
MgS-AlP-AlP-AlP-CuBr-GaP,17.25
MgS-AlP-AlP-AlP-CuBr-ZnSe,12.17
MgS-AlP-AlP-AlP-ZnSe-GaP,28.36
MgS-AlP-AlP-CuBr-ZnSe-ZnSe,13.69
MgS-AlP-AlP-GaP-GaP-GaP,32.04
MgS-AlP-AlP-ZnSe-GaP-GaP,22.97
MgS-AlP-AlP-ZnSe-ZnSe-GaP,27.45
MgS-AlP-AlP-ZnSe-ZnSe-ZnSe,32.11
MgS-AlP-CuBr-CuBr-CuBr-CuBr,27.52
MgS-AlP-CuBr-CuBr-CuBr-GaP,1.5
MgS-AlP-CuBr-GaP-GaP-GaP,24.37
MgS-AlP-CuBr-ZnSe-ZnSe-GaP,0.05
MgS-AlP-CuBr-ZnSe-ZnSe-ZnSe,19.02
MgS-AlP-GaP-GaP-GaP-GaP,29.97
MgS-AlP-ZnSe-GaP-GaP-GaP,23.87
MgS-AlP-ZnSe-ZnSe-GaP-GaP,25.3
MgS-AlP-ZnSe-ZnSe-ZnSe-GaP,29.21
MgS-BeTe-AlAs-AlAs-AlAs-CuBr,12.8
MgS-BeTe-AlAs-AlAs-AlAs-GaAs,37.34
MgS-BeTe-AlAs-AlAs-AlAs-ZnSe,32.98
MgS-BeTe-AlAs-AlAs-CuBr-CuBr,16.41
MgS-BeTe-AlAs-AlAs-GaAs-GaAs,35.24
MgS-BeTe-AlAs-AlAs-ZnSe-GaAs,26.03
MgS-BeTe-AlAs-AlAs-ZnSe-ZnSe,32.24
MgS-BeTe-AlAs-CuBr-CuBr-ZnSe,15.33
MgS-BeTe-AlAs-CuBr-GaAs-GaAs,2.05
MgS-BeTe-AlAs-CuBr-ZnSe-ZnSe,6.85
MgS-BeTe-AlAs-GaAs-GaAs-GaAs,33.42
MgS-BeTe-AlAs-ZnSe-ZnSe-GaAs,27.07
MgS-BeTe-AlAs-ZnSe-ZnSe-ZnSe,29.88
MgS-BeTe-AlP-AlP-AlP-AlP,17.66
MgS-BeTe-AlP-AlP-AlP-GaP,14.42
MgS-BeTe-AlP-AlP-AlP-ZnSe,37.75
MgS-BeTe-AlP-AlP-CuBr-GaP,4.08
MgS-BeTe-AlP-AlP-CuBr-ZnSe,3.32
MgS-BeTe-AlP-AlP-ZnSe-GaP,22.14
MgS-BeTe-AlP-AlP-ZnSe-ZnSe,31.29
MgS-BeTe-AlP-CuBr-ZnSe-GaP,10.46
MgS-BeTe-AlP-GaP-GaP-GaP,13.82
MgS-BeTe-AlP-ZnSe-GaP-GaP,29.65
MgS-BeTe-AlP-ZnSe-ZnSe-GaP,28.94
MgS-BeTe-AlP-ZnSe-ZnSe-ZnSe,31.45
MgS-BeTe-BeTe-AlAs-AlAs-AlAs,34.81
MgS-BeTe-BeTe-AlAs-AlAs-CuBr,5.82
MgS-BeTe-BeTe-AlAs-ZnSe-GaAs,27.23
MgS-BeTe-BeTe-AlP-AlP-CuBr,18.38
MgS-BeTe-BeTe-AlP-AlP-GaP,34.39
MgS-BeTe-BeTe-AlP-AlP-ZnSe,32.42
MgS-BeTe-BeTe-AlP-CuBr-ZnSe,12.25
MgS-BeTe-BeTe-AlP-GaP-GaP,34.85
MgS-BeTe-BeTe-AlP-ZnSe-GaP,26.99
MgS-BeTe-BeTe-AlP-ZnSe-ZnSe,29.24
MgS-BeTe-BeTe-BeTe-AlAs-AlAs,30.53
MgS-BeTe-BeTe-BeTe-AlAs-CuBr,10.37
MgS-BeTe-BeTe-BeTe-AlAs-GaAs,30.98
MgS-BeTe-BeTe-BeTe-AlAs-ZnSe,27.86
MgS-BeTe-BeTe-BeTe-AlP-AlP,30.26
MgS-BeTe-BeTe-BeTe-AlP-GaP,29.61
MgS-BeTe-BeTe-BeTe-AlP-ZnSe,28.01
MgS-BeTe-BeTe-BeTe-BeTe-AlAs,27.0
MgS-BeTe-BeTe-BeTe-BeTe-AlP,25.88
MgS-BeTe-BeTe-BeTe-BeTe-BeTe,23.98
MgS-BeTe-BeTe-BeTe-BeTe-CuBr,17.52
MgS-BeTe-BeTe-BeTe-BeTe-GaAs,28.27
MgS-BeTe-BeTe-BeTe-BeTe-GaP,22.67
MgS-BeTe-BeTe-BeTe-BeTe-ZnSe,27.23
MgS-BeTe-BeTe-BeTe-CuBr-CuBr,30.24
MgS-BeTe-BeTe-BeTe-CuBr-ZnSe,26.59
MgS-BeTe-BeTe-BeTe-GaAs-GaAs,28.96
MgS-BeTe-BeTe-BeTe-GaP-GaP,28.47
MgS-BeTe-BeTe-BeTe-ZnSe-GaAs,27.72
MgS-BeTe-BeTe-BeTe-ZnSe-GaP,27.63
MgS-BeTe-BeTe-BeTe-ZnSe-ZnSe,27.98
MgS-BeTe-BeTe-CuBr-CuBr-CuBr,36.25
MgS-BeTe-BeTe-CuBr-CuBr-ZnSe,32.04
MgS-BeTe-BeTe-CuBr-GaAs-GaAs,28.08
MgS-BeTe-BeTe-CuBr-GaP-GaP,36.85
MgS-BeTe-BeTe-CuBr-ZnSe-GaP,26.12
MgS-BeTe-BeTe-CuBr-ZnSe-ZnSe,21.98
MgS-BeTe-BeTe-GaP-GaP-GaP,33.22
MgS-BeTe-BeTe-ZnSe-GaAs-GaAs,30.68
MgS-BeTe-BeTe-ZnSe-GaP-GaP,31.81
MgS-BeTe-BeTe-ZnSe-ZnSe-GaAs,29.44
MgS-BeTe-BeTe-ZnSe-ZnSe-GaP,29.29
MgS-BeTe-CuBr-CuBr-CuBr-CuBr,32.17
MgS-BeTe-CuBr-CuBr-CuBr-ZnSe,34.55
MgS-BeTe-CuBr-CuBr-GaAs-GaAs,30.53
MgS-BeTe-CuBr-CuBr-GaP-GaP,35.18
MgS-BeTe-CuBr-CuBr-ZnSe-GaAs,21.29
MgS-BeTe-CuBr-CuBr-ZnSe-GaP,25.68
MgS-BeTe-CuBr-GaAs-GaAs-GaAs,33.28
MgS-BeTe-CuBr-GaP-GaP-GaP,32.49
MgS-BeTe-CuBr-ZnSe-GaP-GaP,20.0
MgS-BeTe-CuBr-ZnSe-ZnSe-GaP,22.71
MgS-BeTe-CuBr-ZnSe-ZnSe-ZnSe,27.26
MgS-BeTe-GaAs-GaAs-GaAs-GaAs,35.73
MgS-BeTe-ZnSe-GaP-GaP-GaP,34.17
MgS-BeTe-ZnSe-ZnSe-GaAs-GaAs,31.96
MgS-BeTe-ZnSe-ZnSe-GaP-GaP,32.42
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaAs,29.79
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaP,30.82
MgS-CuBr-CuBr-CuBr-ZnSe-ZnSe,11.32
MgS-CuBr-CuBr-ZnSe-GaAs-GaAs,21.38
MgS-CuBr-CuBr-ZnSe-ZnSe-GaAs,10.89
MgS-CuBr-CuBr-ZnSe-ZnSe-GaP,10.35
MgS-CuBr-GaAs-GaAs-GaAs-GaAs,16.73
MgS-CuBr-ZnSe-ZnSe-GaAs-GaAs,7.89
MgS-CuBr-ZnSe-ZnSe-GaP-GaP,24.94
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaAs,15.71
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaP,18.39
MgS-GaAs-GaAs-GaAs-GaAs-GaAs,21.84
MgS-GaP-GaP-GaP-GaP-GaP,30.54
MgS-MgS-AlAs-AlAs-AlAs-AlAs,36.38
MgS-MgS-AlAs-AlAs-AlAs-CuBr,10.18
MgS-MgS-AlAs-AlAs-AlAs-GaAs,35.19
MgS-MgS-AlAs-AlAs-AlAs-ZnSe,36.23
MgS-MgS-AlAs-AlAs-CuBr-CuBr,26.02
MgS-MgS-AlAs-AlAs-GaAs-GaAs,34.65
MgS-MgS-AlAs-AlAs-ZnSe-GaAs,32.05
MgS-MgS-AlAs-AlAs-ZnSe-ZnSe,34.32
MgS-MgS-AlAs-CuBr-GaAs-GaAs,9.13
MgS-MgS-AlAs-CuBr-ZnSe-ZnSe,16.41
MgS-MgS-AlAs-ZnSe-ZnSe-GaAs,31.29
MgS-MgS-AlP-AlP-AlP-AlP,40.18
MgS-MgS-AlP-AlP-AlP-GaP,39.22
MgS-MgS-AlP-AlP-AlP-ZnSe,37.31
MgS-MgS-AlP-AlP-CuBr-CuBr,16.52
MgS-MgS-AlP-AlP-CuBr-ZnSe,11.94
MgS-MgS-AlP-AlP-GaP-GaP,38.69
MgS-MgS-AlP-AlP-ZnSe-GaP,32.29
MgS-MgS-AlP-CuBr-GaP-GaP,19.2
MgS-MgS-AlP-CuBr-ZnSe-ZnSe,11.47
MgS-MgS-AlP-GaP-GaP-GaP,37.66
MgS-MgS-AlP-ZnSe-GaP-GaP,31.54
MgS-MgS-AlP-ZnSe-ZnSe-GaP,30.05
MgS-MgS-BeTe-AlAs-AlAs-AlAs,38.59
MgS-MgS-BeTe-AlAs-AlAs-GaAs,37.96
MgS-MgS-BeTe-AlAs-AlAs-ZnSe,34.65
MgS-MgS-BeTe-AlAs-GaAs-GaAs,38.07
MgS-MgS-BeTe-AlAs-ZnSe-ZnSe,32.09
MgS-MgS-BeTe-AlP-AlP-AlP,44.56
MgS-MgS-BeTe-AlP-AlP-GaP,41.49
MgS-MgS-BeTe-AlP-AlP-ZnSe,34.15
MgS-MgS-BeTe-AlP-CuBr-ZnSe,1.02
MgS-MgS-BeTe-AlP-GaP-GaP,39.7
MgS-MgS-BeTe-AlP-ZnSe-GaP,32.85
MgS-MgS-BeTe-AlP-ZnSe-ZnSe,33.71
MgS-MgS-BeTe-BeTe-AlAs-AlAs,33.18
MgS-MgS-BeTe-BeTe-AlAs-ZnSe,31.36
MgS-MgS-BeTe-BeTe-AlP-AlP,33.91
MgS-MgS-BeTe-BeTe-AlP-ZnSe,31.18
MgS-MgS-BeTe-BeTe-BeTe-AlAs,29.92
MgS-MgS-BeTe-BeTe-BeTe-AlP,29.17
MgS-MgS-BeTe-BeTe-BeTe-BeTe,27.61
MgS-MgS-BeTe-BeTe-BeTe-CuBr,20.69
MgS-MgS-BeTe-BeTe-BeTe-GaAs,30.79
MgS-MgS-BeTe-BeTe-BeTe-GaP,26.22
MgS-MgS-BeTe-BeTe-CuBr-ZnSe,23.98
MgS-MgS-BeTe-BeTe-GaAs-GaAs,31.93
MgS-MgS-BeTe-BeTe-GaP-GaP,31.85
MgS-MgS-BeTe-BeTe-ZnSe-GaAs,29.42
MgS-MgS-BeTe-BeTe-ZnSe-GaP,30.33
MgS-MgS-BeTe-BeTe-ZnSe-ZnSe,33.0
MgS-MgS-BeTe-CuBr-CuBr-CuBr,19.45
MgS-MgS-BeTe-CuBr-GaAs-GaAs,23.65
MgS-MgS-BeTe-CuBr-GaP-GaP,34.57
MgS-MgS-BeTe-CuBr-ZnSe-GaP,27.39
MgS-MgS-BeTe-CuBr-ZnSe-ZnSe,29.48
MgS-MgS-BeTe-GaAs-GaAs-GaAs,35.43
MgS-MgS-BeTe-GaP-GaP-GaP,37.21
MgS-MgS-BeTe-ZnSe-GaAs-GaAs,32.79
MgS-MgS-BeTe-ZnSe-GaP-GaP,35.1
MgS-MgS-BeTe-ZnSe-ZnSe-GaAs,30.53
MgS-MgS-BeTe-ZnSe-ZnSe-GaP,32.1
MgS-MgS-BeTe-ZnSe-ZnSe-ZnSe,34.25
MgS-MgS-CuBr-CuBr-CuBr-CuBr,18.22
MgS-MgS-CuBr-CuBr-GaAs-GaAs,24.37
MgS-MgS-CuBr-CuBr-GaP-GaP,16.29
MgS-MgS-CuBr-ZnSe-GaAs-GaAs,12.56
MgS-MgS-CuBr-ZnSe-GaP-GaP,15.38
MgS-MgS-CuBr-ZnSe-ZnSe-GaAs,15.87
MgS-MgS-CuBr-ZnSe-ZnSe-ZnSe,15.25
MgS-MgS-GaAs-GaAs-GaAs-GaAs,28.67
MgS-MgS-GaP-GaP-GaP-GaP,35.96
MgS-MgS-MgS-AlAs-AlAs-AlAs,37.15
MgS-MgS-MgS-AlAs-AlAs-CuBr,19.24
MgS-MgS-MgS-AlAs-AlAs-GaAs,36.05
MgS-MgS-MgS-AlAs-AlAs-ZnSe,37.06
MgS-MgS-MgS-AlAs-CuBr-ZnSe,17.6
MgS-MgS-MgS-AlAs-GaAs-GaAs,35.04
MgS-MgS-MgS-AlAs-ZnSe-GaAs,32.01
MgS-MgS-MgS-AlP-AlP-AlP,41.7
MgS-MgS-MgS-AlP-AlP-CuBr,28.5
MgS-MgS-MgS-AlP-AlP-GaP,39.41
MgS-MgS-MgS-AlP-AlP-ZnSe,37.88
MgS-MgS-MgS-AlP-CuBr-CuBr,4.51
MgS-MgS-MgS-AlP-CuBr-ZnSe,15.17
MgS-MgS-MgS-AlP-ZnSe-GaP,33.44
MgS-MgS-MgS-AlP-ZnSe-ZnSe,35.72
MgS-MgS-MgS-BeTe-AlAs-GaAs,37.38
MgS-MgS-MgS-BeTe-AlAs-ZnSe,34.79
MgS-MgS-MgS-BeTe-AlP-AlP,38.26
MgS-MgS-MgS-BeTe-AlP-GaP,37.09
MgS-MgS-MgS-BeTe-AlP-ZnSe,35.0
MgS-MgS-MgS-BeTe-BeTe-AlAs,33.02
MgS-MgS-MgS-BeTe-BeTe-AlP,32.91
MgS-MgS-MgS-BeTe-BeTe-BeTe,30.68
MgS-MgS-MgS-BeTe-BeTe-CuBr,29.16
MgS-MgS-MgS-BeTe-CuBr-CuBr,32.21
MgS-MgS-MgS-BeTe-GaAs-GaAs,35.17
MgS-MgS-MgS-BeTe-GaP-GaP,35.49
MgS-MgS-MgS-BeTe-ZnSe-GaAs,33.13
MgS-MgS-MgS-BeTe-ZnSe-GaP,32.89
MgS-MgS-MgS-BeTe-ZnSe-ZnSe,35.05
MgS-MgS-MgS-CuBr-CuBr-CuBr,11.42
MgS-MgS-MgS-CuBr-CuBr-ZnSe,17.27
MgS-MgS-MgS-CuBr-GaAs-GaAs,25.89
MgS-MgS-MgS-CuBr-GaP-GaP,27.67
MgS-MgS-MgS-CuBr-ZnSe-GaAs,28.17
MgS-MgS-MgS-CuBr-ZnSe-GaP,14.54
MgS-MgS-MgS-CuBr-ZnSe-ZnSe,18.06
MgS-MgS-MgS-GaAs-GaAs-GaAs,32.72
MgS-MgS-MgS-GaP-GaP-GaP,36.73
MgS-MgS-MgS-MgS-AlAs-AlAs,38.3
MgS-MgS-MgS-MgS-AlAs-CuBr,4.4
MgS-MgS-MgS-MgS-AlAs-ZnSe,36.07
MgS-MgS-MgS-MgS-AlP-AlP,39.73
MgS-MgS-MgS-MgS-AlP-CuBr,15.94
MgS-MgS-MgS-MgS-AlP-ZnSe,38.39
MgS-MgS-MgS-MgS-BeTe-AlP,37.1
MgS-MgS-MgS-MgS-BeTe-BeTe,33.7
MgS-MgS-MgS-MgS-BeTe-GaAs,36.32
MgS-MgS-MgS-MgS-BeTe-GaP,34.16
MgS-MgS-MgS-MgS-BeTe-ZnSe,35.79
MgS-MgS-MgS-MgS-CuBr-CuBr,25.74
MgS-MgS-MgS-MgS-CuBr-GaAs,20.2
MgS-MgS-MgS-MgS-CuBr-ZnSe,20.71
MgS-MgS-MgS-MgS-GaAs-GaAs,34.86
MgS-MgS-MgS-MgS-GaP-GaP,37.63
MgS-MgS-MgS-MgS-MgS-AlP,38.74
MgS-MgS-MgS-MgS-MgS-BeTe,36.67
MgS-MgS-MgS-MgS-MgS-CuBr,16.28
MgS-MgS-MgS-MgS-MgS-GaAs,35.2
MgS-MgS-MgS-MgS-MgS-GaP,36.48
MgS-MgS-MgS-MgS-MgS-MgS,38.97
MgS-MgS-MgS-MgS-MgS-ZnSe,36.86
MgS-MgS-MgS-MgS-ZnSe-GaAs,34.3
MgS-MgS-MgS-MgS-ZnSe-ZnSe,38.11
MgS-MgS-MgS-ZnSe-GaAs-GaAs,34.2
MgS-MgS-MgS-ZnSe-GaP-GaP,36.48
MgS-MgS-MgS-ZnSe-ZnSe-GaAs,33.57
MgS-MgS-MgS-ZnSe-ZnSe-GaP,34.4
MgS-MgS-MgS-ZnSe-ZnSe-ZnSe,35.75
MgS-MgS-ZnSe-GaP-GaP-GaP,35.34
MgS-MgS-ZnSe-ZnSe-GaAs-GaAs,31.39
MgS-MgS-ZnSe-ZnSe-ZnSe-GaAs,33.39
MgS-MgS-ZnSe-ZnSe-ZnSe-GaP,33.04
MgS-MgS-ZnSe-ZnSe-ZnSe-ZnSe,34.86
MgS-ZnSe-GaAs-GaAs-GaAs-GaAs,28.15
MgS-ZnSe-GaP-GaP-GaP-GaP,31.78
MgS-ZnSe-ZnSe-GaAs-GaAs-GaAs,29.98
MgS-ZnSe-ZnSe-GaP-GaP-GaP,32.83
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,32.33
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaP,32.2
SiC-SiC-SiC-SiC-SiC-SiC,49.13
ZnO-GaN-GaN-GaN-GaN-GaN,68.17
ZnO-ZnO-GaN-GaN-GaN-GaN,71.45
ZnO-ZnO-ZnO-GaN-GaN-GaN,83.96
ZnO-ZnO-ZnO-ZnO-GaN-GaN,88.42
ZnO-ZnO-ZnO-ZnO-ZnO-GaN,90.67
ZnSe-GaAs-GaAs-GaAs-GaAs-GaAs,15.81
ZnSe-ZnSe-GaAs-GaAs-GaAs-GaAs,23.83
ZnSe-ZnSe-GaP-GaP-GaP-GaP,25.19
ZnSe-ZnSe-ZnSe-GaAs-GaAs-GaAs,27.23
ZnSe-ZnSe-ZnSe-GaP-GaP-GaP,28.28
ZnSe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,28.97
ZnSe-ZnSe-ZnSe-ZnSe-GaP-GaP,30.13
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,27.97
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,30.38
ZnS-ZnS-GaP-GaP-GaP-GaP,25.95
ZnS-ZnS-ZnS-GaP-GaP-GaP,32.56
ZnS-ZnS-ZnS-ZnS-GaP-GaP,35.18
ZnS-ZnS-ZnS-ZnS-ZnS-GaP,35.91
ZnS-ZnS-ZnS-ZnS-ZnS-ZnS,35.47
ZnTe-CdSe-CdSe-CdSe-CdSe-CdSe,29.99
ZnTe-CdSe-CdSe-CdSe-CdSe-InAs,27.83
ZnTe-CdSe-CdSe-InAs-InAs-InAs,25.59
ZnTe-GaSb-CdSe-CdSe-CdSe-CdSe,29.16
ZnTe-GaSb-CdSe-CdSe-CdSe-InAs,19.08
ZnTe-GaSb-CdSe-CdSe-InAs-InAs,23.35
ZnTe-GaSb-CdSe-InAs-InAs-InAs,17.65
ZnTe-GaSb-GaSb-CdSe-CdSe-CdSe,22.73
ZnTe-GaSb-GaSb-CdSe-CdSe-InAs,23.67
ZnTe-GaSb-GaSb-CdSe-InAs-InAs,17.52
ZnTe-GaSb-GaSb-GaSb-CdSe-CdSe,22.79
ZnTe-GaSb-GaSb-GaSb-CdSe-InAs,13.83
ZnTe-GaSb-GaSb-GaSb-GaSb-CdSe,22.6
ZnTe-GaSb-GaSb-GaSb-GaSb-GaSb,16.36
ZnTe-GaSb-GaSb-GaSb-InAs-InAs,14.39
ZnTe-GaSb-InAs-InAs-InAs-InAs,12.57
ZnTe-InAs-InAs-InAs-InAs-InAs,11.56
ZnTe-InP-InP-InP-InP-InP,17.2
ZnTe-ZnTe-CdSe-CdSe-CdSe-CdSe,28.49
ZnTe-ZnTe-CdSe-CdSe-CdSe-InP,27.01
ZnTe-ZnTe-CdSe-CdSe-InP-InP,27.59
ZnTe-ZnTe-CdSe-InAs-InAs-InAs,25.09
ZnTe-ZnTe-CdSe-InP-InP-InP,24.91
ZnTe-ZnTe-GaSb-CdSe-CdSe-CdSe,27.45
ZnTe-ZnTe-GaSb-CdSe-CdSe-InAs,22.96
ZnTe-ZnTe-GaSb-CdSe-InAs-InAs,21.09
ZnTe-ZnTe-GaSb-GaSb-CdSe-CdSe,23.53
ZnTe-ZnTe-GaSb-GaSb-CdSe-InAs,19.53
ZnTe-ZnTe-GaSb-GaSb-GaSb-CdSe,22.11
ZnTe-ZnTe-GaSb-GaSb-GaSb-GaSb,19.51
ZnTe-ZnTe-GaSb-GaSb-GaSb-InAs,18.61
ZnTe-ZnTe-GaSb-GaSb-InAs-InAs,20.95
ZnTe-ZnTe-GaSb-InAs-InAs-InAs,19.34
ZnTe-ZnTe-ZnTe-CdSe-CdSe-CdSe,27.89
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InAs,24.69
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InP,19.17
ZnTe-ZnTe-ZnTe-CdSe-InAs-InAs,24.71
ZnTe-ZnTe-ZnTe-CdSe-InP-InP,24.59
ZnTe-ZnTe-ZnTe-GaSb-CdSe-CdSe,26.85
ZnTe-ZnTe-ZnTe-GaSb-CdSe-InAs,15.76
ZnTe-ZnTe-ZnTe-GaSb-GaSb-CdSe,23.84
ZnTe-ZnTe-ZnTe-GaSb-GaSb-GaSb,19.34
ZnTe-ZnTe-ZnTe-GaSb-GaSb-InAs,11.5
ZnTe-ZnTe-ZnTe-InAs-InAs-InAs,21.75
ZnTe-ZnTe-ZnTe-InP-InP-InP,20.48
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-CdSe,26.34
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-InAs,18.47
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-GaSb,19.38
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-InAs,21.75
ZnTe-ZnTe-ZnTe-ZnTe-InAs-InAs,21.68
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,24.79
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-GaSb,21.3
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InAs,17.72
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,20.9
