mpid,formula,shear modulus
mp-3299,Sr(FeP)2,57.0
mp-12961,YAlPd,21.61998577599777
mp-2758,SrSe,27.18354343435474
mp-1335,VFe,60.83180441065331
mp-1501,Al3Pt5,62.24346225647207
mp-636599,FeSnRu2,88.40585110683986
mp-977568,ZrSnPd2,7.0
mp-27865,KMgCl3,15.793643101316302
mp-29633,LiGePd2,26.223583917106442
mp-10086,YSF,53.69814782010753
mp-1023939,MoS2,10.0
mp-36066,PNO,54.025065686113365
mp-1025277,Pr2AlNO3,102.0
mp-1438,ZrIr3,152.99984219488664
mp-11573,TiTc,71.75276055083916
mp-981210,Tl3V,27.0
mp-13092,Zr6Al2Ni,51.37305309294182
mp-1910,CeNi5,65.32469228955983
mvc-15744,Cu2B2C,6.825407238979468
mp-14753,Li7TaN4,65.62110040547232
mp-28266,P2Pd,58.07902883345845
mp-1114,VP,111.75195610294529
mp-685055,CrTe2,13.852844341576624
mvc-10478,CaBi4O9,37.0
mp-20935,ZrSnIr,64.70791538184261
mp-11261,YAu,32.60805784841742
mp-1462,Sn2Au,17.956180801796688
mp-29502,Al2Te3,4.368746238733729
mp-10746,Mg2Cu3Si,63.727093105640726
mp-18167,Ca3Cd2,14.779998606780447
mp-1756,ThB6,122.33257114763794
mp-21851,MnSiIr,76.66225690075996
mp-15783,KSmS2,26.054445337352714
mp-866012,Hf2ZnRe,58.17063392117586
mp-568848,GaCl2,1.4532290909005567
mp-20228,MnGaNi2,18.879689759984338
mp-1002206,SiC,175.58084801358726
mp-23281,SbI3,2.0
mp-771858,LiMnO2,58.468687658428706
mp-1186,ZrS2,12.482897989910702
mp-22889,ZnCl2,5.385427444772173
mp-13272,BaAlGe,33.84953787245238
mp-754238,Li2CuBiO4,53.66901363162557
mp-8882,GaP,51.16726416657336
mp-567705,TiAl2,82.11260186695975
mp-16733,Sc2GaC,50.95492640208464
mp-9146,CdHgO2,14.424117292657366
mp-19387,CdWO4,41.21426409711575
mp-865462,MnV2Os,114.85022170302729
mp-8110,AlBO3,135.88518600361024
mp-22444,Ta4FeP,101.23033694446531
mp-568424,CaAlAu,28.649329430238147
mp-5176,Y(SiNi)2,69.89712584500276
mp-11571,YSn3,13.979617904512734
mp-770635,LiNiO2,76.87625755480684
mp-7601,NbGaO4,59.49814794175168
mp-1057868,PuBi,23.0
mp-165,Si,61.7177517099172
mp-866003,ErI3,1.7751023604367415
mp-999269,RbSmTe2,16.0
mvc-14941,MoO3,26.77358500185705
mp-22673,MnInCu2,34.21129303117084
mp-12954,CuBS2,63.259790694139326
mp-865805,TaZnCo2,75.46268063260527
mp-5025,Zr2CS,112.0
mp-16566,Cu2SnHgSe4,20.012061489661818
mp-12635,TiAu4,39.007117586566736
mp-982393,Pm2ZnAg,23.0
mp-21894,LiSn4Ir,47.722767153494864
mp-582227,Eu(MnSb)2,18.804136493622845
mp-569567,C,521.0407402311266
mp-30846,Sn3Pt2,31.698801351417927
mp-1352,ZrN,142.0
mp-7543,LiVS2,3.182952430756516
mp-22793,AlFe3C,97.54991575992484
mp-7569,KAsF6,6.464673326078218
mp-23353,Cu2HgI4,8.379836431911079
mp-864647,Hf2N,141.08920755209405
mp-29396,Cu2PbO2,17.085648992133688
mp-31172,Ca5Ag3,13.305010924469194
mp-1239,Sb3Ir,59.6701870323388
mp-3642,ScCuO2,46.0
mp-616559,Ti2S,84.59106634338804
mp-680677,Sn3Ru2,57.78971940285655
mp-12798,Ni3Pt,91.98147003785392
mp-960,B2Mo,153.0
mp-769970,ScFeO3,74.01074077828814
mp-4385,CdCO3,32.388147012154754
mp-1575,CaC2,15.153953104638536
mp-33581,Ba9Nb10O30,93.0501898063548
mp-936,Hg4Pt,27.80949569433589
mp-12265,SrCuF4,26.0
mp-1105,BaO2,35.0
mp-15236,CrSbSe3,18.88077243924453
mp-977205,NaTl2Pd,30.0
mp-7798,MgGeN2,84.21752483092511
mp-28049,BaBrCl,6.0
mp-543001,Zr5Sn4,62.22812041140996
mp-999117,TcN,175.0
mp-550306,YCu2Bi2(SeO2)2,33.250311658641245
mp-8804,Li6MoN4,67.0
mp-865604,Li5Mg,7.658258039718299
mp-864896,Zr2CoTc,69.31297244385897
mp-861958,Ti2MnBe,53.442537733651065
mp-864877,Hf2CoRe,87.98547388077688
mp-864903,MgTaRu2,87.0
mp-30443,Be17Ru3,117.02684788013744
mp-541037,CsCuO,6.242449457821253
mp-773864,TiSnO4,46.67677834674786
mp-2691,CdSe,15.295983349568205
mp-28319,PtI2,3.692775866194024
mp-771796,Mn3CuO8,36.274615156640614
mp-758835,Na(Cu3O4)2,36.21688115834819
mp-11684,SiO2,58.68861601372723
mp-22120,YRh3C,79.51599931635208
mp-13446,Co2P,9.509557794961038
mp-565784,VOF3,6.0
mp-2624,AlSb,29.5787527007238
mp-4429,CaSiO3,46.500883578567475
mp-865187,MgFeRh2,72.78219973561252
mp-13363,SiPt3,59.74790008554528
mp-569267,Ca2CdSb2,20.51691444503486
mp-862367,Sc2NiRu,56.9982465845174
mp-91,W,147.2672978281641
mp-561490,PdSeO4,10.0
mp-17695,Sc5Sn3,50.778035289594705
mp-567290,LaN,21.955271177847344
mp-30312,Ca2SiIr2,39.93493365967164
mp-675163,Mn(CuCl2)2,13.397106637741144
mp-762800,Li4VF7,4.830736648287137
mp-9922,HfS3,11.955953088332047
mp-8752,Na4CdP2,13.0
mp-861908,TaTiRu2,79.38135151366491
mp-862754,PrBS3,22.162000691734644
mp-8418,ZrCoP,115.0
mp-862375,Sc2TcHg,27.984786765090465
mp-21422,YCoC,59.749863141749884
mp-1023924,MoS2,7.181814657089584
mp-767016,NbVO4,77.51513135613095
mp-977367,CdInRh2,33.0
mp-974810,Rb3Ru,4.0
mp-30428,BaCu,7.885694095199757
mp-6353,Y2Si4CN6,100.82304676634615
mp-567389,Li2ZnGe,3.5941119579806973
mp-560023,NiSnF6,27.64445453043479
mp-24850,LiCoO2,24.95444037139369
mp-22592,CaTi4(CuO4)3,106.33862773983464
mp-31301,LiSn4Au3,19.0
mp-696,SiPt,70.0
mp-30872,ThSn2,39.0
mp-675402,CuAgO2,16.17999043082368
mp-28448,DyCl3,6.074217248437336
mp-864930,LiTiIr2,78.87929517905127
mvc-916,BaMgV4O8,36.333656315895155
mp-1791,Al5Rh2,76.64103546339817
mp-625397,Nd(HO)3,23.51584843254416
mp-10003,Nb4CoSi,97.0
mp-578619,NaNiO2,26.0
mp-1734,CaZn5,38.71082007742528
mp-22418,Sr3(SnIr)4,32.16284097165325
mp-31502,ScCd7,19.80089337200014
mp-3054,Li2CO3,27.0
mp-20436,TaSiRh,117.95857613638222
mp-1018033,AgRhO2,39.0
mp-510219,Sn2Ru,61.67409210390562
mp-1014257,Ti3ZnN,92.0974566518808
mp-10658,Dy,10.476433554135482
mp-9953,HfP,85.61073740721906
mp-842,CaPt2,59.0
mp-862805,PrSnAu2,17.0
mp-861736,LiSbPd2,11.20398568328157
mp-776939,LiVF4,32.57960374750669
mp-9289,ZrSnTe,53.89156280033728
mp-13097,NaZnAs,21.386959096167658
mp-17659,Mg23Al30,18.694957034125427
mp-8256,ZnPtF6,23.11661110235139
mp-9945,CoTe2,45.64574586058079
mp-31219,Si3W5,121.19352665566817
mp-862868,PbBr2,6.5238720598121445
mp-556424,RbVF3,35.0
mp-30726,YHg3,18.85695774357512
mp-16246,CdSbAu,13.964487118254905
mp-1017,Zr3O,55.2747126377053
mp-834,ThN,88.16149713705734
mp-1029573,Ba3GaN3,20.153708704719552
mp-556546,K2NiF4,24.03875364785902
mp-1002122,HfIr,12.0
mp-1013702,Ca3BiP,12.0
mp-31531,Li8CoO6,47.50829418557278
mp-30477,LiCaSn,26.0
mp-861639,Ti2CoIr,64.21950962582281
mp-14019,NiB,111.30559397798069
mp-866112,HoNbRu2,68.0
mp-552588,LiNbO3,91.0
mp-585492,Li2MgMn3O8,68.31327562383606
mp-317,SnRh,54.229771662163365
mp-10366,Nb2Co3Si,113.0
mp-8207,Zn(PtO2)3,65.3096056552332
mp-7173,ScSbPt,53.38124699484951
mp-22617,YNiSn,42.12951236523993
mp-863690,Ti2MnCo,84.46698310049172
mp-415,IrN2,205.97711079272392
mp-11519,NiSnRh2,22.264294823425303
mp-11278,Ta2Be,116.68466313589407
mp-569125,Mg3In,16.493966041579622
mp-23302,RbI,6.0
mp-1087,SrS,32.44833084597636
mp-16529,Al6Ru,57.464480299977204
mp-17413,Ti3Rh5,71.07468543310513
mp-2500,AlCu,66.76106868543508
mp-753890,Ni2H,71.54122992793438
mp-556093,CuMoF6,8.360303734157117
mp-20932,NbNiP,98.20021457428291
mp-674478,BaCO3,14.261479964028638
mp-20102,Gd(PdO2)2,52.41661001935454
mp-997031,MgCuO2,64.51079781486179
mp-550172,SnO2,85.9377348122826
mp-14600,CaAl2O4,43.50306765018082
mp-564,TePd,20.0
mp-1079946,Co3W,142.0
mp-9902,Sc2CoSi2,77.4304837391453
mp-765777,V3O5F,52.37144166846581
mp-2385,TaCr2,82.97858421708581
mp-29057,Nb3SBr7,8.851070569774096
mp-9947,SiC,187.01720316393084
mp-861905,LiBiPd2,12.475464528086116
mp-11621,ZnNiSb,35.0
mp-23313,InBi,15.921818623639162
mp-825,RuO2,92.53351603986931
mp-1018659,CeO2,90.38368107988363
mp-23089,SrTa2Bi2O9,60.79720732610753
mp-13572,ScSiPt2,72.44735414504619
mp-481,ScPt3,90.32003497730824
mp-11270,MnBe2,161.97749421122953
mp-11190,VSi2,146.91953349055362
mp-1013583,Sr3Sb2,23.0
mp-776264,LiFeF4,25.0
mp-22747,Pb(CO2)2,11.35045379741884
mp-867243,Sc2ZnOs,45.86790065280889
mp-541449,CrGeTe3,9.323889266727988
mp-625055,AlHO2,37.398898190947726
mp-5251,Ca4CN4,32.29870859313342
mp-10177,LaSb,278.0
mp-274,Nb5Sb4,55.0
mp-23234,TmBi,32.0
mp-12854,ZnCu2GeTe4,21.824481728267326
mp-1220,Be5Au,119.84967965789623
mp-20745,Pb,9.56197166015864
mp-771686,NbCrO4,60.16344944286441
mp-557929,Tl(Cu3S2)2,13.603357255631511
mp-6938,ZnRh,71.7807496302772
mp-755115,CuReO4,24.94204802301734
mp-864972,Mg2PdAu,36.87174838015777
mp-16363,CoAsS,104.70409707094043
mp-984721,BeGaCo2,99.0
mp-24964,SrFeO2,59.102657125169145
mp-760410,BePO4,19.93222818713295
mp-3805,Al(FeB)2,129.21284992873387
mp-13993,Ti3NiS6,46.37804117357868
mp-20978,Ho3TlC,12.0
mp-761574,CoSnO3,57.3362253807009
mp-9248,Cu2SiS3,36.0
mp-27505,Fe3Sn2,57.00798736614975
mp-1025257,TmGa5Co,48.0
mp-31277,Sn4Ir,35.8233808048356
mp-756630,DyAlO3,112.78348792803482
mp-510437,In3Pd2,36.626646539075054
mp-8938,Si2Mo,148.8405215421572
mp-1029293,CsVN2,43.44997233424246
mp-10037,AlCo3C,116.50164424250583
mp-28024,YSiPd2,49.98406442253973
mp-30273,AcClO,30.0
mp-867148,LiHfRh2,57.44115911955625
mp-3660,LiB3O5,46.05452339707306
mp-4661,ScOF,59.77065649579085
mp-3081,BeAl2O4,146.11764858140748
mp-862723,ScTc2Mo,75.0
mp-38605,Sn(BiTe2)2,12.487822153655152
mp-29652,TaSe3,14.0
mp-867810,LiYHg2,13.0
mp-1842,NbAl3,104.94591605187843
mp-556125,Na2BHO3,19.625811172219386
mp-567713,Nb3TeI7,8.384251285252896
mp-2557,Zr2Al,52.85873725423936
mp-705519,Ni15O16,81.0
mp-29896,Y2B3C2,65.17523356360716
mp-19734,MgPbF6,23.20590811899322
mp-553961,ScNbO4,61.47991021587886
mp-6997,Sb2Te,21.080854481633263
mp-15661,Sc4C3,66.47396549475881
mp-30,Cu,41.11827954596613
mp-18848,Sr2MgWO6,82.0
mp-867347,Al3Tc,86.32195151193191
mp-21067,ScInCu2,41.0
mp-24864,CoO,31.45883207571975
mp-8630,SbIrS,85.95333922586764
mp-18782,LiFeO2,85.53827278287332
mp-2263,ScIr2,100.2747101156369
mp-865501,V2TcRu,112.16856833613217
mp-2831,FePd,76.02866449799501
mp-636368,Ga3Fe,65.99399331636062
mp-22700,V3Se4,54.457754403245296
mp-636320,TiGaFe2,100.0910620513722
mp-684580,AgI,6.329868781177455
mp-11431,CaGa3Ni2,39.05340725411936
mp-23211,PrCl3,17.348138616362473
mp-457,CeBe13,118.09732175480093
mp-9956,AlCr2C,133.77304557192437
mp-865912,LiZn2Rh,32.79066343134938
mp-1028,V3Te4,33.131428824702624
mp-568469,Ca4TiN4,43.09884609414494
mp-1025136,EuAl3Cu2,55.0
mp-961674,VGePt,7.0
mp-556253,Tm2O3,71.01314589476276
mp-1005,FeP,133.0
mp-861641,Ti2CoRe,97.14599236291198
mp-21855,VCu3Se4,20.68702801998929
mp-614603,CsI,4.0
mp-15695,YAsPt,45.63852585547302
mp-643718,BaMgH4,27.500446830464536
mp-862423,Sc2TcPd,50.946777939003326
mp-27138,K2PdBr4,5.7882193788899015
mp-28770,Ca2FeN2,42.35229187198368
mp-22568,V3Ga,37.785850633635995
mp-5292,Ca(SiNi)2,56.20454254727164
mp-865872,LiZr2Re,37.0
mp-4175,ZnSnP2,38.67743631105621
mp-30536,V5Sb4,53.261846927654716
mp-22756,K2PbO3,17.171949425455423
mp-862695,Al2CoRu,111.19771290073156
mp-259,AlMo3,121.34553019511827
mp-29088,Sr3(GeN)2,29.70358434074489
mp-21476,Fe2N,88.8990896805945
mp-1387,AlV3,10.0
mp-21030,Ti3Sn,88.4164371070591
mp-989460,B2(CN2)3,0.4214726557404837
mp-30533,KPt2S3,14.545758988624543
mp-23870,NaH,19.434630400316827
mp-23703,LiH,42.92474962478071
mp-1029921,Ca3Al3N5,58.349109053493
mp-24955,Sr4Fe4O11,69.03145454150618
mp-19877,ZrNi2Sn,39.44594552600204
mp-19356,YbMnO3,45.895283271402036
mp-7475,La2S3,32.1967382918472
mp-2752,Nb3Au,61.79291866563766
mp-14092,AlAgTe2,16.689672597231578
mp-22895,CuI,15.0
mp-30892,Ba4Bi3,11.35530189195734
mp-24834,H4N2O3,10.058522146340712
mp-861978,Hf2ReIr,105.35844287910723
mp-867263,ScCdHg2,16.046579629757698
mp-7435,KCuSe,21.586670151557627
mp-6669,Sr5P3O12F,39.114458343156464
mp-1096,CeS,52.0
mp-1020059,LiGe2N3,86.22954186896662
mp-865015,MnSiRh2,25.206360378331073
mp-568446,Er5Si4,29.0
mp-229,ZrRh3,113.0
mp-550,Al12Mo,57.0
mp-766862,Li2VF6,2.696629990286535
mp-4484,Ba(PRu)2,48.0
mp-11256,ScAu,36.8086441443359
mp-510408,MnO2,137.2878814110508
mp-865362,Zn3Ir,53.0
mp-196,Al5Co2,83.7053284866481
mp-19003,MgV2O5,38.32909628506161
mp-932,ScGa3,34.30850708410081
mp-567097,LiCu2Ge,36.0
mp-29136,Sr6Cu3N5,27.241675618571865
mp-561877,HoF3,39.929638979234156
mp-10293,BaC2,10.775770420638
mp-1779,YbTe,26.29737198654051
mp-553932,GaPO4,24.471861838686504
mp-11293,ZrCdCu2,50.95756894189733
mp-350,Zr5Te4,36.0
mp-761361,VSnO4,104.0
mp-27823,SmClO,34.13731555238883
mp-17095,CsCuSe4,8.263549864547713
mp-31152,CaGaPt,23.805266044734
mp-861936,LiPd3,41.34437402084649
mp-7436,KCuTe,18.07151899764709
mp-1029633,CaSnN2,35.82692853188386
mvc-6281,Zn(CuO2)2,73.36114404980648
mp-28171,K3IO,13.0
mp-29259,Bi2PdO4,17.034615054860446
mp-5075,Sc3CoC4,119.6521113115948
mp-191,YRh,42.29741935260897
mp-3432,ScNiSb,66.0
mp-22682,In2Pt,29.61278277425614
mp-866077,MgSc2Cd,31.751176793524607
mp-864672,NbSiTc2,87.0
mp-570122,Cr3Te4,16.123146851182355
mp-988,Si3N4,120.4848172272442
mp-8145,RbScO2,58.0
mp-560588,ZnS,33.0
mp-29950,Nb3Cl8,8.381322284595988
mp-7002,NaTiO2,70.52106364703123
mp-861645,Ca2MgTl,15.021221442908276
mp-864639,Ta2NbOs,104.0
mp-1580,NbN,130.0
mp-1798,CeMg3,29.214264018993358
mp-1652,ZnPd,54.95043855757447
mp-562100,NbS3,11.396998180190987
mp-15856,DyRh3C,78.0
mp-5373,Y2Ti2O7,98.67896056129078
mp-31348,Sc2In,38.22959467958546
mp-25172,Ba3WO6,27.065703304193395
mp-4524,ZnGeP2,48.92040446511757
mp-613523,Fe3C,69.32176676040889
mp-9610,Li2CN2,17.024317486059832
mp-542909,Mn,83.23565282325222
mp-862981,Er2CdIn,28.0
mp-1229,CuF2,21.0
mp-861931,LiPt3,84.08692153742312
mp-4678,Zr2AlN,93.92520286161354
mp-866066,B2S3,15.628167658867259
mp-19740,YInPt,33.776216698929694
mp-864975,Mg2PdPt,4.062988844900421
mp-634859,CaO2,29.84610170603711
mp-31145,BaCuBi,24.04336523488584
mp-2678,VPt,140.77442846967324
mp-777047,LiTmO2,44.0
mp-9324,Ba3MnN3,20.777476910834
mp-861610,Tc3Pd,146.17605749340652
mp-867255,LiZn2Au,13.949787926663625
mp-5504,BaCO3,22.170936450754517
mp-568106,Mg41Al67,22.66189019147157
mp-11557,ScRe2,75.0
mp-7911,KCuO,13.875325241706342
mp-8236,Ba(PPd)2,30.996660410954426
mp-569895,EuCl3,8.868409179739121
mvc-3978,Ca2Co2O5,46.3699815608671
mp-7761,Sb,17.726112451868527
mp-31138,MnPd3,53.0
mp-773044,LiCuO2,16.045868629614073
mp-12742,MgPd3,39.065353051771815
mp-570259,MgCl2,5.939129841002499
mp-13495,ZrPd,32.772336848204624
mp-761474,LiFePO4,23.70157345444177
mp-1708,YTe,20.43591181457412
mp-9578,Ba3(AlSi)2,21.873309618700667
mp-23230,PCl3,0.4788009821262317
mp-571264,Ca5Au4,16.0
mp-29208,Ca(MgBi)2,21.752552309595824
mp-504677,SrPbF6,38.94912821033017
mp-639910,Y(Sn3Ru2)2,55.85234978600759
mp-3889,NaBO2,18.97050615598853
mp-10676,Sc2AlSi2,74.2699714915239
mp-27488,Ta3N5,98.67471698148157
mp-2301,NiP3,75.30257017315681
mp-571039,CaAlPd,27.402864435188288
mp-672,CdS,17.601204683765282
mp-13801,Tl2Pt2O7,83.10211261577872
mp-10519,Cu2SnS3,27.20921239045667
mp-22905,LiCl,21.114162240141003
mvc-5948,MgTi2O4,55.319945719999545
mp-22790,VGaCo2,84.42270987421912
mp-10322,BaHfN2,43.897920551633966
mp-9453,Sr2ZnCu2(SO)2,41.90623945135697
mp-505803,MnFeAs,39.47948821963619
mp-1009735,ReC,233.5405067302657
mp-1056,Tb2O3,61.0
mp-1078,CaCd2,23.26517487308277
mp-7598,NbAs2,89.74414322515055
mp-1024958,ZrHCl,25.0
mp-862717,LiAlAu2,33.0
mp-2700,CaSi2,46.50185245213706
mp-8180,LiNO3,25.30118449720099
mp-20952,TiNiSb,56.72685112456677
mp-13472,HfSiRh,97.27152238447792
mp-19955,Co2CuGe2,72.91062361284153
mp-11506,Ni3Mo,89.12277113345743
mp-1016300,SrMg6Cr,19.397039329243697
mp-561033,CsCu5S3,14.876340239882195
mp-58,K,0.4079402624284128
mp-13313,ScTlSe2,24.617860831937232
mp-3078,CdSiAs2,30.76685754549033
mp-760432,Cu2O3,44.78977284358511
mp-864908,MgTiIr2,109.19763314390482
mp-13962,HfSiSe,56.11849696928813
mp-110,Mg,1.83027207042854
mp-1730,BaGe,18.0
mp-25001,FePO4,48.296261352158396
mp-865591,Ti2NiMo,78.79321630408123
mp-27976,SmBr3,4.752228731732957
mp-11822,Ca3GeN,35.70192167151711
mp-27849,TiBrN,17.62372027088098
mp-761563,Mn2FeO3,54.29988846359181
mp-569018,Mg3Bi2,14.545099725471882
mp-2294,Al3Ir,48.974050647227116
mp-866083,Zr3N2,115.59336136442215
mp-628327,Fe2O3,57.06080325340079
mp-6493,CaMgSiO4,54.29342985053657
mp-1340,Ga2Se3,19.12717403942123
mp-20840,MnCo2Sn,78.00467228688021
mp-30501,Ti2Cd,32.890335374974015
mp-7709,ZnF2,31.237684246631712
mp-12107,TiPt3,113.28691779077907
mp-643367,YCBr,9.66214031331886
mp-772245,CrPtO2,80.11279812270428
mp-568696,SiC,187.21324678263386
mp-1890,BMo,199.88184184781602
mp-567462,Sc3RhC4,117.0368043646147
mp-865803,Ti2MoPt,89.42226846750263
mp-7375,KNbO3,40.58776378953205
mp-771,MnAl,83.79319684825612
mp-14089,TlCuS2,22.602539202750787
mp-863076,NbBiO4,4.764575624497315
mp-2772,ZrAl2,87.42272226893246
mp-3138,Na8SnSb4,8.798102732326914
mp-3164,BaSO4,18.525042147382177
mp-861658,LiMnPt2,48.56584795490795
mp-30635,Fe3Pd,24.717452682681504
mp-20949,MnSiNi,86.26020689480444
mp-562,Sb2Pt,54.07439783541742
mp-16349,LiNi2Ge,36.69617017384185
mp-13136,WC,153.40007008849383
mp-765936,Co3NiO8,21.0
mp-16266,CaZnSi,42.374170854990474
mp-772231,RbCrO2,66.75556016108396
mp-29011,BiTePd,25.60120014813396
mp-20382,Ti6Sn5,55.43769194397114
mp-21017,Y3PbC,58.305672798596746
mp-1773,ReB2,269.8436481313866
mp-3650,HfCu2Te3,23.241047396282315
mp-10894,MnAlRh2,93.50589230648472
mp-13948,Cs2HfF6,8.767920548460642
mp-570460,LaCo5,36.01740040085929
mp-30885,YZn5,48.35898279032114
mp-5933,BaTiO3,76.0
mp-21012,Si3Rh5,75.7352170356983
mp-28357,NbHg3F6,2.913255847614177
mp-570436,CaIr2,59.12296655250948
mp-753197,HfTiO4,72.27444683963576
mp-570198,Ba(ZnAs)2,22.95178663339395
mp-861656,Ti2CrIr,79.20752596451467
mp-30745,Ir3W,193.26286086455448
mp-30147,ZrTiAs,70.78910905206666
mp-16497,ScAlCu2,44.6395125041837
mp-18345,La5Si4,27.76765962148265
mp-570199,Ti3Pd5,44.01191490903537
mp-865482,VTc2Ge,89.75463723300392
mp-760376,KTiO3,24.445247138568128
mp-604908,CoSe,10.142859808377024
mp-13444,LiSn,16.364879022514344
mp-862855,PaO2,48.59799140420736
mp-12550,AlCuPt2,82.12662239480642
mp-2640,TbAs,51.51216499478447
mp-568286,C,91.02412120261756
mp-7226,V3Ni,93.0
mp-571428,MgNi3B2,86.34529303469961
mp-2707,USb2,27.0
mp-20940,TiCdO3,66.13257361789331
mp-4763,ZnSiP2,53.579366234709255
mp-862841,LiPm2Os,26.0
mp-540111,FePO4,16.94898676914505
mp-985583,Li3PS4,11.475249449355061
mp-19372,WO2,75.10032050402936
mp-9999,Ni(BMo)2,178.74367929440947
mp-470,GeO2,122.75541619005146
mp-867816,TaRu3,117.0
mp-8606,BaSbPt,22.048021985592413
mp-2350,LaS,39.27746601898652
mp-10402,TiTl2F6,7.3099603978937875
mp-1451,NbNi3,77.0
mp-978273,Mg3Cd,15.353621973146053
mp-12678,TaMn2,88.38895880835292
mp-23056,Sr2BrN,26.81242394764143
mp-768680,CrP2S7,4.665142003545707
mp-2517,Ca2Si,21.943454190465847
mp-2418,PdSe2,14.491829495478694
mp-19052,K3VO4,10.943897295045149
mp-22739,BaFe2S3,27.61112178595058
mp-867195,SrOsO3,62.65030034379672
mp-11489,Li3Pd,11.81911685577137
mp-13240,ScInCu4,57.496519318281344
mp-28116,TiCl2,4.0
mp-864630,LiMg2Hg,22.175814173294224
mp-34293,CsTaN2,31.96447283463086
mp-976843,Li2Mg,7.102361863574478
mp-131,Zr,34.00573256497603
mp-554601,RbCuF3,30.216489226419288
mp-7576,CrSi,116.04804325092836
mp-568636,TiCr2,74.66383295006554
mp-865641,Y2NiRu,41.001966612163365
mp-30871,Ta3Sn,26.86341796846828
mp-11504,MnZn3,39.805117828055394
mp-865224,Th2BiTe,46.044028817459534
mp-2404,CaAl2,41.36071870198772
mp-2305,MoC,239.79992640382545
mp-542468,NdNiO2,67.95511379749689
mp-22701,ScFeSi,61.74104609307472
mp-777555,MnV2O6,24.994860928837085
mp-487,MnP4,114.0
mp-30363,BaAu2,17.0
mp-15686,Li2CuAs,36.76529556839496
mp-22896,LaCl3,15.913689042390285
mp-10326,Zn(ReO4)2,11.710390896509105
mp-715434,NiO,97.5111297734008
mp-12951,ZrGaAu,61.847827496844644
mp-22060,Nb3In,17.3771334383981
mp-21609,SrCuN,34.021350346713554
mp-10289,Ca(BC)2,95.0
mp-32539,W(ClO)2,8.203753415367459
mp-568,TiSb2,53.81562291610418
mp-7904,CdP4,28.0
mp-2686,Ca2N,15.0
mp-754495,NbNO,52.22153639966977
mp-978986,Sr(GePd)2,34.0
mp-19094,VO2,118.7103029314201
mp-30817,LiAl2Pd,47.27688956611237
mp-862548,Sc2AlZn,45.60636369579114
mp-2554,Al3V,100.07808804884712
mp-5213,CdSnP2,28.84908636995675
mp-18725,YCrO3,92.65278381763427
mp-11959,CaSn2Rh,32.063772181220514
mp-1543,Ge2Pt,51.66088415366061
mp-9768,BaSb2Pd,23.68674626561161
mp-1008809,PtN2,24.27822128467915
mp-865671,Y2ZnIn,32.45764787301299
mp-16043,Mg(As2Rh3)2,53.0
mp-568346,HfBrN,18.0
mp-25150,CaVO3,80.90878531092716
mp-30766,Li5Sn2,23.01652430409861
mp-9801,HfCoAs,91.92349374861703
mp-862871,PbCl2,8.30317570276484
mp-1029316,Na2ZrN2,20.003882082745832
mp-4998,Sr2IrO4,47.0
mp-31081,Sc(MnAl2)4,76.24163634440242
mp-22792,MnTePd,19.555508784265626
mp-5749,Cr2FeSe4,33.1442093173888
mp-567395,Li15Au4,12.886806167344556
mp-11456,HfPt3,105.81627883214377
mp-13051,Sr2Si,12.0
mp-676512,Na3AlF6,26.61255374298256
mp-862728,Pm2ZnRu,24.0
mp-553875,Zr2SN2,75.66916139725933
mp-30069,CuNi2Sb,25.64408328341692
mp-13171,YMgCu,21.52437122841241
mp-27725,AuI,2.0033082502351576
mp-676058,V3NiS6,37.44831026683747
mp-770118,Ba3Ti2O7,47.69948565652709
mp-2698,YCu2,21.781799321920875
mp-29596,Ca3AlN3,40.835837728007775
mp-11471,ScHg,28.998602176434712
mp-23002,TiBrO,14.511531307245011
mp-568137,Cs3Mg2Cl7,10.494199606716066
mp-776097,HfO2,95.36671460001764
mp-865185,Mg(BeAs)2,45.355409419916455
mp-1278,Zr2Si,87.06338841393281
mp-6326,LiAlSiO4,45.43904788667594
mp-31452,ZrNiBi,38.055361980403426
mp-11178,SrCeN2,65.0
mp-582011,CeCl3,16.304636554271294
mp-1025232,V2CrSe4,49.0
mp-23159,SrBi3,13.0
mp-11977,LiSnAu,15.690845473496866
mp-11696,As3W2,73.65982350910527
mp-570713,TiAlPt,49.18153540032068
mp-11275,Be2Re,172.8878280194384
mp-669546,AlPd,64.14217911942788
mp-865525,YCdHg2,18.625560131832096
mp-561203,F2,1.7369047133117157
mp-1001825,LiBe,25.81504477587679
mp-754629,WN2,26.016579974871085
mp-2634,NbN,211.0
mp-505820,NiPS,61.34086025159998
mp-7907,Al2ZnSe4,24.238803367512077
mp-22150,Zr2InCo2,52.60891314014732
mp-7405,SmAlO3,109.68592010407572
mp-771200,LiCo3O4,72.0
mp-570213,LiMgBi,21.23135119732836
mp-31460,NbCoSb,57.87919651609254
mp-610706,Cs2CoF6,6.7873403344572845
mp-1018723,HoCo3Cu2,58.0
mp-611758,MgMnGe,49.0
mp-9027,TiS2,31.03214662989561
mp-20560,CeS,17.0
mp-753541,LiCuF4,11.91404697377964
mp-568306,Mg5Si6,20.255695960230838
mp-1042,HfSi,95.61136195971656
mp-29153,Zr2NiP,83.0
mp-3536,MgAl2O4,95.81127958935906
mp-36800,MgTaN2,174.5181561751162
mp-866120,Tm2TlAg,23.0
mp-768036,Mn(CO3)2,16.148536353508007
