"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c33 (GPa)
GaSb-GaSb-CdSe-CdSe-CdSe-InAs,69.44
GaSb-GaSb-CdSe-CdSe-InAs-InAs,70.04
GaSb-GaSb-CdSe-InAs-InAs-InAs,78.96
GaSb-GaSb-GaSb-CdSe-CdSe-CdSe,72.22
GaSb-GaSb-GaSb-CdSe-CdSe-InAs,73.36
GaSb-GaSb-GaSb-CdSe-InAs-InAs,78.35
GaSb-GaSb-GaSb-GaSb-CdSe-CdSe,75.57
GaSb-GaSb-GaSb-GaSb-CdSe-InAs,80.75
GaSb-GaSb-GaSb-GaSb-GaSb-CdSe,83.34
GaSb-GaSb-GaSb-GaSb-GaSb-GaSb,99.0
GaSb-GaSb-GaSb-GaSb-GaSb-InAs,99.85
GaSb-GaSb-GaSb-InAs-InAs-InAs,85.79
GaSb-GaSb-InAs-InAs-InAs-InAs,98.24
GaSb-InAs-InAs-InAs-InAs-InAs,62.29
InAs-InAs-InAs-InAs-InAs-InAs,81.54
InN-InN-InN-InN-InN-InN,211.84
MgS-AlAs-AlAs-AlAs-AlAs-AlAs,102.9
MgS-AlAs-AlAs-AlAs-AlAs-GaAs,100.39
MgS-AlAs-AlAs-AlAs-AlAs-ZnSe,98.64
MgS-AlAs-AlAs-AlAs-CuBr-GaAs,42.64
MgS-AlAs-AlAs-AlAs-CuBr-ZnSe,37.61
MgS-AlAs-AlAs-AlAs-GaAs-GaAs,98.91
MgS-AlAs-AlAs-AlAs-ZnSe-ZnSe,100.49
MgS-AlAs-AlAs-CuBr-ZnSe-GaAs,38.82
MgS-AlAs-AlAs-CuBr-ZnSe-ZnSe,29.37
MgS-AlAs-AlAs-GaAs-GaAs-GaAs,98.93
MgS-AlAs-AlAs-ZnSe-GaAs-GaAs,78.63
MgS-AlAs-GaAs-GaAs-GaAs-GaAs,102.48
MgS-AlAs-ZnSe-GaAs-GaAs-GaAs,84.91
MgS-AlAs-ZnSe-ZnSe-GaAs-GaAs,92.26
MgS-AlAs-ZnSe-ZnSe-ZnSe-GaAs,91.09
MgS-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,102.0
MgS-AlP-AlP-AlP-AlP-AlP,101.96
MgS-AlP-AlP-AlP-AlP-ZnSe,104.31
MgS-AlP-AlP-AlP-CuBr-GaP,48.42
MgS-AlP-AlP-AlP-GaP-GaP,108.32
MgS-AlP-AlP-AlP-ZnSe-GaP,87.93
MgS-AlP-AlP-AlP-ZnSe-ZnSe,109.06
MgS-AlP-AlP-CuBr-GaP-GaP,34.75
MgS-AlP-AlP-CuBr-ZnSe-GaP,48.56
MgS-AlP-AlP-CuBr-ZnSe-ZnSe,51.03
MgS-AlP-AlP-GaP-GaP-GaP,109.6
MgS-AlP-AlP-ZnSe-GaP-GaP,75.66
MgS-AlP-AlP-ZnSe-ZnSe-GaP,93.86
MgS-AlP-AlP-ZnSe-ZnSe-ZnSe,104.16
MgS-AlP-CuBr-CuBr-CuBr-CuBr,57.77
MgS-AlP-CuBr-CuBr-CuBr-GaP,32.43
MgS-AlP-CuBr-GaP-GaP-GaP,69.67
MgS-AlP-CuBr-ZnSe-ZnSe-GaP,19.48
MgS-AlP-GaP-GaP-GaP-GaP,108.95
MgS-AlP-ZnSe-GaP-GaP-GaP,84.85
MgS-AlP-ZnSe-ZnSe-GaP-GaP,88.14
MgS-AlP-ZnSe-ZnSe-ZnSe-GaP,99.21
MgS-AlP-ZnSe-ZnSe-ZnSe-ZnSe,106.03
MgS-BeTe-AlAs-AlAs-AlAs-AlAs,89.38
MgS-BeTe-AlAs-AlAs-AlAs-CuBr,38.37
MgS-BeTe-AlAs-AlAs-AlAs-ZnSe,85.05
MgS-BeTe-AlAs-AlAs-CuBr-CuBr,52.7
MgS-BeTe-AlAs-AlAs-CuBr-GaAs,20.72
MgS-BeTe-AlAs-AlAs-GaAs-GaAs,96.24
MgS-BeTe-AlAs-AlAs-ZnSe-GaAs,81.81
MgS-BeTe-AlAs-AlAs-ZnSe-ZnSe,96.48
MgS-BeTe-AlAs-CuBr-CuBr-ZnSe,32.2
MgS-BeTe-AlAs-CuBr-GaAs-GaAs,1.2
MgS-BeTe-AlAs-CuBr-ZnSe-ZnSe,28.29
MgS-BeTe-AlAs-GaAs-GaAs-GaAs,94.23
MgS-BeTe-AlAs-ZnSe-GaAs-GaAs,89.57
MgS-BeTe-AlAs-ZnSe-ZnSe-ZnSe,102.94
MgS-BeTe-AlP-AlP-AlP-GaP,53.57
MgS-BeTe-AlP-AlP-AlP-ZnSe,102.17
MgS-BeTe-AlP-AlP-CuBr-GaP,29.63
MgS-BeTe-AlP-AlP-CuBr-ZnSe,34.65
MgS-BeTe-AlP-AlP-ZnSe-GaP,76.37
MgS-BeTe-AlP-AlP-ZnSe-ZnSe,102.54
MgS-BeTe-AlP-CuBr-CuBr-GaP,40.52
MgS-BeTe-AlP-CuBr-ZnSe-GaP,30.8
MgS-BeTe-AlP-GaP-GaP-GaP,47.65
MgS-BeTe-AlP-ZnSe-GaP-GaP,91.79
MgS-BeTe-AlP-ZnSe-ZnSe-GaP,100.68
MgS-BeTe-AlP-ZnSe-ZnSe-ZnSe,107.3
MgS-BeTe-BeTe-AlAs-AlAs-AlAs,103.66
MgS-BeTe-BeTe-AlAs-AlAs-CuBr,43.42
MgS-BeTe-BeTe-AlAs-AlAs-GaAs,101.85
MgS-BeTe-BeTe-AlAs-AlAs-ZnSe,106.51
MgS-BeTe-BeTe-AlAs-GaAs-GaAs,100.76
MgS-BeTe-BeTe-AlAs-ZnSe-GaAs,102.07
MgS-BeTe-BeTe-AlAs-ZnSe-ZnSe,110.04
MgS-BeTe-BeTe-AlP-AlP-AlP,104.02
MgS-BeTe-BeTe-AlP-AlP-CuBr,47.43
MgS-BeTe-BeTe-AlP-AlP-GaP,105.59
MgS-BeTe-BeTe-AlP-AlP-ZnSe,112.54
MgS-BeTe-BeTe-AlP-CuBr-ZnSe,41.42
MgS-BeTe-BeTe-AlP-GaP-GaP,105.43
MgS-BeTe-BeTe-AlP-ZnSe-GaP,106.94
MgS-BeTe-BeTe-AlP-ZnSe-ZnSe,112.33
MgS-BeTe-BeTe-BeTe-AlAs-CuBr,37.25
MgS-BeTe-BeTe-BeTe-AlAs-GaAs,107.74
MgS-BeTe-BeTe-BeTe-AlAs-ZnSe,113.26
MgS-BeTe-BeTe-BeTe-AlP-ZnSe,114.82
MgS-BeTe-BeTe-BeTe-BeTe-AlAs,119.21
MgS-BeTe-BeTe-BeTe-BeTe-AlP,121.13
MgS-BeTe-BeTe-BeTe-BeTe-BeTe,130.14
MgS-BeTe-BeTe-BeTe-BeTe-CuBr,59.78
MgS-BeTe-BeTe-BeTe-BeTe-GaAs,118.0
MgS-BeTe-BeTe-BeTe-BeTe-ZnSe,122.75
MgS-BeTe-BeTe-BeTe-CuBr-CuBr,92.15
MgS-BeTe-BeTe-BeTe-CuBr-ZnSe,89.37
MgS-BeTe-BeTe-BeTe-GaAs-GaAs,106.91
MgS-BeTe-BeTe-BeTe-GaP-GaP,118.32
MgS-BeTe-BeTe-BeTe-ZnSe-GaAs,115.76
MgS-BeTe-BeTe-BeTe-ZnSe-ZnSe,119.67
MgS-BeTe-BeTe-CuBr-CuBr-ZnSe,79.45
MgS-BeTe-BeTe-CuBr-GaAs-GaAs,95.64
MgS-BeTe-BeTe-CuBr-GaP-GaP,74.95
MgS-BeTe-BeTe-CuBr-ZnSe-GaP,82.37
MgS-BeTe-BeTe-CuBr-ZnSe-ZnSe,78.3
MgS-BeTe-BeTe-GaAs-GaAs-GaAs,103.97
MgS-BeTe-BeTe-GaP-GaP-GaP,111.33
MgS-BeTe-BeTe-ZnSe-GaAs-GaAs,107.63
MgS-BeTe-BeTe-ZnSe-GaP-GaP,114.33
MgS-BeTe-BeTe-ZnSe-ZnSe-GaAs,108.83
MgS-BeTe-BeTe-ZnSe-ZnSe-ZnSe,118.88
MgS-BeTe-CuBr-CuBr-CuBr-CuBr,72.28
MgS-BeTe-CuBr-CuBr-CuBr-ZnSe,71.42
MgS-BeTe-CuBr-CuBr-GaAs-GaAs,93.86
MgS-BeTe-CuBr-CuBr-GaP-GaP,73.71
MgS-BeTe-CuBr-CuBr-ZnSe-GaAs,41.29
MgS-BeTe-CuBr-GaAs-GaAs-GaAs,80.75
MgS-BeTe-CuBr-ZnSe-GaP-GaP,36.94
MgS-BeTe-CuBr-ZnSe-ZnSe-GaP,67.9
MgS-BeTe-GaAs-GaAs-GaAs-GaAs,97.33
MgS-BeTe-GaP-GaP-GaP-GaP,98.88
MgS-BeTe-ZnSe-GaAs-GaAs-GaAs,103.49
MgS-BeTe-ZnSe-ZnSe-GaAs-GaAs,102.87
MgS-BeTe-ZnSe-ZnSe-GaP-GaP,108.86
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaAs,106.16
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaP,108.57
MgS-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,114.13
MgS-CuBr-CuBr-CuBr-ZnSe-ZnSe,47.93
MgS-CuBr-CuBr-ZnSe-GaAs-GaAs,50.99
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaAs,34.66
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaP,41.88
MgS-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,45.54
MgS-GaAs-GaAs-GaAs-GaAs-GaAs,96.64
MgS-GaP-GaP-GaP-GaP-GaP,122.61
MgS-MgS-AlAs-AlAs-AlAs-AlAs,89.09
MgS-MgS-AlAs-AlAs-AlAs-CuBr,38.04
MgS-MgS-AlAs-AlAs-AlAs-GaAs,92.09
MgS-MgS-AlAs-AlAs-AlAs-ZnSe,89.1
MgS-MgS-AlAs-AlAs-CuBr-CuBr,53.47
MgS-MgS-AlAs-AlAs-GaAs-GaAs,92.83
MgS-MgS-AlAs-AlAs-ZnSe-GaAs,79.25
MgS-MgS-AlAs-AlAs-ZnSe-ZnSe,90.93
MgS-MgS-AlAs-CuBr-CuBr-CuBr,54.7
MgS-MgS-AlAs-CuBr-GaAs-GaAs,22.46
MgS-MgS-AlAs-CuBr-ZnSe-GaAs,43.35
MgS-MgS-AlAs-GaAs-GaAs-GaAs,91.66
MgS-MgS-AlAs-ZnSe-GaAs-GaAs,77.88
MgS-MgS-AlAs-ZnSe-ZnSe-GaAs,84.69
MgS-MgS-AlAs-ZnSe-ZnSe-ZnSe,96.26
MgS-MgS-AlP-AlP-CuBr-ZnSe,42.88
MgS-MgS-AlP-AlP-ZnSe-GaP,79.78
MgS-MgS-AlP-AlP-ZnSe-ZnSe,98.94
MgS-MgS-AlP-CuBr-GaP-GaP,35.91
MgS-MgS-AlP-GaP-GaP-GaP,105.66
MgS-MgS-AlP-ZnSe-GaP-GaP,86.07
MgS-MgS-AlP-ZnSe-ZnSe-GaP,87.92
MgS-MgS-AlP-ZnSe-ZnSe-ZnSe,98.29
MgS-MgS-BeTe-AlAs-AlAs-GaAs,83.82
MgS-MgS-BeTe-AlAs-AlAs-ZnSe,89.39
MgS-MgS-BeTe-AlAs-CuBr-CuBr,56.8
MgS-MgS-BeTe-AlAs-ZnSe-GaAs,85.01
MgS-MgS-BeTe-AlAs-ZnSe-ZnSe,95.71
MgS-MgS-BeTe-AlP-AlP-AlP,92.33
MgS-MgS-BeTe-AlP-AlP-GaP,90.67
MgS-MgS-BeTe-AlP-GaP-GaP,95.47
MgS-MgS-BeTe-AlP-ZnSe-GaP,90.66
MgS-MgS-BeTe-AlP-ZnSe-ZnSe,99.82
MgS-MgS-BeTe-BeTe-AlAs-AlAs,100.69
MgS-MgS-BeTe-BeTe-AlAs-GaAs,97.6
MgS-MgS-BeTe-BeTe-AlAs-ZnSe,102.37
MgS-MgS-BeTe-BeTe-AlP-AlP,103.0
MgS-MgS-BeTe-BeTe-AlP-GaP,103.37
MgS-MgS-BeTe-BeTe-AlP-ZnSe,105.34
MgS-MgS-BeTe-BeTe-BeTe-AlAs,110.02
MgS-MgS-BeTe-BeTe-BeTe-AlP,111.66
MgS-MgS-BeTe-BeTe-BeTe-BeTe,122.55
MgS-MgS-BeTe-BeTe-BeTe-CuBr,67.86
MgS-MgS-BeTe-BeTe-BeTe-GaAs,106.88
MgS-MgS-BeTe-BeTe-BeTe-ZnSe,115.12
MgS-MgS-BeTe-BeTe-CuBr-CuBr,94.94
MgS-MgS-BeTe-BeTe-GaAs-GaAs,98.68
MgS-MgS-BeTe-BeTe-ZnSe-GaP,107.44
MgS-MgS-BeTe-CuBr-CuBr-ZnSe,65.74
MgS-MgS-BeTe-CuBr-GaAs-GaAs,88.0
MgS-MgS-BeTe-CuBr-ZnSe-ZnSe,79.35
MgS-MgS-BeTe-GaAs-GaAs-GaAs,87.66
MgS-MgS-BeTe-ZnSe-GaAs-GaAs,94.29
MgS-MgS-BeTe-ZnSe-GaP-GaP,103.44
MgS-MgS-BeTe-ZnSe-ZnSe-GaP,103.42
MgS-MgS-BeTe-ZnSe-ZnSe-ZnSe,108.81
MgS-MgS-CuBr-CuBr-CuBr-CuBr,51.45
MgS-MgS-CuBr-CuBr-CuBr-ZnSe,46.46
MgS-MgS-CuBr-CuBr-GaAs-GaAs,48.16
MgS-MgS-CuBr-CuBr-GaP-GaP,42.66
MgS-MgS-CuBr-CuBr-ZnSe-GaP,28.88
MgS-MgS-CuBr-ZnSe-GaAs-GaAs,21.45
MgS-MgS-CuBr-ZnSe-ZnSe-GaAs,39.86
MgS-MgS-CuBr-ZnSe-ZnSe-ZnSe,48.35
MgS-MgS-GaP-GaP-GaP-GaP,114.11
MgS-MgS-MgS-AlAs-AlAs-AlAs,81.31
MgS-MgS-MgS-AlAs-AlAs-CuBr,47.04
MgS-MgS-MgS-AlAs-AlAs-GaAs,82.64
MgS-MgS-MgS-AlAs-AlAs-ZnSe,80.15
MgS-MgS-MgS-AlAs-CuBr-ZnSe,45.11
MgS-MgS-MgS-AlAs-GaAs-GaAs,82.21
MgS-MgS-MgS-AlAs-ZnSe-GaAs,75.87
MgS-MgS-MgS-AlAs-ZnSe-ZnSe,88.59
MgS-MgS-MgS-AlP-AlP-GaP,94.69
MgS-MgS-MgS-AlP-AlP-ZnSe,89.4
MgS-MgS-MgS-AlP-CuBr-CuBr,19.78
MgS-MgS-MgS-AlP-CuBr-ZnSe,43.77
MgS-MgS-MgS-AlP-GaP-GaP,93.63
MgS-MgS-MgS-AlP-ZnSe-GaP,79.32
MgS-MgS-MgS-BeTe-AlAs-AlAs,87.12
MgS-MgS-MgS-BeTe-AlAs-GaAs,86.77
MgS-MgS-MgS-BeTe-AlP-AlP,90.25
MgS-MgS-MgS-BeTe-AlP-GaP,90.93
MgS-MgS-MgS-BeTe-BeTe-AlAs,95.67
MgS-MgS-MgS-BeTe-BeTe-AlP,97.97
MgS-MgS-MgS-BeTe-BeTe-CuBr,76.42
MgS-MgS-MgS-BeTe-BeTe-GaAs,95.96
MgS-MgS-MgS-BeTe-BeTe-GaP,94.24
MgS-MgS-MgS-BeTe-BeTe-ZnSe,107.5
MgS-MgS-MgS-BeTe-CuBr-CuBr,92.19
MgS-MgS-MgS-BeTe-CuBr-ZnSe,77.59
MgS-MgS-MgS-BeTe-GaAs-GaAs,85.64
MgS-MgS-MgS-BeTe-GaP-GaP,91.79
MgS-MgS-MgS-BeTe-ZnSe-GaAs,92.75
MgS-MgS-MgS-BeTe-ZnSe-ZnSe,102.98
MgS-MgS-MgS-CuBr-CuBr-CuBr,49.34
MgS-MgS-MgS-CuBr-CuBr-ZnSe,43.29
MgS-MgS-MgS-CuBr-ZnSe-GaAs,53.86
MgS-MgS-MgS-GaP-GaP-GaP,95.38
MgS-MgS-MgS-MgS-AlAs-AlAs,74.55
MgS-MgS-MgS-MgS-AlAs-CuBr,13.54
MgS-MgS-MgS-MgS-AlAs-GaAs,74.26
MgS-MgS-MgS-MgS-AlP-AlP,81.31
MgS-MgS-MgS-MgS-AlP-CuBr,36.95
MgS-MgS-MgS-MgS-AlP-GaP,81.78
MgS-MgS-MgS-MgS-AlP-ZnSe,84.86
MgS-MgS-MgS-MgS-BeTe-AlAs,83.39
MgS-MgS-MgS-MgS-BeTe-AlP,86.19
MgS-MgS-MgS-MgS-BeTe-BeTe,106.91
MgS-MgS-MgS-MgS-BeTe-CuBr,68.62
MgS-MgS-MgS-MgS-BeTe-GaAs,81.73
MgS-MgS-MgS-MgS-BeTe-GaP,84.65
MgS-MgS-MgS-MgS-CuBr-CuBr,66.34
MgS-MgS-MgS-MgS-CuBr-GaAs,44.53
MgS-MgS-MgS-MgS-CuBr-GaP,33.67
MgS-MgS-MgS-MgS-GaAs-GaAs,77.52
MgS-MgS-MgS-MgS-MgS-AlAs,76.62
MgS-MgS-MgS-MgS-MgS-AlP,75.46
MgS-MgS-MgS-MgS-MgS-BeTe,99.54
MgS-MgS-MgS-MgS-MgS-GaAs,76.58
MgS-MgS-MgS-MgS-MgS-MgS,81.55
MgS-MgS-MgS-MgS-MgS-ZnSe,88.46
MgS-MgS-MgS-MgS-ZnSe-GaP,85.01
MgS-MgS-MgS-MgS-ZnSe-ZnSe,95.13
MgS-MgS-MgS-ZnSe-GaAs-GaAs,80.63
MgS-MgS-MgS-ZnSe-ZnSe-GaAs,91.06
MgS-MgS-MgS-ZnSe-ZnSe-ZnSe,100.45
MgS-MgS-ZnSe-GaAs-GaAs-GaAs,85.62
MgS-MgS-ZnSe-GaP-GaP-GaP,98.29
MgS-MgS-ZnSe-ZnSe-GaAs-GaAs,89.11
MgS-MgS-ZnSe-ZnSe-GaP-GaP,95.47
MgS-MgS-ZnSe-ZnSe-ZnSe-GaAs,99.44
MgS-MgS-ZnSe-ZnSe-ZnSe-ZnSe,106.8
MgS-ZnSe-GaAs-GaAs-GaAs-GaAs,91.91
MgS-ZnSe-GaP-GaP-GaP-GaP,103.09
MgS-ZnSe-ZnSe-GaAs-GaAs-GaAs,95.02
MgS-ZnSe-ZnSe-GaP-GaP-GaP,105.56
MgS-ZnSe-ZnSe-ZnSe-GaAs-GaAs,97.72
MgS-ZnSe-ZnSe-ZnSe-GaP-GaP,101.6
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,102.9
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaP,105.57
MgS-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,113.45
SiC-SiC-SiC-SiC-SiC-SiC,533.28
ZnO-GaN-GaN-GaN-GaN-GaN,164.66
ZnO-ZnO-ZnO-GaN-GaN-GaN,184.09
ZnO-ZnO-ZnO-ZnO-GaN-GaN,182.73
ZnO-ZnO-ZnO-ZnO-ZnO-GaN,193.57
ZnO-ZnO-ZnO-ZnO-ZnO-ZnO,201.98
ZnSe-GaAs-GaAs-GaAs-GaAs-GaAs,83.07
ZnSe-GaP-GaP-GaP-GaP-GaP,63.16
ZnSe-ZnSe-GaAs-GaAs-GaAs-GaAs,94.48
ZnSe-ZnSe-GaP-GaP-GaP-GaP,96.5
ZnSe-ZnSe-ZnSe-GaAs-GaAs-GaAs,99.66
ZnSe-ZnSe-ZnSe-GaP-GaP-GaP,105.1
ZnSe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,100.28
ZnSe-ZnSe-ZnSe-ZnSe-GaP-GaP,109.39
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,103.41
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,110.62
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,112.92
ZnS-GaP-GaP-GaP-GaP-GaP,78.89
ZnS-ZnS-GaP-GaP-GaP-GaP,111.15
ZnS-ZnS-ZnS-GaP-GaP-GaP,120.25
ZnS-ZnS-ZnS-ZnS-GaP-GaP,121.92
ZnS-ZnS-ZnS-ZnS-ZnS-GaP,125.69
ZnS-ZnS-ZnS-ZnS-ZnS-ZnS,128.15
ZnTe-CdSe-CdSe-CdSe-CdSe-CdSe,77.88
ZnTe-CdSe-CdSe-CdSe-CdSe-InAs,75.16
ZnTe-CdSe-CdSe-CdSe-CdSe-InP,79.43
ZnTe-CdSe-CdSe-CdSe-InAs-InAs,73.2
ZnTe-CdSe-CdSe-CdSe-InP-InP,78.87
ZnTe-CdSe-CdSe-InP-InP-InP,76.23
ZnTe-CdSe-InAs-InAs-InAs-InAs,73.8
ZnTe-CdSe-InP-InP-InP-InP,78.45
ZnTe-GaSb-CdSe-CdSe-CdSe-CdSe,70.27
ZnTe-GaSb-CdSe-CdSe-CdSe-InAs,54.26
ZnTe-GaSb-CdSe-CdSe-InAs-InAs,59.63
ZnTe-GaSb-GaSb-CdSe-CdSe-CdSe,60.03
ZnTe-GaSb-GaSb-CdSe-CdSe-InAs,68.54
ZnTe-GaSb-GaSb-CdSe-InAs-InAs,53.12
ZnTe-GaSb-GaSb-GaSb-CdSe-CdSe,60.15
ZnTe-GaSb-GaSb-GaSb-CdSe-InAs,49.28
ZnTe-GaSb-GaSb-GaSb-GaSb-CdSe,68.1
ZnTe-GaSb-GaSb-GaSb-GaSb-GaSb,76.2
ZnTe-GaSb-GaSb-GaSb-GaSb-InAs,47.89
ZnTe-GaSb-GaSb-GaSb-InAs-InAs,57.34
ZnTe-GaSb-GaSb-InAs-InAs-InAs,46.25
ZnTe-GaSb-InAs-InAs-InAs-InAs,55.59
ZnTe-InAs-InAs-InAs-InAs-InAs,46.94
ZnTe-ZnTe-CdSe-CdSe-CdSe-CdSe,79.72
ZnTe-ZnTe-CdSe-CdSe-CdSe-InAs,78.16
ZnTe-ZnTe-CdSe-CdSe-CdSe-InP,81.54
ZnTe-ZnTe-CdSe-CdSe-InAs-InAs,74.57
ZnTe-ZnTe-CdSe-InAs-InAs-InAs,76.94
ZnTe-ZnTe-CdSe-InP-InP-InP,81.54
ZnTe-ZnTe-GaSb-CdSe-CdSe-CdSe,72.88
ZnTe-ZnTe-GaSb-CdSe-CdSe-InAs,68.95
ZnTe-ZnTe-GaSb-CdSe-InAs-InAs,66.94
ZnTe-ZnTe-GaSb-GaSb-CdSe-InAs,67.17
ZnTe-ZnTe-GaSb-GaSb-GaSb-CdSe,67.68
ZnTe-ZnTe-GaSb-GaSb-GaSb-GaSb,75.14
ZnTe-ZnTe-GaSb-GaSb-GaSb-InAs,66.04
ZnTe-ZnTe-GaSb-GaSb-InAs-InAs,67.47
ZnTe-ZnTe-GaSb-InAs-InAs-InAs,66.1
ZnTe-ZnTe-InAs-InAs-InAs-InAs,59.97
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InAs,82.64
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InP,67.15
ZnTe-ZnTe-ZnTe-CdSe-InAs-InAs,82.36
ZnTe-ZnTe-ZnTe-GaSb-CdSe-CdSe,75.61
ZnTe-ZnTe-ZnTe-GaSb-GaSb-CdSe,72.74
ZnTe-ZnTe-ZnTe-GaSb-GaSb-GaSb,74.7
ZnTe-ZnTe-ZnTe-GaSb-GaSb-InAs,56.99
ZnTe-ZnTe-ZnTe-InAs-InAs-InAs,76.05
ZnTe-ZnTe-ZnTe-InP-InP-InP,78.94
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-CdSe,86.93
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-InAs,73.45
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-CdSe,78.22
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-GaSb,75.42
ZnTe-ZnTe-ZnTe-ZnTe-InAs-InAs,79.5
ZnTe-ZnTe-ZnTe-ZnTe-InP-InP,83.3
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,90.15
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InAs,55.56
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InP,88.59
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,84.77
