"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c33 (GPa)
GaSb-GaSb-CdSe-InAs-InAs-InAs,78.96
GaSb-GaSb-GaSb-CdSe-CdSe-CdSe,72.22
GaSb-GaSb-GaSb-GaSb-CdSe-CdSe,75.57
GaSb-GaSb-GaSb-GaSb-GaSb-CdSe,83.34
GaSb-GaSb-GaSb-GaSb-GaSb-GaSb,99.0
GaSb-GaSb-GaSb-GaSb-GaSb-InAs,99.85
GaSb-GaSb-GaSb-GaSb-InAs-InAs,100.07
GaSb-GaSb-GaSb-InAs-InAs-InAs,85.79
GaSb-GaSb-InAs-InAs-InAs-InAs,98.24
InAs-InAs-InAs-InAs-InAs-InAs,81.54
InN-InN-InN-InN-InN-InN,211.84
InP-InP-InP-InP-InP-InP,102.12
MgS-AlAs-AlAs-AlAs-AlAs-AlAs,102.9
MgS-AlAs-AlAs-AlAs-CuBr-GaAs,42.64
MgS-AlAs-AlAs-AlAs-GaAs-GaAs,98.91
MgS-AlAs-AlAs-AlAs-ZnSe-GaAs,86.23
MgS-AlAs-AlAs-AlAs-ZnSe-ZnSe,100.49
MgS-AlAs-AlAs-CuBr-CuBr-GaAs,35.47
MgS-AlAs-AlAs-CuBr-ZnSe-GaAs,38.82
MgS-AlAs-AlAs-CuBr-ZnSe-ZnSe,29.37
MgS-AlAs-AlAs-GaAs-GaAs-GaAs,98.93
MgS-AlAs-AlAs-ZnSe-GaAs-GaAs,78.63
MgS-AlAs-AlAs-ZnSe-ZnSe-GaAs,89.69
MgS-AlAs-AlAs-ZnSe-ZnSe-ZnSe,99.38
MgS-AlAs-CuBr-CuBr-CuBr-ZnSe,32.07
MgS-AlAs-CuBr-CuBr-GaAs-GaAs,59.96
MgS-AlAs-CuBr-GaAs-GaAs-GaAs,42.24
MgS-AlAs-CuBr-ZnSe-GaAs-GaAs,34.27
MgS-AlAs-CuBr-ZnSe-ZnSe-GaAs,22.37
MgS-AlAs-GaAs-GaAs-GaAs-GaAs,102.48
MgS-AlAs-ZnSe-ZnSe-GaAs-GaAs,92.26
MgS-AlAs-ZnSe-ZnSe-ZnSe-GaAs,91.09
MgS-AlAs-ZnSe-ZnSe-ZnSe-ZnSe,102.0
MgS-AlP-AlP-AlP-AlP-CuBr,37.64
MgS-AlP-AlP-AlP-AlP-GaP,101.29
MgS-AlP-AlP-AlP-AlP-ZnSe,104.31
MgS-AlP-AlP-AlP-CuBr-GaP,48.42
MgS-AlP-AlP-AlP-CuBr-ZnSe,40.29
MgS-AlP-AlP-AlP-GaP-GaP,108.32
MgS-AlP-AlP-AlP-ZnSe-GaP,87.93
MgS-AlP-AlP-AlP-ZnSe-ZnSe,109.06
MgS-AlP-AlP-CuBr-GaP-GaP,34.75
MgS-AlP-AlP-CuBr-ZnSe-GaP,48.56
MgS-AlP-AlP-ZnSe-GaP-GaP,75.66
MgS-AlP-AlP-ZnSe-ZnSe-GaP,93.86
MgS-AlP-AlP-ZnSe-ZnSe-ZnSe,104.16
MgS-AlP-CuBr-CuBr-CuBr-CuBr,57.77
MgS-AlP-CuBr-ZnSe-ZnSe-GaP,19.48
MgS-AlP-CuBr-ZnSe-ZnSe-ZnSe,53.05
MgS-AlP-ZnSe-ZnSe-ZnSe-GaP,99.21
MgS-AlP-ZnSe-ZnSe-ZnSe-ZnSe,106.03
MgS-BeTe-AlAs-AlAs-AlAs-AlAs,89.38
MgS-BeTe-AlAs-AlAs-AlAs-CuBr,38.37
MgS-BeTe-AlAs-AlAs-AlAs-GaAs,92.66
MgS-BeTe-AlAs-AlAs-CuBr-CuBr,52.7
MgS-BeTe-AlAs-AlAs-CuBr-GaAs,20.72
MgS-BeTe-AlAs-AlAs-GaAs-GaAs,96.24
MgS-BeTe-AlAs-CuBr-CuBr-ZnSe,32.2
MgS-BeTe-AlAs-CuBr-GaAs-GaAs,1.2
MgS-BeTe-AlAs-CuBr-ZnSe-ZnSe,28.29
MgS-BeTe-AlAs-GaAs-GaAs-GaAs,94.23
MgS-BeTe-AlAs-ZnSe-GaAs-GaAs,89.57
MgS-BeTe-AlAs-ZnSe-ZnSe-GaAs,93.82
MgS-BeTe-AlAs-ZnSe-ZnSe-ZnSe,102.94
MgS-BeTe-AlP-AlP-AlP-AlP,66.11
MgS-BeTe-AlP-AlP-AlP-GaP,53.57
MgS-BeTe-AlP-AlP-CuBr-ZnSe,34.65
MgS-BeTe-AlP-AlP-ZnSe-GaP,76.37
MgS-BeTe-AlP-AlP-ZnSe-ZnSe,102.54
MgS-BeTe-AlP-CuBr-CuBr-GaP,40.52
MgS-BeTe-AlP-GaP-GaP-GaP,47.65
MgS-BeTe-AlP-ZnSe-GaP-GaP,91.79
MgS-BeTe-AlP-ZnSe-ZnSe-GaP,100.68
MgS-BeTe-AlP-ZnSe-ZnSe-ZnSe,107.3
MgS-BeTe-BeTe-AlAs-AlAs-AlAs,103.66
MgS-BeTe-BeTe-AlAs-AlAs-GaAs,101.85
MgS-BeTe-BeTe-AlAs-AlAs-ZnSe,106.51
MgS-BeTe-BeTe-AlAs-GaAs-GaAs,100.76
MgS-BeTe-BeTe-AlAs-ZnSe-GaAs,102.07
MgS-BeTe-BeTe-AlAs-ZnSe-ZnSe,110.04
MgS-BeTe-BeTe-AlP-AlP-AlP,104.02
MgS-BeTe-BeTe-AlP-AlP-ZnSe,112.54
MgS-BeTe-BeTe-AlP-CuBr-ZnSe,41.42
MgS-BeTe-BeTe-AlP-GaP-GaP,105.43
MgS-BeTe-BeTe-AlP-ZnSe-GaP,106.94
MgS-BeTe-BeTe-AlP-ZnSe-ZnSe,112.33
MgS-BeTe-BeTe-BeTe-AlAs-AlAs,113.7
MgS-BeTe-BeTe-BeTe-AlAs-ZnSe,113.26
MgS-BeTe-BeTe-BeTe-AlP-AlP,118.14
MgS-BeTe-BeTe-BeTe-AlP-GaP,116.55
MgS-BeTe-BeTe-BeTe-AlP-ZnSe,114.82
MgS-BeTe-BeTe-BeTe-BeTe-AlAs,119.21
MgS-BeTe-BeTe-BeTe-BeTe-AlP,121.13
MgS-BeTe-BeTe-BeTe-BeTe-BeTe,130.14
MgS-BeTe-BeTe-BeTe-BeTe-GaP,115.93
MgS-BeTe-BeTe-BeTe-CuBr-CuBr,92.15
MgS-BeTe-BeTe-BeTe-GaAs-GaAs,106.91
MgS-BeTe-BeTe-BeTe-GaP-GaP,118.32
MgS-BeTe-BeTe-BeTe-ZnSe-GaAs,115.76
MgS-BeTe-BeTe-BeTe-ZnSe-GaP,117.8
MgS-BeTe-BeTe-BeTe-ZnSe-ZnSe,119.67
MgS-BeTe-BeTe-CuBr-CuBr-CuBr,89.73
MgS-BeTe-BeTe-CuBr-GaAs-GaAs,95.64
MgS-BeTe-BeTe-CuBr-GaP-GaP,74.95
MgS-BeTe-BeTe-CuBr-ZnSe-GaP,82.37
MgS-BeTe-BeTe-CuBr-ZnSe-ZnSe,78.3
MgS-BeTe-BeTe-GaAs-GaAs-GaAs,103.97
MgS-BeTe-BeTe-ZnSe-GaAs-GaAs,107.63
MgS-BeTe-BeTe-ZnSe-GaP-GaP,114.33
MgS-BeTe-BeTe-ZnSe-ZnSe-GaAs,108.83
MgS-BeTe-BeTe-ZnSe-ZnSe-GaP,113.52
MgS-BeTe-BeTe-ZnSe-ZnSe-ZnSe,118.88
MgS-BeTe-CuBr-CuBr-CuBr-CuBr,72.28
MgS-BeTe-CuBr-CuBr-CuBr-ZnSe,71.42
MgS-BeTe-CuBr-CuBr-GaAs-GaAs,93.86
MgS-BeTe-CuBr-CuBr-GaP-GaP,73.71
MgS-BeTe-CuBr-CuBr-ZnSe-GaAs,41.29
MgS-BeTe-CuBr-CuBr-ZnSe-GaP,77.02
MgS-BeTe-CuBr-GaP-GaP-GaP,94.17
MgS-BeTe-CuBr-ZnSe-GaP-GaP,36.94
MgS-BeTe-CuBr-ZnSe-ZnSe-GaP,67.9
MgS-BeTe-CuBr-ZnSe-ZnSe-ZnSe,80.84
MgS-BeTe-GaP-GaP-GaP-GaP,98.88
MgS-BeTe-ZnSe-GaAs-GaAs-GaAs,103.49
MgS-BeTe-ZnSe-GaP-GaP-GaP,113.65
MgS-BeTe-ZnSe-ZnSe-GaAs-GaAs,102.87
MgS-BeTe-ZnSe-ZnSe-GaP-GaP,108.86
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaAs,106.16
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaP,108.57
MgS-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,114.13
MgS-CuBr-CuBr-CuBr-ZnSe-ZnSe,47.93
MgS-CuBr-CuBr-ZnSe-GaAs-GaAs,50.99
MgS-CuBr-CuBr-ZnSe-ZnSe-GaAs,26.29
MgS-CuBr-CuBr-ZnSe-ZnSe-GaP,14.53
MgS-CuBr-GaAs-GaAs-GaAs-GaAs,44.39
MgS-CuBr-ZnSe-ZnSe-GaAs-GaAs,21.77
MgS-CuBr-ZnSe-ZnSe-GaP-GaP,44.19
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaAs,34.66
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaP,41.88
MgS-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,45.54
MgS-GaP-GaP-GaP-GaP-GaP,122.61
MgS-MgS-AlAs-AlAs-AlAs-CuBr,38.04
MgS-MgS-AlAs-AlAs-AlAs-GaAs,92.09
MgS-MgS-AlAs-AlAs-AlAs-ZnSe,89.1
MgS-MgS-AlAs-AlAs-CuBr-CuBr,53.47
MgS-MgS-AlAs-AlAs-ZnSe-GaAs,79.25
MgS-MgS-AlAs-AlAs-ZnSe-ZnSe,90.93
MgS-MgS-AlAs-CuBr-CuBr-CuBr,54.7
MgS-MgS-AlAs-CuBr-GaAs-GaAs,22.46
MgS-MgS-AlAs-CuBr-ZnSe-GaAs,43.35
MgS-MgS-AlAs-CuBr-ZnSe-ZnSe,43.23
MgS-MgS-AlAs-GaAs-GaAs-GaAs,91.66
MgS-MgS-AlAs-ZnSe-GaAs-GaAs,77.88
MgS-MgS-AlAs-ZnSe-ZnSe-GaAs,84.69
MgS-MgS-AlAs-ZnSe-ZnSe-ZnSe,96.26
MgS-MgS-AlP-AlP-AlP-AlP,101.42
MgS-MgS-AlP-AlP-AlP-GaP,103.87
MgS-MgS-AlP-AlP-AlP-ZnSe,98.76
MgS-MgS-AlP-AlP-CuBr-CuBr,36.23
MgS-MgS-AlP-AlP-GaP-GaP,106.17
MgS-MgS-AlP-AlP-ZnSe-GaP,79.78
MgS-MgS-AlP-AlP-ZnSe-ZnSe,98.94
MgS-MgS-AlP-CuBr-ZnSe-ZnSe,30.77
MgS-MgS-AlP-GaP-GaP-GaP,105.66
MgS-MgS-AlP-ZnSe-GaP-GaP,86.07
MgS-MgS-AlP-ZnSe-ZnSe-GaP,87.92
MgS-MgS-AlP-ZnSe-ZnSe-ZnSe,98.29
MgS-MgS-BeTe-AlAs-AlAs-AlAs,83.76
MgS-MgS-BeTe-AlAs-AlAs-ZnSe,89.39
MgS-MgS-BeTe-AlAs-CuBr-CuBr,56.8
MgS-MgS-BeTe-AlAs-GaAs-GaAs,88.31
MgS-MgS-BeTe-AlAs-ZnSe-GaAs,85.01
MgS-MgS-BeTe-AlAs-ZnSe-ZnSe,95.71
MgS-MgS-BeTe-AlP-AlP-AlP,92.33
MgS-MgS-BeTe-AlP-AlP-GaP,90.67
MgS-MgS-BeTe-AlP-AlP-ZnSe,96.8
MgS-MgS-BeTe-AlP-CuBr-ZnSe,11.28
MgS-MgS-BeTe-AlP-GaP-GaP,95.47
MgS-MgS-BeTe-AlP-ZnSe-GaP,90.66
MgS-MgS-BeTe-AlP-ZnSe-ZnSe,99.82
MgS-MgS-BeTe-BeTe-AlAs-AlAs,100.69
MgS-MgS-BeTe-BeTe-AlAs-GaAs,97.6
MgS-MgS-BeTe-BeTe-AlAs-ZnSe,102.37
MgS-MgS-BeTe-BeTe-AlP-AlP,103.0
MgS-MgS-BeTe-BeTe-AlP-GaP,103.37
MgS-MgS-BeTe-BeTe-BeTe-AlAs,110.02
MgS-MgS-BeTe-BeTe-BeTe-BeTe,122.55
MgS-MgS-BeTe-BeTe-BeTe-CuBr,67.86
MgS-MgS-BeTe-BeTe-BeTe-GaP,105.81
MgS-MgS-BeTe-BeTe-BeTe-ZnSe,115.12
MgS-MgS-BeTe-BeTe-CuBr-CuBr,94.94
MgS-MgS-BeTe-BeTe-CuBr-ZnSe,80.51
MgS-MgS-BeTe-BeTe-GaP-GaP,104.38
MgS-MgS-BeTe-BeTe-ZnSe-GaAs,102.23
MgS-MgS-BeTe-BeTe-ZnSe-GaP,107.44
MgS-MgS-BeTe-BeTe-ZnSe-ZnSe,113.07
MgS-MgS-BeTe-CuBr-CuBr-CuBr,62.72
MgS-MgS-BeTe-CuBr-CuBr-ZnSe,65.74
MgS-MgS-BeTe-CuBr-GaAs-GaAs,88.0
MgS-MgS-BeTe-CuBr-GaP-GaP,62.19
MgS-MgS-BeTe-CuBr-ZnSe-GaP,69.22
MgS-MgS-BeTe-GaAs-GaAs-GaAs,87.66
MgS-MgS-BeTe-GaP-GaP-GaP,99.09
MgS-MgS-BeTe-ZnSe-GaAs-GaAs,94.29
MgS-MgS-BeTe-ZnSe-GaP-GaP,103.44
MgS-MgS-BeTe-ZnSe-ZnSe-GaAs,96.93
MgS-MgS-BeTe-ZnSe-ZnSe-GaP,103.42
MgS-MgS-CuBr-CuBr-CuBr-ZnSe,46.46
MgS-MgS-CuBr-CuBr-ZnSe-GaP,28.88
MgS-MgS-CuBr-ZnSe-GaP-GaP,39.38
MgS-MgS-CuBr-ZnSe-ZnSe-GaAs,39.86
MgS-MgS-GaAs-GaAs-GaAs-GaAs,88.7
MgS-MgS-GaP-GaP-GaP-GaP,114.11
MgS-MgS-MgS-AlAs-AlAs-AlAs,81.31
MgS-MgS-MgS-AlAs-AlAs-CuBr,47.04
MgS-MgS-MgS-AlAs-AlAs-GaAs,82.64
MgS-MgS-MgS-AlAs-CuBr-ZnSe,45.11
MgS-MgS-MgS-AlAs-GaAs-GaAs,82.21
MgS-MgS-MgS-AlAs-ZnSe-GaAs,75.87
MgS-MgS-MgS-AlAs-ZnSe-ZnSe,88.59
MgS-MgS-MgS-AlP-AlP-AlP,92.07
MgS-MgS-MgS-AlP-AlP-CuBr,68.92
MgS-MgS-MgS-AlP-AlP-GaP,94.69
MgS-MgS-MgS-AlP-AlP-ZnSe,89.4
MgS-MgS-MgS-AlP-CuBr-ZnSe,43.77
MgS-MgS-MgS-AlP-GaP-GaP,93.63
MgS-MgS-MgS-AlP-ZnSe-ZnSe,92.35
MgS-MgS-MgS-BeTe-AlAs-AlAs,87.12
MgS-MgS-MgS-BeTe-AlAs-ZnSe,88.78
MgS-MgS-MgS-BeTe-AlP-AlP,90.25
MgS-MgS-MgS-BeTe-AlP-GaP,90.93
MgS-MgS-MgS-BeTe-AlP-ZnSe,92.93
MgS-MgS-MgS-BeTe-BeTe-AlAs,95.67
MgS-MgS-MgS-BeTe-BeTe-BeTe,114.44
MgS-MgS-MgS-BeTe-BeTe-CuBr,76.42
MgS-MgS-MgS-BeTe-BeTe-GaAs,95.96
MgS-MgS-MgS-BeTe-BeTe-GaP,94.24
MgS-MgS-MgS-BeTe-BeTe-ZnSe,107.5
MgS-MgS-MgS-BeTe-CuBr-CuBr,92.19
MgS-MgS-MgS-BeTe-CuBr-ZnSe,77.59
MgS-MgS-MgS-BeTe-GaAs-GaAs,85.64
MgS-MgS-MgS-BeTe-ZnSe-GaAs,92.75
MgS-MgS-MgS-BeTe-ZnSe-GaP,96.92
MgS-MgS-MgS-CuBr-CuBr-CuBr,49.34
MgS-MgS-MgS-CuBr-CuBr-ZnSe,43.29
MgS-MgS-MgS-CuBr-GaAs-GaAs,33.63
MgS-MgS-MgS-CuBr-GaP-GaP,53.18
MgS-MgS-MgS-CuBr-ZnSe-GaP,36.87
MgS-MgS-MgS-CuBr-ZnSe-ZnSe,48.76
MgS-MgS-MgS-GaAs-GaAs-GaAs,82.99
MgS-MgS-MgS-GaP-GaP-GaP,95.38
MgS-MgS-MgS-MgS-AlAs-AlAs,74.55
MgS-MgS-MgS-MgS-AlAs-CuBr,13.54
MgS-MgS-MgS-MgS-AlAs-GaAs,74.26
MgS-MgS-MgS-MgS-AlAs-ZnSe,77.59
MgS-MgS-MgS-MgS-AlP-AlP,81.31
MgS-MgS-MgS-MgS-AlP-CuBr,36.95
MgS-MgS-MgS-MgS-AlP-GaP,81.78
MgS-MgS-MgS-MgS-AlP-ZnSe,84.86
MgS-MgS-MgS-MgS-BeTe-AlAs,83.39
MgS-MgS-MgS-MgS-BeTe-AlP,86.19
MgS-MgS-MgS-MgS-BeTe-BeTe,106.91
MgS-MgS-MgS-MgS-BeTe-CuBr,68.62
MgS-MgS-MgS-MgS-BeTe-ZnSe,99.1
MgS-MgS-MgS-MgS-CuBr-CuBr,66.34
MgS-MgS-MgS-MgS-CuBr-GaAs,44.53
MgS-MgS-MgS-MgS-CuBr-GaP,33.67
MgS-MgS-MgS-MgS-CuBr-ZnSe,55.13
MgS-MgS-MgS-MgS-GaP-GaP,86.22
MgS-MgS-MgS-MgS-MgS-AlAs,76.62
MgS-MgS-MgS-MgS-MgS-AlP,75.46
MgS-MgS-MgS-MgS-MgS-CuBr,40.9
MgS-MgS-MgS-MgS-MgS-GaP,77.25
MgS-MgS-MgS-MgS-MgS-MgS,81.55
MgS-MgS-MgS-MgS-MgS-ZnSe,88.46
MgS-MgS-MgS-MgS-ZnSe-GaAs,81.26
MgS-MgS-MgS-MgS-ZnSe-GaP,85.01
MgS-MgS-MgS-MgS-ZnSe-ZnSe,95.13
MgS-MgS-MgS-ZnSe-GaP-GaP,86.37
MgS-MgS-MgS-ZnSe-ZnSe-GaAs,91.06
MgS-MgS-MgS-ZnSe-ZnSe-GaP,90.59
MgS-MgS-ZnSe-GaAs-GaAs-GaAs,85.62
MgS-MgS-ZnSe-ZnSe-GaAs-GaAs,89.11
MgS-MgS-ZnSe-ZnSe-GaP-GaP,95.47
MgS-MgS-ZnSe-ZnSe-ZnSe-GaP,100.23
MgS-MgS-ZnSe-ZnSe-ZnSe-ZnSe,106.8
MgS-ZnSe-ZnSe-GaAs-GaAs-GaAs,95.02
MgS-ZnSe-ZnSe-ZnSe-GaAs-GaAs,97.72
MgS-ZnSe-ZnSe-ZnSe-GaP-GaP,101.6
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,102.9
MgS-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,113.45
SiC-SiC-SiC-SiC-SiC-SiC,533.28
ZnO-GaN-GaN-GaN-GaN-GaN,164.66
ZnO-ZnO-GaN-GaN-GaN-GaN,91.76
ZnO-ZnO-ZnO-GaN-GaN-GaN,184.09
ZnO-ZnO-ZnO-ZnO-GaN-GaN,182.73
ZnO-ZnO-ZnO-ZnO-ZnO-GaN,193.57
ZnO-ZnO-ZnO-ZnO-ZnO-ZnO,201.98
ZnSe-GaAs-GaAs-GaAs-GaAs-GaAs,83.07
ZnSe-GaP-GaP-GaP-GaP-GaP,63.16
ZnSe-ZnSe-ZnSe-GaAs-GaAs-GaAs,99.66
ZnSe-ZnSe-ZnSe-GaP-GaP-GaP,105.1
ZnSe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,100.28
ZnSe-ZnSe-ZnSe-ZnSe-GaP-GaP,109.39
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,103.41
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,110.62
ZnS-GaP-GaP-GaP-GaP-GaP,78.89
ZnS-ZnS-GaP-GaP-GaP-GaP,111.15
ZnS-ZnS-ZnS-GaP-GaP-GaP,120.25
ZnS-ZnS-ZnS-ZnS-GaP-GaP,121.92
ZnS-ZnS-ZnS-ZnS-ZnS-ZnS,128.15
ZnTe-CdSe-CdSe-CdSe-CdSe-CdSe,77.88
ZnTe-CdSe-CdSe-CdSe-CdSe-InAs,75.16
ZnTe-CdSe-CdSe-CdSe-CdSe-InP,79.43
ZnTe-CdSe-CdSe-CdSe-InAs-InAs,73.2
ZnTe-CdSe-CdSe-CdSe-InP-InP,78.87
ZnTe-CdSe-CdSe-InAs-InAs-InAs,71.08
ZnTe-CdSe-CdSe-InP-InP-InP,76.23
ZnTe-CdSe-InAs-InAs-InAs-InAs,73.8
ZnTe-CdSe-InP-InP-InP-InP,78.45
ZnTe-GaSb-CdSe-CdSe-InAs-InAs,59.63
ZnTe-GaSb-CdSe-InAs-InAs-InAs,54.98
ZnTe-GaSb-GaSb-CdSe-CdSe-CdSe,60.03
ZnTe-GaSb-GaSb-CdSe-CdSe-InAs,68.54
ZnTe-GaSb-GaSb-CdSe-InAs-InAs,53.12
ZnTe-GaSb-GaSb-GaSb-CdSe-InAs,49.28
ZnTe-GaSb-GaSb-GaSb-GaSb-CdSe,68.1
ZnTe-GaSb-GaSb-GaSb-GaSb-GaSb,76.2
ZnTe-GaSb-GaSb-GaSb-GaSb-InAs,47.89
ZnTe-GaSb-GaSb-GaSb-InAs-InAs,57.34
ZnTe-GaSb-GaSb-InAs-InAs-InAs,46.25
ZnTe-GaSb-InAs-InAs-InAs-InAs,55.59
ZnTe-InAs-InAs-InAs-InAs-InAs,46.94
ZnTe-InP-InP-InP-InP-InP,63.15
ZnTe-ZnTe-CdSe-CdSe-CdSe-CdSe,79.72
ZnTe-ZnTe-CdSe-CdSe-CdSe-InAs,78.16
ZnTe-ZnTe-CdSe-CdSe-CdSe-InP,81.54
ZnTe-ZnTe-CdSe-CdSe-InAs-InAs,74.57
ZnTe-ZnTe-CdSe-CdSe-InP-InP,81.65
ZnTe-ZnTe-CdSe-InAs-InAs-InAs,76.94
ZnTe-ZnTe-CdSe-InP-InP-InP,81.54
ZnTe-ZnTe-GaSb-CdSe-CdSe-CdSe,72.88
ZnTe-ZnTe-GaSb-CdSe-CdSe-InAs,68.95
ZnTe-ZnTe-GaSb-CdSe-InAs-InAs,66.94
ZnTe-ZnTe-GaSb-GaSb-CdSe-CdSe,68.43
ZnTe-ZnTe-GaSb-GaSb-CdSe-InAs,67.17
ZnTe-ZnTe-GaSb-GaSb-GaSb-CdSe,67.68
ZnTe-ZnTe-GaSb-GaSb-GaSb-GaSb,75.14
ZnTe-ZnTe-GaSb-GaSb-GaSb-InAs,66.04
ZnTe-ZnTe-GaSb-GaSb-InAs-InAs,67.47
ZnTe-ZnTe-InAs-InAs-InAs-InAs,59.97
ZnTe-ZnTe-ZnTe-CdSe-CdSe-CdSe,83.16
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InAs,82.64
ZnTe-ZnTe-ZnTe-CdSe-InP-InP,83.67
ZnTe-ZnTe-ZnTe-GaSb-CdSe-CdSe,75.61
ZnTe-ZnTe-ZnTe-GaSb-CdSe-InAs,65.98
ZnTe-ZnTe-ZnTe-GaSb-GaSb-CdSe,72.74
ZnTe-ZnTe-ZnTe-GaSb-GaSb-GaSb,74.7
ZnTe-ZnTe-ZnTe-InP-InP-InP,78.94
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-CdSe,86.93
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-CdSe,78.22
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-InAs,79.39
ZnTe-ZnTe-ZnTe-ZnTe-InP-InP,83.3
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-GaSb,84.34
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InP,88.59
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,84.77
