mpid,formula,bulk modulus
mp-977013,H6PbCI3N,11.333547673847008
mp-9561,VS2,19.666793850812866
mp-849359,Na2NiO3,71.75681229101049
mp-862717,LiAlAu2,94.0
mp-1434,MoS2,26.742031817748906
mp-27462,AlPS4,7.915871577137373
mp-27932,Li9Ge4,33.75486717568377
mp-2802,HfRu,196.5934816474857
mp-16719,Al12Tc,94.8011786237398
mp-542316,Co2Mo3N,270.1761037099535
mp-36864,Li2TiO3,123.12550495417587
mp-1029408,Mg2NbN3,119.05461238495366
mp-22908,BiCl3,4.21862241742805
mvc-6590,TiO2,209.40361902818717
mp-631570,BaTaB,63.0
mp-753371,LiCuS,34.49593494531908
mp-675271,Na2CO5,11.916268182321035
mp-15642,SrMgSi,42.98081668315311
mp-27831,Rb2ZrCl6,9.380354407156508
mp-6668,LiTiPO5,96.0020294853906
mp-4748,NaNbO3,122.70390369932136
mp-4366,Na2PtC2,51.567416701034354
mp-864631,LiNbRh2,174.73433227096703
mp-976334,Li3Tc,36.0
mp-570452,Y(SiAu)2,116.10263988390423
mp-999473,ZnN,164.21013950483803
mp-13071,Sc2TlC,79.57593770222343
mp-27827,Rb2TiCl6,11.090574103079064
mp-28460,Br2O,6.215870562643441
mp-631471,YScBe,38.0
mp-5749,Cr2FeSe4,48.590288857357734
mp-21,Ca,15.120535489340675
mp-136,Fe,294.0723965229885
mp-2258,Cu3Au,141.75243365214163
mp-7250,Nb6Co7,213.12766939437682
mp-754238,Li2CuBiO4,97.89660182358601
mp-20664,Mn2Sb,86.39035789391762
mp-21845,FePd3,174.35856577527915
mp-11571,YSn3,61.925593833648776
mp-672259,AlFe2Mo,225.3101051711314
mp-1692,CuO,143.0176478220401
mp-560588,ZnS,69.0
mp-22756,K2PbO3,38.909052997145075
mp-30835,TaPd2,204.6906492296117
mp-134,Al,83.27702046970407
mp-22934,K2PtCl4,11.790214065517395
mp-19991,SrIn4Pd,47.8851025360181
mp-7851,TaCo3,247.0
mp-10850,SbTePd,80.65300515616008
mp-20714,FeSb2,86.81162960459702
mp-30147,ZrTiAs,137.63969837161915
mp-1008922,CuN,205.08475297748438
mp-867816,TaRu3,265.0
mp-16366,Cu2Se,86.12426525951355
mp-12657,HfAl2,120.27519154226057
mp-1823,Ti3Al,115.21792393507477
mp-1008680,TiGePt,142.0
mp-1866,KO2,24.52389259275229
mp-29736,YAlGe,79.9770470115193
mp-510623,Fe3C,223.2378699486749
mp-1922,RuSe2,138.11240534517583
mp-546079,MgCO3,86.93452536272959
mp-4019,CaTiO3,171.9945579315089
mp-16913,Ag2SeO3,29.0
mp-31454,TaSbRu,175.4722359404094
mp-569624,HfCr2,189.57849627524442
mp-864742,Na3Sn,31.0
mp-22345,TiCdO3,85.0
mp-8062,SiC,211.38001705274064
mp-20459,TiPbO3,62.505198950338404
mp-900,RhSe,136.0
mp-23729,NaBeH3,63.0
mp-23711,MgH2,47.84919311287867
mp-760375,Li3VS4,12.84931084673486
mp-755759,ZrO2,213.11986288702732
mp-18922,Mn5O8,136.4053022174678
mp-35208,NdOF,126.0
mp-1029834,HfMgN2,156.51241497131466
mp-752401,Rb2ZrO3,33.92951909061638
mp-16321,SrCuP,66.46980461257618
mp-2271,NaPt2,123.53076904762972
mp-550436,V2CdO6,84.98920356491602
mp-771919,LiFeO2,145.16051427970933
mp-3805,Al(FeB)2,202.81987717486518
mp-865893,LiZr2Tc,115.41083109426971
mp-7892,Mn2AlB2,217.78500229954847
mp-4181,Pr2CuO4,129.41577469395935
mp-628606,Rb2PdI6,8.690525175890352
mp-1921,ThTe,82.0
mp-610917,O2,2.2349755443708816
mp-864645,YbSiPt2,129.0
mp-30785,Mn3Pt,89.52702446759865
mp-949,CoPt,215.90012018618216
mp-23487,KIO3,21.0
mp-1877,HoAl3,77.0
mp-1294,YCo2,114.94345671068376
mp-20004,Zr2InC,118.5354542671274
mp-16115,Pr2CuO4,128.0
mp-25150,CaVO3,159.65316548883624
mp-866288,BeVCo2,192.96709576797508
mp-542,SrHg,81.0
mp-24723,TaH2,226.0
mp-1880,SbF3,14.747837724663453
mp-1768,LaOs2,183.23538763698917
mp-21029,Li2InPd,59.49694334730764
mp-14753,Li7TaN4,82.82219503876141
mp-30062,Cs2PtBr6,8.198358858048094
mp-864948,MnGaPt2,169.47889251181897
mp-1029782,Ca3W3N5,110.20179797776376
mp-18928,Mn2SiO4,116.21152015488329
mp-11547,YTlPd,82.93429218811565
mp-24084,KH,13.753770168856757
mp-2809,Sb2S3,16.310023934576723
mp-867701,Li6CuS4,35.0
mp-13682,PdS2,22.365983932298608
mp-37657,Ca3SiO5,95.4298030893358
mp-583,CoAs,157.13846016122704
mp-766911,LiVF4,28.3002412378862
mp-16349,LiNi2Ge,133.09765093519414
mp-865520,YCdPd2,97.8562346407884
mp-669692,NbPd3,196.10332197775955
mp-999200,Si,81.97524852351634
mp-1780,ScRh,137.71392428899287
mp-4697,Zn(CrSe2)2,68.86839936641755
mp-31301,LiSn4Au3,62.0
mp-999549,WN2,352.93010261110163
mp-765966,LiVF6,33.270714732151845
mp-833,CaPd2,94.2575985017367
mp-18966,FeAgO2,130.99416684915192
mp-12693,Mg2Rh,65.49886363505144
mp-31160,CaZnSn,46.16295535517786
mp-765315,FeO2F,86.52545523464626
mp-21098,UPb,65.40633897344321
mp-554813,NbCrF6,65.44429440862052
mp-1029407,NaCrN2,75.65201903936739
mp-2486,UC2,155.0
mp-568718,HfAl3,106.0
mp-7926,TaSe2,23.0
mp-864930,LiTiIr2,192.70882883085517
mp-754672,TiO2,68.30527220559935
mp-8511,PF5,6.250174488707763
mp-754128,Ba3Hf2O7,124.0
mp-626689,Fe(HO)2,44.14546965190961
mp-1879,SmS,16.25850412631625
mp-22716,LiCu2P,79.30905362249838
mp-550306,YCu2Bi2(SeO2)2,61.23589189747837
mp-448,CoN,250.7584863987589
mp-3464,FeSiRu2,236.80928598519142
mp-14793,Mg2SiPt,98.631402784348
mp-867821,TaTiMn2,217.39864905102445
mp-8016,AlCuSe2,62.51523100285672
mp-19340,LiVO2,120.0963082557576
mp-30438,Be2Cr,182.7718219026507
mp-865228,LiScPt2,113.99667572449705
mp-542569,AlRu,202.21080770459326
mp-10322,BaHfN2,104.2909438985912
mp-10113,ScBIr3,238.49027969226339
mp-1441,CsO2,17.674803120572918
mp-8800,TlCu3Se2,39.43442031703312
mp-8676,Tl(CuS)2,42.0
mp-2395,Sb3Rh,88.91388608440764
mp-30563,ZrCoSn,138.0208988854621
mp-13134,Ga2O3,163.03612644272982
mp-1164,ThC,139.01189123207908
mp-632296,HF,8.195744380503863
mp-569018,Mg3Bi2,36.50330714335054
mp-4901,Y2MgCu2,61.91494205640942
mp-570097,Sr(Li2P)2,42.293557690053454
mp-5566,KCuF3,66.60403847884757
mp-23221,PrBr3,26.21560943590171
mp-11687,VTe2,26.41967474413532
mp-20857,CoB,302.6398380471182
mp-20533,SrIn2Pt,52.17603799513803
mp-9350,ScGeAu,100.06127676727465
mp-3963,K2CO3,25.405131055029173
mp-677103,RbHF2,22.337816514590454
mvc-3525,VZnF4,48.737062828790854
mp-998981,TiAl3,105.79834605251492
mp-631428,TlCoW,153.0
mp-770252,CaNiO3,73.65296194591292
mp-950995,Li6PS5I,26.62760945188971
mp-4549,SrSiN2,95.82558775315678
mp-31577,K3CoO2,27.237743927490282
mp-559976,Ta2CS2,38.86345296098379
mp-11550,Sc2Pt,90.73799965667294
mp-981,SrF2,65.02474192575454
mp-697030,Mg2H6Ru,75.0642498596944
mp-971718,ZnBi3,49.93922090104434
mp-758835,Na(Cu3O4)2,119.18333176797552
mp-38818,HfNbB4,269.49524652564446
mp-14168,K2GeF6,23.11099123864583
mp-867927,LiVIr2,222.60306476658408
mp-989460,B2(CN2)3,4.831665090830253
mp-10300,ZrMoP,197.7866536660799
mp-2933,Pr2(ReB2)3,213.0
mp-867875,SmCl3,4.193177396247743
mp-862473,Sc2AgRu,112.49907873679564
mp-20698,LiCoAs,54.311164360835114
mp-631406,ScTl2W,99.9780967545526
mp-862657,LiCuPd2,116.31708291804782
mp-862632,LiCa2Al,28.684276641393872
mp-759943,Al2O3,196.90183749888664
mp-27927,NbAlO4,172.47764498382236
mp-28793,Mg2C3,90.95617007431083
mp-820,HgSe,41.17368772323174
mp-541937,Zn(InS2)2,31.970653432369623
mp-773296,Mn3NiO8,83.0
mp-22662,TiGaPt,162.60270540464126
mp-32497,VBrO,31.914269428327106
mp-568233,CdI2,5.989510294570104
mp-4370,Sr(AsPd)2,80.80817520876677
mp-769218,Ni(PS3)2,11.634345214257884
mp-29069,Na(CuS)4,58.246634757777606
mp-20012,InSb,35.393211857850076
mp-3136,NaNbO3,181.33537855427096
mp-864661,ZnCuPd2,145.99732649421327
mp-10797,CaSiNi2,83.31060369552975
mp-27381,CsSnI3,9.742771426012553
mp-571322,Nb3Ge,111.0
mp-124,Ag,87.87140622076788
mp-15780,MgPPt5,197.5695253030537
mp-15985,Zr3(Cu2Ge)2,132.70503318060304
mp-3539,NbGaNi2,192.0
mp-675287,CsCuCl3,14.730585189006431
mp-1929,NdB6,174.31637520805657
mp-3701,Sc(Al2Fe)4,126.42922355377421
mp-19724,Cu3Ge,122.93827083293371
mp-27207,K2MgCl4,21.616725096980467
mp-631451,Ta2CdBi,105.0
mp-7339,BaSiO3,55.74196530045075
mp-762971,Li2V3O6,88.3576118975366
mp-1251,VRh,233.0469868696207
mp-2675,MgNi2,126.85727513514128
mp-849060,VS2,10.0
mp-30603,ZrCu5,136.71422989326672
mp-972285,Sr3Li,11.410708856784868
mp-974387,Nd2AgHg,55.0
mp-3849,TlFeS2,26.113360590100733
mp-38605,Sn(BiTe2)2,17.827440693289002
mp-764292,VO2F,12.398390629703133
mp-715572,Fe2O3,178.32579182791255
mp-1029835,RbMnN2,114.0
mp-867262,ScTc3,213.88122827607384
mp-1200,TbCo5,147.6586305956666
mp-775909,ZrO2,194.00202770723286
mp-4586,LiAlTe2,26.48093718965349
mp-29136,Sr6Cu3N5,61.11761528030834
mp-30451,SrCuBi,40.212017671604144
mp-12335,MnCN2,95.58289142907593
mp-23214,CaCl2,31.239589951572015
mp-567278,Sr(Si3N4)2,147.6806485765826
mp-862432,Sc2AgIr,122.0
mp-30177,Y(Al2Cr)4,120.0
mp-761563,Mn2FeO3,147.59534887597388
mp-774092,Na3CoO3,52.24896551995774
mp-27668,Mg2Ga5,45.0
mp-14797,RbPt2Se3,24.54540773611351
mp-20481,MnSnPd2,133.0
mp-7574,AlBMo,211.0
mp-554352,Ba2CuF6,57.82486009986489
mp-23280,AsCl3,1.1355415578221342
mp-4253,V(CrC)2,291.1023930473126
mp-8603,RbAgO,24.29554053783648
mp-867914,LaMgAg2,55.0
mp-1019138,SmSbTe,58.0
mp-765499,Li3VF6,53.817377218865396
mp-1008734,ThH2,88.0
mp-997054,CuBiO2,46.04676874842365
mp-4354,Tl(NiSe)2,40.0
mp-861896,LiHg2Pd,69.72363564139133
mp-24927,CrHO2,139.0
mp-10670,Ca3(AlGe)2,46.68804016204466
mp-10405,Yb(AlSi)2,63.52211569853071
mvc-5897,Zn(CuO2)2,70.32407926473861
mp-30981,Te(HO)6,27.796688588165217
mp-984765,Ba3Te,15.0
mp-10919,Rb2PtC2,36.77572503615009
mp-641923,Cs2SnBr6,8.0
mp-4255,Ba(CuS)2,65.95146079244583
mp-28593,Li3BrO,36.0
mp-4472,BMo2C,317.08715201644435
mp-504731,EuF2,66.06427354142764
mp-540,ScFe2,127.91368216724123
mp-12118,InCu2,93.3382281422299
mp-146,V,179.46090689053509
mp-768015,LiMnCoO4,120.74843661791678
mp-12961,YAlPd,92.88332495423408
mp-23302,RbI,31.0
mp-1008487,BW,340.84430422900823
mp-5933,BaTiO3,140.0
mp-22719,Ba2NdCu3O7,108.63312146161994
mp-631571,Bi2OsAu,107.0
mp-11233,ZrAl,108.26987132640423
mp-865517,YZnRh2,126.0
mp-778717,MgFeO3,145.7081193925377
mp-763351,Fe2O3F,133.37548207005466
mp-22993,AgClO4,27.028000896192907
mp-30745,Ir3W,351.26517523293023
mp-20133,NbCrN,279.9856040000043
mp-28110,Rb2PtI6,9.364265206916537
mp-1009594,Pr,31.447987839014093
mp-1831,SrAu5,89.59720439627304
mp-861953,AlFeRh2,193.02723758279458
mp-3602,YAl4Ni,92.43568196403356
mp-570050,Yb2Sn,35.0
mp-10264,NiTe,35.846278091362116
mp-765892,MnCoO4,18.068984955104405
mp-865425,ZnPd3,152.41697098244927
mp-2773,BeCo,195.11014362762063
mp-1783,MnS,56.061149168839606
mp-1347,Th3P4,108.05400799357471
mp-4156,Li2ZrO3,100.864563577612
mp-570229,ThBr4,21.0
mp-632311,Ta2H,201.675310902522
mp-553243,YBi2BrO4,65.92429749275732
mp-1483,SiRh,221.451365963692
mp-27277,PCl3O,2.6268903164644364
mp-16337,Ga2HgTe4,24.137750257199023
mp-752602,BiBr3,3.625381196197215
mp-23255,UBr3,31.0
mp-530399,LiAl5O8,196.22117291099445
mp-12761,BeAu2,136.78824623387885
mp-980203,TiOs3,308.0
mp-11441,Hf2Ga3,116.67385006008324
mp-20847,Ti5Sn3,106.70005640639522
mp-4895,UTeAs,69.0
mp-7596,NbNO,236.52745069543218
mp-13109,SrHfO3,156.39456248320764
mp-27475,WSCl4,1.0
mp-634381,V2Zn2O7,111.00871080526676
mp-631567,AgAsRu2,185.0
mp-1009653,CaC2,61.0
mp-867187,ScInIr2,176.4173963555851
mp-771663,LiV2O4,70.0
mp-862855,PaO2,147.75619302221872
mp-29476,Cu3SbSe3,50.74500133982218
mp-5342,GaAgS2,60.542697539762926
mp-10890,LiAl3,64.0
mp-28592,Li7Br3O2,37.81287655609754
mp-4152,Ga2CoS4,44.19598603751089
mp-3854,Y(MnSi)2,127.57355747015863
mp-541438,Rb2MnO4,23.52520167677897
mvc-6093,Zn(FeO2)2,163.93412834128142
mp-865878,Ti2TcNi,176.65665343867195
mp-542812,GaTe,9.875481232317004
mp-643273,NaH2Pd3,108.0
mp-31469,Hf5CuSn3,118.21462500236416
mp-1213,NdSb,58.0
mp-776097,HfO2,200.21103001473
mp-902,BaZn,20.696606309909004
mp-556041,Ba2NiF6,59.35268214950842
mp-764286,VOF,147.0511072221396
mp-19966,GdTl,63.0
mp-10712,ScRh3C,214.96776736378143
mp-12699,Ca3Au4,51.20235432828538
mp-2624,AlSb,49.20318080636925
mp-9548,GeAs,19.89456655584237
mp-684668,CaC2,58.02749466520689
mp-862943,NaPmHg2,42.0
mp-774736,LiCuS,43.0
mp-504677,SrPbF6,56.95095555680624
mp-13311,SrAlGe,46.586205806626005
mp-22881,CdCl2,7.841243853844433
mp-1076990,NdCo2,119.0
mp-865185,Mg(BeAs)2,76.2033684881703
mp-9208,V2B3,280.3582037551264
mp-5501,Tl(CoS)2,55.518351337615826
mp-556084,KClO3,16.115050977743838
mp-570568,W2NCl8,4.016360572955127
mp-21024,SrIn2Pd,49.10895173519827
mp-14105,AlTlO2,99.58074095594593
mp-569788,LiZnGe,51.37956679388117
mp-21030,Ti3Sn,117.1337533022359
mp-760483,Li2PdO3,105.3412380414812
mp-8994,Rb2NbF6,23.32702702792632
mp-2063,Pr2O3,121.0
mp-1424,GePd,122.74045306702764
mp-2317,LaNi5,135.40892414613225
mp-2706,SnF4,35.69280968257131
mp-2058,Ni3B,224.70161210168686
mp-766,As2Ru,149.33183858204688
mp-865807,Ti2MoIr,209.8354846959293
mp-602,Te2Mo,15.861640206167701
mp-19372,WO2,228.80559623568647
mvc-6921,MgMn2O4,139.33759247300026
mp-861641,Ti2CoRe,196.22740783244308
mp-12802,AlCu3,133.0277855477473
mp-754086,Li2CuS2,26.43113883726448
mp-866082,MgSc2Tc,90.12169202166285
mp-867170,LiGaPt2,153.37847027938054
mp-31277,Sn4Ir,72.16243472445748
mp-7080,Li5(NiN)3,78.76283373591087
mp-20944,Sr2PbO4,92.26031200723699
mp-11750,Ti6Si2B,148.86533641590378
mp-22707,EuAgSb,50.0
mp-24848,DyCoO3,154.83550957496402
mp-18803,Na2WO4,52.0
mp-763052,Fe2OF3,114.728404968297
mp-7544,ZrSiRu,191.0
mp-18852,Na2MoO4,50.171581834638395
mp-76,Sr,12.060328958824645
mp-1029457,Ba(CoN)2,98.0
mp-5124,MnNi2Sb,138.15259725365314
mp-12360,AgSbTe2,49.793100051809766
mp-567580,PaC,172.0105321771595
mp-752415,NbO2F,136.39103529090428
mp-557266,HgO2,40.0
mp-10847,NiSbSe,90.39091076932436
mp-864946,MnCuPd2,150.480021339825
mp-972741,Si3P,89.31461512847655
mp-510421,CrO3,8.531578788898306
mp-776803,LiFeF4,52.11859401612752
mp-867120,TaMn2Al,201.0
mp-2758,SrSe,40.62245700169337
mp-565771,CuMoO4,78.09137603094742
mp-961710,VSiPt,196.0
mp-3081,BeAl2O4,214.4747383395972
mp-7226,V3Ni,201.0
mp-865138,Hf2MnIr,196.48889661092727
mp-3731,LiNbO3,102.39318737330365
mp-18468,Mn5SiC,219.42687499664245
mp-3385,Sr(PPd)2,104.71842456893827
mp-193,Zr2Cu,109.02188295986372
mp-6179,KLiSO4,34.98062953961143
mp-18968,Li2FeSiO4,88.2102347794842
mp-865898,TiZnCo2,190.0
mp-2567,V3Si,195.7797658981117
mp-570276,ZrZn,107.49973830013066
mp-567276,TaV2,201.1708983861907
mp-32539,W(ClO)2,23.945624648978644
mp-1274,CoS,159.69235388571332
mp-31383,Hf6CoBi2,112.0
mp-22977,CsVCl3,14.233184238673765
mp-769642,Fe(CO3)2,19.0
mp-22917,CuBr,6.195817981327959
mp-865178,Hf2IrRh,193.09210622874167
mp-775910,ZrO2,188.0
mp-2053,Nb3Sb,173.9432842659071
mp-571576,LaTe2,49.38039973531557
mp-861507,ScAlIr2,194.32072928211758
mp-13453,BePd3,161.75165962315154
mp-23312,MoBr3,2.462090367705052
mp-559200,Cd(InS2)2,62.975291512977
mp-753257,LiCuF4,27.583004967779907
mp-20983,V2InC,153.96344927541406
mp-20422,KMnP,18.799066969908665
mp-20007,MnNiGe,143.99613390178354
mp-571513,Rb2NbCl6,9.467985660725127
mp-1330,AlN,254.68340649347
mp-1550,AlP,85.0
mp-23141,Sr5P3BrO12,63.20083450141753
mp-764673,Na3VO4,46.898397026042936
mp-12723,CaAu,46.8277446195271
mp-2337,HfCo2,156.48896747387755
mp-2137,Mg2Ni,65.42809187351358
mp-547271,ReO3,238.34822768058743
mp-7577,CoSi,210.50673450976046
mp-2824,AlPd2,158.02704232664018
mp-503,ThS,116.0
mp-30767,Li7Sn2,27.62309891000876
mp-1332,Si3Mo5,241.252888302436
mp-547956,MnV2O6,43.25742090732229
mp-4826,CaCuO2,120.57592789256664
mp-865919,MgAlAg2,78.18385764156233
mp-10266,ZnFe3C,213.07698420766698
mp-864941,MgSc2,49.0
mp-559390,CaAl2O4,75.57080529423895
mp-11471,ScHg,75.83338143960184
mp-4798,Sc(AlC)3,166.0
mp-863690,Ti2MnCo,180.94123130653
mp-669917,ZrRh,156.34754891798457
mp-1438,ZrIr3,267.2489585388309
mp-7541,SnP3,42.626775847388245
mp-18817,NiSeO4,69.47407530550316
mp-866214,LuBr3,3.8698723744274974
mp-625094,Cd(HO)2,57.0
mvc-10883,YMnO3,267.0
mp-10649,Si,85.48510259966665
mp-552787,FeClO,27.637901832532982
mp-864895,Be2NiRh,194.0
mp-505368,As2Pb3O8,41.38844697756734
mp-7955,Li3Sb,27.76190133159973
mp-984718,BAs,131.44639564105523
mp-21883,VGaFe2,228.3033375800321
mp-764322,VOF,171.0
mp-613523,Fe3C,180.28122466793275
mp-2016,PrNi2,149.0
mp-11572,TaTc,254.6413703377064
mp-1938,Al2O3,230.85931057884773
mp-20930,InCuO2,120.7963217629985
mp-755253,LiZrO2,155.0
mp-977207,Li2Mg,20.58134217160144
mp-24989,SmFeO3,170.33039045850484
mp-5019,YCo3B2,205.0
mp-2180,HfSb2,84.17649977762295
mp-35777,Mg(InTe2)2,22.50376085741443
mp-976414,Li3Zn,18.0
mp-11822,Ca3GeN,54.632578415760406
mp-1029616,Ba(TaN2)2,41.0
mp-601848,Fe11Co5,191.5332380425069
mp-3094,SrAl2O4,81.18641550748289
mp-568673,Y(SiRu)2,150.51324188230728
mp-3345,Cu3AsS4,72.98846961114515
mp-29659,FeAgTe2,50.72992385555515
mp-11460,HfTc,191.94310043078
mp-7575,LiZnN,115.75408757557432
mp-10154,MnSbIr,131.97510612556198
mp-865515,YMgZn2,58.611884258252545
mp-862363,Sc2PdPt,126.12838463479773
mp-7644,LuAsO4,136.2697386778608
mp-27768,Co(BW)3,338.9423903674788
mp-2458,TbO2,142.44369424235092
mp-1934,LiZn,42.356846796452274
mp-568293,Ca3N2,72.0
mp-1114,VP,170.69558393780892
mp-19971,ZnCo2Ge,177.22915385717675
mp-862337,Sc2InAg,74.83857285986551
mp-10257,Ni,197.0764491165057
mp-978513,SmErMg2,35.0
mp-866183,Ti2ZnRe,166.16344100248688
mp-30160,Si(CN2)2,105.0
mp-1006146,Eu(MgBi)2,33.418467153660124
mp-1029542,Na6MoN4,53.1665907432502
mp-9386,CsAu3Se2,1.0
mp-568619,SiC,213.20373204060783
mp-1128,SiIr,214.8686790236629
mp-762271,Li2V3O6,106.68569569545484
mp-3021,Tl(FeSe)2,44.0
mp-22040,Sn7Ir3,102.30723124980514
mp-861918,Sc2TlCd,63.96780175190719
mp-23178,WCl6,1.0
mp-6980,ScCuS2,83.73840556970833
mp-21893,MnTe2,49.266770894222134
mp-30943,MgPSe3,11.62662797214198
mp-4630,Li2RuO3,107.6040894604176
mp-862981,Er2CdIn,57.0
mp-19177,CrO2,196.6213079022096
mp-4076,VCoSb,140.94003130474078
mp-7524,NbPSe,128.99173241860478
mp-604884,BN,101.90437902256477
mp-1018102,ZrPd2,144.58840314007887
mp-30073,La(FeSb3)4,87.68435148082865
mp-3771,MgTiO3,162.51605153482268
mp-865907,LiZn3,58.063190402798355
mp-3196,NdGaO3,162.31726558925027
mp-19376,TiMnO3,145.13884218599318
mp-19418,VCrO4,94.94605752588257
mp-23176,SbCl5,0.822646925609799
mp-11489,Li3Pd,36.957368363311545
mp-625150,ScHO2,77.89172255451558
mp-1029537,Ba3RuN3,46.0
mp-22939,BiClO,25.60774561336731
mp-8643,Os,408.0
mp-13503,ScZn2,81.40629510691434
mp-867327,Hf2TcRu,193.9409971264621
mp-776493,LiVF4,31.0
mp-31451,ZrCoBi,116.81632279697368
mp-570436,CaIr2,162.74624755271626
mp-10694,ScF3,88.80316027434027
mp-11736,ZrSiO4,221.9835756958044
mp-1006886,CeS,14.0
mp-19988,SmGa5Co,72.0
mp-7440,NaP,27.825471751863
mp-18198,ScSnPt,119.0
mp-34857,KNO2,17.0
mp-971669,FeSb3,81.82187884215385
mp-24854,CoCO3,115.87450193833864
mp-23684,NaHCO2,23.32806393514534
mp-7595,GeF2,9.764693682969039
mp-715923,WO3,199.2891985849841
mp-18773,WO3,59.106101324109076
mp-754495,NbNO,138.9541765391707
mp-22503,ZrCo2Sn,153.30937366197347
mp-13137,Hf2CS,177.2611218809121
mp-16245,CaSbAu,53.304568714544104
mp-729,Cr3Si,248.5819256527771
mp-1132,CdO,126.0
mp-973217,SbSI,6.469475391643975
mp-10446,Sc6NiTe2,72.90435212364164
mp-866296,AlCuPd2,152.2911022612646
mp-13010,YSn2,58.1225569114776
mp-776952,Na2O,46.90241442758048
mp-3927,CaAsAu,57.0
mp-23870,NaH,22.261433236982516
mp-2884,Cs2Mn3S4,23.91473664175701
mp-20249,MnCoP,198.61826057734044
mp-1029479,Ca(InN)2,90.41755025486376
mp-510437,In3Pd2,88.71750012850703
mp-861651,Li2PdPb,50.350245029746844
mp-10228,NbSe2,24.599358717628714
mp-776513,LiVF4,59.01390886379559
mp-11870,Hg2Rh,88.0
mp-7622,KSO4,20.14659648691749
mp-12385,Ba2YTaO6,133.64450888887794
mp-30765,LiPt7,219.95997014125442
mp-23425,Cs2PbCl6,8.148315228018546
mp-540783,OsO4,4.0927958231974495
mp-1022725,Sn,40.02820688571136
mp-11693,TePt,47.54116326071933
mp-770602,TiVO3,167.67943946134045
mp-770094,Y2V2O7,125.0633262647442
mp-30777,MgPt3,182.23812084592885
mp-559798,NiF2,107.91735805787052
mp-110,Mg,35.63610617450838
mp-11322,ZrSi,142.09123185831288
mp-1547,NiS,124.0
mp-9810,TlFeSe2,17.92069678736111
mp-864969,Mg2PdRh,107.06294646794828
mp-9295,TaCu3Te4,28.544669415578355
mp-4593,Mn3AlC,215.33420376645438
mp-570377,Sn3As4,38.9780722540332
mp-771787,TiMn3O8,41.794538115386494
mp-626794,Ni(HO)2,18.495405252067094
mp-611426,C,435.66149179204695
mp-1014257,Ti3ZnN,146.09176068307374
mp-780539,LiVF4,60.928292688949355
mp-3138,Na8SnSb4,18.15642539271556
mp-754701,CaTiO3,135.25003244671123
mp-2385,TaCr2,243.98925706352256
mp-20033,SnIr,154.60772069124252
mp-8041,Rb2S,15.0
mp-8161,CaPdF4,73.83539353329259
mp-1825,Cu2Sb,92.15223634170059
mp-867117,Sc2CuPt,112.92990116768057
mp-5541,ZrVSi,156.0
mp-1153,Li2S,40.07612527460371
mp-1028698,WSe2,17.617336580945622
mp-571520,Si,79.99991070133515
mp-15322,ScCuSi,112.0
mp-865168,Be3Ni,153.50930075204633
mp-778781,Li2NiO2,31.786098947727385
mp-972916,MgCu,68.70908816881372
mp-10519,Cu2SnS3,65.90881236717956
mp-2643,Ti3Cu4,132.0
mp-772592,RbFeO2,72.18808559318538
mp-4342,KNbO3,104.61549963850737
mp-224,WS2,26.60267032298049
mp-1020011,Li14P2(N2O)3,87.0
mp-542496,Ca6Ag16N,63.64846324494894
mp-2363,HfMo2,199.93097317120618
mp-974810,Rb3Ru,38.0
mp-20225,CePb3,49.5096551607926
mp-12908,ScAgSe2,62.485915893309794
mp-677105,Cu2GeSe3,59.624008648872774
mp-1008527,B2CN,324.4140370129595
mp-23251,KBr,21.636928269373016
mp-769889,TaFeO4,191.6194501203643
mp-560902,MnF2,85.48020947099556
mp-30591,Li2CuSn,51.71140100458932
mp-764999,Li2(CoO2)3,31.57013470968661
mp-638765,Al2O3,78.0
mp-704645,CuO,146.0
mp-10200,ZrBeSi,138.2365385092137
mp-488,CuSe,65.36038003291425
mp-2263,ScIr2,220.0142527392597
mp-976424,LiLa3,25.32526769696645
mp-555307,Ba2CoF6,58.17461081236973
mp-559598,LiScF4,85.63734812234847
mp-22987,BiIO,16.95283322025558
mp-8938,Si2Mo,207.28859461122133
mp-1239,Sb3Ir,98.71806007007656
mp-20805,PdPbF4,64.74217233437214
mp-558928,KrF2,41.11772754103259
mp-675045,Li7VP4,30.67352909038695
mp-22535,HfPbO3,167.43997316809592
mp-10525,NaLi2N,59.0
mp-505562,CrCuO2,153.93496237939232
mp-557837,SiO2,19.477442747893857
mp-5538,YSnPd2,108.0
mp-2327,TiZn16,78.9472952648634
mp-557233,AlTlF4,44.85872063941099
mp-864951,MnAlOs2,257.9828883644425
mp-9564,Ca(MgAs)2,50.0
mp-628773,SnSe,12.1616292394873
mp-27757,Be4B,137.78563138230004
mp-568592,ZrNCl,24.12536461319553
mp-3657,TiCo2Si,201.33400725392082
mp-11259,TiAu,137.2811928179017
mp-568286,C,118.4628727024322
mp-1021323,LiC12,125.1349960237022
mvc-3988,Ca2Fe2O5,96.48273063888423
mp-761361,VSnO4,202.0
mp-1029574,Na5OsN4,39.99348656546829
mp-4824,NaZnP,44.10297066026468
mp-23184,BCl3,1.081179087053625
mp-861905,LiBiPd2,79.3805269348168
mp-11025,ZnP2,68.20505896462599
mp-764562,Na2FeO3,86.46660111380459
mp-8976,Cu2WS4,13.221564092527096
mp-21008,Ni3Ge,174.70867351266185
