"6-block periodic repeat unit
for wurtzite superlattices along the [0001] direction",c12 (GPa)
CuI-ZnTe-ZnTe-ZnTe-CdSe-CdSe,33.68
CuI-ZnTe-ZnTe-ZnTe-CdSe-InP,22.63
CuI-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,28.91
GaAs-GaAs-GaAs-GaAs-CdS-CdS,57.53
GaAs-GaAs-GaAs-GaAs-GaAs-CdS,55.72
GaAs-GaAs-GaAs-GaAs-GaAs-GaAs,38.13
GaN-GaN-GaN-GaN-GaN-GaN,130.42
GaP-GaP-GaP-GaP-GaP-GaP,47.64
GaSb-CdSe-CdSe-CdSe-CdSe-CdSe,37.88
GaSb-CdSe-CdSe-CdSe-CdSe-InAs,42.59
GaSb-CdSe-CdSe-CdSe-InAs-InAs,39.13
GaSb-CdSe-CdSe-InAs-InAs-InAs,40.32
GaSb-CdSe-InAs-InAs-InAs-InAs,37.38
GaSb-GaSb-CdSe-CdSe-CdSe-CdSe,42.21
GaSb-GaSb-CdSe-CdSe-CdSe-InAs,37.63
GaSb-GaSb-CdSe-CdSe-InAs-InAs,27.99
GaSb-GaSb-CdSe-InAs-InAs-InAs,34.73
GaSb-GaSb-GaSb-CdSe-CdSe-CdSe,39.11
GaSb-GaSb-GaSb-CdSe-CdSe-InAs,35.12
GaSb-GaSb-GaSb-CdSe-InAs-InAs,35.18
GaSb-GaSb-GaSb-GaSb-CdSe-CdSe,37.56
GaSb-GaSb-GaSb-GaSb-CdSe-InAs,32.93
GaSb-GaSb-GaSb-GaSb-GaSb-CdSe,37.22
GaSb-GaSb-GaSb-GaSb-GaSb-GaSb,31.93
GaSb-GaSb-GaSb-GaSb-GaSb-InAs,28.67
GaSb-GaSb-GaSb-GaSb-InAs-InAs,30.28
GaSb-GaSb-GaSb-InAs-InAs-InAs,25.04
GaSb-GaSb-InAs-InAs-InAs-InAs,33.95
GaSb-InAs-InAs-InAs-InAs-InAs,16.03
InAs-InAs-InAs-InAs-InAs-InAs,23.21
InN-InN-InN-InN-InN-InN,97.28
InP-InP-InP-InP-InP-InP,35.36
MgS-AlAs-AlAs-AlAs-AlAs-AlAs,55.4
MgS-AlAs-AlAs-AlAs-AlAs-GaAs,51.67
MgS-AlAs-AlAs-AlAs-AlAs-ZnSe,56.21
MgS-AlAs-AlAs-AlAs-CuBr-ZnSe,45.57
MgS-AlAs-AlAs-AlAs-GaAs-GaAs,50.41
MgS-AlAs-AlAs-AlAs-ZnSe-GaAs,57.56
MgS-AlAs-AlAs-AlAs-ZnSe-ZnSe,55.68
MgS-AlAs-AlAs-CuBr-CuBr-GaAs,43.86
MgS-AlAs-AlAs-CuBr-ZnSe-ZnSe,43.97
MgS-AlAs-AlAs-GaAs-GaAs-GaAs,49.24
MgS-AlAs-AlAs-ZnSe-GaAs-GaAs,53.97
MgS-AlAs-AlAs-ZnSe-ZnSe-GaAs,57.54
MgS-AlAs-AlAs-ZnSe-ZnSe-ZnSe,54.65
MgS-AlAs-CuBr-CuBr-CuBr-ZnSe,22.17
MgS-AlAs-CuBr-CuBr-GaAs-GaAs,18.92
MgS-AlAs-CuBr-GaAs-GaAs-GaAs,44.19
MgS-AlAs-CuBr-ZnSe-GaAs-GaAs,44.1
MgS-AlAs-CuBr-ZnSe-ZnSe-GaAs,34.34
MgS-AlAs-GaAs-GaAs-GaAs-GaAs,48.11
MgS-AlAs-ZnSe-GaAs-GaAs-GaAs,55.34
MgS-AlAs-ZnSe-ZnSe-GaAs-GaAs,55.03
MgS-AlAs-ZnSe-ZnSe-ZnSe-GaAs,51.03
MgS-AlP-AlP-AlP-AlP-AlP,58.44
MgS-AlP-AlP-AlP-AlP-CuBr,59.84
MgS-AlP-AlP-AlP-AlP-GaP,56.08
MgS-AlP-AlP-AlP-AlP-ZnSe,61.57
MgS-AlP-AlP-AlP-CuBr-GaP,51.14
MgS-AlP-AlP-AlP-CuBr-ZnSe,41.37
MgS-AlP-AlP-AlP-GaP-GaP,58.54
MgS-AlP-AlP-AlP-ZnSe-ZnSe,60.25
MgS-AlP-AlP-CuBr-GaP-GaP,56.31
MgS-AlP-AlP-CuBr-ZnSe-GaP,44.64
MgS-AlP-AlP-CuBr-ZnSe-ZnSe,43.5
MgS-AlP-AlP-GaP-GaP-GaP,57.25
MgS-AlP-AlP-ZnSe-GaP-GaP,58.42
MgS-AlP-AlP-ZnSe-ZnSe-ZnSe,55.06
MgS-AlP-CuBr-CuBr-CuBr-CuBr,23.72
MgS-AlP-CuBr-CuBr-CuBr-GaP,14.35
MgS-AlP-CuBr-GaP-GaP-GaP,51.48
MgS-AlP-CuBr-ZnSe-ZnSe-GaP,29.12
MgS-AlP-CuBr-ZnSe-ZnSe-ZnSe,39.77
MgS-AlP-GaP-GaP-GaP-GaP,53.33
MgS-AlP-ZnSe-GaP-GaP-GaP,55.19
MgS-AlP-ZnSe-ZnSe-GaP-GaP,59.48
MgS-AlP-ZnSe-ZnSe-ZnSe-GaP,52.22
MgS-AlP-ZnSe-ZnSe-ZnSe-ZnSe,50.04
MgS-BeTe-AlAs-AlAs-AlAs-AlAs,53.81
MgS-BeTe-AlAs-AlAs-AlAs-CuBr,29.24
MgS-BeTe-AlAs-AlAs-AlAs-GaAs,52.81
MgS-BeTe-AlAs-AlAs-AlAs-ZnSe,54.33
MgS-BeTe-AlAs-AlAs-CuBr-CuBr,10.81
MgS-BeTe-AlAs-AlAs-CuBr-GaAs,37.82
MgS-BeTe-AlAs-AlAs-GaAs-GaAs,51.97
MgS-BeTe-AlAs-AlAs-ZnSe-GaAs,59.75
MgS-BeTe-AlAs-AlAs-ZnSe-ZnSe,52.61
MgS-BeTe-AlAs-ZnSe-GaAs-GaAs,54.82
MgS-BeTe-AlAs-ZnSe-ZnSe-GaAs,54.92
MgS-BeTe-AlAs-ZnSe-ZnSe-ZnSe,50.55
MgS-BeTe-AlP-AlP-AlP-AlP,53.26
MgS-BeTe-AlP-AlP-AlP-GaP,52.48
MgS-BeTe-AlP-AlP-AlP-ZnSe,50.37
MgS-BeTe-AlP-AlP-CuBr-GaP,36.89
MgS-BeTe-AlP-AlP-CuBr-ZnSe,29.37
MgS-BeTe-AlP-AlP-ZnSe-ZnSe,53.35
MgS-BeTe-AlP-CuBr-CuBr-GaP,39.81
MgS-BeTe-AlP-CuBr-ZnSe-GaP,45.4
MgS-BeTe-AlP-ZnSe-ZnSe-GaP,51.7
MgS-BeTe-AlP-ZnSe-ZnSe-ZnSe,48.81
MgS-BeTe-BeTe-AlAs-AlAs-CuBr,21.11
MgS-BeTe-BeTe-AlAs-AlAs-GaAs,48.83
MgS-BeTe-BeTe-AlAs-AlAs-ZnSe,51.47
MgS-BeTe-BeTe-AlAs-GaAs-GaAs,49.79
MgS-BeTe-BeTe-AlAs-ZnSe-ZnSe,49.28
MgS-BeTe-BeTe-AlP-AlP-AlP,52.35
MgS-BeTe-BeTe-AlP-AlP-CuBr,43.72
MgS-BeTe-BeTe-AlP-AlP-GaP,51.05
MgS-BeTe-BeTe-AlP-CuBr-ZnSe,38.75
MgS-BeTe-BeTe-BeTe-AlAs-AlAs,50.91
MgS-BeTe-BeTe-BeTe-AlAs-CuBr,27.74
MgS-BeTe-BeTe-BeTe-AlAs-GaAs,49.6
MgS-BeTe-BeTe-BeTe-AlP-AlP,50.57
MgS-BeTe-BeTe-BeTe-AlP-GaP,48.89
MgS-BeTe-BeTe-BeTe-BeTe-AlAs,45.04
MgS-BeTe-BeTe-BeTe-BeTe-CuBr,23.7
MgS-BeTe-BeTe-BeTe-BeTe-GaAs,46.99
MgS-BeTe-BeTe-BeTe-BeTe-GaP,40.59
MgS-BeTe-BeTe-BeTe-BeTe-ZnSe,40.47
MgS-BeTe-BeTe-BeTe-CuBr-CuBr,16.02
MgS-BeTe-BeTe-BeTe-CuBr-ZnSe,33.49
MgS-BeTe-BeTe-BeTe-ZnSe-GaAs,46.21
MgS-BeTe-BeTe-BeTe-ZnSe-GaP,46.69
MgS-BeTe-BeTe-BeTe-ZnSe-ZnSe,40.51
MgS-BeTe-BeTe-CuBr-CuBr-CuBr,22.52
MgS-BeTe-BeTe-CuBr-CuBr-ZnSe,38.18
MgS-BeTe-BeTe-CuBr-GaAs-GaAs,43.01
MgS-BeTe-BeTe-CuBr-GaP-GaP,37.63
MgS-BeTe-BeTe-CuBr-ZnSe-GaP,38.93
MgS-BeTe-BeTe-CuBr-ZnSe-ZnSe,36.05
MgS-BeTe-BeTe-GaAs-GaAs-GaAs,46.12
MgS-BeTe-BeTe-GaP-GaP-GaP,49.75
MgS-BeTe-BeTe-ZnSe-GaP-GaP,51.17
MgS-BeTe-BeTe-ZnSe-ZnSe-GaP,48.64
MgS-BeTe-BeTe-ZnSe-ZnSe-ZnSe,44.56
MgS-BeTe-CuBr-CuBr-GaP-GaP,39.36
MgS-BeTe-CuBr-CuBr-ZnSe-GaP,26.09
MgS-BeTe-CuBr-GaAs-GaAs-GaAs,39.06
MgS-BeTe-CuBr-GaP-GaP-GaP,39.96
MgS-BeTe-CuBr-ZnSe-GaP-GaP,33.63
MgS-BeTe-CuBr-ZnSe-ZnSe-GaP,38.57
MgS-BeTe-CuBr-ZnSe-ZnSe-ZnSe,46.35
MgS-BeTe-GaAs-GaAs-GaAs-GaAs,46.25
MgS-BeTe-GaP-GaP-GaP-GaP,50.58
MgS-BeTe-ZnSe-GaAs-GaAs-GaAs,55.61
MgS-BeTe-ZnSe-GaP-GaP-GaP,56.6
MgS-BeTe-ZnSe-ZnSe-ZnSe-GaAs,52.26
MgS-BeTe-ZnSe-ZnSe-ZnSe-ZnSe,47.73
MgS-CuBr-CuBr-ZnSe-GaAs-GaAs,25.86
MgS-CuBr-CuBr-ZnSe-ZnSe-GaAs,44.62
MgS-CuBr-CuBr-ZnSe-ZnSe-GaP,36.47
MgS-CuBr-GaAs-GaAs-GaAs-GaAs,42.68
MgS-CuBr-ZnSe-ZnSe-GaAs-GaAs,33.98
MgS-CuBr-ZnSe-ZnSe-GaP-GaP,42.53
MgS-CuBr-ZnSe-ZnSe-ZnSe-GaAs,40.62
MgS-CuBr-ZnSe-ZnSe-ZnSe-ZnSe,39.27
MgS-GaAs-GaAs-GaAs-GaAs-GaAs,60.51
MgS-GaP-GaP-GaP-GaP-GaP,65.14
MgS-MgS-AlAs-AlAs-AlAs-AlAs,54.19
MgS-MgS-AlAs-AlAs-GaAs-GaAs,52.48
MgS-MgS-AlAs-CuBr-CuBr-CuBr,28.96
MgS-MgS-AlAs-CuBr-ZnSe-GaAs,46.98
MgS-MgS-AlAs-CuBr-ZnSe-ZnSe,42.17
MgS-MgS-AlAs-GaAs-GaAs-GaAs,50.98
MgS-MgS-AlAs-ZnSe-GaAs-GaAs,52.89
MgS-MgS-AlAs-ZnSe-ZnSe-GaAs,55.84
MgS-MgS-AlAs-ZnSe-ZnSe-ZnSe,50.04
MgS-MgS-AlP-AlP-AlP-AlP,62.15
MgS-MgS-AlP-AlP-AlP-GaP,60.87
MgS-MgS-AlP-AlP-AlP-ZnSe,61.08
MgS-MgS-AlP-AlP-CuBr-CuBr,37.31
MgS-MgS-AlP-AlP-CuBr-ZnSe,45.64
MgS-MgS-AlP-AlP-GaP-GaP,59.62
MgS-MgS-AlP-AlP-ZnSe-ZnSe,55.5
MgS-MgS-AlP-CuBr-GaP-GaP,48.01
MgS-MgS-AlP-CuBr-ZnSe-ZnSe,38.59
MgS-MgS-AlP-ZnSe-GaP-GaP,56.12
MgS-MgS-AlP-ZnSe-ZnSe-ZnSe,50.72
MgS-MgS-BeTe-AlAs-AlAs-AlAs,52.71
MgS-MgS-BeTe-AlAs-AlAs-GaAs,51.19
MgS-MgS-BeTe-AlAs-CuBr-CuBr,28.35
MgS-MgS-BeTe-AlAs-GaAs-GaAs,51.83
MgS-MgS-BeTe-AlAs-ZnSe-GaAs,57.2
MgS-MgS-BeTe-AlP-AlP-GaP,54.66
MgS-MgS-BeTe-AlP-AlP-ZnSe,53.66
MgS-MgS-BeTe-AlP-CuBr-ZnSe,36.05
MgS-MgS-BeTe-AlP-ZnSe-ZnSe,49.95
MgS-MgS-BeTe-BeTe-AlAs-GaAs,53.03
MgS-MgS-BeTe-BeTe-AlAs-ZnSe,51.87
MgS-MgS-BeTe-BeTe-AlP-GaP,52.05
MgS-MgS-BeTe-BeTe-AlP-ZnSe,46.97
MgS-MgS-BeTe-BeTe-BeTe-AlP,44.39
MgS-MgS-BeTe-BeTe-BeTe-CuBr,26.82
MgS-MgS-BeTe-BeTe-BeTe-GaAs,47.94
MgS-MgS-BeTe-BeTe-BeTe-GaP,45.01
MgS-MgS-BeTe-BeTe-BeTe-ZnSe,43.37
MgS-MgS-BeTe-BeTe-CuBr-CuBr,22.88
MgS-MgS-BeTe-BeTe-CuBr-ZnSe,37.69
MgS-MgS-BeTe-BeTe-GaAs-GaAs,50.2
MgS-MgS-BeTe-BeTe-GaP-GaP,49.4
MgS-MgS-BeTe-BeTe-ZnSe-GaAs,50.47
MgS-MgS-BeTe-BeTe-ZnSe-ZnSe,46.27
MgS-MgS-BeTe-CuBr-CuBr-CuBr,17.08
MgS-MgS-BeTe-CuBr-CuBr-ZnSe,42.27
MgS-MgS-BeTe-CuBr-GaP-GaP,40.0
MgS-MgS-BeTe-CuBr-ZnSe-GaP,43.1
MgS-MgS-BeTe-CuBr-ZnSe-ZnSe,43.76
MgS-MgS-BeTe-GaP-GaP-GaP,50.09
MgS-MgS-BeTe-ZnSe-GaAs-GaAs,57.45
MgS-MgS-BeTe-ZnSe-ZnSe-GaAs,53.42
MgS-MgS-BeTe-ZnSe-ZnSe-GaP,51.44
MgS-MgS-BeTe-ZnSe-ZnSe-ZnSe,48.39
MgS-MgS-CuBr-CuBr-CuBr-CuBr,18.39
MgS-MgS-CuBr-CuBr-CuBr-ZnSe,21.6
MgS-MgS-CuBr-CuBr-GaAs-GaAs,36.17
MgS-MgS-CuBr-CuBr-GaP-GaP,25.91
MgS-MgS-CuBr-CuBr-ZnSe-GaP,34.48
MgS-MgS-CuBr-ZnSe-GaAs-GaAs,22.74
MgS-MgS-CuBr-ZnSe-GaP-GaP,42.6
MgS-MgS-CuBr-ZnSe-ZnSe-GaAs,35.11
MgS-MgS-CuBr-ZnSe-ZnSe-ZnSe,37.27
MgS-MgS-GaAs-GaAs-GaAs-GaAs,58.41
MgS-MgS-MgS-AlAs-AlAs-AlAs,54.76
MgS-MgS-MgS-AlAs-AlAs-CuBr,39.71
MgS-MgS-MgS-AlAs-AlAs-GaAs,52.92
MgS-MgS-MgS-AlAs-AlAs-ZnSe,57.51
MgS-MgS-MgS-AlAs-GaAs-GaAs,51.29
MgS-MgS-MgS-AlAs-ZnSe-ZnSe,51.43
MgS-MgS-MgS-AlP-AlP-AlP,60.97
MgS-MgS-MgS-AlP-AlP-CuBr,46.84
MgS-MgS-MgS-AlP-AlP-GaP,59.21
MgS-MgS-MgS-AlP-CuBr-CuBr,37.56
MgS-MgS-MgS-AlP-GaP-GaP,57.68
MgS-MgS-MgS-AlP-ZnSe-GaP,56.81
MgS-MgS-MgS-AlP-ZnSe-ZnSe,51.86
MgS-MgS-MgS-BeTe-AlAs-AlAs,54.9
MgS-MgS-MgS-BeTe-AlAs-GaAs,54.53
MgS-MgS-MgS-BeTe-AlAs-ZnSe,52.62
MgS-MgS-MgS-BeTe-AlP-AlP,55.14
MgS-MgS-MgS-BeTe-AlP-ZnSe,50.32
MgS-MgS-MgS-BeTe-BeTe-AlP,46.91
MgS-MgS-MgS-BeTe-BeTe-BeTe,41.33
MgS-MgS-MgS-BeTe-BeTe-CuBr,39.1
MgS-MgS-MgS-BeTe-BeTe-GaAs,51.56
MgS-MgS-MgS-BeTe-BeTe-GaP,47.62
MgS-MgS-MgS-BeTe-BeTe-ZnSe,44.81
MgS-MgS-MgS-BeTe-CuBr-ZnSe,41.65
MgS-MgS-MgS-BeTe-GaP-GaP,50.9
MgS-MgS-MgS-BeTe-ZnSe-GaP,51.38
MgS-MgS-MgS-BeTe-ZnSe-ZnSe,48.65
MgS-MgS-MgS-CuBr-CuBr-CuBr,21.29
MgS-MgS-MgS-CuBr-GaAs-GaAs,39.29
MgS-MgS-MgS-CuBr-GaP-GaP,47.47
MgS-MgS-MgS-CuBr-ZnSe-GaAs,42.01
MgS-MgS-MgS-CuBr-ZnSe-GaP,32.9
MgS-MgS-MgS-CuBr-ZnSe-ZnSe,38.39
MgS-MgS-MgS-GaAs-GaAs-GaAs,61.58
MgS-MgS-MgS-MgS-AlAs-GaAs,53.19
MgS-MgS-MgS-MgS-AlAs-ZnSe,53.46
MgS-MgS-MgS-MgS-AlP-AlP,58.44
MgS-MgS-MgS-MgS-AlP-GaP,56.18
MgS-MgS-MgS-MgS-AlP-ZnSe,53.45
MgS-MgS-MgS-MgS-BeTe-AlAs,53.63
MgS-MgS-MgS-MgS-BeTe-AlP,51.31
MgS-MgS-MgS-MgS-BeTe-CuBr,42.85
MgS-MgS-MgS-MgS-BeTe-GaAs,53.83
MgS-MgS-MgS-MgS-BeTe-GaP,51.26
MgS-MgS-MgS-MgS-BeTe-ZnSe,47.77
MgS-MgS-MgS-MgS-CuBr-GaP,35.36
MgS-MgS-MgS-MgS-CuBr-ZnSe,36.65
MgS-MgS-MgS-MgS-GaAs-GaAs,60.59
MgS-MgS-MgS-MgS-GaP-GaP,59.63
MgS-MgS-MgS-MgS-MgS-AlAs,53.11
MgS-MgS-MgS-MgS-MgS-AlP,52.49
MgS-MgS-MgS-MgS-MgS-BeTe,46.28
MgS-MgS-MgS-MgS-MgS-CuBr,36.1
MgS-MgS-MgS-MgS-MgS-GaAs,49.88
MgS-MgS-MgS-MgS-MgS-GaP,52.88
MgS-MgS-MgS-MgS-MgS-MgS,46.19
MgS-MgS-MgS-MgS-MgS-ZnSe,44.08
MgS-MgS-MgS-MgS-ZnSe-GaAs,50.01
MgS-MgS-MgS-MgS-ZnSe-GaP,48.99
MgS-MgS-MgS-MgS-ZnSe-ZnSe,47.02
MgS-MgS-MgS-ZnSe-GaAs-GaAs,55.98
MgS-MgS-MgS-ZnSe-GaP-GaP,57.6
MgS-MgS-MgS-ZnSe-ZnSe-GaP,52.22
MgS-MgS-MgS-ZnSe-ZnSe-ZnSe,44.92
MgS-MgS-ZnSe-GaAs-GaAs-GaAs,53.49
MgS-MgS-ZnSe-GaP-GaP-GaP,57.72
MgS-MgS-ZnSe-ZnSe-GaP-GaP,57.1
MgS-MgS-ZnSe-ZnSe-ZnSe-GaAs,47.57
MgS-MgS-ZnSe-ZnSe-ZnSe-GaP,49.18
MgS-ZnSe-GaAs-GaAs-GaAs-GaAs,51.19
MgS-ZnSe-GaP-GaP-GaP-GaP,57.0
MgS-ZnSe-ZnSe-GaP-GaP-GaP,57.7
MgS-ZnSe-ZnSe-ZnSe-GaAs-GaAs,50.87
MgS-ZnSe-ZnSe-ZnSe-GaP-GaP,55.76
MgS-ZnSe-ZnSe-ZnSe-ZnSe-GaP,48.9
MgS-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,42.72
SiC-SiC-SiC-SiC-SiC-SiC,100.7
ZnO-ZnO-GaN-GaN-GaN-GaN,134.43
ZnO-ZnO-ZnO-GaN-GaN-GaN,123.6
ZnO-ZnO-ZnO-ZnO-GaN-GaN,120.12
ZnO-ZnO-ZnO-ZnO-ZnO-ZnO,114.15
ZnSe-GaP-GaP-GaP-GaP-GaP,61.65
ZnSe-ZnSe-GaAs-GaAs-GaAs-GaAs,54.58
ZnSe-ZnSe-GaP-GaP-GaP-GaP,55.23
ZnSe-ZnSe-ZnSe-GaP-GaP-GaP,54.57
ZnSe-ZnSe-ZnSe-ZnSe-GaAs-GaAs,53.57
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaAs,47.75
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-GaP,49.91
ZnSe-ZnSe-ZnSe-ZnSe-ZnSe-ZnSe,41.27
ZnS-GaP-GaP-GaP-GaP-GaP,56.55
ZnS-ZnS-GaP-GaP-GaP-GaP,67.58
ZnS-ZnS-ZnS-ZnS-GaP-GaP,66.28
ZnS-ZnS-ZnS-ZnS-ZnS-GaP,62.04
ZnTe-CdSe-CdSe-CdSe-CdSe-CdSe,37.25
ZnTe-CdSe-CdSe-CdSe-CdSe-InAs,37.22
ZnTe-CdSe-CdSe-CdSe-CdSe-InP,37.27
ZnTe-CdSe-CdSe-CdSe-InAs-InAs,35.4
ZnTe-CdSe-CdSe-CdSe-InP-InP,34.92
ZnTe-CdSe-CdSe-InAs-InAs-InAs,39.58
ZnTe-CdSe-CdSe-InP-InP-InP,38.98
ZnTe-CdSe-InAs-InAs-InAs-InAs,36.35
ZnTe-CdSe-InP-InP-InP-InP,36.75
ZnTe-GaSb-CdSe-CdSe-CdSe-CdSe,39.06
ZnTe-GaSb-CdSe-CdSe-CdSe-InAs,26.7
ZnTe-GaSb-CdSe-InAs-InAs-InAs,34.65
ZnTe-GaSb-GaSb-CdSe-CdSe-InAs,34.9
ZnTe-GaSb-GaSb-GaSb-CdSe-CdSe,33.21
ZnTe-GaSb-GaSb-GaSb-CdSe-InAs,26.95
ZnTe-GaSb-GaSb-GaSb-GaSb-InAs,3.92
ZnTe-GaSb-GaSb-InAs-InAs-InAs,29.67
ZnTe-GaSb-InAs-InAs-InAs-InAs,33.12
ZnTe-InAs-InAs-InAs-InAs-InAs,28.73
ZnTe-InP-InP-InP-InP-InP,38.05
ZnTe-ZnTe-CdSe-CdSe-CdSe-InAs,36.33
ZnTe-ZnTe-CdSe-CdSe-CdSe-InP,35.97
ZnTe-ZnTe-CdSe-CdSe-InAs-InAs,33.91
ZnTe-ZnTe-CdSe-CdSe-InP-InP,34.79
ZnTe-ZnTe-CdSe-InAs-InAs-InAs,37.47
ZnTe-ZnTe-GaSb-CdSe-CdSe-InAs,36.29
ZnTe-ZnTe-GaSb-GaSb-CdSe-CdSe,33.57
ZnTe-ZnTe-GaSb-InAs-InAs-InAs,33.25
ZnTe-ZnTe-InAs-InAs-InAs-InAs,30.23
ZnTe-ZnTe-ZnTe-CdSe-CdSe-CdSe,34.61
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InAs,34.09
ZnTe-ZnTe-ZnTe-CdSe-CdSe-InP,23.21
ZnTe-ZnTe-ZnTe-CdSe-InAs-InAs,33.92
ZnTe-ZnTe-ZnTe-CdSe-InP-InP,32.42
ZnTe-ZnTe-ZnTe-GaSb-CdSe-InAs,25.91
ZnTe-ZnTe-ZnTe-GaSb-GaSb-CdSe,33.28
ZnTe-ZnTe-ZnTe-GaSb-GaSb-InAs,12.36
ZnTe-ZnTe-ZnTe-InAs-InAs-InAs,32.04
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-CdSe,32.4
ZnTe-ZnTe-ZnTe-ZnTe-CdSe-InAs,26.54
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-CdSe,37.25
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-GaSb,35.21
ZnTe-ZnTe-ZnTe-ZnTe-GaSb-InAs,32.2
ZnTe-ZnTe-ZnTe-ZnTe-InAs-InAs,33.75
ZnTe-ZnTe-ZnTe-ZnTe-InP-InP,34.76
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-CdSe,31.12
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-GaSb,33.35
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InAs,14.69
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-InP,31.1
ZnTe-ZnTe-ZnTe-ZnTe-ZnTe-ZnTe,31.52
